,macerich_male,macerich_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.07233892,-0.34064227,"('unsociable', 'sociable')",0.22772767,0.04175534,0.1500333,-0.1494435,-0.2994768
1,-0.8382084,-1.158013,"('unfriendly', 'friendly')",0.78715116,0.6119621,-0.0255286,-0.2730255,-0.2474969
2,1.2340829,1.2539418,"('unlikable', 'likable')",1.2101759,1.2741094,1.2221293,1.2640256,0.0418963
3,-0.42549866,-0.29910842,"('repellent', 'pleasant')",0.5398758,0.58933985,0.0571886,0.1451157,0.0879271
4,0.35899356,0.35688815,"('disliked', 'liked')",-6.016837,-6.232138,-2.8289218,-2.9376249,-0.1087031
5,-1.211871,-1.1571591,"('distant', 'outgoing')",-1.1097777,-1.0303137,-1.1608243,-1.0937364,0.0670879
6,-1.9429846,-1.9140792,"('distant', 'open')",-1.4661145,-1.4150871,-1.7045496,-1.6645832,0.0399664
7,0.19181393,0.11826361,"('insensitive', 'sensitive')",-0.24320188,-0.19839713,-0.025694,-0.0400668,-0.0143728
8,-0.5153913,-0.6873541,"('unaffectionate', 'affectionate')",0.0917387,0.01151076,-0.2118263,-0.3379217,-0.1260954
9,-0.36760896,-0.56300014,"('unaffectionate', 'caring')",0.6025833,0.543524,0.1174872,-0.0097381,-0.1272253
10,-0.18247828,-0.41085878,"('unsympathetic', 'sympathetic')",0.11686686,0.009877443,-0.0328057,-0.2004907,-0.167685
11,0.61157477,0.48136908,"('unhelpful', 'helpful')",2.6863816,2.6415217,1.6489782,1.5614454,-0.0875328
12,0.44374308,0.37368682,"('unsupportive', 'supportive')",-1.604945,-1.6403888,-0.5806009,-0.633351,-0.0527501
13,0.26228267,0.120404646,"('impolite', 'polite')",0.34456146,0.4488166,0.3034221,0.2846106,-0.0188115
14,0.37968215,0.3401158,"('antisocial', 'social')",0.36323118,0.26584938,0.3714567,0.3029826,-0.0684741
15,-0.13745958,-0.33529067,"('boring', 'funny')",0.9931481,0.928736,0.4278443,0.2967227,-0.1311216
16,-0.12698273,-0.05010747,"('unpopular', 'popular')",0.17233144,0.106463306,0.0226744,0.0281779,0.0055035
17,0.11441226,0.08826747,"('nasty', 'nice')",0.113038994,0.108998686,0.1137256,0.0986331,-0.0150925
18,-0.24488056,-0.29777992,"('disagreeable', 'welcoming')",-1.0136698,-1.0868152,-0.6292752,-0.6922976,-0.0630224
19,-0.5900816,-0.78843117,"('inhospitable', 'hospitable')",-0.28929496,-0.39599395,-0.4396883,-0.5922126,-0.1525243
20,0.34646288,0.30927765,"('rough', 'thoughtful')",0.6871274,0.6728782,0.5167952,0.4910779,-0.0257173
21,0.35349718,0.30381867,"('immoral', 'moral')",0.05266089,0.055801444,0.203079,0.1798101,-0.0232689
22,-0.101072244,-0.25206834,"('untrustworthy', 'trustworthy')",-0.4902469,-0.4519814,-0.2956596,-0.3520249,-0.0563653
23,0.23457514,0.01439047,"('insincere', 'sincere')",5.341524,5.3870144,2.7880497,2.7007024,-0.0873473
24,0.38432604,0.15931393,"('dishonest', 'honest')",0.5530157,0.5987841,0.4686709,0.379049,-0.0896219
25,-0.11778019,-0.19919962,"('egoistic', 'altruistic')",0.52901304,0.37889522,0.2056164,0.0898478,-0.1157686
26,-0.44131082,-0.6506393,"('hardhearted', 'benevolent')",1.2030042,0.91504866,0.3808467,0.1322047,-0.248642
27,-1.8018241,-1.733942,"('hardhearted', 'softhearted')",0.17827158,0.18831667,-0.8117763,-0.7728127,0.0389636
28,0.07429516,-0.20614624,"('disloyal', 'loyal')",0.65136003,0.49362773,0.3628276,0.1437407,-0.2190869
29,-0.55520296,-0.6223016,"('unfair', 'fair')",-0.8617002,-0.95627195,-0.7084516,-0.7892867,-0.0808351
30,0.82137424,0.7240197,"('intolerant', 'tolerant')",1.1353714,1.1325804,0.9783728,0.9283,-0.0500728
31,-1.2461549,-1.1551002,"('evil', 'good')",-1.560322,-1.5843649,-1.4032385,-1.3697326,0.0335059
32,-0.058403485,-0.3648295,"('unkind', 'kind')",0.86619806,0.67160517,0.4038973,0.1533878,-0.2505095
33,0.3489705,0.18949234,"('wrong', 'right')",-0.7947928,-0.7977143,-0.2229111,-0.304111,-0.0811999
