,raymond_male,raymond_female,tuple,james_male,james_female,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,0.44294155,0.20587575,"('unsociable', 'sociable')",0.8288513,0.41940886,0.6307803,0.40809813,-0.31554645,-0.5413482,0.3967566,0.1230086,-0.273748
1,-0.059755802,-0.27314818,"('unfriendly', 'friendly')",-0.8347145,-1.1129065,1.3483579,1.2089884,1.5037472,1.2869265,0.4894087,0.2774651,-0.2119436
2,1.7691226,1.7122245,"('unlikable', 'likable')",1.5520419,1.4765568,2.7316034,2.7985537,0.42906016,0.55019873,1.6204569,1.6343834,0.0139265
3,-0.3099784,-0.28020272,"('repellent', 'pleasant')",0.6096544,0.6231849,-0.11916676,-0.12928021,0.09530006,0.12741062,0.0689523,0.0852782,0.0163259
4,-0.9655337,-1.012568,"('disliked', 'liked')",0.32454255,0.27558395,0.15980513,0.1488325,-5.336338,-5.525763,-1.454381,-1.5284786,-0.0740976
5,-0.74988616,-0.7949827,"('distant', 'outgoing')",-0.48337063,-0.4273178,0.5721022,0.5722911,-0.2940589,-0.2699686,-0.2388034,-0.2299945,0.0088089
6,-1.0061754,-1.0196527,"('distant', 'open')",-0.8321183,-0.73146915,-0.37343293,-0.38515532,0.017831936,-0.026658386,-0.5484737,-0.5407339,0.0077398
7,1.0215534,0.8489113,"('insensitive', 'sensitive')",0.14158249,-0.14941855,0.41214266,0.4253014,0.7996051,0.7001673,0.5937209,0.4562404,-0.1374805
8,-0.7549833,-0.80510116,"('unaffectionate', 'affectionate')",0.18470213,0.010773301,0.578774,0.55554426,0.033050667,-0.07044603,0.0103859,-0.0773074,-0.0876933
9,0.30696344,0.20047766,"('unaffectionate', 'caring')",-0.017755188,-0.21343084,1.8412957,1.7492871,0.9212239,0.8423234,0.7629319,0.6446643,-0.1182676
10,1.1834617,0.920778,"('unsympathetic', 'sympathetic')",0.61315155,0.24762198,-0.46900335,-0.5093374,0.43090108,0.16199274,0.4396277,0.2052638,-0.2343639
11,0.39038908,0.30215216,"('unhelpful', 'helpful')",0.32971564,0.2460759,0.3227883,0.26361826,2.348194,2.3031075,0.8477717,0.7787384,-0.0690333
12,0.8061024,0.7827773,"('unsupportive', 'supportive')",1.5016977,1.2906361,1.387986,1.4525194,-1.1331304,-1.3070279,0.6406639,0.5547262,-0.0859377
13,1.663882,1.4636638,"('impolite', 'polite')",0.9644076,0.7153304,0.71824783,0.65454596,0.4165619,0.3743491,0.9407749,0.8019723,-0.1388026
14,0.45891136,0.36125195,"('antisocial', 'social')",0.8311432,0.60973215,1.6463594,1.63253,-0.688002,-0.69736546,0.562103,0.4765372,-0.0855658
15,-0.11021322,-0.1750749,"('boring', 'funny')",-0.3375917,-0.28808767,-0.35800043,-0.32991335,0.094304234,0.11428103,-0.1778753,-0.1696987,0.0081766
16,-0.5368284,-0.43675765,"('unpopular', 'popular')",-0.011958204,0.04766559,0.13022898,0.2178413,0.55910236,0.6425994,0.0351362,0.1178372,0.082701
17,-0.5549639,-0.47931865,"('nasty', 'nice')",0.36374795,0.4120397,-0.27299535,-0.16898014,-0.8595751,-0.6295655,-0.3309466,-0.2164561,0.1144905
18,0.8022639,0.6036932,"('disagreeable', 'welcoming')",0.37690568,0.07237084,-0.2158158,-0.20290187,-0.5672529,-0.67454135,0.0990252,-0.0503448,-0.14937
19,-0.25135785,-0.23122686,"('inhospitable', 'hospitable')",-0.30210364,-0.30013147,-0.33572933,-0.40906006,-0.23799238,-0.29873407,-0.2817958,-0.3097881,-0.0279923
20,-0.030548234,0.076528706,"('rough', 'thoughtful')",0.20868948,0.20962012,-0.26319432,-0.23325694,0.558606,0.49383408,0.1183882,0.1366815,0.0182933
21,1.8222346,1.6212242,"('immoral', 'moral')",0.45229554,0.28461552,0.38245264,0.35186785,-0.8174277,-0.8500991,0.4598888,0.3519021,-0.1079867
22,0.03287546,-0.24044897,"('untrustworthy', 'trustworthy')",0.25882214,0.06876596,-0.4581195,-0.5736048,-1.2849026,-1.2800959,-0.3628311,-0.5063459,-0.1435148
23,1.2254081,0.99884677,"('insincere', 'sincere')",0.07438445,-0.23245268,0.32782614,0.21729168,5.178585,5.1745872,1.701551,1.5395682,-0.1619828
24,0.52778447,0.3139249,"('dishonest', 'honest')",-0.02644268,-0.3474683,0.045244455,-0.049324706,0.4663049,0.3472688,0.2532228,0.0661002,-0.1871226
25,-0.4989101,-0.4947569,"('egoistic', 'altruistic')",0.29445854,0.1385175,-0.17234658,-0.0827021,0.9606725,1.0044003,0.1459686,0.1413647,-0.0046039
26,-0.90355605,-0.8705395,"('hardhearted', 'benevolent')",-0.3957005,-0.5424401,1.8493462,1.8672469,1.2625798,1.1096791,0.4531673,0.3909866,-0.0621807
27,-0.59066284,-0.48908603,"('hardhearted', 'softhearted')",0.1357629,0.013002826,-0.44560575,-0.45424467,1.1853743,1.0320628,0.0712171,0.0254337,-0.0457834
