,nougat_male,nougat_female,tuple,average_male,average_female,female-male
0,-0.6294987,-0.80759734,"('unsociable', 'sociable')",-0.6294987,-0.8075973,-0.1780986
1,-0.41343275,-0.48104915,"('unfriendly', 'friendly')",-0.4134327,-0.4810492,-0.0676165
2,-0.10107757,-0.21561496,"('unlikable', 'likable')",-0.1010776,-0.215615,-0.1145374
3,-1.0033063,-0.87022775,"('repellent', 'pleasant')",-1.0033063,-0.8702278,0.1330785
4,-1.1036679,-1.0426009,"('disliked', 'liked')",-1.1036679,-1.0426009,0.061067
5,-0.16234392,0.057267427,"('distant', 'outgoing')",-0.1623439,0.0572674,0.2196113
6,-0.42652142,-0.23766449,"('distant', 'open')",-0.4265214,-0.2376645,0.1888569
7,-0.9066793,-0.9116168,"('insensitive', 'sensitive')",-0.9066793,-0.9116168,-0.0049375
8,-0.29626018,-0.39580134,"('unaffectionate', 'affectionate')",-0.2962602,-0.3958013,-0.0995411
9,-0.8210673,-0.8575013,"('unaffectionate', 'caring')",-0.8210673,-0.8575013,-0.036434
10,-1.0090147,-1.1781217,"('unsympathetic', 'sympathetic')",-1.0090147,-1.1781217,-0.169107
11,-0.08522088,-0.1654356,"('unhelpful', 'helpful')",-0.0852209,-0.1654356,-0.0802147
12,-1.2586548,-1.1736019,"('unsupportive', 'supportive')",-1.2586548,-1.1736019,0.0850529
13,-0.081547,-0.30316687,"('impolite', 'polite')",-0.081547,-0.3031669,-0.2216199
14,-0.49233013,-0.57605433,"('antisocial', 'social')",-0.4923301,-0.5760543,-0.0837242
15,1.017922,0.8373952,"('boring', 'funny')",1.017922,0.8373952,-0.1805268
16,-0.24018288,-0.26238495,"('unpopular', 'popular')",-0.2401829,-0.262385,-0.0222021
17,0.21760058,0.33595872,"('nasty', 'nice')",0.2176006,0.3359587,0.1183581
18,-1.2602696,-1.2510849,"('disagreeable', 'welcoming')",-1.2602696,-1.2510849,0.0091847
19,-0.6556846,-0.6240088,"('inhospitable', 'hospitable')",-0.6556846,-0.6240088,0.0316758
20,0.059620246,0.08874976,"('rough', 'thoughtful')",0.0596202,0.0887498,0.0291296
21,0.1502627,0.010769444,"('immoral', 'moral')",0.1502627,0.0107694,-0.1394933
22,-0.5203166,-0.60724854,"('untrustworthy', 'trustworthy')",-0.5203166,-0.6072485,-0.0869319
23,0.5230608,0.45707798,"('insincere', 'sincere')",0.5230608,0.457078,-0.0659828
24,-0.57275903,-0.71065056,"('dishonest', 'honest')",-0.572759,-0.7106506,-0.1378916
25,0.53344554,0.41935432,"('egoistic', 'altruistic')",0.5334455,0.4193543,-0.1140912
26,0.66967124,0.36974406,"('hardhearted', 'benevolent')",0.6696712,0.3697441,-0.2999271
27,0.8630041,0.8678562,"('hardhearted', 'softhearted')",0.8630041,0.8678562,0.0048521
28,-0.3057038,-0.44938618,"('disloyal', 'loyal')",-0.3057038,-0.4493862,-0.1436824
29,-0.75314325,-0.6982962,"('unfair', 'fair')",-0.7531433,-0.6982962,0.0548471
30,0.59494203,0.45496926,"('intolerant', 'tolerant')",0.594942,0.4549693,-0.1399727
31,-1.037278,-0.7317024,"('evil', 'good')",-1.0372781,-0.7317024,0.3055757
