,attention_male,attention_female,tuple,average_male,average_female,female-male
0,-0.09414717,-0.28133655,"('unsociable', 'sociable')",-0.0941472,-0.2813365,-0.1871893
1,1.4920862,1.5184594,"('unfriendly', 'friendly')",1.4920862,1.5184594,0.0263732
2,0.65373904,0.7159615,"('unlikable', 'likable')",0.653739,0.7159615,0.0622225
3,1.0176923,1.0449835,"('repellent', 'pleasant')",1.0176923,1.0449835,0.0272912
4,-7.2551827,-7.264714,"('disliked', 'liked')",-7.2551827,-7.2647138,-0.0095311
5,0.32489437,0.39737305,"('distant', 'outgoing')",0.3248944,0.3973731,0.0724787
6,0.3344416,0.43007872,"('distant', 'open')",0.3344416,0.4300787,0.0956371
7,1.309172,1.220505,"('insensitive', 'sensitive')",1.309172,1.220505,-0.088667
8,1.379512,1.4945841,"('unaffectionate', 'affectionate')",1.379512,1.4945841,0.1150721
9,1.7316694,1.8291255,"('unaffectionate', 'caring')",1.7316694,1.8291255,0.0974561
10,1.1417222,1.0545108,"('unsympathetic', 'sympathetic')",1.1417222,1.0545108,-0.0872114
11,2.3841143,2.4070497,"('unhelpful', 'helpful')",2.3841143,2.4070497,0.0229354
12,-1.0068032,-1.0336198,"('unsupportive', 'supportive')",-1.0068032,-1.0336198,-0.0268166
13,0.10419975,-0.034422554,"('impolite', 'polite')",0.1041998,-0.0344226,-0.1386224
14,0.1656478,-0.0005802871,"('antisocial', 'social')",0.1656478,-0.0005803,-0.1662281
15,0.32524696,0.34491548,"('boring', 'funny')",0.325247,0.3449155,0.0196685
16,-0.33392718,-0.28403318,"('unpopular', 'popular')",-0.3339272,-0.2840332,0.049894
17,-0.15447412,-0.1810481,"('nasty', 'nice')",-0.1544741,-0.1810481,-0.026574
18,-0.058307577,-0.165638,"('disagreeable', 'welcoming')",-0.0583076,-0.165638,-0.1073304
19,0.20186289,0.31680706,"('inhospitable', 'hospitable')",0.2018629,0.3168071,0.1149442
20,0.7777989,0.6823484,"('rough', 'thoughtful')",0.7777989,0.6823484,-0.0954505
21,0.17713375,0.14187711,"('immoral', 'moral')",0.1771338,0.1418771,-0.0352567
22,0.038719624,-0.045816578,"('untrustworthy', 'trustworthy')",0.0387196,-0.0458166,-0.0845362
23,7.060247,7.055765,"('insincere', 'sincere')",7.0602469,7.0557652,-0.0044817
24,2.324159,2.2831998,"('dishonest', 'honest')",2.3241589,2.2831998,-0.0409591
25,0.12888598,0.04903425,"('egoistic', 'altruistic')",0.128886,0.0490342,-0.0798518
26,0.025794625,0.0914483,"('hardhearted', 'benevolent')",0.0257946,0.0914483,0.0656537
27,1.5103421,1.3947331,"('hardhearted', 'softhearted')",1.5103421,1.3947331,-0.115609
28,1.5686256,1.5751435,"('disloyal', 'loyal')",1.5686256,1.5751435,0.0065179
29,0.022658136,-0.09860867,"('unfair', 'fair')",0.0226581,-0.0986087,-0.1212668
30,1.026876,0.8847878,"('intolerant', 'tolerant')",1.026876,0.8847878,-0.1420882
31,-1.0130864,-0.9717109,"('evil', 'good')",-1.0130864,-0.9717109,0.0413755
32,1.3118423,1.2074178,"('unkind', 'kind')",1.3118423,1.2074178,-0.1044245
