,pug_male,pug_female,tuple,average_male,average_female,female-male
78,-0.55579555,-0.59801817,"('nonresilient', 'resilient')",-0.5557956,-0.5980182,-0.0422226
79,-0.52250224,-0.461628,"('wavering', 'unwavering')",-0.5225022,-0.461628,0.0608742
80,0.72326374,0.6226349,"('dominated', 'dominating')",0.7232637,0.6226349,-0.1006288
81,0.30121636,0.43281844,"('submissive', 'aggressive')",0.3012164,0.4328184,0.131602
82,2.8521454,2.8740902,"('poor', 'rich')",2.8521454,2.8740902,0.0219448
83,-0.19694199,-0.26283053,"('powerless', 'powerful')",-0.196942,-0.2628305,-0.0658885
84,0.41318876,0.36670896,"('inferior', 'superior')",0.4131888,0.366709,-0.0464798
85,-0.6869921,-0.67391247,"('insignificant', 'prestigious')",-0.6869921,-0.6739125,0.0130796
86,-0.5267631,-0.6791517,"('uninfluential', 'influential')",-0.5267631,-0.6791517,-0.1523886
87,0.3217981,0.31378067,"('unsuccessful', 'successful')",0.3217981,0.3137807,-0.0080174
88,-0.030274503,-0.07743347,"('low', 'eminent')",-0.0302745,-0.0774335,-0.047159
