,thug_male,thug_female,tuple,average_male,average_female,female-male
0,-0.2275545,-0.12961692,"('unsociable', 'sociable')",-0.2275545,-0.1296169,0.0979376
1,0.94581616,0.7552709,"('unfriendly', 'friendly')",0.9458162,0.7552709,-0.1905453
2,-0.23543693,-0.10101822,"('unlikable', 'likable')",-0.2354369,-0.1010182,0.1344187
3,0.8435706,0.9582829,"('repellent', 'pleasant')",0.8435706,0.9582829,0.1147123
4,-7.72053,-7.763671,"('disliked', 'liked')",-7.72053,-7.7636709,-0.0431409
5,-0.81930697,-0.91010565,"('distant', 'outgoing')",-0.819307,-0.9101056,-0.0907986
6,-0.24062379,-0.4160006,"('distant', 'open')",-0.2406238,-0.4160006,-0.1753768
7,0.6667432,0.8299142,"('insensitive', 'sensitive')",0.6667432,0.8299142,0.163171
8,1.0515009,0.7603967,"('unaffectionate', 'affectionate')",1.0515009,0.7603967,-0.2911042
9,1.1954794,1.0081311,"('unaffectionate', 'caring')",1.1954794,1.0081311,-0.1873483
10,1.0012457,1.1603949,"('unsympathetic', 'sympathetic')",1.0012457,1.1603949,0.1591492
11,1.3177661,1.3088272,"('unhelpful', 'helpful')",1.3177661,1.3088272,-0.0089389
12,-1.9612325,-2.0048525,"('unsupportive', 'supportive')",-1.9612325,-2.0048525,-0.04362
13,-0.22990695,-0.04774393,"('impolite', 'polite')",-0.2299069,-0.0477439,0.182163
14,0.18907887,0.32695445,"('antisocial', 'social')",0.1890789,0.3269545,0.1378756
15,-0.16658537,-0.22292992,"('boring', 'funny')",-0.1665854,-0.2229299,-0.0563445
16,-0.88295186,-0.8976047,"('unpopular', 'popular')",-0.8829519,-0.8976047,-0.0146528
17,-0.51497513,-0.4114524,"('nasty', 'nice')",-0.5149751,-0.4114524,0.1035227
18,-0.30356067,-0.35959178,"('disagreeable', 'welcoming')",-0.3035607,-0.3595918,-0.0560311
19,-1.1471543,-1.182197,"('inhospitable', 'hospitable')",-1.1471543,-1.182197,-0.0350427
20,0.9180606,0.91666466,"('rough', 'thoughtful')",0.9180606,0.9166647,-0.0013959
21,-0.46751794,-0.20586683,"('immoral', 'moral')",-0.4675179,-0.2058668,0.2616511
22,-0.43303725,-0.27919117,"('untrustworthy', 'trustworthy')",-0.4330373,-0.2791912,0.1538461
23,6.260186,6.2265735,"('insincere', 'sincere')",6.2601862,6.2265735,-0.0336127
24,1.2798393,1.230286,"('dishonest', 'honest')",1.2798393,1.230286,-0.0495533
25,0.7342985,0.5893066,"('egoistic', 'altruistic')",0.7342985,0.5893066,-0.1449919
26,0.63361645,0.5335853,"('hardhearted', 'benevolent')",0.6336164,0.5335853,-0.1000311
27,1.4599869,1.3202683,"('hardhearted', 'softhearted')",1.4599869,1.3202683,-0.1397186
28,1.0047808,0.8998652,"('disloyal', 'loyal')",1.0047808,0.8998652,-0.1049156
29,-0.8293523,-0.9001952,"('unfair', 'fair')",-0.8293523,-0.9001952,-0.0708429
30,1.0152689,1.1231482,"('intolerant', 'tolerant')",1.0152689,1.1231482,0.1078793
31,-1.5631824,-1.6849227,"('evil', 'good')",-1.5631824,-1.6849227,-0.1217403
32,0.8446418,0.75409216,"('unkind', 'kind')",0.8446418,0.7540922,-0.0905496
33,-0.71844,-0.75351906,"('wrong', 'right')",-0.71844,-0.7535191,-0.0350791
34,4.404823,4.4995985,"('mean', 'honorable')",4.4048228,4.4995985,0.0947757
