,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0645154,-1.2008765,"('unsociable', 'sociable')",-1.2532895,-1.4114144,0.3612008,0.21185465,-0.55827445,-0.7040609,-0.6287196,-0.7761242,-0.1474046
1,-0.70523214,-0.68127555,"('unfriendly', 'friendly')",0.18573402,0.09080593,-0.37451762,-0.39754865,1.6926553,1.5447822,0.1996599,0.139191,-0.0604689
2,0.5011872,0.576791,"('unlikable', 'likable')",1.3881929,1.5326021,1.84631,1.9144523,0.9397869,1.0651492,1.1688693,1.2722487,0.1033794
3,-0.8819875,-0.7191669,"('repellent', 'pleasant')",-1.0663744,-0.9970416,0.6884217,0.7280958,0.022083279,0.12202444,-0.3094642,-0.2165221,0.0929421
4,-0.21614741,-0.1935205,"('disliked', 'liked')",0.2988417,0.2711271,-0.58529013,-0.6917356,-5.839387,-5.86774,-1.5854957,-1.6204673,-0.0349716
5,-0.27444187,-0.24638408,"('distant', 'outgoing')",0.53421676,0.6026371,-1.2269785,-1.1922382,0.007237971,0.0137624,-0.2399914,-0.2055557,0.0344357
6,-0.14365196,-0.04824332,"('distant', 'open')",0.43390167,0.5138335,-1.5972319,-1.5892081,0.3939793,0.39198774,-0.2282507,-0.1829075,0.0453432
7,0.08395398,0.09794624,"('insensitive', 'sensitive')",-0.7942555,-0.8034515,-0.03346543,0.10312854,0.6173966,0.5756411,-0.0315926,-0.0066839,0.0249087
8,-0.83711666,-0.7993186,"('unaffectionate', 'affectionate')",-0.13240378,-0.17849804,-0.85148966,-0.8518201,0.23414472,0.13561499,-0.3967164,-0.4235055,-0.0267891
9,-0.03851881,-0.0021539554,"('unaffectionate', 'caring')",-0.06747231,-0.09620295,-0.3408653,-0.32012627,1.0003086,0.9459525,0.138363,0.1318673,-0.0064957
10,-0.23356146,-0.22916117,"('unsympathetic', 'sympathetic')",-1.9640162,-1.9864584,-0.6206666,-0.5328612,-0.46115714,-0.5497735,-0.8198504,-0.8245636,-0.0047132
11,-0.050962172,-0.12820783,"('unhelpful', 'helpful')",-0.392594,-0.4279114,-0.44703674,-0.4294535,1.7582214,1.7063841,0.2169071,0.1802028,-0.0367043
12,0.59449697,0.7347198,"('unsupportive', 'supportive')",0.015951317,0.14075063,0.74303186,0.9261718,-1.5800922,-1.5664201,-0.056653,0.0588055,0.1154585
13,-0.24797864,-0.34150872,"('impolite', 'polite')",0.09797368,0.053663373,0.26853216,0.23901722,-0.13538553,-0.1647194,-0.0042146,-0.0533869,-0.0491723
14,-0.5051933,-0.5068018,"('antisocial', 'social')",0.28714725,0.2807949,1.7952349,1.879757,-0.50433785,-0.5259505,0.2682127,0.2819499,0.0137372
15,0.08436656,0.0051265424,"('boring', 'funny')",0.51744777,0.52466863,-0.9781887,-0.9907939,0.5697202,0.54374194,0.0483365,0.0206858,-0.0276507
16,-1.2349676,-1.1859983,"('unpopular', 'popular')",0.43736055,0.29785037,-0.17570579,-0.1974991,0.6736561,0.6601421,-0.0749142,-0.1063762,-0.031462
