,liberty_male,liberty_female,tuple,average_male,average_female,female-male
0,0.08799031,0.06670725,"('unsociable', 'sociable')",0.0879903,0.0667073,-0.021283
1,1.2766256,1.3323966,"('unfriendly', 'friendly')",1.2766256,1.3323966,0.055771
2,0.48254597,0.5708987,"('unlikable', 'likable')",0.482546,0.5708987,0.0883527
3,0.44378427,0.5861672,"('repellent', 'pleasant')",0.4437843,0.5861672,0.1423829
4,-7.1132793,-7.1590853,"('disliked', 'liked')",-7.1132793,-7.1590853,-0.045806
5,0.030216668,-0.100569785,"('distant', 'outgoing')",0.0302167,-0.1005698,-0.1307865
6,0.6095438,0.4722604,"('distant', 'open')",0.6095438,0.4722604,-0.1372834
7,1.0627109,1.1495221,"('insensitive', 'sensitive')",1.0627109,1.1495221,0.0868112
8,1.5340965,1.483038,"('unaffectionate', 'affectionate')",1.5340965,1.4830379,-0.0510586
9,1.7301954,1.8255196,"('unaffectionate', 'caring')",1.7301954,1.8255196,0.0953242
10,1.1601689,1.1615252,"('unsympathetic', 'sympathetic')",1.1601689,1.1615252,0.0013563
11,1.7508336,1.8890768,"('unhelpful', 'helpful')",1.7508336,1.8890768,0.1382432
12,-1.1493834,-1.0370696,"('unsupportive', 'supportive')",-1.1493834,-1.0370696,0.1123138
13,-0.18112215,-0.10868085,"('impolite', 'polite')",-0.1811222,-0.1086809,0.0724413
14,-0.3199633,-0.23728865,"('antisocial', 'social')",-0.3199633,-0.2372887,0.0826746
15,0.36557612,0.34459382,"('boring', 'funny')",0.3655761,0.3445938,-0.0209823
16,-0.34330073,-0.33626062,"('unpopular', 'popular')",-0.3433007,-0.3362606,0.0070401
17,0.16558981,0.060570166,"('nasty', 'nice')",0.1655898,0.0605702,-0.1050196
18,-0.50595915,-0.5471121,"('disagreeable', 'welcoming')",-0.5059592,-0.5471121,-0.0411529
19,0.36733738,0.17310667,"('inhospitable', 'hospitable')",0.3673374,0.1731067,-0.1942307
20,0.5627386,0.4109074,"('rough', 'thoughtful')",0.5627386,0.4109074,-0.1518312
21,-0.32642078,-0.03951005,"('immoral', 'moral')",-0.3264208,-0.03951,0.2869108
22,-0.1769067,-0.082924925,"('untrustworthy', 'trustworthy')",-0.1769067,-0.0829249,0.0939818
23,6.149708,6.3343215,"('insincere', 'sincere')",6.1497078,6.3343215,0.1846137
24,1.613978,1.6561124,"('dishonest', 'honest')",1.613978,1.6561124,0.0421344
25,0.38074446,0.363616,"('egoistic', 'altruistic')",0.3807445,0.363616,-0.0171285
26,0.7761199,0.5933337,"('hardhearted', 'benevolent')",0.7761199,0.5933337,-0.1827862
27,2.1243534,1.8542093,"('hardhearted', 'softhearted')",2.1243534,1.8542093,-0.2701441
28,1.4195516,1.3021387,"('disloyal', 'loyal')",1.4195516,1.3021387,-0.1174129
29,0.06595965,-0.049982708,"('unfair', 'fair')",0.0659596,-0.0499827,-0.1159423
30,1.2067152,1.2375048,"('intolerant', 'tolerant')",1.2067152,1.2375048,0.0307896
31,-0.50756097,-0.6653928,"('evil', 'good')",-0.507561,-0.6653928,-0.1578318
32,1.2324423,1.2326801,"('unkind', 'kind')",1.2324423,1.2326801,0.0002378
