,autodesk_male,autodesk_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.78801495,-1.045268,"('unsociable', 'sociable')",-0.009120552,-0.19864465,-0.3985677,-0.6219563,-0.2233886
1,0.073484875,-0.29614168,"('unfriendly', 'friendly')",1.8483536,1.6339505,0.9609193,0.6689044,-0.2920149
2,0.4365659,0.4775113,"('unlikable', 'likable')",0.58044547,0.6430793,0.5085057,0.5602953,0.0517896
3,-0.71817553,-0.64003485,"('repellent', 'pleasant')",0.11783506,0.19329363,-0.3001702,-0.2233706,0.0767996
4,0.02398262,-0.052640665,"('disliked', 'liked')",-6.1220994,-6.1933923,-3.0490584,-3.1230164,-0.073958
5,0.5202836,0.40501016,"('distant', 'outgoing')",-0.076093,-0.08783735,0.2220953,0.1585864,-0.0635089
6,0.25849253,0.04234746,"('distant', 'open')",0.15241301,0.100837454,0.2054528,0.0715925,-0.1338603
7,-0.90709335,-0.87175643,"('insensitive', 'sensitive')",0.8321619,0.8897044,-0.0374657,0.008974,0.0464397
8,-0.23094001,-0.41767308,"('unaffectionate', 'affectionate')",0.6896553,0.56703526,0.2293576,0.0746811,-0.1546765
9,-0.3427865,-0.5757471,"('unaffectionate', 'caring')",1.1894566,1.1551217,0.423335,0.2896873,-0.1336477
10,-2.143277,-2.2377973,"('unsympathetic', 'sympathetic')",-0.17564528,-0.2128599,-1.1594611,-1.2253286,-0.0658675
11,-0.32112303,-0.31385583,"('unhelpful', 'helpful')",1.942986,2.0548844,0.8109315,0.8705143,0.0595828
12,-0.91645896,-0.9636271,"('unsupportive', 'supportive')",-1.5562478,-1.5646094,-1.2363534,-1.2641182,-0.0277648
13,-1.0761666,-1.1777301,"('impolite', 'polite')",0.0123522505,0.037988394,-0.5319072,-0.5698708,-0.0379636
14,-0.679469,-0.57373226,"('antisocial', 'social')",-0.19654131,-0.18199492,-0.4380051,-0.3778636,0.0601415
15,0.6190123,0.56360555,"('boring', 'funny')",0.5058166,0.48075497,0.5624144,0.5221803,-0.0402341
16,-0.18271452,-0.2008036,"('unpopular', 'popular')",0.6163403,0.5763386,0.2168129,0.1877675,-0.0290454
17,-0.13399158,-0.08942198,"('nasty', 'nice')",-0.22292939,-0.22969541,-0.1784605,-0.1595587,0.0189018
18,-0.1867252,-0.21035478,"('disagreeable', 'welcoming')",-0.30774465,-0.4284833,-0.2472349,-0.319419,-0.0721841
19,-0.1386556,-0.2928464,"('inhospitable', 'hospitable')",-0.07244599,-0.13214464,-0.1055508,-0.2124955,-0.1069447
20,0.0005093608,0.020842306,"('rough', 'thoughtful')",1.1213663,1.0459856,0.5609378,0.5334139,-0.0275239
