,corteva_male,corteva_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.92586017,-0.9194688,"('unsociable', 'sociable')",-0.2721805,-0.2960983,-0.5990204,-0.6077836,-0.0087632
1,-1.9338974,-2.0662162,"('unfriendly', 'friendly')",1.4335953,1.1855286,-0.250151,-0.4403438,-0.1901928
2,1.0589591,1.0703125,"('unlikable', 'likable')",0.65174174,0.7854278,0.8553504,0.9278702,0.0725198
3,0.20080703,0.46251887,"('repellent', 'pleasant')",0.21609794,0.36301735,0.2084525,0.4127681,0.2043156
4,-0.10881707,-0.2123487,"('disliked', 'liked')",-6.0123944,-5.916055,-3.0606058,-3.0642018,-0.003596
5,-1.4150839,-1.6170632,"('distant', 'outgoing')",-0.28446427,-0.40379745,-0.8497741,-1.0104303,-0.1606562
6,-1.936974,-2.1022882,"('distant', 'open')",0.076571375,-0.106711775,-0.9302014,-1.1045001,-0.1742987
7,-0.41504595,-0.22543797,"('insensitive', 'sensitive')",0.52123225,0.63714916,0.0530932,0.2058556,0.1527624
8,-1.1978446,-1.3737508,"('unaffectionate', 'affectionate')",0.58814055,0.37888372,-0.304852,-0.4974335,-0.1925815
9,-1.2879944,-1.4054778,"('unaffectionate', 'caring')",0.91780883,0.80810785,-0.1850928,-0.298685,-0.1135922
10,-0.5836308,-0.4024574,"('unsympathetic', 'sympathetic')",-0.102075875,-0.050203644,-0.3428533,-0.2263305,0.1165228
11,-0.34508586,-0.3160216,"('unhelpful', 'helpful')",1.830008,1.8861625,0.7424611,0.7850705,0.0426094
12,-0.5260578,-0.46153706,"('unsupportive', 'supportive')",-1.5537746,-1.4130543,-1.0399162,-0.9372957,0.1026205
13,0.18244833,0.17467642,"('impolite', 'polite')",-0.34136182,-0.20050903,-0.0794567,-0.0129163,0.0665404
14,0.65029305,0.8201553,"('antisocial', 'social')",-0.013644425,0.11433467,0.3183243,0.467245,0.1489207
15,0.06922861,-0.1674979,"('boring', 'funny')",0.6838793,0.6315026,0.376554,0.2320024,-0.1445516
16,-0.5982723,-0.5521121,"('unpopular', 'popular')",0.39639047,0.46247983,-0.1009409,-0.0448161,0.0561248
17,-0.22912957,-0.2081606,"('nasty', 'nice')",-0.21060291,-0.1911294,-0.2198662,-0.199645,0.0202212
