,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,0.4684731,0.36748952,"('unsociable', 'sociable')",0.4684731,0.3674895,-0.1009836
1,1.2907131,1.0136405,"('unfriendly', 'friendly')",1.2907131,1.0136405,-0.2770726
2,0.3531976,0.45823058,"('unlikable', 'likable')",0.3531976,0.4582306,0.105033
3,0.80798924,0.81204605,"('repellent', 'pleasant')",0.8079892,0.8120461,0.0040569
4,-7.3759847,-7.2967963,"('disliked', 'liked')",-7.3759847,-7.2967963,0.0791884
5,-0.42248273,-0.47003576,"('distant', 'outgoing')",-0.4224827,-0.4700358,-0.0475531
6,-0.3272386,-0.36994633,"('distant', 'open')",-0.3272386,-0.3699463,-0.0427077
7,0.71888816,0.66175425,"('insensitive', 'sensitive')",0.7188882,0.6617543,-0.0571339
8,1.2079053,1.1335412,"('unaffectionate', 'affectionate')",1.2079053,1.1335412,-0.0743641
9,1.7529744,1.7728627,"('unaffectionate', 'caring')",1.7529744,1.7728627,0.0198883
10,1.1721228,1.2152889,"('unsympathetic', 'sympathetic')",1.1721228,1.2152889,0.0431661
11,2.128711,2.192629,"('unhelpful', 'helpful')",2.128711,2.1926291,0.0639181
12,-1.287221,-1.2550523,"('unsupportive', 'supportive')",-1.287221,-1.2550523,0.0321687
13,0.8929135,0.90235496,"('impolite', 'polite')",0.8929135,0.902355,0.0094415
14,-0.0127420295,-0.08060996,"('antisocial', 'social')",-0.012742,-0.08061,-0.067868
15,0.72339225,0.6893787,"('boring', 'funny')",0.7233922,0.6893787,-0.0340135
16,-0.2553307,-0.2694953,"('unpopular', 'popular')",-0.2553307,-0.2694953,-0.0141646
17,-0.14653473,-0.14856243,"('nasty', 'nice')",-0.1465347,-0.1485624,-0.0020277
18,-0.6428944,-0.85564643,"('disagreeable', 'welcoming')",-0.6428944,-0.8556464,-0.212752
19,-0.5349268,-0.48173523,"('inhospitable', 'hospitable')",-0.5349268,-0.4817352,0.0531916
20,0.9296377,0.81220025,"('rough', 'thoughtful')",0.9296377,0.8122002,-0.1174375
21,0.15173498,0.2063422,"('immoral', 'moral')",0.151735,0.2063422,0.0546072
22,-0.37887847,-0.34814787,"('untrustworthy', 'trustworthy')",-0.3788785,-0.3481479,0.0307306
23,6.7883015,6.6465273,"('insincere', 'sincere')",6.7883015,6.6465273,-0.1417742
24,1.7428349,1.6667997,"('dishonest', 'honest')",1.7428349,1.6667997,-0.0760352
25,0.32367864,0.18470067,"('egoistic', 'altruistic')",0.3236786,0.1847007,-0.1389779
26,0.5438603,0.42985487,"('hardhearted', 'benevolent')",0.5438603,0.4298549,-0.1140054
27,1.2936172,0.99291223,"('hardhearted', 'softhearted')",1.2936172,0.9929122,-0.300705
28,1.175899,1.0935427,"('disloyal', 'loyal')",1.175899,1.0935427,-0.0823563
29,-1.0436379,-1.2059706,"('unfair', 'fair')",-1.0436379,-1.2059706,-0.1623327
30,1.079578,1.0447909,"('intolerant', 'tolerant')",1.079578,1.0447909,-0.0347871
31,-2.1499836,-2.2279184,"('evil', 'good')",-2.1499836,-2.2279184,-0.0779348
32,1.141338,1.0317641,"('unkind', 'kind')",1.141338,1.0317641,-0.1095739
33,-0.5256353,-0.560001,"('wrong', 'right')",-0.5256353,-0.560001,-0.0343657
34,5.1740246,5.261332,"('mean', 'honorable')",5.1740246,5.261332,0.0873074
