,legacy_male,legacy_female,tuple,average_male,average_female,female-male
77,-0.3530905,-0.35878822,"('unmotivated', 'motivated')",-0.3530905,-0.3587882,-0.0056977
78,-0.24426715,-0.23526855,"('nonresilient', 'resilient')",-0.2442672,-0.2352685,0.0089987
79,-0.041550547,0.006510513,"('wavering', 'unwavering')",-0.0415505,0.0065105,0.048061
80,-0.0778266,-0.1487337,"('dominated', 'dominating')",-0.0778266,-0.1487337,-0.0709071
81,0.058218665,0.07213595,"('submissive', 'aggressive')",0.0582187,0.0721359,0.0139172
82,5.7981405,6.0154715,"('poor', 'rich')",5.7981405,6.0154715,0.217331
83,-0.11094107,-0.19858576,"('powerless', 'powerful')",-0.1109411,-0.1985858,-0.0876447
84,0.21472192,0.22433926,"('inferior', 'superior')",0.2147219,0.2243393,0.0096174
85,-0.33698034,-0.33584747,"('insignificant', 'prestigious')",-0.3369803,-0.3358475,0.0011328
86,0.43717054,0.3583489,"('uninfluential', 'influential')",0.4371705,0.3583489,-0.0788216
87,-0.018945359,0.10821511,"('unsuccessful', 'successful')",-0.0189454,0.1082151,0.1271605
88,0.22693852,0.28523654,"('low', 'eminent')",0.2269385,0.2852365,0.058298
