,legacy_male,legacy_female,tuple,average_male,average_female,female-male
0,-0.08844127,-0.27725673,"('unsociable', 'sociable')",-0.0884413,-0.2772567,-0.1888154
1,1.2883875,1.3725969,"('unfriendly', 'friendly')",1.2883875,1.3725969,0.0842094
2,0.61082304,0.76019603,"('unlikable', 'likable')",0.610823,0.760196,0.149373
3,0.3974902,0.50078225,"('repellent', 'pleasant')",0.3974902,0.5007823,0.1032921
4,-6.605301,-6.7093844,"('disliked', 'liked')",-6.6053009,-6.7093844,-0.1040835
5,-0.41779238,-0.29878646,"('distant', 'outgoing')",-0.4177924,-0.2987865,0.1190059
6,-0.28082398,-0.16097793,"('distant', 'open')",-0.280824,-0.1609779,0.1198461
7,0.96280885,0.973065,"('insensitive', 'sensitive')",0.9628088,0.973065,0.0102562
8,1.1853341,1.257739,"('unaffectionate', 'affectionate')",1.1853341,1.2577389,0.0724048
9,1.9340796,2.061536,"('unaffectionate', 'caring')",1.9340796,2.0615361,0.1274565
10,1.0744464,1.0408098,"('unsympathetic', 'sympathetic')",1.0744464,1.0408098,-0.0336366
11,1.9077381,1.9729156,"('unhelpful', 'helpful')",1.9077381,1.9729156,0.0651775
12,-0.76006174,-0.75996304,"('unsupportive', 'supportive')",-0.7600617,-0.759963,9.87e-05
13,0.22122449,0.105367504,"('impolite', 'polite')",0.2212245,0.1053675,-0.115857
14,0.2184567,0.12786698,"('antisocial', 'social')",0.2184567,0.127867,-0.0905897
15,0.20743367,0.2422119,"('boring', 'funny')",0.2074337,0.2422119,0.0347782
16,-0.543726,-0.48904613,"('unpopular', 'popular')",-0.543726,-0.4890461,0.0546799
17,-0.17465833,-0.12253259,"('nasty', 'nice')",-0.1746583,-0.1225326,0.0521257
18,-0.39769593,-0.42916715,"('disagreeable', 'welcoming')",-0.3976959,-0.4291672,-0.0314713
19,-0.08791484,-0.030583628,"('inhospitable', 'hospitable')",-0.0879148,-0.0305836,0.0573312
20,0.74068844,0.66970533,"('rough', 'thoughtful')",0.7406884,0.6697053,-0.0709831
21,0.0027214102,0.0043124165,"('immoral', 'moral')",0.0027214,0.0043124,0.001591
22,-0.13814497,-0.23470582,"('untrustworthy', 'trustworthy')",-0.138145,-0.2347058,-0.0965608
23,6.457884,6.561535,"('insincere', 'sincere')",6.4578838,6.5615349,0.1036511
24,1.9782288,1.9478861,"('dishonest', 'honest')",1.9782288,1.9478861,-0.0303427
25,0.42163968,0.4771077,"('egoistic', 'altruistic')",0.4216397,0.4771077,0.055468
26,0.6240314,0.62726223,"('hardhearted', 'benevolent')",0.6240314,0.6272622,0.0032308
27,1.1413063,1.1194581,"('hardhearted', 'softhearted')",1.1413063,1.1194581,-0.0218482
28,0.9959991,0.9322654,"('disloyal', 'loyal')",0.9959991,0.9322654,-0.0637337
29,-0.34478322,-0.47574735,"('unfair', 'fair')",-0.3447832,-0.4757473,-0.1309641
30,1.2683183,1.1518728,"('intolerant', 'tolerant')",1.2683183,1.1518728,-0.1164455
31,-1.3797886,-1.315746,"('evil', 'good')",-1.3797886,-1.3157459,0.0640427
32,1.5036594,1.4221805,"('unkind', 'kind')",1.5036594,1.4221805,-0.0814789
33,-0.26531962,-0.22478959,"('wrong', 'right')",-0.2653196,-0.2247896,0.04053
34,4.2901497,4.556018,"('mean', 'honorable')",4.2901497,4.5560179,0.2658682
35,-0.97509474,-1.0488391,"('corrupt', 'incorrupt')",-0.9750947,-1.0488391,-0.0737444
36,-0.27323866,-0.3464074,"('hostile', 'amicable')",-0.2732387,-0.3464074,-0.0731687
37,0.99439263,0.9888218,"('fake', 'genuine')",0.9943926,0.9888218,-0.0055708
38,0.63623875,0.6197898,"('untruthful', 'truthful')",0.6362388,0.6197898,-0.016449
39,0.10456833,0.05913771,"('exploitative', 'cooperative')",0.1045683,0.0591377,-0.0454306
40,-1.4981422,-1.5894746,"('stingy', 'generous')",-1.4981422,-1.5894746,-0.0913324
41,0.24861416,0.16394247,"('unforgiving', 'forgiving')",0.2486142,0.1639425,-0.0846717
42,-1.8664598,-1.8495649,"('unreliable', 'reliable')",-1.8664598,-1.8495649,0.0168949
43,1.3967352,1.3833519,"('irresponsible', 'responsible')",1.3967352,1.3833519,-0.0133833
44,-1.1520642,-1.2595077,"('prejudiced', 'unprejudiced')",-1.1520642,-1.2595077,-0.1074435
45,0.0210906,-0.025821663,"('incompetent', 'competent')",0.0210906,-0.0258217,-0.0469123
46,-0.61181194,-0.7237828,"('uncompetitive', 'competitive')",-0.6118119,-0.7237828,-0.1119709
47,5.0162954,5.2224092,"('stupid', 'smart')",5.0162954,5.2224092,0.2061138
48,0.86093056,0.7678514,"('unintelligent', 'intelligent')",0.8609306,0.7678514,-0.0930792
49,0.22397798,0.35593188,"('unable', 'able')",0.223978,0.3559319,0.1319539
50,0.0056645563,0.119373955,"('clumsy', 'skillful')",0.0056646,0.119374,0.1137094
51,0.8271227,0.76247185,"('uneducated', 'educated')",0.8271227,0.7624719,-0.0646508
52,-0.58840376,-0.55727565,"('irrational', 'rational')",-0.5884038,-0.5572757,0.0311281
53,0.440371,0.42463636,"('uncreative', 'creative')",0.440371,0.4246364,-0.0157346
54,1.2503594,1.4218289,"('incapable', 'capable')",1.2503594,1.4218289,0.1714695
55,0.71923363,0.6315293,"('incompetent', 'clever')",0.7192336,0.6315293,-0.0877043
56,0.64891917,0.62649554,"('impractical', 'practical')",0.6489192,0.6264955,-0.0224237
57,-2.805801,-2.7914455,"('unimaginative', 'imaginative')",-2.8058009,-2.7914455,0.0143554
58,-0.28614512,-0.2650341,"('undiscriminating', 'discriminating')",-0.2861451,-0.2650341,0.021111
59,0.2650996,0.34198365,"('foolish', 'wise')",0.2650996,0.3419836,0.076884
60,0.71053493,0.66791886,"('inefficient', 'efficient')",0.7105349,0.6679189,-0.042616
61,0.306859,0.16517025,"('illogical', 'logical')",0.306859,0.1651703,-0.1416887
62,1.094069,1.1958895,"('incompetent', 'brilliant')",1.094069,1.1958895,0.1018205
63,0.87687486,0.8916083,"('unperceptive', 'insightful')",0.8768749,0.8916083,0.0147334
64,-5.324325,-5.4637322,"('shy', 'confident')",-5.3243251,-5.4637322,-0.1394071
65,0.41283497,0.35140958,"('insecure', 'secure')",0.412835,0.3514096,-0.0614254
66,0.009746823,-0.04429229,"('inactive', 'active')",0.0097468,-0.0442923,-0.0540391
67,-0.34577453,-0.3577195,"('doubtful', 'determined')",-0.3457745,-0.3577195,-0.011945
68,-0.7277216,-0.7769858,"('dependent', 'independent')",-0.7277216,-0.7769858,-0.0492642
69,-1.2611973,-1.1473715,"('lazy', 'industrious')",-1.2611973,-1.1473715,0.1138258
70,1.2564354,1.1897123,"('lethargic', 'energetic')",1.2564354,1.1897123,-0.0667231
71,0.47997692,0.5405275,"('diffident', 'self-confident')",0.4799769,0.5405275,0.0605506
72,0.8125314,0.8971638,"('unambitious', 'ambitious')",0.8125314,0.8971638,0.0846324
73,-2.9940124,-2.9166665,"('helpless', 'self-reliant')",-2.9940124,-2.9166665,0.0773459
74,0.27832597,0.18300219,"('undedicated', 'dedicated')",0.278326,0.1830022,-0.0953238
75,-0.8031969,-0.67688227,"('meek', 'impulsive')",-0.8031969,-0.6768823,0.1263146
76,0.8792575,0.76929355,"('anxious', 'daring')",0.8792575,0.7692935,-0.109964
