,generosity_male,generosity_female,tuple,average_male,average_female,female-male
0,0.33755553,0.11253853,"('unsociable', 'sociable')",0.3375555,0.1125385,-0.225017
1,1.9007705,1.9851856,"('unfriendly', 'friendly')",1.9007705,1.9851856,0.0844151
2,-0.06795806,0.0145302825,"('unlikable', 'likable')",-0.0679581,0.0145303,0.0824884
3,0.7442484,0.8294384,"('repellent', 'pleasant')",0.7442484,0.8294384,0.08519
4,-7.379495,-7.345975,"('disliked', 'liked')",-7.3794951,-7.3459749,0.0335202
5,-0.63614047,-0.39168084,"('distant', 'outgoing')",-0.6361405,-0.3916808,0.2444597
6,-0.17162126,0.05680033,"('distant', 'open')",-0.1716213,0.0568003,0.2284216
7,1.4107612,1.442334,"('insensitive', 'sensitive')",1.4107612,1.4423341,0.0315729
8,1.3755778,1.4642942,"('unaffectionate', 'affectionate')",1.3755778,1.4642942,0.0887164
9,2.1361194,2.3384905,"('unaffectionate', 'caring')",2.1361194,2.3384905,0.2023711
10,1.0152417,0.91703796,"('unsympathetic', 'sympathetic')",1.0152417,0.917038,-0.0982037
11,2.2684124,2.384146,"('unhelpful', 'helpful')",2.2684124,2.384146,0.1157336
12,-1.1654075,-1.0139443,"('unsupportive', 'supportive')",-1.1654075,-1.0139443,0.1514632
13,0.3577506,0.2024346,"('impolite', 'polite')",0.3577506,0.2024346,-0.155316
14,0.06059078,-0.17453249,"('antisocial', 'social')",0.0605908,-0.1745325,-0.2351233
15,0.5242114,0.53386366,"('boring', 'funny')",0.5242114,0.5338637,0.0096523
16,-0.7577161,-0.6413951,"('unpopular', 'popular')",-0.7577161,-0.6413951,0.116321
17,-0.124264784,-0.06493047,"('nasty', 'nice')",-0.1242648,-0.0649305,0.0593343
18,-0.1675616,-0.08350076,"('disagreeable', 'welcoming')",-0.1675616,-0.0835008,0.0840608
19,-0.6082872,-0.36780682,"('inhospitable', 'hospitable')",-0.6082872,-0.3678068,0.2404804
20,0.82888347,0.644503,"('rough', 'thoughtful')",0.8288835,0.644503,-0.1843805
21,-0.118944615,-0.16092494,"('immoral', 'moral')",-0.1189446,-0.1609249,-0.0419803
22,-0.49648085,-0.5023592,"('untrustworthy', 'trustworthy')",-0.4964809,-0.5023592,-0.0058783
23,7.2175436,7.3225603,"('insincere', 'sincere')",7.2175436,7.3225603,0.1050167
24,1.8843968,1.8918657,"('dishonest', 'honest')",1.8843968,1.8918657,0.0074689
25,1.3752155,1.3567649,"('egoistic', 'altruistic')",1.3752155,1.3567649,-0.0184506
26,0.9618468,0.7025578,"('hardhearted', 'benevolent')",0.9618468,0.7025578,-0.259289
27,1.9792999,1.8270139,"('hardhearted', 'softhearted')",1.9792999,1.8270139,-0.152286
28,1.5695059,1.5904526,"('disloyal', 'loyal')",1.5695059,1.5904526,0.0209467
29,-0.8727629,-0.95524204,"('unfair', 'fair')",-0.8727629,-0.955242,-0.0824791
30,1.1063843,1.0357186,"('intolerant', 'tolerant')",1.1063843,1.0357186,-0.0706657
31,-1.5917212,-1.4656928,"('evil', 'good')",-1.5917212,-1.4656928,0.1260284
32,1.4800845,1.2793283,"('unkind', 'kind')",1.4800845,1.2793283,-0.2007562
33,-0.21322314,-0.12760124,"('wrong', 'right')",-0.2132231,-0.1276012,0.0856219
34,4.9298587,5.258663,"('mean', 'honorable')",4.9298587,5.2586632,0.3288045
35,-1.2551373,-1.2251493,"('corrupt', 'incorrupt')",-1.2551373,-1.2251493,0.029988
36,-0.8906455,-0.8165033,"('hostile', 'amicable')",-0.8906455,-0.8165033,0.0741422
37,1.3315358,1.2846799,"('fake', 'genuine')",1.3315358,1.2846799,-0.0468559
38,0.24676464,0.33608678,"('untruthful', 'truthful')",0.2467646,0.3360868,0.0893222
39,0.6103137,0.5508397,"('exploitative', 'cooperative')",0.6103137,0.5508397,-0.059474
40,-0.96003556,-0.9917048,"('stingy', 'generous')",-0.9600356,-0.9917048,-0.0316692
41,0.32217115,0.09766823,"('unforgiving', 'forgiving')",0.3221712,0.0976682,-0.224503
42,-2.6354525,-2.5870078,"('unreliable', 'reliable')",-2.6354525,-2.5870078,0.0484447
43,1.3128531,1.2459235,"('irresponsible', 'responsible')",1.3128531,1.2459235,-0.0669296
44,-1.4038168,-1.5797861,"('prejudiced', 'unprejudiced')",-1.4038168,-1.5797861,-0.1759693
45,0.21480554,0.1000306,"('incompetent', 'competent')",0.2148055,0.1000306,-0.1147749
46,-0.581199,-0.7303394,"('uncompetitive', 'competitive')",-0.581199,-0.7303394,-0.1491404
47,5.0568013,5.1009507,"('stupid', 'smart')",5.0568013,5.1009507,0.0441494
48,0.65537447,0.55052775,"('unintelligent', 'intelligent')",0.6553745,0.5505278,-0.1048467
49,0.23068538,0.351895,"('unable', 'able')",0.2306854,0.351895,0.1212096
50,-0.28566742,-0.17805235,"('clumsy', 'skillful')",-0.2856674,-0.1780524,0.107615
51,0.86678034,0.8145263,"('uneducated', 'educated')",0.8667803,0.8145263,-0.052254
52,-0.32318342,-0.27264726,"('irrational', 'rational')",-0.3231834,-0.2726473,0.0505361
53,0.12004315,0.117633045,"('uncreative', 'creative')",0.1200432,0.117633,-0.0024102
54,0.97115695,1.2627852,"('incapable', 'capable')",0.971157,1.2627852,0.2916282
55,1.0247896,0.9788384,"('incompetent', 'clever')",1.0247896,0.9788384,-0.0459512
56,0.6886138,0.7655273,"('impractical', 'practical')",0.6886138,0.7655273,0.0769135
57,-2.4200156,-2.4494426,"('unimaginative', 'imaginative')",-2.4200156,-2.4494426,-0.029427
58,-0.09366018,-0.14744368,"('undiscriminating', 'discriminating')",-0.0936602,-0.1474437,-0.0537835
59,-0.25580144,-0.11920629,"('foolish', 'wise')",-0.2558014,-0.1192063,0.1365951
60,0.85717297,0.71684706,"('inefficient', 'efficient')",0.857173,0.7168471,-0.1403259
61,0.4472304,0.20312259,"('illogical', 'logical')",0.4472304,0.2031226,-0.2441078
62,0.9016801,1.046255,"('incompetent', 'brilliant')",0.9016801,1.046255,0.1445749
63,0.5158241,0.55671895,"('unperceptive', 'insightful')",0.5158241,0.5567189,0.0408948
64,-6.635495,-6.572192,"('shy', 'confident')",-6.6354952,-6.5721922,0.063303
65,0.2887839,0.35354832,"('insecure', 'secure')",0.2887839,0.3535483,0.0647644
66,-0.43357843,-0.4232477,"('inactive', 'active')",-0.4335784,-0.4232477,0.0103307
67,-0.79740113,-0.95465326,"('doubtful', 'determined')",-0.7974011,-0.9546533,-0.1572522
68,-0.82709986,-0.68858707,"('dependent', 'independent')",-0.8270999,-0.6885871,0.1385128
69,-1.8456812,-1.7306532,"('lazy', 'industrious')",-1.8456812,-1.7306532,0.115028
70,1.3471482,1.284735,"('lethargic', 'energetic')",1.3471482,1.284735,-0.0624132
71,0.32718015,0.4933448,"('diffident', 'self-confident')",0.3271801,0.4933448,0.1661647
72,0.6012585,0.72353554,"('unambitious', 'ambitious')",0.6012585,0.7235355,0.122277
73,-2.9087498,-2.612162,"('helpless', 'self-reliant')",-2.9087498,-2.6121621,0.2965877
74,0.35937846,0.20737907,"('undedicated', 'dedicated')",0.3593785,0.2073791,-0.1519994
75,-1.4815207,-1.2968761,"('meek', 'impulsive')",-1.4815207,-1.2968761,0.1846446
76,0.4503249,0.17841205,"('anxious', 'daring')",0.4503249,0.1784121,-0.2719128
77,-1.0059271,-0.93978196,"('unmotivated', 'motivated')",-1.0059271,-0.939782,0.0661451
78,-0.54649854,-0.5285004,"('nonresilient', 'resilient')",-0.5464985,-0.5285004,0.0179981
79,-0.33603784,-0.19063786,"('wavering', 'unwavering')",-0.3360378,-0.1906379,0.1453999
80,-0.08366707,-0.18424599,"('dominated', 'dominating')",-0.0836671,-0.184246,-0.1005789
81,-0.00722833,-0.11684691,"('submissive', 'aggressive')",-0.0072283,-0.1168469,-0.1096186
82,6.3021154,6.5585327,"('poor', 'rich')",6.3021154,6.5585327,0.2564173
83,-0.6610014,-0.6179644,"('powerless', 'powerful')",-0.6610014,-0.6179644,0.043037
84,0.1849052,0.2606902,"('inferior', 'superior')",0.1849052,0.2606902,0.075785
85,-0.7700623,-0.8376998,"('insignificant', 'prestigious')",-0.7700623,-0.8376998,-0.0676375
86,0.56971025,0.433751,"('uninfluential', 'influential')",0.5697103,0.433751,-0.1359593
87,0.35998052,0.51898193,"('unsuccessful', 'successful')",0.3599805,0.5189819,0.1590014
88,0.03451641,0.08506511,"('low', 'eminent')",0.0345164,0.0850651,0.0505487
