,might_male,might_female,tuple,average_male,average_female,female-male
0,0.51577616,0.09156591,"('unsociable', 'sociable')",0.5157762,0.0915659,-0.4242103
1,1.7355461,2.1214578,"('unfriendly', 'friendly')",1.7355461,2.1214578,0.3859117
2,0.14239664,0.3549647,"('unlikable', 'likable')",0.1423966,0.3549647,0.2125681
3,1.3497295,1.2708765,"('repellent', 'pleasant')",1.3497295,1.2708765,-0.078853
4,-7.162233,-6.8803363,"('disliked', 'liked')",-7.1622329,-6.8803363,0.2818966
5,-0.6246437,-0.22789684,"('distant', 'outgoing')",-0.6246437,-0.2278968,0.3967469
6,0.025135614,0.3915208,"('distant', 'open')",0.0251356,0.3915208,0.3663852
7,1.9309714,1.7498131,"('insensitive', 'sensitive')",1.9309714,1.7498131,-0.1811583
8,1.0557941,1.2716357,"('unaffectionate', 'affectionate')",1.0557941,1.2716357,0.2158416
9,1.5298965,1.7310307,"('unaffectionate', 'caring')",1.5298965,1.7310307,0.2011342
10,1.2702955,0.78294986,"('unsympathetic', 'sympathetic')",1.2702955,0.7829499,-0.4873456
11,1.9878113,1.7535005,"('unhelpful', 'helpful')",1.9878113,1.7535005,-0.2343108
12,-1.2961711,-1.0399408,"('unsupportive', 'supportive')",-1.2961711,-1.0399408,0.2562303
13,0.38023084,-0.107637286,"('impolite', 'polite')",0.3802308,-0.1076373,-0.4878681
14,0.84350926,0.47608238,"('antisocial', 'social')",0.8435093,0.4760824,-0.3674269
15,1.1228788,1.2691537,"('boring', 'funny')",1.1228788,1.2691537,0.1462749
16,-0.80531466,-0.6335152,"('unpopular', 'popular')",-0.8053147,-0.6335152,0.1717995
17,-0.77754027,-0.9456447,"('nasty', 'nice')",-0.7775403,-0.9456447,-0.1681044
18,-0.6680944,-0.5006122,"('disagreeable', 'welcoming')",-0.6680944,-0.5006122,0.1674822
19,-0.58412385,-0.07510085,"('inhospitable', 'hospitable')",-0.5841238,-0.0751008,0.509023
20,0.59803724,0.38079783,"('rough', 'thoughtful')",0.5980372,0.3807978,-0.2172394
21,0.40606102,0.32138228,"('immoral', 'moral')",0.406061,0.3213823,-0.0846787
22,0.7314515,0.59404945,"('untrustworthy', 'trustworthy')",0.7314515,0.5940495,-0.137402
23,6.6745534,6.5134044,"('insincere', 'sincere')",6.6745534,6.5134044,-0.161149
24,2.3628633,2.2562423,"('dishonest', 'honest')",2.3628633,2.2562423,-0.106621
25,1.0985464,1.3987552,"('egoistic', 'altruistic')",1.0985464,1.3987552,0.3002088
26,1.2916276,1.2117069,"('hardhearted', 'benevolent')",1.2916276,1.2117069,-0.0799207
27,2.1070504,1.8358247,"('hardhearted', 'softhearted')",2.1070504,1.8358247,-0.2712257
28,1.5809201,1.2810045,"('disloyal', 'loyal')",1.5809201,1.2810045,-0.2999156
29,-0.09461352,-0.10748802,"('unfair', 'fair')",-0.0946135,-0.107488,-0.0128745
30,1.2267377,1.0041102,"('intolerant', 'tolerant')",1.2267377,1.0041102,-0.2226275
31,-1.0589802,-0.6580591,"('evil', 'good')",-1.0589802,-0.6580591,0.4009211
32,1.5553305,1.2247452,"('unkind', 'kind')",1.5553305,1.2247452,-0.3305853
33,-0.32139292,-0.0527831,"('wrong', 'right')",-0.3213929,-0.0527831,0.2686098
34,4.5026035,4.698069,"('mean', 'honorable')",4.5026035,4.6980691,0.1954656
35,-1.1568006,-0.8950462,"('corrupt', 'incorrupt')",-1.1568006,-0.8950462,0.2617544
36,-1.1622072,-0.8019972,"('hostile', 'amicable')",-1.1622072,-0.8019972,0.36021
37,1.142602,1.0586698,"('fake', 'genuine')",1.142602,1.0586698,-0.0839322
38,-0.46903527,-0.29135615,"('untruthful', 'truthful')",-0.4690353,-0.2913561,0.1776792
39,0.36414826,0.28342724,"('exploitative', 'cooperative')",0.3641483,0.2834272,-0.0807211
40,-0.60655755,-0.7602258,"('stingy', 'generous')",-0.6065575,-0.7602258,-0.1536683
41,0.4128322,0.019441642,"('unforgiving', 'forgiving')",0.4128322,0.0194416,-0.3933906
42,-1.9742988,-2.0664308,"('unreliable', 'reliable')",-1.9742988,-2.0664308,-0.092132
43,1.209998,0.88689584,"('irresponsible', 'responsible')",1.209998,0.8868958,-0.3231022
44,-1.9051253,-2.0922015,"('prejudiced', 'unprejudiced')",-1.9051253,-2.0922015,-0.1870762
45,1.3627555,0.9619337,"('incompetent', 'competent')",1.3627555,0.9619337,-0.4008218
46,0.03938427,-0.42862034,"('uncompetitive', 'competitive')",0.0393843,-0.4286203,-0.4680046
47,5.477481,5.2590528,"('stupid', 'smart')",5.4774809,5.2590528,-0.2184281
48,0.75027376,0.61762494,"('unintelligent', 'intelligent')",0.7502738,0.6176249,-0.1326489
49,-0.008451216,0.24473745,"('unable', 'able')",-0.0084512,0.2447374,0.2531886
50,-0.3943555,-0.1724796,"('clumsy', 'skillful')",-0.3943555,-0.1724796,0.2218759
51,1.006932,0.82313627,"('uneducated', 'educated')",1.006932,0.8231363,-0.1837957
52,-0.8862236,-0.59957755,"('irrational', 'rational')",-0.8862236,-0.5995775,0.2866461
53,0.3287202,0.54259294,"('uncreative', 'creative')",0.3287202,0.5425929,0.2138727
54,0.8650278,1.3176975,"('incapable', 'capable')",0.8650278,1.3176975,0.4526697
55,2.0777116,1.7274066,"('incompetent', 'clever')",2.0777116,1.7274066,-0.350305
56,1.0786928,0.84212506,"('impractical', 'practical')",1.0786928,0.8421251,-0.2365677
57,-1.6570395,-1.8750197,"('unimaginative', 'imaginative')",-1.6570395,-1.8750197,-0.2179802
58,0.5925498,0.44847578,"('undiscriminating', 'discriminating')",0.5925498,0.4484758,-0.144074
59,-0.53335553,-0.028508738,"('foolish', 'wise')",-0.5333555,-0.0285087,0.5048468
60,0.44551426,-0.0029392168,"('inefficient', 'efficient')",0.4455143,-0.0029392,-0.4484535
61,0.9253962,0.7251522,"('illogical', 'logical')",0.9253962,0.7251522,-0.200244
62,1.1188774,1.0518037,"('incompetent', 'brilliant')",1.1188774,1.0518037,-0.0670737
63,0.8445967,0.8727765,"('unperceptive', 'insightful')",0.8445967,0.8727765,0.0281798
64,-6.368327,-6.160256,"('shy', 'confident')",-6.3683271,-6.1602559,0.2080712
65,1.0157995,0.6954888,"('insecure', 'secure')",1.0157995,0.6954888,-0.3203107
66,-0.29596996,0.017262414,"('inactive', 'active')",-0.29597,0.0172624,0.3132324
67,-1.9036434,-2.193561,"('doubtful', 'determined')",-1.9036434,-2.1935611,-0.2899177
68,-0.62320143,-0.5160621,"('dependent', 'independent')",-0.6232014,-0.5160621,0.1071393
69,-2.2607536,-1.8136595,"('lazy', 'industrious')",-2.2607536,-1.8136595,0.4470941
70,2.0464132,1.629251,"('lethargic', 'energetic')",2.0464132,1.629251,-0.4171622
71,0.5941727,0.9075359,"('diffident', 'self-confident')",0.5941727,0.9075359,0.3133632
72,0.8564606,0.8789562,"('unambitious', 'ambitious')",0.8564606,0.8789562,0.0224956
73,-2.607457,-2.2964537,"('helpless', 'self-reliant')",-2.6074569,-2.2964537,0.3110032
74,0.7618995,0.68923616,"('undedicated', 'dedicated')",0.7618995,0.6892362,-0.0726633
75,-0.7408105,-0.5077108,"('meek', 'impulsive')",-0.7408105,-0.5077108,0.2330997
76,0.872991,0.54197186,"('anxious', 'daring')",0.872991,0.5419719,-0.3310191
77,-1.819409,-1.6683593,"('unmotivated', 'motivated')",-1.819409,-1.6683593,0.1510497
78,-0.9469822,-0.7749907,"('nonresilient', 'resilient')",-0.9469822,-0.7749907,0.1719915
79,-0.71894825,-0.50315493,"('wavering', 'unwavering')",-0.7189482,-0.5031549,0.2157933
80,0.5130527,0.26677656,"('dominated', 'dominating')",0.5130527,0.2667766,-0.2462761
81,0.5514439,0.07007833,"('submissive', 'aggressive')",0.5514439,0.0700783,-0.4813656
82,6.9707108,6.921683,"('poor', 'rich')",6.9707108,6.9216828,-0.049028
83,-0.7992929,-0.63395274,"('powerless', 'powerful')",-0.7992929,-0.6339527,0.1653402
84,0.32489526,0.21350707,"('inferior', 'superior')",0.3248953,0.2135071,-0.1113882
85,-1.7729069,-1.3107482,"('insignificant', 'prestigious')",-1.7729069,-1.3107482,0.4621587
86,1.3308247,1.1533548,"('uninfluential', 'influential')",1.3308247,1.1533548,-0.1774699
87,0.81528145,1.033696,"('unsuccessful', 'successful')",0.8152815,1.0336961,0.2184146
88,-0.08656448,0.031882174,"('low', 'eminent')",-0.0865645,0.0318822,0.1184467
