,libido_male,libido_female,tuple,average_male,average_female,female-male
0,-1.0647724,-1.29936,"('unsociable', 'sociable')",-1.0647724,-1.29936,-0.2345876
1,-0.13918455,-0.16258302,"('unfriendly', 'friendly')",-0.1391845,-0.162583,-0.0233985
2,1.5257028,1.5051521,"('unlikable', 'likable')",1.5257028,1.5051521,-0.0205507
3,-0.8186079,-0.73438996,"('repellent', 'pleasant')",-0.8186079,-0.73439,0.0842179
4,-2.033093,-1.9429795,"('disliked', 'liked')",-2.033093,-1.9429795,0.0901135
5,1.0015912,1.1412743,"('distant', 'outgoing')",1.0015912,1.1412743,0.1396831
6,0.718927,0.88147295,"('distant', 'open')",0.718927,0.8814729,0.1625459
7,-1.7439501,-1.7871736,"('insensitive', 'sensitive')",-1.7439501,-1.7871736,-0.0432235
8,0.58526075,0.5730976,"('unaffectionate', 'affectionate')",0.5852607,0.5730976,-0.0121631
9,-0.18496072,-0.2419465,"('unaffectionate', 'caring')",-0.1849607,-0.2419465,-0.0569858
10,-1.3886932,-1.5315713,"('unsympathetic', 'sympathetic')",-1.3886932,-1.5315713,-0.1428781
11,0.3377727,0.1917886,"('unhelpful', 'helpful')",0.3377727,0.1917886,-0.1459841
12,-0.93965906,-0.9503568,"('unsupportive', 'supportive')",-0.9396591,-0.9503568,-0.0106977
13,-1.1517878,-1.3660574,"('impolite', 'polite')",-1.1517878,-1.3660574,-0.2142696
14,-1.3523955,-1.5887194,"('antisocial', 'social')",-1.3523955,-1.5887194,-0.2363239
15,0.3905392,0.28797764,"('boring', 'funny')",0.3905392,0.2879776,-0.1025616
16,-0.11942005,-0.043144807,"('unpopular', 'popular')",-0.1194201,-0.0431448,0.0762753
17,-0.6870561,-0.57213193,"('nasty', 'nice')",-0.6870561,-0.5721319,0.1149242
18,-0.15858611,-0.23095483,"('disagreeable', 'welcoming')",-0.1585861,-0.2309548,-0.0723687
19,0.034415875,0.2677651,"('inhospitable', 'hospitable')",0.0344159,0.2677651,0.2333492
