,brush_male,brush_female,tuple,average_male,average_female,female-male
0,-0.33032262,-0.51454854,"('unsociable', 'sociable')",-0.3303226,-0.5145485,-0.1842259
1,2.495119,2.5341384,"('unfriendly', 'friendly')",2.4951191,2.5341384,0.0390193
2,0.20834771,0.24126899,"('unlikable', 'likable')",0.2083477,0.241269,0.0329213
3,-0.20770676,-0.15049857,"('repellent', 'pleasant')",-0.2077068,-0.1504986,0.0572082
4,-7.763142,-7.8684244,"('disliked', 'liked')",-7.7631421,-7.8684244,-0.1052823
5,0.25089106,0.2632872,"('distant', 'outgoing')",0.2508911,0.2632872,0.0123961
6,0.65184575,0.70642453,"('distant', 'open')",0.6518458,0.7064245,0.0545787
7,0.739393,0.77158505,"('insensitive', 'sensitive')",0.739393,0.771585,0.032192
8,1.8298442,1.8312994,"('unaffectionate', 'affectionate')",1.8298442,1.8312994,0.0014552
9,2.3777778,2.3546655,"('unaffectionate', 'caring')",2.3777778,2.3546655,-0.0231123
10,0.49732348,0.38767487,"('unsympathetic', 'sympathetic')",0.4973235,0.3876749,-0.1096486
11,1.5644995,1.572377,"('unhelpful', 'helpful')",1.5644995,1.572377,0.0078775
12,-1.3915874,-1.4813353,"('unsupportive', 'supportive')",-1.3915874,-1.4813353,-0.0897479
13,-0.16849782,-0.28758582,"('impolite', 'polite')",-0.1684978,-0.2875858,-0.119088
14,-0.5426161,-0.6756634,"('antisocial', 'social')",-0.5426161,-0.6756634,-0.1330473
15,0.6123783,0.6119493,"('boring', 'funny')",0.6123783,0.6119493,-0.000429
16,-0.42525053,-0.31944835,"('unpopular', 'popular')",-0.4252505,-0.3194484,0.1058021
17,-0.1770804,-0.14336663,"('nasty', 'nice')",-0.1770804,-0.1433666,0.0337138
18,-0.1750887,-0.2011232,"('disagreeable', 'welcoming')",-0.1750887,-0.2011232,-0.0260345
19,0.3355641,0.3728667,"('inhospitable', 'hospitable')",0.3355641,0.3728667,0.0373026
20,0.9520446,0.96515214,"('rough', 'thoughtful')",0.9520446,0.9651521,0.0131075
21,-0.23431179,-0.26935285,"('immoral', 'moral')",-0.2343118,-0.2693529,-0.0350411
22,-1.4877355,-1.575602,"('untrustworthy', 'trustworthy')",-1.4877355,-1.5756021,-0.0878666
23,6.4749627,6.5508122,"('insincere', 'sincere')",6.4749627,6.5508122,0.0758495
24,1.6116914,1.4896485,"('dishonest', 'honest')",1.6116914,1.4896485,-0.1220429
25,1.3427249,1.3511178,"('egoistic', 'altruistic')",1.3427249,1.3511178,0.0083929
26,1.7639284,1.719999,"('hardhearted', 'benevolent')",1.7639284,1.719999,-0.0439294
27,2.1492918,1.9918643,"('hardhearted', 'softhearted')",2.1492918,1.9918643,-0.1574275
28,1.2117841,1.1797109,"('disloyal', 'loyal')",1.2117841,1.1797109,-0.0320732
29,-1.1877524,-1.2799886,"('unfair', 'fair')",-1.1877524,-1.2799886,-0.0922362
30,0.7360126,0.67165494,"('intolerant', 'tolerant')",0.7360126,0.6716549,-0.0643577
31,-0.9856541,-0.8023161,"('evil', 'good')",-0.9856541,-0.8023161,0.183338
32,1.2983582,1.2250992,"('unkind', 'kind')",1.2983582,1.2250992,-0.073259
33,0.14571586,0.11629691,"('wrong', 'right')",0.1457159,0.1162969,-0.029419
34,4.8810754,5.030982,"('mean', 'honorable')",4.8810754,5.030982,0.1499066
35,-0.101445936,-0.15926331,"('corrupt', 'incorrupt')",-0.1014459,-0.1592633,-0.0578174
36,0.0987211,0.13716577,"('hostile', 'amicable')",0.0987211,0.1371658,0.0384447
37,0.98706007,0.95048326,"('fake', 'genuine')",0.9870601,0.9504833,-0.0365768
38,0.36298487,0.37535977,"('untruthful', 'truthful')",0.3629849,0.3753598,0.0123749
39,0.52657276,0.47160304,"('exploitative', 'cooperative')",0.5265728,0.471603,-0.0549698
40,-2.033233,-2.1936088,"('stingy', 'generous')",-2.0332329,-2.1936088,-0.1603759
41,0.82079226,0.6963595,"('unforgiving', 'forgiving')",0.8207923,0.6963595,-0.1244328
42,-3.5662243,-3.6291113,"('unreliable', 'reliable')",-3.5662243,-3.6291113,-0.062887
43,0.5617082,0.49854875,"('irresponsible', 'responsible')",0.5617082,0.4985487,-0.0631595
44,-1.9688501,-1.952797,"('prejudiced', 'unprejudiced')",-1.9688501,-1.9527971,0.016053
45,-0.52488333,-0.5750799,"('incompetent', 'competent')",-0.5248833,-0.5750799,-0.0501966
46,-1.1087382,-1.249987,"('uncompetitive', 'competitive')",-1.1087382,-1.249987,-0.1412488
47,5.425339,5.5077004,"('stupid', 'smart')",5.4253392,5.5077004,0.0823612
48,0.8924013,0.8165883,"('unintelligent', 'intelligent')",0.8924013,0.8165883,-0.075813
49,-0.118979216,-0.11347963,"('unable', 'able')",-0.1189792,-0.1134796,0.0054996
50,-0.63833016,-0.59958166,"('clumsy', 'skillful')",-0.6383302,-0.5995817,0.0387485
51,0.14074029,0.043137435,"('uneducated', 'educated')",0.1407403,0.0431374,-0.0976029
52,-0.5361194,-0.53828996,"('irrational', 'rational')",-0.5361194,-0.53829,-0.0021706
53,0.8701662,0.88969916,"('uncreative', 'creative')",0.8701662,0.8896992,0.019533
54,1.2904084,1.3702514,"('incapable', 'capable')",1.2904084,1.3702514,0.079843
55,0.08248733,0.02438141,"('incompetent', 'clever')",0.0824873,0.0243814,-0.0581059
56,0.53709096,0.48218197,"('impractical', 'practical')",0.537091,0.482182,-0.054909
57,-3.065073,-3.0608501,"('unimaginative', 'imaginative')",-3.065073,-3.0608501,0.0042229
58,-0.0777342,-0.068046495,"('undiscriminating', 'discriminating')",-0.0777342,-0.0680465,0.0096877
59,-0.13194019,-0.09988556,"('foolish', 'wise')",-0.1319402,-0.0998856,0.0320546
60,0.21676898,0.117576286,"('inefficient', 'efficient')",0.216769,0.1175763,-0.0991927
61,0.26427028,0.07953194,"('illogical', 'logical')",0.2642703,0.0795319,-0.1847384
62,-0.053517193,-0.07487633,"('incompetent', 'brilliant')",-0.0535172,-0.0748763,-0.0213591
63,0.031722054,0.031435326,"('unperceptive', 'insightful')",0.0317221,0.0314353,-0.0002868
64,-7.753441,-7.9040966,"('shy', 'confident')",-7.7534409,-7.9040966,-0.1506557
65,-0.86948925,-0.9597176,"('insecure', 'secure')",-0.8694893,-0.9597176,-0.0902283
66,-0.22426054,-0.19391195,"('inactive', 'active')",-0.2242605,-0.193912,0.0303485
67,-0.49569175,-0.5224099,"('doubtful', 'determined')",-0.4956917,-0.5224099,-0.0267182
68,-1.1410649,-1.2105014,"('dependent', 'independent')",-1.1410649,-1.2105014,-0.0694365
69,-1.1250918,-1.0815024,"('lazy', 'industrious')",-1.1250918,-1.0815024,0.0435894
70,-0.037504382,-0.11193299,"('lethargic', 'energetic')",-0.0375044,-0.111933,-0.0744286
71,0.7469208,0.7951634,"('diffident', 'self-confident')",0.7469208,0.7951634,0.0482426
72,0.28107247,0.27338725,"('unambitious', 'ambitious')",0.2810725,0.2733873,-0.0076852
73,-3.74514,-3.691991,"('helpless', 'self-reliant')",-3.7451401,-3.6919911,0.053149
74,0.27862918,0.19398731,"('undedicated', 'dedicated')",0.2786292,0.1939873,-0.0846419
75,-1.4097382,-1.2861102,"('meek', 'impulsive')",-1.4097382,-1.2861102,0.123628
76,-0.030500036,-0.017618377,"('anxious', 'daring')",-0.0305,-0.0176184,0.0128816
77,-1.2100315,-1.1745608,"('unmotivated', 'motivated')",-1.2100315,-1.1745608,0.0354707
78,0.19170949,0.1461167,"('nonresilient', 'resilient')",0.1917095,0.1461167,-0.0455928
79,0.02229588,0.12093587,"('wavering', 'unwavering')",0.0222959,0.1209359,0.09864
80,-0.6955612,-0.7855726,"('dominated', 'dominating')",-0.6955612,-0.7855726,-0.0900114
81,-0.80051094,-0.80683494,"('submissive', 'aggressive')",-0.8005109,-0.8068349,-0.006324
82,5.952163,6.1338806,"('poor', 'rich')",5.9521632,6.1338806,0.1817174
83,-0.7885212,-0.89618254,"('powerless', 'powerful')",-0.7885212,-0.8961825,-0.1076613
84,0.39907673,0.3919126,"('inferior', 'superior')",0.3990767,0.3919126,-0.0071641
85,0.7213608,0.80478305,"('insignificant', 'prestigious')",0.7213608,0.804783,0.0834222
86,0.5163373,0.3284506,"('uninfluential', 'influential')",0.5163373,0.3284506,-0.1878867
