,sealed_male,sealed_female,tuple,air_male,air_female,corp_male,corp_female,average_male,average_female,female-male
0,0.92494327,0.96952206,"('unsociable', 'sociable')",-0.46815753,-0.51089895,0.80679214,0.8194482,0.4211926,0.4260238,0.0048312
1,-1.6683611,-1.8407807,"('unfriendly', 'friendly')",-1.1340024,-1.4231898,0.8613171,0.60177475,-0.6470154,-0.8873986,-0.2403832
2,0.6217878,0.5422573,"('unlikable', 'likable')",0.40739897,0.3528212,0.883534,0.8702739,0.6375736,0.5884508,-0.0491228
3,0.38053593,0.64691603,"('repellent', 'pleasant')",-0.59896415,-0.36366922,0.58464897,0.7272508,0.1220736,0.3368325,0.2147589
4,-1.030995,-1.0679855,"('disliked', 'liked')",0.04467743,0.09183509,-6.4749746,-6.5247216,-2.4870974,-2.5002907,-0.0131933
5,-2.4016192,-2.5054796,"('distant', 'outgoing')",-1.1076487,-1.1946937,-1.4536238,-1.5404398,-1.6542972,-1.746871,-0.0925738
6,-2.2958956,-2.4268394,"('distant', 'open')",-0.9429817,-1.0931338,-1.4887747,-1.6715511,-1.575884,-1.7305082,-0.1546242
7,1.9677079,2.0834203,"('insensitive', 'sensitive')",0.31780875,0.4288405,1.203587,1.312153,1.1630346,1.2748046,0.11177
8,-1.8954605,-2.0591137,"('unaffectionate', 'affectionate')",-1.3206949,-1.6684794,0.07196147,-0.15814471,-1.0480647,-1.295246,-0.2471813
9,-0.7582702,-0.7541627,"('unaffectionate', 'caring')",-1.0610738,-1.2787281,1.0090331,0.88806164,-0.2701037,-0.3816097,-0.111506
10,1.3553143,1.4567921,"('unsympathetic', 'sympathetic')",-0.754626,-0.76424676,0.65764976,0.67265123,0.419446,0.4550655,0.0356195
11,1.8695933,2.051967,"('unhelpful', 'helpful')",0.6437263,0.6724996,2.6486769,2.6943543,1.7206655,1.8062736,0.0856081
12,1.7493334,1.858231,"('unsupportive', 'supportive')",0.04978579,0.12475441,-1.1242598,-1.0627981,0.2249531,0.3067291,0.081776
13,2.092505,2.099976,"('impolite', 'polite')",0.9072913,0.8759411,0.21956271,0.25481993,1.0731197,1.0769123,0.0037926
14,1.8265646,1.9137057,"('antisocial', 'social')",0.6604698,0.8085402,1.0986739,1.192734,1.195236,1.3049933,0.1097573
15,-0.22931518,-0.36555296,"('boring', 'funny')",0.507511,0.3624856,-0.3647329,-0.39759576,-0.0288457,-0.1335544,-0.1047087
16,-1.4298596,-1.477756,"('unpopular', 'popular')",-0.3556831,-0.37974772,-0.117541954,-0.05196263,-0.6343615,-0.6364888,-0.0021273
17,-1.028155,-0.9175309,"('nasty', 'nice')",-0.4234037,-0.39356703,-0.7099792,-0.58269083,-0.7205126,-0.6312629,0.0892497
18,-0.08516957,-0.15896133,"('disagreeable', 'welcoming')",-0.19875434,-0.22125211,-0.43159008,-0.5335736,-0.2385047,-0.3045957,-0.066091
19,-2.494954,-2.472987,"('inhospitable', 'hospitable')",-1.9591985,-2.017012,-1.5126148,-1.4941751,-1.9889224,-1.9947246,-0.0058022
20,-0.08573249,0.088738285,"('rough', 'thoughtful')",-0.471068,-0.3242669,0.44482487,0.5588241,-0.0373252,0.1077652,0.1450904
21,1.2579023,1.3703175,"('immoral', 'moral')",0.8881081,0.94902825,0.66614115,0.8854811,0.9373838,1.0682756,0.1308918
22,1.3314251,1.3593014,"('untrustworthy', 'trustworthy')",0.467454,0.42898414,0.37796327,0.3945869,0.7256141,0.7276242,0.0020101
23,1.9838816,2.0663939,"('insincere', 'sincere')",0.10760746,0.07806921,5.9951267,6.04906,2.6955385,2.7311745,0.035636
24,0.877447,0.80381614,"('dishonest', 'honest')",0.06607676,-0.08066534,1.5525396,1.4515563,0.8320211,0.7249024,-0.1071187
25,-1.6490878,-1.6960223,"('egoistic', 'altruistic')",-0.28029856,-0.3707996,0.55893695,0.4298847,-0.4568165,-0.5456457,-0.0888292
26,-0.39338958,-0.71434253,"('hardhearted', 'benevolent')",0.62204814,0.43401024,2.0044186,1.7629267,0.744359,0.4941981,-0.2501609
27,-0.98933226,-1.0036393,"('hardhearted', 'softhearted')",-1.0719503,-1.0317624,0.43295923,0.41167375,-0.5427745,-0.5412427,0.0015318
28,0.24836917,0.29812083,"('disloyal', 'loyal')",-0.41712672,-0.49346963,1.6389118,1.4459219,0.4900514,0.4168577,-0.0731937
29,0.5308969,0.54593474,"('unfair', 'fair')",0.051210087,-0.0029700138,-0.32785186,-0.43315938,0.0847517,0.0366018,-0.0481499
30,1.6832371,1.7141584,"('intolerant', 'tolerant')",0.7004143,0.7021207,1.3604405,1.3907465,1.2480306,1.2690085,0.0209779
31,-3.1180162,-3.282403,"('evil', 'good')",-1.0852582,-1.304515,-1.9405324,-2.084724,-2.0479358,-2.2238806,-0.1759448
32,1.2000532,1.1358544,"('unkind', 'kind')",-0.2625902,-0.26689118,1.8107529,1.6562351,0.916072,0.8417327,-0.0743393
33,0.017697703,-0.091171965,"('wrong', 'right')",0.8415304,0.6911115,-0.55507,-0.60613835,0.101386,-0.0020663,-0.1034523
34,-0.3067073,-0.15960008,"('mean', 'honorable')",0.03230567,0.11804156,4.740486,5.047368,1.4886948,1.6686031,0.1799083
35,-2.2306213,-2.4555504,"('corrupt', 'incorrupt')",-0.766654,-0.95452803,-1.6292979,-1.8786577,-1.542191,-1.7629121,-0.2207211
36,-3.5375552,-3.7215734,"('hostile', 'amicable')",-1.2651799,-1.4344757,-1.6868098,-1.8363873,-2.1631816,-2.330812,-0.1676304
37,-0.89917415,-0.9335922,"('fake', 'genuine')",-0.93463147,-0.93857104,-0.2740137,-0.2859989,-0.7026064,-0.7193874,-0.016781
38,0.48227853,0.49088174,"('untruthful', 'truthful')",-0.19175994,-0.30850378,0.1892386,0.20224728,0.1599191,0.1282084,-0.0317107
39,1.7266716,1.7690735,"('exploitative', 'cooperative')",0.86566246,0.866912,0.97726566,0.9398325,1.1898665,1.1919393,0.0020728
40,0.34671593,0.43222952,"('stingy', 'generous')",-0.3563003,-0.24095355,-2.0616443,-2.0346503,-0.6904096,-0.6144581,0.0759515
41,0.6261498,0.54752624,"('unforgiving', 'forgiving')",-0.38848498,-0.4775726,0.4390107,0.3256763,0.2255585,0.1318766,-0.0936819
42,1.297715,1.3480603,"('unreliable', 'reliable')",0.22345154,0.34980208,-1.9244558,-1.9310241,-0.1344298,-0.0777206,0.0567092
43,1.7650675,1.7964619,"('irresponsible', 'responsible')",0.3118073,0.32643908,1.3804309,1.371943,1.1524352,1.164948,0.0125128
44,-0.9009823,-0.9461715,"('prejudiced', 'unprejudiced')",-0.43289736,-0.38309246,-1.5537484,-1.6249641,-0.9625427,-0.9847426,-0.0221999
45,1.0927138,1.1361731,"('incompetent', 'competent')",-0.2036266,-0.073925786,0.72945243,0.83794785,0.5395132,0.6333984,0.0938852
46,1.7299649,1.8856415,"('uncompetitive', 'competitive')",0.70993567,0.9025606,0.313224,0.4969702,0.9177082,1.0950574,0.1773492
47,0.8357538,0.847679,"('stupid', 'smart')",1.3626115,1.3655286,5.580536,5.7458816,2.592967,2.6530298,0.0600628
48,1.3341209,1.4960253,"('unintelligent', 'intelligent')",0.37077096,0.38904056,1.427316,1.5507438,1.0440693,1.1452699,0.1012006
49,-0.29461324,-0.0785253,"('unable', 'able')",-0.47398072,-0.2291852,-0.3501657,-0.04489213,-0.3729199,-0.1175342,0.2553857
50,-0.43231174,-0.42210883,"('clumsy', 'skillful')",-0.53520364,-0.4598428,-0.23665161,-0.27457756,-0.401389,-0.3855097,0.0158793
51,1.4682553,1.5630605,"('uneducated', 'educated')",0.41800195,0.46635947,0.55972445,0.6549047,0.8153272,0.8947749,0.0794477
52,-1.3601199,-1.5781648,"('irrational', 'rational')",-1.199298,-1.5482363,-0.873035,-1.1284895,-1.144151,-1.4182968,-0.2741458
53,-1.3841522,-1.4378659,"('uncreative', 'creative')",-1.1557137,-1.2161397,0.1995526,0.061261114,-0.7801045,-0.8642481,-0.0841436
54,-1.1000237,-1.1741414,"('incapable', 'capable')",-0.7443517,-0.8622351,0.50830853,0.477844,-0.4453556,-0.5195108,-0.0741552
55,2.661054,2.7864997,"('incompetent', 'clever')",0.28335655,0.37166402,1.2501947,1.4374179,1.3982016,1.5318605,0.1336589
56,2.8051898,2.8581693,"('impractical', 'practical')",1.3619994,1.4242952,0.81636775,0.93248343,1.6611856,1.7383159,0.0771303
57,0.7855103,0.8188263,"('unimaginative', 'imaginative')",0.08766633,0.09852529,-1.9951345,-2.0592477,-0.3739859,-0.380632,-0.0066461
58,-0.12160965,-0.13899572,"('undiscriminating', 'discriminating')",0.097465456,0.15069032,0.07913405,0.1281982,0.01833,0.0466309,0.0283009
59,-0.14046818,-0.20360741,"('foolish', 'wise')",0.47764388,0.3565023,-0.2809049,-0.3177372,0.0187569,-0.0549474,-0.0737043
60,3.104149,3.3048263,"('inefficient', 'efficient')",1.505713,1.7080207,1.3488853,1.5826637,1.9862493,2.1985035,0.2122542
61,0.8467295,0.841045,"('illogical', 'logical')",0.08501585,-0.04174166,0.7854419,0.6840586,0.5723957,0.494454,-0.0779417
62,2.2722902,2.4832149,"('incompetent', 'brilliant')",1.2182727,1.4053586,1.5031435,1.7637699,1.6645689,1.8841144,0.2195455
63,1.0734044,1.162951,"('unperceptive', 'insightful')",0.25854853,0.37796438,1.0904822,1.2734385,0.8074784,0.938118,0.1306396
64,0.96166134,0.88648415,"('shy', 'confident')",-0.020312758,-0.021039639,-4.9957466,-5.0988216,-1.351466,-1.4111257,-0.0596597
65,2.4664176,2.5599945,"('insecure', 'secure')",0.8315369,0.8368889,1.1403024,1.2779793,1.4794191,1.5582876,0.0788685
66,-1.7887338,-1.9612526,"('inactive', 'active')",-1.5123585,-1.6763239,-0.6050753,-0.7074856,-1.3020559,-1.4483541,-0.1462982
67,1.204825,1.0557934,"('doubtful', 'determined')",0.038839787,0.014461875,-0.050245415,-0.058627423,0.3978065,0.3372093,-0.0605972
68,0.4397696,0.53011954,"('dependent', 'independent')",-0.23386921,-0.1654868,-0.79187226,-0.631617,-0.195324,-0.0889948,0.1063292
69,-1.5817626,-1.6587703,"('lazy', 'industrious')",0.3933458,0.3549366,-1.4283322,-1.4199795,-0.8722496,-0.9079377,-0.0356881
70,1.700264,1.8016772,"('lethargic', 'energetic')",-0.18021663,-0.0424989,0.8534924,0.9206335,0.7911799,0.8932706,0.1020907
71,0.22981636,0.2774505,"('diffident', 'self-confident')",1.0735719,1.0875542,0.42801517,0.41706008,0.5771345,0.5940216,0.0168871
72,0.35604018,0.3257067,"('unambitious', 'ambitious')",0.24419114,0.204702,0.35255438,0.3992957,0.3175952,0.3099015,-0.0076937
