,statistics_male,statistics_female,tuple,average_male,average_female,female-male
0,-0.3380589,-0.41564724,"('unsociable', 'sociable')",-0.3380589,-0.4156472,-0.0775883
1,1.6319975,1.5809432,"('unfriendly', 'friendly')",1.6319975,1.5809432,-0.0510543
2,0.50661653,0.49144867,"('unlikable', 'likable')",0.5066165,0.4914487,-0.0151678
3,-0.023788724,0.08760096,"('repellent', 'pleasant')",-0.0237887,0.087601,0.1113897
4,-6.267756,-6.346257,"('disliked', 'liked')",-6.267756,-6.3462572,-0.0785012
5,-0.1699304,-0.1133333,"('distant', 'outgoing')",-0.1699304,-0.1133333,0.0565971
6,-0.34453553,-0.23322861,"('distant', 'open')",-0.3445355,-0.2332286,0.1113069
7,0.4670817,0.66606355,"('insensitive', 'sensitive')",0.4670817,0.6660635,0.1989818
8,1.2208856,1.1797401,"('unaffectionate', 'affectionate')",1.2208856,1.1797401,-0.0411455
9,1.9894606,2.0839922,"('unaffectionate', 'caring')",1.9894606,2.0839922,0.0945316
10,-0.0061322786,0.08341596,"('unsympathetic', 'sympathetic')",-0.0061323,0.083416,0.0895483
11,1.8315763,1.8782935,"('unhelpful', 'helpful')",1.8315763,1.8782935,0.0467172
12,-0.93890005,-0.8314895,"('unsupportive', 'supportive')",-0.9389001,-0.8314895,0.1074106
13,-0.56753105,-0.57608783,"('impolite', 'polite')",-0.567531,-0.5760878,-0.0085568
14,0.33859944,0.34281808,"('antisocial', 'social')",0.3385994,0.3428181,0.0042187
15,0.036779948,-0.08434087,"('boring', 'funny')",0.0367799,-0.0843409,-0.1211208
16,-0.43742853,-0.49416718,"('unpopular', 'popular')",-0.4374285,-0.4941672,-0.0567387
17,0.23493446,0.2092217,"('nasty', 'nice')",0.2349345,0.2092217,-0.0257128
18,-0.4480885,-0.38487732,"('disagreeable', 'welcoming')",-0.4480885,-0.3848773,0.0632112
19,-0.29966855,-0.30577877,"('inhospitable', 'hospitable')",-0.2996686,-0.3057788,-0.0061102
20,0.5864168,0.68170154,"('rough', 'thoughtful')",0.5864168,0.6817015,0.0952847
21,0.032160126,0.1165936,"('immoral', 'moral')",0.0321601,0.1165936,0.0844335
22,-0.316094,-0.24908978,"('untrustworthy', 'trustworthy')",-0.316094,-0.2490898,0.0670042
23,6.2500396,6.3192225,"('insincere', 'sincere')",6.2500396,6.3192225,0.0691829
24,1.5841112,1.7157577,"('dishonest', 'honest')",1.5841112,1.7157577,0.1316465
25,1.7116277,1.6823956,"('egoistic', 'altruistic')",1.7116277,1.6823956,-0.0292321
26,2.1015086,1.7969195,"('hardhearted', 'benevolent')",2.1015086,1.7969195,-0.3045891
27,0.82427174,0.94164985,"('hardhearted', 'softhearted')",0.8242717,0.9416499,0.1173782
28,1.7573279,1.6422501,"('disloyal', 'loyal')",1.7573279,1.6422501,-0.1150778
29,-1.0917976,-1.0861977,"('unfair', 'fair')",-1.0917976,-1.0861977,0.0055999
30,1.0662235,1.0769072,"('intolerant', 'tolerant')",1.0662235,1.0769072,0.0106837
31,-1.6291742,-1.6135188,"('evil', 'good')",-1.6291742,-1.6135188,0.0156554
32,1.71772,1.5395463,"('unkind', 'kind')",1.71772,1.5395463,-0.1781737
33,0.41921464,0.3779273,"('wrong', 'right')",0.4192146,0.3779273,-0.0412873
34,4.646972,4.8136363,"('mean', 'honorable')",4.6469722,4.8136363,0.1666641
35,-0.6729844,-0.7785832,"('corrupt', 'incorrupt')",-0.6729844,-0.7785832,-0.1055988
36,-0.14559327,-0.29836863,"('hostile', 'amicable')",-0.1455933,-0.2983686,-0.1527753
37,-0.033881765,0.10317584,"('fake', 'genuine')",-0.0338818,0.1031758,0.1370576
38,1.6438177,1.613128,"('untruthful', 'truthful')",1.6438177,1.6131279,-0.0306898
39,-0.026496358,0.048627827,"('exploitative', 'cooperative')",-0.0264964,0.0486278,0.0751242
40,-1.6200464,-1.5726326,"('stingy', 'generous')",-1.6200464,-1.5726326,0.0474138
41,0.7370456,0.6218922,"('unforgiving', 'forgiving')",0.7370456,0.6218922,-0.1151534
42,-2.9987857,-2.8448765,"('unreliable', 'reliable')",-2.9987857,-2.8448765,0.1539092
43,0.67841816,0.83318025,"('irresponsible', 'responsible')",0.6784182,0.8331802,0.154762
44,-2.1500795,-2.179883,"('prejudiced', 'unprejudiced')",-2.1500795,-2.179883,-0.0298035
45,-0.13401741,-0.16266686,"('incompetent', 'competent')",-0.1340174,-0.1626669,-0.0286495
46,-1.0378474,-1.0028653,"('uncompetitive', 'competitive')",-1.0378474,-1.0028653,0.0349821
47,4.783825,4.7953143,"('stupid', 'smart')",4.7838249,4.7953143,0.0114894
48,0.4027783,0.47087246,"('unintelligent', 'intelligent')",0.4027783,0.4708725,0.0680942
49,-0.050483216,0.034618236,"('unable', 'able')",-0.0504832,0.0346182,0.0851014
50,-0.30883357,-0.33396882,"('clumsy', 'skillful')",-0.3088336,-0.3339688,-0.0251352
51,-0.17649285,-0.15319481,"('uneducated', 'educated')",-0.1764929,-0.1531948,0.0232981
52,0.26249412,0.05323304,"('irrational', 'rational')",0.2624941,0.053233,-0.2092611
53,0.24876781,0.19508882,"('uncreative', 'creative')",0.2487678,0.1950888,-0.053679
54,1.0276144,0.97958314,"('incapable', 'capable')",1.0276144,0.9795831,-0.0480313
55,0.12480713,0.27535453,"('incompetent', 'clever')",0.1248071,0.2753545,0.1505474
56,0.895312,0.96186405,"('impractical', 'practical')",0.895312,0.9618641,0.0665521
57,-3.1376061,-3.2150671,"('unimaginative', 'imaginative')",-3.1376061,-3.2150671,-0.077461
58,0.6221728,0.6504019,"('undiscriminating', 'discriminating')",0.6221728,0.6504019,0.0282291
59,0.6398392,0.5604906,"('foolish', 'wise')",0.6398392,0.5604906,-0.0793486
60,0.27758703,0.5468565,"('inefficient', 'efficient')",0.277587,0.5468565,0.2692695
61,1.1383994,1.0048939,"('illogical', 'logical')",1.1383994,1.0048939,-0.1335055
62,0.40196034,0.6029368,"('incompetent', 'brilliant')",0.4019603,0.6029368,0.2009765
63,0.36372432,0.46229902,"('unperceptive', 'insightful')",0.3637243,0.462299,0.0985747
64,-6.0273266,-5.869104,"('shy', 'confident')",-6.0273266,-5.8691039,0.1582227
65,-0.10882367,0.03285184,"('insecure', 'secure')",-0.1088237,0.0328518,0.1416755
66,-0.7505422,-0.78409266,"('inactive', 'active')",-0.7505422,-0.7840927,-0.0335505
67,-0.5036499,-0.52516633,"('doubtful', 'determined')",-0.5036499,-0.5251663,-0.0215164
68,-0.9487866,-0.83607554,"('dependent', 'independent')",-0.9487866,-0.8360755,0.1127111
69,-1.0311451,-1.0358671,"('lazy', 'industrious')",-1.0311451,-1.0358671,-0.004722
70,-0.47874227,-0.3755895,"('lethargic', 'energetic')",-0.4787423,-0.3755895,0.1031528
71,0.6201206,0.60192007,"('diffident', 'self-confident')",0.6201206,0.6019201,-0.0182005
72,1.0073537,1.1019945,"('unambitious', 'ambitious')",1.0073537,1.1019945,0.0946408
73,-3.1051867,-2.9751322,"('helpless', 'self-reliant')",-3.1051867,-2.9751322,0.1300545
74,-0.25378084,-0.27015746,"('undedicated', 'dedicated')",-0.2537808,-0.2701575,-0.0163767
75,-0.65760356,-0.748036,"('meek', 'impulsive')",-0.6576036,-0.748036,-0.0904324
76,-0.83855104,-0.7647577,"('anxious', 'daring')",-0.838551,-0.7647577,0.0737933
77,-0.7110555,-0.50447077,"('unmotivated', 'motivated')",-0.7110555,-0.5044708,0.2065847
78,-0.6984219,-0.7170645,"('nonresilient', 'resilient')",-0.6984219,-0.7170645,-0.0186426
79,-0.09093103,-0.17623413,"('wavering', 'unwavering')",-0.090931,-0.1762341,-0.0853031
80,0.08417812,0.07791577,"('dominated', 'dominating')",0.0841781,0.0779158,-0.0062623
81,-0.29443404,-0.30657947,"('submissive', 'aggressive')",-0.294434,-0.3065795,-0.0121455
82,4.700603,4.816671,"('poor', 'rich')",4.700603,4.8166709,0.1160679
83,-0.045683835,-0.18798234,"('powerless', 'powerful')",-0.0456838,-0.1879823,-0.1422985
84,-0.09642207,0.056739144,"('inferior', 'superior')",-0.0964221,0.0567391,0.1531612
85,0.21159509,0.037990857,"('insignificant', 'prestigious')",0.2115951,0.0379909,-0.1736042
86,0.32839876,0.27078012,"('uninfluential', 'influential')",0.3283988,0.2707801,-0.0576187
87,0.07311303,0.092857346,"('unsuccessful', 'successful')",0.073113,0.0928573,0.0197443
88,0.070326254,0.061560147,"('low', 'eminent')",0.0703263,0.0615601,-0.0087662
