,mob_male,mob_female,tuple,average_male,average_female,female-male
0,0.23804045,0.23039496,"('unsociable', 'sociable')",0.2380404,0.230395,-0.0076454
1,0.844531,0.8224835,"('unfriendly', 'friendly')",0.844531,0.8224835,-0.0220475
2,0.26675734,0.44084883,"('unlikable', 'likable')",0.2667573,0.4408488,0.1740915
3,0.8112209,0.9159994,"('repellent', 'pleasant')",0.8112209,0.9159994,0.1047785
4,-6.8683977,-7.096494,"('disliked', 'liked')",-6.8683977,-7.0964942,-0.2280965
5,-0.34819913,-0.45314726,"('distant', 'outgoing')",-0.3481991,-0.4531473,-0.1049482
6,0.028095558,-0.1511533,"('distant', 'open')",0.0280956,-0.1511533,-0.1792489
7,1.0578951,1.2397226,"('insensitive', 'sensitive')",1.0578951,1.2397226,0.1818275
8,0.846655,0.81984717,"('unaffectionate', 'affectionate')",0.846655,0.8198472,-0.0268078
9,1.2002547,1.2237374,"('unaffectionate', 'caring')",1.2002547,1.2237374,0.0234827
10,1.1131732,1.2588768,"('unsympathetic', 'sympathetic')",1.1131732,1.2588768,0.1457036
11,1.3683577,1.4475068,"('unhelpful', 'helpful')",1.3683577,1.4475068,0.0791491
12,-1.5263393,-1.460736,"('unsupportive', 'supportive')",-1.5263393,-1.460736,0.0656033
13,-0.27248222,-0.060373023,"('impolite', 'polite')",-0.2724822,-0.060373,0.2121092
14,0.2161995,0.29429516,"('antisocial', 'social')",0.2161995,0.2942952,0.0780957
15,0.5156896,0.45016974,"('boring', 'funny')",0.5156896,0.4501697,-0.0655199
16,-0.9490763,-1.0204896,"('unpopular', 'popular')",-0.9490763,-1.0204896,-0.0714133
17,0.013340777,-0.0625938,"('nasty', 'nice')",0.0133408,-0.0625938,-0.0759346
18,-0.43456143,-0.31361738,"('disagreeable', 'welcoming')",-0.4345614,-0.3136174,0.120944
19,-0.5909943,-0.60966104,"('inhospitable', 'hospitable')",-0.5909943,-0.609661,-0.0186667
20,0.2258103,0.24495193,"('rough', 'thoughtful')",0.2258103,0.2449519,0.0191416
21,0.003740362,0.32336754,"('immoral', 'moral')",0.0037404,0.3233675,0.3196271
22,0.10981539,0.14930952,"('untrustworthy', 'trustworthy')",0.1098154,0.1493095,0.0394941
23,5.529345,5.791786,"('insincere', 'sincere')",5.529345,5.7917862,0.2624412
24,1.3398421,1.4102658,"('dishonest', 'honest')",1.3398421,1.4102658,0.0704237
25,0.6286224,0.635659,"('egoistic', 'altruistic')",0.6286224,0.635659,0.0070366
26,1.3885884,1.1581885,"('hardhearted', 'benevolent')",1.3885884,1.1581885,-0.2303999
27,1.524714,1.3838239,"('hardhearted', 'softhearted')",1.524714,1.3838239,-0.1408901
28,1.1760731,1.0293502,"('disloyal', 'loyal')",1.1760731,1.0293502,-0.1467229
29,-0.3296397,-0.50252175,"('unfair', 'fair')",-0.3296397,-0.5025218,-0.1728821
30,0.93321705,1.0594608,"('intolerant', 'tolerant')",0.933217,1.0594608,0.1262438
31,-1.2670057,-1.4251673,"('evil', 'good')",-1.2670057,-1.4251673,-0.1581616
32,1.0342938,0.986055,"('unkind', 'kind')",1.0342938,0.986055,-0.0482388
33,-0.26395002,-0.34778103,"('wrong', 'right')",-0.26395,-0.347781,-0.083831
34,3.6269026,3.9359028,"('mean', 'honorable')",3.6269026,3.9359028,0.3090002
35,-0.99072355,-1.4193435,"('corrupt', 'incorrupt')",-0.9907236,-1.4193435,-0.4286199
36,-0.62028664,-0.92945737,"('hostile', 'amicable')",-0.6202866,-0.9294574,-0.3091708
37,0.9013717,0.94839615,"('fake', 'genuine')",0.9013717,0.9483961,0.0470244
38,-0.7272623,-0.6454204,"('untruthful', 'truthful')",-0.7272623,-0.6454204,0.0818419
39,0.19623944,0.34444347,"('exploitative', 'cooperative')",0.1962394,0.3444435,0.1482041
40,-1.0607852,-1.0629694,"('stingy', 'generous')",-1.0607852,-1.0629694,-0.0021842
41,0.7294475,0.58497345,"('unforgiving', 'forgiving')",0.7294475,0.5849735,-0.144474
42,-1.9609534,-1.9318078,"('unreliable', 'reliable')",-1.9609534,-1.9318078,0.0291456
43,0.8332072,1.0499345,"('irresponsible', 'responsible')",0.8332072,1.0499345,0.2167273
44,-0.8259472,-0.9244016,"('prejudiced', 'unprejudiced')",-0.8259472,-0.9244016,-0.0984544
45,0.5331985,0.41397935,"('incompetent', 'competent')",0.5331985,0.4139794,-0.1192191
46,-0.41005674,-0.29457918,"('uncompetitive', 'competitive')",-0.4100567,-0.2945792,0.1154775
47,4.3592334,4.62611,"('stupid', 'smart')",4.3592334,4.6261101,0.2668767
48,0.12953812,0.279301,"('unintelligent', 'intelligent')",0.1295381,0.279301,0.1497629
49,-0.36917055,-0.21223302,"('unable', 'able')",-0.3691705,-0.212233,0.1569375
50,-0.4678724,-0.4878719,"('clumsy', 'skillful')",-0.4678724,-0.4878719,-0.0199995
51,0.30337828,0.43139988,"('uneducated', 'educated')",0.3033783,0.4313999,0.1280216
52,-0.18597478,-0.43454635,"('irrational', 'rational')",-0.1859748,-0.4345464,-0.2485716
53,-0.26744285,-0.317667,"('uncreative', 'creative')",-0.2674429,-0.317667,-0.0502241
54,0.6745393,0.7853638,"('incapable', 'capable')",0.6745393,0.7853638,0.1108245
