,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9988512,-2.1087196,"('unsociable', 'sociable')",0.06694478,-0.073715545,-0.5456797,-0.6497004,-0.8258621,-0.9440451,-0.118183
1,0.0955721,0.06628901,"('unfriendly', 'friendly')",1.5135098,1.4288551,2.3924108,2.272912,1.3338308,1.2560187,-0.0778121
2,1.6015575,1.6715935,"('unlikable', 'likable')",2.406144,2.4808679,0.68017256,0.77873266,1.5626246,1.6437314,0.0811068
3,-1.8500302,-1.8208095,"('repellent', 'pleasant')",-0.21864617,-0.20246743,-0.038338687,-0.03512892,-0.7023384,-0.6861352,0.0162032
4,0.51400185,0.5464188,"('disliked', 'liked')",0.031672627,0.004759304,-6.124537,-6.132903,-1.8596209,-1.860575,-0.0009541
5,1.5454911,1.5809397,"('distant', 'outgoing')",0.65911376,0.6603871,0.28986704,0.2907577,0.8314907,0.8440282,0.0125375
6,1.132098,1.159054,"('distant', 'open')",-0.17610455,-0.19932194,0.74908227,0.6868924,0.5683586,0.5488749,-0.0194837
7,-0.62445396,-0.67521006,"('insensitive', 'sensitive')",0.5944181,0.61535066,0.7394739,0.67924017,0.2364793,0.2064603,-0.030019
8,-0.23589131,-0.22616886,"('unaffectionate', 'affectionate')",0.16954625,0.16443253,0.88159597,0.77003497,0.2717503,0.2360995,-0.0356508
9,0.2613592,0.26205602,"('unaffectionate', 'caring')",1.4200907,1.3991501,1.3936093,1.3497708,1.0250197,1.0036589,-0.0213608
10,-2.0110273,-2.0754106,"('unsympathetic', 'sympathetic')",-0.87770635,-0.8682175,-0.58056533,-0.64170015,-1.1564329,-1.1951094,-0.0386765
11,-1.049965,-1.0947647,"('unhelpful', 'helpful')",0.07057904,0.036437333,1.6632218,1.6755928,0.2279453,0.2057551,-0.0221902
12,0.0857741,0.134377,"('unsupportive', 'supportive')",1.3014503,1.3547372,-1.5781742,-1.5967422,-0.06365,-0.035876,0.027774
13,-0.660159,-0.7583128,"('impolite', 'polite')",0.18151133,0.17290148,-0.324266,-0.3314338,-0.2676379,-0.305615,-0.0379771
14,-1.1753492,-1.2196324,"('antisocial', 'social')",1.1121275,1.1016523,-1.0529557,-1.079677,-0.3720591,-0.399219,-0.0271599
15,0.5923715,0.5390612,"('boring', 'funny')",0.024164125,0.0419309,0.4274755,0.41134167,0.3480037,0.3307779,-0.0172258
16,-0.16169883,-0.08003341,"('unpopular', 'popular')",-0.26032877,-0.27505076,0.43981707,0.4466222,0.0059298,0.0305127,0.0245829
17,0.65747976,0.7112395,"('nasty', 'nice')",-0.16430819,-0.10560458,-0.35128042,-0.2566401,0.0472971,0.1163316,0.0690345
18,0.011900723,-0.006044522,"('disagreeable', 'welcoming')",-0.17892995,-0.18625775,-0.13782722,-0.22894046,-0.1016188,-0.1404142,-0.0387954
19,0.04790296,0.06565391,"('inhospitable', 'hospitable')",-0.29628634,-0.32321003,0.26093388,0.3105427,0.0041835,0.0176622,0.0134787
20,-0.20096251,-0.24370143,"('rough', 'thoughtful')",0.0059232153,-0.0058370754,0.9178826,0.8408367,0.2409478,0.1970994,-0.0438484
21,-0.43636385,-0.5016739,"('immoral', 'moral')",0.73833555,0.76131153,-0.6469201,-0.59335274,-0.1149828,-0.1112384,0.0037444
22,-0.8505939,-0.8929757,"('untrustworthy', 'trustworthy')",-0.5398615,-0.60636777,-1.0222772,-1.1177244,-0.8042442,-0.8723559,-0.0681117
23,-0.8238705,-0.92370343,"('insincere', 'sincere')",0.71832883,0.6608704,5.8554916,5.7235456,1.91665,1.8202375,-0.0964125
24,-0.7946183,-0.88454646,"('dishonest', 'honest')",0.0359322,0.005530104,0.728285,0.61324334,-0.0101337,-0.088591,-0.0784573
25,0.52197707,0.5618942,"('egoistic', 'altruistic')",0.13644788,0.16626567,1.6535418,1.6136563,0.7706556,0.7806054,0.0099498
26,0.91346014,0.90385795,"('hardhearted', 'benevolent')",1.28843,1.3078868,1.7642933,1.6950678,1.3220611,1.3022709,-0.0197902
27,0.3967149,0.3601522,"('hardhearted', 'softhearted')",-0.39400864,-0.4494323,1.6945884,1.5302473,0.5657649,0.4803224,-0.0854425
