,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.8646254,0.63290465,"('unsociable', 'sociable')",-0.04128413,-0.24970455,0.4116706,0.1916001,-0.2200705
1,-0.048484042,-0.032535516,"('unfriendly', 'friendly')",1.4001727,1.2577529,0.6758443,0.6126087,-0.0632356
2,-0.15615356,-0.08863582,"('unlikable', 'likable')",0.20909527,0.30233404,0.0264709,0.1068491,0.0803782
3,0.5831138,0.62572765,"('repellent', 'pleasant')",0.19794396,0.26163432,0.3905289,0.443681,0.0531521
4,-1.348893,-1.4097315,"('disliked', 'liked')",-6.3638344,-6.524345,-3.8563638,-3.9670382,-0.1106744
5,-1.7114617,-1.6301079,"('distant', 'outgoing')",-0.41301626,-0.35569876,-1.0622389,-0.9929034,0.0693355
6,-2.394535,-2.286068,"('distant', 'open')",-0.21748313,-0.1589081,-1.3060091,-1.222488,0.0835211
7,1.5755386,1.6038023,"('insensitive', 'sensitive')",0.73544794,0.711946,1.1554933,1.1578741,0.0023808
8,-0.15229955,-0.05280976,"('unaffectionate', 'affectionate')",0.81483656,0.7747587,0.3312685,0.3609745,0.029706
9,0.6480359,0.8471071,"('unaffectionate', 'caring')",0.95744497,1.0209266,0.8027405,0.9340168,0.1312763
10,2.1062913,2.0371695,"('unsympathetic', 'sympathetic')",-0.30076143,-0.36274523,0.9027649,0.8372121,-0.0655528
11,1.2777414,1.4089893,"('unhelpful', 'helpful')",2.0872874,2.2136517,1.6825144,1.8113205,0.1288061
12,1.6752859,1.6679842,"('unsupportive', 'supportive')",-1.5939883,-1.6107409,0.0406488,0.0286217,-0.0120271
13,0.8578275,0.67217773,"('impolite', 'polite')",-0.5321332,-0.4891056,0.1628471,0.0915361,-0.071311
14,1.7431065,1.4959736,"('antisocial', 'social')",-0.29143414,-0.39267686,0.7258362,0.5516484,-0.1741878
15,-0.14093247,-0.1606976,"('boring', 'funny')",0.2950718,0.2624434,0.0770697,0.0508729,-0.0261968
16,-2.029362,-1.9416367,"('unpopular', 'popular')",0.20916593,0.23315036,-0.910098,-0.8542432,0.0558548
17,-0.35223675,-0.27460623,"('nasty', 'nice')",-0.52802885,-0.4893769,-0.4401328,-0.3819916,0.0581412
18,-0.46027273,-0.4684514,"('disagreeable', 'welcoming')",-0.3274569,-0.37204513,-0.3938648,-0.4202483,-0.0263835
19,-1.4863299,-1.4453462,"('inhospitable', 'hospitable')",-0.30177236,-0.24552064,-0.8940511,-0.8454334,0.0486177
20,0.9535076,0.87616765,"('rough', 'thoughtful')",1.1921504,1.1335542,1.072829,1.0048609,-0.0679681
21,1.1958205,1.128052,"('immoral', 'moral')",-0.35928413,-0.30752856,0.4182681,0.4102617,-0.0080064
22,0.64836806,0.4557973,"('untrustworthy', 'trustworthy')",-0.65537274,-0.73059547,-0.0035023,-0.1373991,-0.1338968
23,2.3330517,2.3242946,"('insincere', 'sincere')",5.905493,5.972674,4.1192722,4.1484842,0.029212
24,1.2557821,1.2115782,"('dishonest', 'honest')",0.74639034,0.7417504,1.0010862,0.9766643,-0.0244219
25,-0.48527262,-0.42056537,"('egoistic', 'altruistic')",1.2478117,1.1078143,0.3812695,0.3436245,-0.037645
26,0.5263992,0.29567724,"('hardhearted', 'benevolent')",1.5484776,1.3128818,1.0374384,0.8042796,-0.2331588
27,0.32141685,0.30412796,"('hardhearted', 'softhearted')",1.1734487,1.1133945,0.7474328,0.7087612,-0.0386716
28,0.5870359,0.5882719,"('disloyal', 'loyal')",1.4859228,1.3953028,1.0364794,0.9917873,-0.0446921
