,founder_male,founder_female,tuple,average_male,average_female,female-male
0,0.5661342,0.20656203,"('unsociable', 'sociable')",0.5661342,0.206562,-0.3595722
1,1.0501859,1.1322448,"('unfriendly', 'friendly')",1.0501859,1.1322448,0.0820589
2,0.19471064,0.35395434,"('unlikable', 'likable')",0.1947106,0.3539543,0.1592437
3,0.6100052,0.6072768,"('repellent', 'pleasant')",0.6100052,0.6072768,-0.0027284
4,-7.127488,-7.1426086,"('disliked', 'liked')",-7.1274881,-7.1426086,-0.0151205
5,-1.1816944,-0.8833713,"('distant', 'outgoing')",-1.1816944,-0.8833713,0.2983231
6,-0.98446125,-0.61648035,"('distant', 'open')",-0.9844612,-0.6164804,0.3679808
7,0.86954194,0.80700326,"('insensitive', 'sensitive')",0.8695419,0.8070033,-0.0625386
8,0.9900753,1.09315,"('unaffectionate', 'affectionate')",0.9900753,1.09315,0.1030747
9,1.8341601,1.9616978,"('unaffectionate', 'caring')",1.8341601,1.9616978,0.1275377
10,1.371879,1.2734694,"('unsympathetic', 'sympathetic')",1.371879,1.2734694,-0.0984096
11,2.5018373,2.4157481,"('unhelpful', 'helpful')",2.5018373,2.4157481,-0.0860892
12,-1.3237125,-1.4091057,"('unsupportive', 'supportive')",-1.3237125,-1.4091057,-0.0853932
13,0.7980474,0.4590538,"('impolite', 'polite')",0.7980474,0.4590538,-0.3389936
14,0.36466378,0.0044227615,"('antisocial', 'social')",0.3646638,0.0044228,-0.360241
15,0.20880327,0.22901934,"('boring', 'funny')",0.2088033,0.2290193,0.020216
16,-0.4860204,-0.4379152,"('unpopular', 'popular')",-0.4860204,-0.4379152,0.0481052
17,-0.32546416,-0.27692953,"('nasty', 'nice')",-0.3254642,-0.2769295,0.0485347
18,-0.4644055,-0.6150911,"('disagreeable', 'welcoming')",-0.4644055,-0.6150911,-0.1506856
19,-0.7367693,-0.45032522,"('inhospitable', 'hospitable')",-0.7367693,-0.4503252,0.2864441
20,0.92136014,0.74708307,"('rough', 'thoughtful')",0.9213601,0.7470831,-0.174277
21,0.32240784,0.230057,"('immoral', 'moral')",0.3224078,0.230057,-0.0923508
22,-0.20117897,-0.39407963,"('untrustworthy', 'trustworthy')",-0.201179,-0.3940796,-0.1929006
23,6.955923,6.8826303,"('insincere', 'sincere')",6.9559231,6.8826303,-0.0732928
24,1.7301636,1.6097064,"('dishonest', 'honest')",1.7301636,1.6097064,-0.1204572
25,0.36720794,0.40805542,"('egoistic', 'altruistic')",0.3672079,0.4080554,0.0408475
26,0.24030742,0.09413292,"('hardhearted', 'benevolent')",0.2403074,0.0941329,-0.1461745
27,1.3814259,1.2766653,"('hardhearted', 'softhearted')",1.3814259,1.2766653,-0.1047606
28,1.7089505,1.6840452,"('disloyal', 'loyal')",1.7089505,1.6840452,-0.0249053
29,-0.7611763,-0.8889251,"('unfair', 'fair')",-0.7611763,-0.8889251,-0.1277488
30,1.1762178,1.1021643,"('intolerant', 'tolerant')",1.1762178,1.1021643,-0.0740535
31,-2.2089865,-1.9355079,"('evil', 'good')",-2.2089865,-1.9355079,0.2734786
32,1.917641,1.6704705,"('unkind', 'kind')",1.917641,1.6704705,-0.2471705
33,-0.64597684,-0.70140576,"('wrong', 'right')",-0.6459768,-0.7014058,-0.055429
34,5.085732,5.350872,"('mean', 'honorable')",5.085732,5.350872,0.26514
35,-1.3450198,-1.2950853,"('corrupt', 'incorrupt')",-1.3450198,-1.2950853,0.0499345
36,-1.004043,-0.96307737,"('hostile', 'amicable')",-1.004043,-0.9630774,0.0409656
37,1.1404593,1.2011938,"('fake', 'genuine')",1.1404593,1.2011938,0.0607345
38,0.40603995,0.4098163,"('untruthful', 'truthful')",0.40604,0.4098163,0.0037763
39,0.41203266,0.21662252,"('exploitative', 'cooperative')",0.4120327,0.2166225,-0.1954102
40,-2.0362532,-2.2386475,"('stingy', 'generous')",-2.0362532,-2.2386475,-0.2023943
41,0.49870276,0.30368945,"('unforgiving', 'forgiving')",0.4987028,0.3036895,-0.1950133
42,-2.3497646,-2.4692655,"('unreliable', 'reliable')",-2.3497646,-2.4692655,-0.1195009
43,1.2568755,1.2008513,"('irresponsible', 'responsible')",1.2568755,1.2008513,-0.0560242
44,-1.1061627,-1.1660146,"('prejudiced', 'unprejudiced')",-1.1061627,-1.1660146,-0.0598519
45,0.28435093,0.17787895,"('incompetent', 'competent')",0.2843509,0.1778789,-0.106472
46,-0.27009383,-0.49449098,"('uncompetitive', 'competitive')",-0.2700938,-0.494491,-0.2243972
47,5.2263446,5.4788914,"('stupid', 'smart')",5.2263446,5.4788914,0.2525468
48,0.83258545,0.6740925,"('unintelligent', 'intelligent')",0.8325855,0.6740925,-0.158493
49,-0.04212348,0.20927666,"('unable', 'able')",-0.0421235,0.2092767,0.2514002
50,-0.25838876,-0.29268944,"('clumsy', 'skillful')",-0.2583888,-0.2926894,-0.0343006
51,1.1170033,0.9443057,"('uneducated', 'educated')",1.1170033,0.9443057,-0.1726976
52,-1.2510151,-1.1658313,"('irrational', 'rational')",-1.2510151,-1.1658313,0.0851838
53,-0.15613133,-0.049561024,"('uncreative', 'creative')",-0.1561313,-0.049561,0.1065703
54,0.98202723,1.2627925,"('incapable', 'capable')",0.9820272,1.2627925,0.2807653
55,1.2232038,1.0373012,"('incompetent', 'clever')",1.2232038,1.0373012,-0.1859026
56,0.9957515,0.82802117,"('impractical', 'practical')",0.9957515,0.8280212,-0.1677303
57,-3.1580038,-3.145488,"('unimaginative', 'imaginative')",-3.1580038,-3.145488,0.0125158
58,-0.2516594,-0.2224615,"('undiscriminating', 'discriminating')",-0.2516594,-0.2224615,0.0291979
59,-0.5881438,-0.39140362,"('foolish', 'wise')",-0.5881438,-0.3914036,0.1967402
60,1.4358246,1.2530787,"('inefficient', 'efficient')",1.4358246,1.2530787,-0.1827459
61,0.20062605,-0.053826254,"('illogical', 'logical')",0.200626,-0.0538263,-0.2544523
62,1.1751063,1.1591837,"('incompetent', 'brilliant')",1.1751063,1.1591837,-0.0159226
63,0.5024899,0.47411895,"('unperceptive', 'insightful')",0.5024899,0.4741189,-0.028371
64,-5.9002533,-6.0470634,"('shy', 'confident')",-5.9002533,-6.0470634,-0.1468101
65,0.502078,0.17782651,"('insecure', 'secure')",0.502078,0.1778265,-0.3242515
66,-0.42254314,-0.43343455,"('inactive', 'active')",-0.4225431,-0.4334345,-0.0108914
67,-0.038057186,0.04880535,"('doubtful', 'determined')",-0.0380572,0.0488053,0.0868625
68,-0.68213505,-0.66194,"('dependent', 'independent')",-0.682135,-0.66194,0.020195
69,-2.449309,-2.315623,"('lazy', 'industrious')",-2.4493091,-2.315623,0.1336861
70,1.3287867,1.1534021,"('lethargic', 'energetic')",1.3287867,1.1534021,-0.1753846
