,founder_male,founder_female,tuple,average_male,average_female,female-male
71,0.32636538,0.40216413,"('diffident', 'self-confident')",0.3263654,0.4021641,0.0757987
72,0.4836258,0.4891928,"('unambitious', 'ambitious')",0.4836258,0.4891928,0.005567
73,-3.0223114,-2.9461927,"('helpless', 'self-reliant')",-3.0223114,-2.9461927,0.0761187
74,0.2041659,0.09983118,"('undedicated', 'dedicated')",0.2041659,0.0998312,-0.1043347
75,-1.4282628,-1.0462992,"('meek', 'impulsive')",-1.4282628,-1.0462992,0.3819636
76,0.35591036,0.2043423,"('anxious', 'daring')",0.3559104,0.2043423,-0.1515681
77,-0.83917767,-0.8286444,"('unmotivated', 'motivated')",-0.8391777,-0.8286444,0.0105333
78,-0.7350638,-0.7819476,"('nonresilient', 'resilient')",-0.7350638,-0.7819476,-0.0468838
79,-0.9251022,-0.7066246,"('wavering', 'unwavering')",-0.9251022,-0.7066246,0.2184776
80,-0.14063524,-0.438812,"('dominated', 'dominating')",-0.1406352,-0.438812,-0.2981768
81,0.3073843,0.23093283,"('submissive', 'aggressive')",0.3073843,0.2309328,-0.0764515
82,6.3045526,6.6116014,"('poor', 'rich')",6.3045526,6.6116014,0.3070488
83,-0.19859378,-0.25320515,"('powerless', 'powerful')",-0.1985938,-0.2532052,-0.0546114
84,0.1486696,0.25050896,"('inferior', 'superior')",0.1486696,0.250509,0.1018394
85,-1.1863924,-1.0726279,"('insignificant', 'prestigious')",-1.1863924,-1.0726279,0.1137645
86,0.7877328,0.68431854,"('uninfluential', 'influential')",0.7877328,0.6843185,-0.1034143
87,-0.40908876,-0.33697686,"('unsuccessful', 'successful')",-0.4090888,-0.3369769,0.0721119
88,0.16135031,0.12162486,"('low', 'eminent')",0.1613503,0.1216249,-0.0397254
