,etsy_male,etsy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.107293546,-0.3160541,"('unsociable', 'sociable')",-0.28756386,-0.47163993,-0.1974287,-0.393847,-0.1964183
1,-1.2129823,-1.26373,"('unfriendly', 'friendly')",1.5344309,1.3253901,0.1607243,0.03083,-0.1298943
2,0.43691453,0.42881876,"('unlikable', 'likable')",0.6014126,0.6215012,0.5191635,0.52516,0.0059965
3,-0.39554313,-0.34152997,"('repellent', 'pleasant')",0.049432404,0.12147787,-0.1730554,-0.110026,0.0630294
4,-0.11858979,-0.12485097,"('disliked', 'liked')",-5.780813,-5.791227,-2.9497015,-2.9580388,-0.0083373
5,-0.7922721,-0.7506861,"('distant', 'outgoing')",-0.03610277,-0.049609244,-0.4141874,-0.4001477,0.0140397
6,-1.0464963,-1.0163594,"('distant', 'open')",0.09132056,0.0202202,-0.4775878,-0.4980696,-0.0204818
7,-0.53698677,-0.49774832,"('insensitive', 'sensitive')",0.30886513,0.32596758,-0.1140608,-0.0858904,0.0281704
8,-1.476027,-1.5055178,"('unaffectionate', 'affectionate')",0.2170083,0.093656376,-0.6295093,-0.7059307,-0.0764214
9,-1.3572265,-1.3218495,"('unaffectionate', 'caring')",0.6443823,0.61285454,-0.3564221,-0.3544975,0.0019246
10,-1.4969971,-1.5443085,"('unsympathetic', 'sympathetic')",-0.6867234,-0.74586785,-1.0918603,-1.1450882,-0.0532279
11,0.19138885,0.16861884,"('unhelpful', 'helpful')",1.9740455,1.984148,1.0827172,1.0763835,-0.0063337
12,-0.21485196,-0.16250232,"('unsupportive', 'supportive')",-1.7109457,-1.6937816,-0.9628989,-0.928142,0.0347569
13,-0.3312735,-0.53106135,"('impolite', 'polite')",-0.19712934,-0.16910398,-0.2642014,-0.3500827,-0.0858813
14,0.96913034,0.92677647,"('antisocial', 'social')",-0.19552211,-0.23685335,0.3868041,0.3449616,-0.0418425
15,0.05970927,-0.08597183,"('boring', 'funny')",0.85788304,0.75663596,0.4587961,0.3353321,-0.123464
