,lilac_male,lilac_female,tuple,average_male,average_female,female-male
0,-0.12621361,-0.5192244,"('unsociable', 'sociable')",-0.1262136,-0.5192244,-0.3930108
1,-0.89501166,-0.9249784,"('unfriendly', 'friendly')",-0.8950117,-0.9249784,-0.0299667
2,0.370841,0.36277345,"('unlikable', 'likable')",0.370841,0.3627734,-0.0080676
3,-0.37084314,-0.06372058,"('repellent', 'pleasant')",-0.3708431,-0.0637206,0.3071225
4,-2.242519,-2.6407747,"('disliked', 'liked')",-2.2425189,-2.6407747,-0.3982558
5,-0.80846226,-0.71088755,"('distant', 'outgoing')",-0.8084623,-0.7108876,0.0975747
6,-1.2327813,-1.0225413,"('distant', 'open')",-1.2327813,-1.0225413,0.21024
7,-0.23467964,-0.09087697,"('insensitive', 'sensitive')",-0.2346796,-0.090877,0.1438026
8,-0.25090137,-0.23032784,"('unaffectionate', 'affectionate')",-0.2509014,-0.2303278,0.0205736
9,-0.053916827,-0.054640718,"('unaffectionate', 'caring')",-0.0539168,-0.0546407,-0.0007239
10,-0.09010275,-0.07698351,"('unsympathetic', 'sympathetic')",-0.0901027,-0.0769835,0.0131192
11,1.7090322,1.5809815,"('unhelpful', 'helpful')",1.7090322,1.5809815,-0.1280507
12,-0.69098806,-0.7311557,"('unsupportive', 'supportive')",-0.6909881,-0.7311557,-0.0401676
13,-0.00032304414,-0.15112427,"('impolite', 'polite')",-0.000323,-0.1511243,-0.1508013
14,0.116558075,-0.13262722,"('antisocial', 'social')",0.1165581,-0.1326272,-0.2491853
15,0.87815183,0.3567598,"('boring', 'funny')",0.8781518,0.3567598,-0.521392
16,0.09167262,0.058749564,"('unpopular', 'popular')",0.0916726,0.0587496,-0.032923
17,0.06029036,0.022091579,"('nasty', 'nice')",0.0602904,0.0220916,-0.0381988
18,-0.927466,-0.78090173,"('disagreeable', 'welcoming')",-0.927466,-0.7809017,0.1465643
19,-0.63424146,-0.6867175,"('inhospitable', 'hospitable')",-0.6342415,-0.6867175,-0.052476
20,-0.26264885,-0.19205049,"('rough', 'thoughtful')",-0.2626489,-0.1920505,0.0705984
21,-0.07448569,-0.116928056,"('immoral', 'moral')",-0.0744857,-0.1169281,-0.0424424
22,-0.03741677,0.14503303,"('untrustworthy', 'trustworthy')",-0.0374168,0.145033,0.1824498
