,image_male,image_female,tuple,average_male,average_female,female-male
0,0.02725748,-0.12539618,"('unsociable', 'sociable')",0.0272575,-0.1253962,-0.1526537
1,1.2980168,1.2446071,"('unfriendly', 'friendly')",1.2980168,1.2446071,-0.0534097
2,0.6105472,0.7762432,"('unlikable', 'likable')",0.6105472,0.7762432,0.165696
3,0.62431085,0.81517154,"('repellent', 'pleasant')",0.6243109,0.8151715,0.1908606
4,-7.211199,-7.1571717,"('disliked', 'liked')",-7.2111988,-7.1571717,0.0540271
5,-0.18349667,-0.008077212,"('distant', 'outgoing')",-0.1834967,-0.0080772,0.1754195
6,0.014188983,0.21681413,"('distant', 'open')",0.014189,0.2168141,0.2026251
7,0.7148999,0.76446664,"('insensitive', 'sensitive')",0.7148999,0.7644666,0.0495667
8,1.0448136,1.0346435,"('unaffectionate', 'affectionate')",1.0448136,1.0346435,-0.0101701
9,1.6384946,1.7406242,"('unaffectionate', 'caring')",1.6384946,1.7406242,0.1021296
10,1.189386,1.3105259,"('unsympathetic', 'sympathetic')",1.189386,1.3105259,0.1211399
11,2.2225428,2.1874623,"('unhelpful', 'helpful')",2.2225428,2.1874623,-0.0350805
12,-1.486091,-1.4472666,"('unsupportive', 'supportive')",-1.486091,-1.4472666,0.0388244
13,0.3212217,0.23300889,"('impolite', 'polite')",0.3212217,0.2330089,-0.0882128
14,-0.33349434,-0.546195,"('antisocial', 'social')",-0.3334943,-0.546195,-0.2127007
15,0.5170436,0.331079,"('boring', 'funny')",0.5170436,0.331079,-0.1859646
16,-0.17355345,-0.10691846,"('unpopular', 'popular')",-0.1735535,-0.1069185,0.066635
17,-0.13405234,-0.08016206,"('nasty', 'nice')",-0.1340523,-0.0801621,0.0538902
18,-0.60750157,-0.75498724,"('disagreeable', 'welcoming')",-0.6075016,-0.7549872,-0.1474856
19,-0.4422533,-0.27813846,"('inhospitable', 'hospitable')",-0.4422533,-0.2781385,0.1641148
20,0.7094059,0.56225234,"('rough', 'thoughtful')",0.7094059,0.5622523,-0.1471536
21,0.060879406,0.17629208,"('immoral', 'moral')",0.0608794,0.1762921,0.1154127
22,-0.77041876,-0.74032325,"('untrustworthy', 'trustworthy')",-0.7704188,-0.7403232,0.0300956
23,6.5293064,6.416505,"('insincere', 'sincere')",6.5293064,6.4165049,-0.1128015
24,1.9264518,1.9410009,"('dishonest', 'honest')",1.9264518,1.9410009,0.0145491
25,0.28123778,0.17252068,"('egoistic', 'altruistic')",0.2812378,0.1725207,-0.1087171
26,0.44364703,0.18599519,"('hardhearted', 'benevolent')",0.443647,0.1859952,-0.2576518
27,1.5798879,1.544724,"('hardhearted', 'softhearted')",1.5798879,1.544724,-0.0351639
28,1.2080729,1.107822,"('disloyal', 'loyal')",1.2080729,1.1078219,-0.100251
29,-0.77456224,-0.84183586,"('unfair', 'fair')",-0.7745622,-0.8418359,-0.0672737
30,0.86486727,0.87125915,"('intolerant', 'tolerant')",0.8648673,0.8712592,0.0063919
31,-1.7347845,-1.6453515,"('evil', 'good')",-1.7347845,-1.6453515,0.089433
32,1.6859716,1.526239,"('unkind', 'kind')",1.6859716,1.526239,-0.1597326
33,-0.39918426,-0.30948576,"('wrong', 'right')",-0.3991843,-0.3094858,0.0896985
34,4.583021,4.77434,"('mean', 'honorable')",4.5830212,4.7743402,0.191319
35,-1.1223974,-1.2439449,"('corrupt', 'incorrupt')",-1.1223974,-1.2439449,-0.1215475
36,-0.9198797,-0.9884259,"('hostile', 'amicable')",-0.9198797,-0.9884259,-0.0685462
37,0.80133694,0.8622423,"('fake', 'genuine')",0.8013369,0.8622423,0.0609054
38,0.17396575,0.18237397,"('untruthful', 'truthful')",0.1739658,0.182374,0.0084082
39,-0.08854543,-0.18768594,"('exploitative', 'cooperative')",-0.0885454,-0.1876859,-0.0991405
40,-1.8045839,-1.9044504,"('stingy', 'generous')",-1.8045839,-1.9044504,-0.0998665
41,-0.055079177,-0.099007644,"('unforgiving', 'forgiving')",-0.0550792,-0.0990076,-0.0439284
42,-2.2036326,-2.0229893,"('unreliable', 'reliable')",-2.2036326,-2.0229893,0.1806433
43,1.3857697,1.503136,"('irresponsible', 'responsible')",1.3857697,1.503136,0.1173663
44,-1.0858691,-1.0479571,"('prejudiced', 'unprejudiced')",-1.0858691,-1.0479571,0.037912
45,0.21369135,0.30585197,"('incompetent', 'competent')",0.2136914,0.305852,0.0921606
46,-0.6301946,-0.52100635,"('uncompetitive', 'competitive')",-0.6301946,-0.5210063,0.1091883
47,5.1893888,5.3455815,"('stupid', 'smart')",5.1893888,5.3455815,0.1561927
