,qorvo_male,qorvo_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5833884,-0.80623585,"('unsociable', 'sociable')",-0.23038438,-0.4364627,-0.4068864,-0.6213493,-0.2144629
1,-1.7522641,-1.69578,"('unfriendly', 'friendly')",1.857731,1.731511,0.0527334,0.0178655,-0.0348679
2,0.25774497,0.27962726,"('unlikable', 'likable')",0.58673096,0.6977466,0.422238,0.4886869,0.0664489
3,0.036099926,0.108932465,"('repellent', 'pleasant')",0.08106917,0.0818695,0.0585845,0.095401,0.0368165
4,-0.25492972,-0.24932358,"('disliked', 'liked')",-6.2798195,-6.310687,-3.2673745,-3.2800052,-0.0126307
5,-1.2977719,-1.1628593,"('distant', 'outgoing')",-0.06735387,0.0031869821,-0.6825629,-0.5798362,0.1027267
6,-1.4387803,-1.2701334,"('distant', 'open')",0.20846929,0.25509548,-0.6151555,-0.5075189,0.1076366
7,-0.192388,-0.2001936,"('insensitive', 'sensitive')",0.22748366,0.28842902,0.0175478,0.0441177,0.0265699
8,-1.5080718,-1.4310673,"('unaffectionate', 'affectionate')",0.7231605,0.71957123,-0.3924556,-0.3557481,0.0367075
9,-1.373421,-1.3386631,"('unaffectionate', 'caring')",1.1585451,1.1974962,-0.1074379,-0.0705835,0.0368544
10,-0.8377012,-0.8521725,"('unsympathetic', 'sympathetic')",-0.8027364,-0.8267992,-0.8202188,-0.8394859,-0.0192671
11,-0.1501783,-0.19260575,"('unhelpful', 'helpful')",1.8540591,1.9648106,0.8519404,0.8861024,0.034162
12,-0.89928913,-0.7705747,"('unsupportive', 'supportive')",-1.8670224,-1.8015524,-1.3831558,-1.2860636,0.0970922
13,-0.4579924,-0.6193304,"('impolite', 'polite')",-0.40494376,-0.39120534,-0.4314681,-0.5052679,-0.0737998
14,0.12281239,-0.03612527,"('antisocial', 'social')",-0.50255114,-0.6286717,-0.1898694,-0.3323985,-0.1425291
15,0.0007281862,-0.08655738,"('boring', 'funny')",0.602705,0.55285347,0.3017166,0.233148,-0.0685686
16,-0.46612,-0.34509653,"('unpopular', 'popular')",0.7899578,0.7558601,0.1619189,0.2053818,0.0434629
17,-0.043820076,-0.0219674,"('nasty', 'nice')",-0.34700343,-0.29693457,-0.1954118,-0.159451,0.0359608
18,-0.2591714,-0.21353969,"('disagreeable', 'welcoming')",-0.2687044,-0.31903487,-0.2639379,-0.2662873,-0.0023494
19,-1.8973385,-1.7843163,"('inhospitable', 'hospitable')",-0.24006362,-0.12147236,-1.068701,-0.9528943,0.1158067
20,0.43705022,0.4387521,"('rough', 'thoughtful')",1.1988534,1.155752,0.8179518,0.7972521,-0.0206997
21,0.10484493,0.006292194,"('immoral', 'moral')",-0.54125834,-0.5955302,-0.2182067,-0.294619,-0.0764123
22,-0.036858566,-0.13634145,"('untrustworthy', 'trustworthy')",-0.87675244,-0.9474275,-0.4568055,-0.5418845,-0.085079
23,-0.4550573,-0.521389,"('insincere', 'sincere')",5.741964,5.7164607,2.6434534,2.5975358,-0.0459176
24,-0.58911633,-0.6638284,"('dishonest', 'honest')",0.5356378,0.5462642,-0.0267393,-0.0587821,-0.0320428
25,-0.83471394,-0.7847192,"('egoistic', 'altruistic')",1.3080733,1.2126398,0.2366797,0.2139603,-0.0227194
26,-0.27883503,-0.35289788,"('hardhearted', 'benevolent')",1.691356,1.5261863,0.7062604,0.5866442,-0.1196162
27,0.039053246,0.060517073,"('hardhearted', 'softhearted')",1.1640118,1.1214806,0.6015325,0.5909988,-0.0105337
28,-0.62099636,-0.5824685,"('disloyal', 'loyal')",1.0043974,0.9348263,0.1917005,0.1761789,-0.0155216
29,0.12951376,0.11148076,"('unfair', 'fair')",-0.3400166,-0.4956452,-0.1052514,-0.1920822,-0.0868308
30,0.8196682,0.6973786,"('intolerant', 'tolerant')",1.539858,1.4835176,1.1797631,1.0904481,-0.089315
31,-1.560511,-1.3919585,"('evil', 'good')",-0.96439785,-1.0888544,-1.2624544,-1.2404065,0.0220479
32,-0.24234249,-0.32683742,"('unkind', 'kind')",0.70361245,0.6402558,0.230635,0.1567092,-0.0739258
33,-0.5872912,-0.59471416,"('wrong', 'right')",-0.43633112,-0.4588963,-0.5118111,-0.5268052,-0.0149941
34,-0.27979308,-0.22088127,"('mean', 'honorable')",5.9511275,6.0548506,2.8356671,2.9169846,0.0813175
35,-0.1391653,-0.11844318,"('corrupt', 'incorrupt')",-0.19753303,-0.30283794,-0.1683492,-0.2106406,-0.0422914
36,-1.3152665,-1.1873946,"('hostile', 'amicable')",0.27297428,0.02395161,-0.5211461,-0.5817215,-0.0605754
37,-0.28019986,-0.28087914,"('fake', 'genuine')",0.02288495,0.022047848,-0.1286575,-0.1294156,-0.0007581
38,-1.3550565,-1.2876749,"('untruthful', 'truthful')",0.115020275,0.21544008,-0.6200181,-0.5361174,0.0839007
39,0.62163216,0.56473905,"('exploitative', 'cooperative')",0.024704961,0.045781918,0.3231685,0.3052605,-0.017908
40,0.07666513,0.12818064,"('stingy', 'generous')",-1.9498593,-2.0408485,-0.936597,-0.9563339,-0.0197369
41,-0.10920744,-0.08211125,"('unforgiving', 'forgiving')",0.12193599,-0.0015393794,0.0063643,-0.0418253,-0.0481896
42,0.6874038,0.76597047,"('unreliable', 'reliable')",-3.4146745,-3.2428346,-1.3636353,-1.238432,0.1252033
