,estuary_male,estuary_female,tuple,average_male,average_female,female-male
0,0.014577076,0.07484637,"('unsociable', 'sociable')",0.0145771,0.0748464,0.0602693
1,1.2773474,1.1083729,"('unfriendly', 'friendly')",1.2773474,1.1083729,-0.1689745
2,0.20111102,0.24702078,"('unlikable', 'likable')",0.201111,0.2470208,0.0459098
3,0.69873214,0.75656134,"('repellent', 'pleasant')",0.6987321,0.7565613,0.0578292
4,-6.9572225,-7.1319313,"('disliked', 'liked')",-6.9572225,-7.1319313,-0.1747088
5,-0.56746596,-0.61408645,"('distant', 'outgoing')",-0.567466,-0.6140864,-0.0466204
6,0.071374156,-0.09886724,"('distant', 'open')",0.0713742,-0.0988672,-0.1702414
7,1.223026,1.2532886,"('insensitive', 'sensitive')",1.223026,1.2532886,0.0302626
8,1.1979496,0.98280406,"('unaffectionate', 'affectionate')",1.1979496,0.9828041,-0.2151455
9,1.5797675,1.5071968,"('unaffectionate', 'caring')",1.5797675,1.5071968,-0.0725707
10,1.0865113,1.1599418,"('unsympathetic', 'sympathetic')",1.0865113,1.1599418,0.0734305
11,1.5829942,1.6828995,"('unhelpful', 'helpful')",1.5829942,1.6828995,0.0999053
12,-1.4545776,-1.4714928,"('unsupportive', 'supportive')",-1.4545776,-1.4714928,-0.0169152
13,-0.21218716,-0.11934759,"('impolite', 'polite')",-0.2121872,-0.1193476,0.0928396
14,0.026395664,0.13313746,"('antisocial', 'social')",0.0263957,0.1331375,0.1067418
15,0.29659235,0.19478646,"('boring', 'funny')",0.2965924,0.1947865,-0.1018059
16,-0.3407358,-0.41373247,"('unpopular', 'popular')",-0.3407358,-0.4137325,-0.0729967
17,0.031860106,0.05658159,"('nasty', 'nice')",0.0318601,0.0565816,0.0247215
18,-0.59203047,-0.59181815,"('disagreeable', 'welcoming')",-0.5920305,-0.5918182,0.0002123
19,-0.9030112,-0.95797884,"('inhospitable', 'hospitable')",-0.9030112,-0.9579788,-0.0549676
20,0.89790267,0.85539836,"('rough', 'thoughtful')",0.8979027,0.8553984,-0.0425043
21,-0.23307782,-0.061373666,"('immoral', 'moral')",-0.2330778,-0.0613737,0.1717041
22,-0.3070389,-0.26168966,"('untrustworthy', 'trustworthy')",-0.3070389,-0.2616897,0.0453492
23,5.7143946,5.8337507,"('insincere', 'sincere')",5.7143946,5.8337507,0.1193561
24,1.445757,1.3713664,"('dishonest', 'honest')",1.445757,1.3713664,-0.0743906
25,0.5758718,0.49671575,"('egoistic', 'altruistic')",0.5758718,0.4967158,-0.079156
26,1.0552002,0.9216816,"('hardhearted', 'benevolent')",1.0552002,0.9216816,-0.1335186
27,1.8571742,1.6026487,"('hardhearted', 'softhearted')",1.8571742,1.6026487,-0.2545255
28,0.96916497,0.9189542,"('disloyal', 'loyal')",0.969165,0.9189542,-0.0502108
29,-0.14256972,-0.28614882,"('unfair', 'fair')",-0.1425697,-0.2861488,-0.1435791
30,0.6384942,0.7448132,"('intolerant', 'tolerant')",0.6384942,0.7448132,0.106319
31,-0.8332433,-1.0350804,"('evil', 'good')",-0.8332433,-1.0350804,-0.2018371
32,1.2282875,1.1352879,"('unkind', 'kind')",1.2282875,1.1352879,-0.0929996
33,-0.35375115,-0.44673353,"('wrong', 'right')",-0.3537512,-0.4467335,-0.0929823
34,4.3134856,4.4339404,"('mean', 'honorable')",4.3134856,4.4339404,0.1204548
35,-0.9568627,-1.2702037,"('corrupt', 'incorrupt')",-0.9568627,-1.2702037,-0.313341
36,-0.6570236,-0.9164124,"('hostile', 'amicable')",-0.6570236,-0.9164124,-0.2593888
37,0.99689335,0.9779416,"('fake', 'genuine')",0.9968933,0.9779416,-0.0189517
38,-0.50759816,-0.4119637,"('untruthful', 'truthful')",-0.5075982,-0.4119637,0.0956345
39,0.37713245,0.44660282,"('exploitative', 'cooperative')",0.3771324,0.4466028,0.0694704
40,-1.3001392,-1.4598764,"('stingy', 'generous')",-1.3001392,-1.4598764,-0.1597372
41,0.40316266,0.39943376,"('unforgiving', 'forgiving')",0.4031627,0.3994338,-0.0037289
42,-1.5749979,-1.5709487,"('unreliable', 'reliable')",-1.5749979,-1.5709487,0.0040492
43,0.87107927,1.0335865,"('irresponsible', 'responsible')",0.8710793,1.0335865,0.1625072
44,-1.0697153,-1.0157956,"('prejudiced', 'unprejudiced')",-1.0697153,-1.0157956,0.0539197
45,0.42137825,0.32770112,"('incompetent', 'competent')",0.4213783,0.3277011,-0.0936772
46,-0.37060374,-0.2897932,"('uncompetitive', 'competitive')",-0.3706037,-0.2897932,0.0808105
47,4.552003,4.6822305,"('stupid', 'smart')",4.5520029,4.6822305,0.1302276
48,0.49384063,0.50852245,"('unintelligent', 'intelligent')",0.4938406,0.5085225,0.0146819
49,-0.22554694,-0.09940084,"('unable', 'able')",-0.2255469,-0.0994008,0.1261461
50,-0.27785188,-0.3647111,"('clumsy', 'skillful')",-0.2778519,-0.3647111,-0.0868592
51,-0.124386296,-0.1345985,"('uneducated', 'educated')",-0.1243863,-0.1345985,-0.0102122
52,-0.171142,-0.44721985,"('irrational', 'rational')",-0.171142,-0.4472198,-0.2760778
53,0.29501957,0.1583183,"('uncreative', 'creative')",0.2950196,0.1583183,-0.1367013
54,0.8580717,0.9039021,"('incapable', 'capable')",0.8580717,0.9039021,0.0458304
55,0.6102311,0.73276865,"('incompetent', 'clever')",0.6102311,0.7327687,0.1225376
56,0.5062178,0.5811267,"('impractical', 'practical')",0.5062178,0.5811267,0.0749089
57,-1.9095635,-1.9452332,"('unimaginative', 'imaginative')",-1.9095635,-1.9452332,-0.0356697
58,0.353028,0.3233236,"('undiscriminating', 'discriminating')",0.353028,0.3233236,-0.0297044
59,-0.09482731,-0.1895554,"('foolish', 'wise')",-0.0948273,-0.1895554,-0.0947281
60,0.3784342,0.68223023,"('inefficient', 'efficient')",0.3784342,0.6822302,0.303796
61,0.3619677,0.21707076,"('illogical', 'logical')",0.3619677,0.2170708,-0.1448969
62,0.62829614,0.7858778,"('incompetent', 'brilliant')",0.6282961,0.7858778,0.1575817
63,0.08808102,0.17172764,"('unperceptive', 'insightful')",0.088081,0.1717276,0.0836466
64,-5.6489773,-5.5377645,"('shy', 'confident')",-5.6489773,-5.5377645,0.1112128
65,0.4439993,0.5871467,"('insecure', 'secure')",0.4439993,0.5871467,0.1431474
66,0.25552654,0.10743518,"('inactive', 'active')",0.2555265,0.1074352,-0.1480913
67,-0.6214223,-0.49709138,"('doubtful', 'determined')",-0.6214223,-0.4970914,0.1243309
68,-1.0440258,-0.9810977,"('dependent', 'independent')",-1.0440258,-0.9810977,0.0629281
69,-1.746571,-1.8296037,"('lazy', 'industrious')",-1.7465709,-1.8296037,-0.0830328
70,1.5030006,1.5823079,"('lethargic', 'energetic')",1.5030006,1.5823079,0.0793073
71,0.6916428,0.54710263,"('diffident', 'self-confident')",0.6916428,0.5471026,-0.1445402
72,0.9934414,1.1402541,"('unambitious', 'ambitious')",0.9934414,1.1402541,0.1468127
73,-2.8732464,-2.8663607,"('helpless', 'self-reliant')",-2.8732464,-2.8663607,0.0068857
74,0.23522578,0.1451052,"('undedicated', 'dedicated')",0.2352258,0.1451052,-0.0901206
75,-0.64585555,-0.61819804,"('meek', 'impulsive')",-0.6458555,-0.618198,0.0276575
76,0.59854645,0.7534456,"('anxious', 'daring')",0.5985464,0.7534456,0.1548992
77,-1.3653821,-1.146053,"('unmotivated', 'motivated')",-1.3653821,-1.146053,0.2193291
78,-0.57804286,-0.6259848,"('nonresilient', 'resilient')",-0.5780429,-0.6259848,-0.0479419
79,-0.45236906,-0.49468416,"('wavering', 'unwavering')",-0.4523691,-0.4946842,-0.0423151
80,-0.09354912,-0.038056336,"('dominated', 'dominating')",-0.0935491,-0.0380563,0.0554928
81,-0.22844896,-0.017416835,"('submissive', 'aggressive')",-0.228449,-0.0174168,0.2110322
82,5.9387574,5.9249377,"('poor', 'rich')",5.9387574,5.9249377,-0.0138197
83,-0.27652565,-0.15035549,"('powerless', 'powerful')",-0.2765256,-0.1503555,0.1261701
84,0.3587376,0.33643356,"('inferior', 'superior')",0.3587376,0.3364336,-0.022304
85,-0.6794942,-0.8675033,"('insignificant', 'prestigious')",-0.6794942,-0.8675033,-0.1880091
86,0.6544195,0.56835604,"('uninfluential', 'influential')",0.6544195,0.568356,-0.0860635
87,-0.10434233,-0.14752515,"('unsuccessful', 'successful')",-0.1043423,-0.1475251,-0.0431828
88,-0.122257866,-0.11208095,"('low', 'eminent')",-0.1222579,-0.1120809,0.010177
