,motor_male,motor_female,tuple,average_male,average_female,female-male
0,-0.1636788,-0.24249098,"('unsociable', 'sociable')",-0.1636788,-0.242491,-0.0788122
1,1.6690228,1.5089227,"('unfriendly', 'friendly')",1.6690228,1.5089227,-0.1601001
2,0.38844642,0.5404772,"('unlikable', 'likable')",0.3884464,0.5404772,0.1520308
3,0.049585033,0.1099873,"('repellent', 'pleasant')",0.049585,0.1099873,0.0604023
4,-6.5986905,-6.7298098,"('disliked', 'liked')",-6.5986905,-6.7298098,-0.1311193
5,0.27450708,0.31457293,"('distant', 'outgoing')",0.2745071,0.3145729,0.0400658
6,0.32997352,0.35708618,"('distant', 'open')",0.3299735,0.3570862,0.0271127
7,0.14769846,0.18268129,"('insensitive', 'sensitive')",0.1476985,0.1826813,0.0349828
8,1.2569677,1.1849408,"('unaffectionate', 'affectionate')",1.2569677,1.1849408,-0.0720269
9,1.9420614,1.9607376,"('unaffectionate', 'caring')",1.9420614,1.9607376,0.0186762
10,0.13209572,0.2141311,"('unsympathetic', 'sympathetic')",0.1320957,0.2141311,0.0820354
11,2.3214946,2.3419204,"('unhelpful', 'helpful')",2.3214946,2.3419204,0.0204258
12,-1.8865848,-1.8813555,"('unsupportive', 'supportive')",-1.8865848,-1.8813555,0.0052293
13,-0.098697774,-0.09355179,"('impolite', 'polite')",-0.0986978,-0.0935518,0.005146
14,-0.06608388,-0.09359134,"('antisocial', 'social')",-0.0660839,-0.0935913,-0.0275074
15,0.85399526,0.76432836,"('boring', 'funny')",0.8539953,0.7643284,-0.0896669
16,0.24198803,0.20833857,"('unpopular', 'popular')",0.241988,0.2083386,-0.0336494
17,0.39482036,0.4208806,"('nasty', 'nice')",0.3948204,0.4208806,0.0260602
18,-0.47259924,-0.5518786,"('disagreeable', 'welcoming')",-0.4725992,-0.5518786,-0.0792794
19,-0.03507228,0.005990248,"('inhospitable', 'hospitable')",-0.0350723,0.0059902,0.0410625
20,0.32113203,0.22471158,"('rough', 'thoughtful')",0.321132,0.2247116,-0.0964204
21,-0.5175636,-0.38179973,"('immoral', 'moral')",-0.5175636,-0.3817997,0.1357639
22,-0.76928765,-0.735461,"('untrustworthy', 'trustworthy')",-0.7692876,-0.735461,0.0338266
23,6.097958,6.148137,"('insincere', 'sincere')",6.0979581,6.1481371,0.050179
24,1.2078549,1.2490947,"('dishonest', 'honest')",1.2078549,1.2490947,0.0412398
25,0.6774118,0.5639412,"('egoistic', 'altruistic')",0.6774118,0.5639412,-0.1134706
26,1.177903,0.9798567,"('hardhearted', 'benevolent')",1.1779031,0.9798567,-0.1980464
27,1.1763253,1.0573603,"('hardhearted', 'softhearted')",1.1763253,1.0573603,-0.118965
28,1.1129888,1.05434,"('disloyal', 'loyal')",1.1129888,1.05434,-0.0586488
29,-0.24745488,-0.3310986,"('unfair', 'fair')",-0.2474549,-0.3310986,-0.0836437
30,0.58213395,0.61820006,"('intolerant', 'tolerant')",0.5821339,0.6182001,0.0360662
31,-1.0236598,-1.1294142,"('evil', 'good')",-1.0236598,-1.1294142,-0.1057544
32,1.072026,1.0136285,"('unkind', 'kind')",1.072026,1.0136285,-0.0583975
33,0.3012268,0.22512656,"('wrong', 'right')",0.3012268,0.2251266,-0.0761002
34,4.6901608,4.8683114,"('mean', 'honorable')",4.6901608,4.8683114,0.1781506
35,-0.49883106,-0.6874032,"('corrupt', 'incorrupt')",-0.4988311,-0.6874032,-0.1885721
36,-0.18462524,-0.3880632,"('hostile', 'amicable')",-0.1846252,-0.3880632,-0.203438
37,0.4614041,0.46756342,"('fake', 'genuine')",0.4614041,0.4675634,0.0061593
38,0.560087,0.5125259,"('untruthful', 'truthful')",0.560087,0.5125259,-0.0475611
39,0.06885931,0.05913184,"('exploitative', 'cooperative')",0.0688593,0.0591318,-0.0097275
40,-2.378895,-2.5000644,"('stingy', 'generous')",-2.378895,-2.5000644,-0.1211694
41,0.16124292,0.100377955,"('unforgiving', 'forgiving')",0.1612429,0.100378,-0.0608649
42,-2.9854443,-2.8565776,"('unreliable', 'reliable')",-2.9854443,-2.8565776,0.1288667
