,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.63560444,-0.62873685,"('unsociable', 'sociable')",-0.35709423,-0.46590295,-0.4963493,-0.5473199,-0.0509706
1,0.6889105,0.7957755,"('unfriendly', 'friendly')",1.7484094,1.5685372,1.2186599,1.1821563,-0.0365036
2,0.15353696,0.25787288,"('unlikable', 'likable')",0.5032843,0.55313015,0.3284106,0.4055015,0.0770909
3,-1.3306566,-1.100417,"('repellent', 'pleasant')",0.27170002,0.3286698,-0.5294783,-0.3858736,0.1436047
4,-0.06167599,0.0047934675,"('disliked', 'liked')",-6.9254007,-7.0437055,-3.4935384,-3.5194559,-0.0259175
5,1.162938,1.1842059,"('distant', 'outgoing')",-0.24241716,-0.3209219,0.4602604,0.431642,-0.0286184
6,1.4053799,1.4904839,"('distant', 'open')",0.4553309,0.3569855,0.9303554,0.9237347,-0.0066207
7,-0.43173647,-0.28108457,"('insensitive', 'sensitive')",0.56687033,0.59508955,0.0675669,0.1570025,0.0894356
8,0.65247345,0.64119285,"('unaffectionate', 'affectionate')",0.69472086,0.56847435,0.6735972,0.6048336,-0.0687636
9,0.78554946,0.8204369,"('unaffectionate', 'caring')",1.0104973,0.9547073,0.8980234,0.8875721,-0.0104513
10,-1.9913324,-1.8282564,"('unsympathetic', 'sympathetic')",-0.42512247,-0.40194246,-1.2082274,-1.1150994,0.093128
11,-0.49340832,-0.432538,"('unhelpful', 'helpful')",1.5969219,1.6813422,0.5517568,0.6244021,0.0726453
12,-0.12836507,0.06500203,"('unsupportive', 'supportive')",-1.9215288,-1.9532045,-1.0249469,-0.9441012,0.0808457
13,-0.4367116,-0.50302863,"('impolite', 'polite')",-0.5162334,-0.5032472,-0.4764725,-0.5031379,-0.0266654
14,-1.0663801,-1.1354617,"('antisocial', 'social')",-0.69247925,-0.73211575,-0.8794297,-0.9337887,-0.054359
15,1.0874767,0.9860354,"('boring', 'funny')",0.11983618,0.09442506,0.6036565,0.5402302,-0.0634263
16,0.22878414,0.34206665,"('unpopular', 'popular')",0.6111555,0.5749075,0.4199698,0.4584871,0.0385173
17,-0.040198386,0.041069753,"('nasty', 'nice')",-0.5743551,-0.5198961,-0.3072768,-0.2394132,0.0678636
18,-1.3000029,-1.1092213,"('disagreeable', 'welcoming')",-0.53164434,-0.57646567,-0.9158236,-0.8428435,0.0729801
19,-0.74353546,-0.5891484,"('inhospitable', 'hospitable')",-0.2463831,-0.16037521,-0.4949593,-0.3747618,0.1201975
20,-0.07261429,0.034132324,"('rough', 'thoughtful')",1.3924851,1.3194497,0.6599354,0.676791,0.0168556
21,-1.6783862,-1.5641587,"('immoral', 'moral')",-0.704052,-0.65423113,-1.1912191,-1.1091949,0.0820242
22,-1.2606422,-1.2119914,"('untrustworthy', 'trustworthy')",-1.065115,-1.1234021,-1.1628785,-1.1676967,-0.0048182
23,-0.80321187,-0.767402,"('insincere', 'sincere')",5.9761863,5.921766,2.5864873,2.5771818,-0.0093055
24,-0.16371188,-0.14531025,"('dishonest', 'honest')",0.61701816,0.5526447,0.2266531,0.2036672,-0.0229859
25,0.7230216,0.7721614,"('egoistic', 'altruistic')",1.4869035,1.4254782,1.1049626,1.0988199,-0.0061427
26,0.8650109,0.8123355,"('hardhearted', 'benevolent')",1.6145868,1.4810705,1.2397989,1.146703,-0.0930959
27,0.49117127,0.5882427,"('hardhearted', 'softhearted')",1.224308,1.1438197,0.8577396,0.8660312,0.0082916
