,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3389851,-1.4267212,"('unsociable', 'sociable')",0.019661095,-0.16678452,0.36563554,0.24025027,-0.88862634,-0.9908802,-0.4605787,-0.5860339,-0.1254552
1,-2.0657928,-2.1782386,"('unfriendly', 'friendly')",0.5916407,0.39365974,-0.29731002,-0.47578982,1.9018967,1.8431168,0.0326087,-0.104313,-0.1369217
2,0.6891953,0.7103233,"('unlikable', 'likable')",1.2262692,1.209325,1.7829493,1.790325,0.60319626,0.74234015,1.0754025,1.1130784,0.0376759
3,-0.67630965,-0.6295595,"('repellent', 'pleasant')",-0.47206715,-0.39892632,1.0505923,1.1231278,0.4645546,0.52202135,0.0916925,0.1541658,0.0624733
4,0.06797093,-0.01278755,"('disliked', 'liked')",0.6870511,0.48455295,0.07440861,-0.06833355,-6.4577227,-6.475514,-1.407073,-1.5180205,-0.1109475
5,-0.62130445,-0.60491747,"('distant', 'outgoing')",0.15561834,0.11563815,-1.5694084,-1.5520641,-0.036883242,-0.026144657,-0.5179945,-0.516872,0.0011225
6,-1.0389905,-1.0105518,"('distant', 'open')",-0.3411605,-0.40718982,-1.8599668,-1.8330424,0.51876426,0.51902163,-0.6803384,-0.6829406,-0.0026022
7,-0.08420783,-0.10173196,"('insensitive', 'sensitive')",0.9940742,0.9949674,0.12657636,0.17504616,1.0032488,1.0252624,0.5099229,0.523386,0.0134631
8,-1.0548494,-1.0836443,"('unaffectionate', 'affectionate')",-0.21743143,-0.29929715,-0.06882923,-0.12636378,0.9529827,0.87674075,-0.0970318,-0.1581411,-0.0611093
9,-1.2094632,-1.2433964,"('unaffectionate', 'caring')",0.67402905,0.5786381,-0.1102754,-0.1846606,1.233609,1.2136384,0.1469748,0.0910549,-0.0559199
10,-1.2799355,-1.302546,"('unsympathetic', 'sympathetic')",-0.29916766,-0.34301654,-0.21741402,-0.21613681,-0.51780957,-0.5053251,-0.5785817,-0.5917561,-0.0131744
11,-0.518956,-0.50399584,"('unhelpful', 'helpful')",0.3719985,0.4607685,-0.09458711,-0.052629672,1.5787773,1.6731253,0.3343082,0.3943171,0.0600089
12,-0.67007285,-0.6555354,"('unsupportive', 'supportive')",1.018076,1.0004312,0.709926,0.8214586,-1.6495732,-1.6040453,-0.147911,-0.1094227,0.0384883
13,-1.0482234,-1.028156,"('impolite', 'polite')",-0.05076614,-0.025163613,-0.13930565,-0.1118847,-0.7078913,-0.6589781,-0.4865466,-0.4560456,0.030501
14,-0.1747832,-0.18266566,"('antisocial', 'social')",0.8674641,0.8645301,1.3861414,1.3578535,-0.49693206,-0.5558887,0.3954726,0.3709573,-0.0245153
15,0.109871954,0.060637742,"('boring', 'funny')",0.12573166,0.0481911,-0.7928307,-0.9181466,0.6195874,0.59213084,0.0155901,-0.0542967,-0.0698868
16,-0.09163253,-0.14071092,"('unpopular', 'popular')",-0.303317,-0.43492767,-0.3158598,-0.34128353,0.476319,0.49118802,-0.0586226,-0.1064335,-0.0478109
17,-0.42097437,-0.36053678,"('nasty', 'nice')",-0.7333801,-0.69659823,-0.7850083,-0.73795664,-0.19477002,-0.15013717,-0.5335332,-0.4863072,0.047226
18,-0.65052027,-0.64795256,"('disagreeable', 'welcoming')",-1.1123785,-1.1638578,-0.6108847,-0.529721,-0.30774277,-0.2974648,-0.6703815,-0.659749,0.0106325
19,-0.7875072,-0.7910639,"('inhospitable', 'hospitable')",-1.000679,-1.0222661,-1.5868912,-1.6189473,0.09133266,0.17657197,-0.8209361,-0.8139263,0.0070098
