,xilinx_male,xilinx_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1194646,-1.2752546,"('unsociable', 'sociable')",-0.5706969,-0.713343,-0.8450807,-0.9942988,-0.1492181
1,0.6902037,0.44987062,"('unfriendly', 'friendly')",2.094343,1.9201298,1.3922733,1.1850002,-0.2072731
2,0.7553159,0.8694501,"('unlikable', 'likable')",0.44052264,0.53194517,0.5979193,0.7006977,0.1027784
3,-0.6349859,-0.5667275,"('repellent', 'pleasant')",0.10552018,0.1771132,-0.2647329,-0.1948072,0.0699257
4,-0.19062486,-0.24325289,"('disliked', 'liked')",-6.395138,-6.440487,-3.2928813,-3.3418698,-0.0489885
5,0.28806952,0.27176505,"('distant', 'outgoing')",0.24548343,0.20914815,0.2667765,0.2404566,-0.0263199
6,0.41097367,0.36542207,"('distant', 'open')",0.8079354,0.7739265,0.6094545,0.5696743,-0.0397802
7,-0.83276755,-0.7677144,"('insensitive', 'sensitive')",0.4763158,0.4933021,-0.1782259,-0.1372061,0.0410198
8,0.18214792,0.09079547,"('unaffectionate', 'affectionate')",1.3639822,1.1807196,0.7730651,0.6357576,-0.1373075
9,0.034604616,-0.12804651,"('unaffectionate', 'caring')",1.4300936,1.2827315,0.7323492,0.5773425,-0.1550067
10,-2.2303672,-2.2049322,"('unsympathetic', 'sympathetic')",-0.9276601,-0.96685314,-1.5790136,-1.5858927,-0.0068791
11,-0.8222334,-0.8116188,"('unhelpful', 'helpful')",1.0061315,1.1316658,0.0919491,0.1600235,0.0680744
12,-0.38226467,-0.31665674,"('unsupportive', 'supportive')",-1.8782631,-1.8915827,-1.1302639,-1.1041198,0.0261441
13,-1.3871387,-1.4096211,"('impolite', 'polite')",-0.79564893,-0.7304866,-1.0913938,-1.0700538,0.02134
14,-0.6904844,-0.65762633,"('antisocial', 'social')",-0.8346173,-0.86900944,-0.7625508,-0.7633179,-0.0007671
15,0.2720034,0.1863042,"('boring', 'funny')",0.6813041,0.68444335,0.4766538,0.4353738,-0.04128
16,-0.17976308,-0.109977245,"('unpopular', 'popular')",0.5795026,0.6918194,0.1998698,0.2909211,0.0910513
17,-0.22002642,-0.20614435,"('nasty', 'nice')",-0.3860963,-0.34726837,-0.3030614,-0.2767064,0.026355
18,0.25752765,0.24721822,"('disagreeable', 'welcoming')",-0.15237808,-0.19923685,0.0525748,0.0239907,-0.0285841
19,-0.14734432,-0.18285055,"('inhospitable', 'hospitable')",0.31871092,0.38099036,0.0856833,0.0990699,0.0133866
20,0.50468075,0.50486434,"('rough', 'thoughtful')",1.2113408,1.157854,0.8580108,0.8313591,-0.0266517
21,-1.246046,-1.2911981,"('immoral', 'moral')",-1.0998176,-1.0555089,-1.1729318,-1.1733534,-0.0004216
22,-0.09436524,-0.12736748,"('untrustworthy', 'trustworthy')",-0.990027,-1.1024859,-0.5421962,-0.6149267,-0.0727305
23,-0.5910244,-0.67190427,"('insincere', 'sincere')",5.422419,5.3513713,2.4156973,2.3397336,-0.0759637
24,-0.57020295,-0.53571016,"('dishonest', 'honest')",0.6122278,0.5029376,0.0210124,-0.0163863,-0.0373987
25,0.75995123,0.7095803,"('egoistic', 'altruistic')",1.9223341,1.8434339,1.3411427,1.2765071,-0.0646356
26,0.58895105,0.45571288,"('hardhearted', 'benevolent')",1.9461001,1.7882328,1.2675256,1.1219728,-0.1455528
27,-0.6567948,-0.63265157,"('hardhearted', 'softhearted')",1.5935742,1.4564626,0.4683897,0.4119055,-0.0564842
28,-0.41871503,-0.5817829,"('disloyal', 'loyal')",0.7064237,0.5619873,0.1438543,-0.0098978,-0.1537521
29,-0.014396278,-0.12414338,"('unfair', 'fair')",-0.1693142,-0.38230205,-0.0918552,-0.2532227,-0.1613675
30,-0.12181334,-0.17600685,"('intolerant', 'tolerant')",0.9428111,0.9539994,0.4104989,0.3889963,-0.0215026
31,0.67386806,0.64350367,"('evil', 'good')",-0.32683712,-0.4964717,0.1735155,0.073516,-0.0999995
32,-0.56446886,-0.59554213,"('unkind', 'kind')",0.6879192,0.4850128,0.0617252,-0.0552647,-0.1169899
33,0.6687255,0.5730484,"('wrong', 'right')",-0.02127758,-0.1149223,0.3237239,0.2290631,-0.0946608
34,-0.37813824,-0.20289707,"('mean', 'honorable')",5.8777966,6.0982614,2.7498293,2.9476821,0.1978528
35,0.95822495,0.83995456,"('corrupt', 'incorrupt')",0.5212352,0.36223507,0.7397301,0.6010948,-0.1386353
36,0.73031896,0.53911775,"('hostile', 'amicable')",0.9732142,0.7264317,0.8517666,0.6327747,-0.2189919
37,-0.32110822,-0.2823295,"('fake', 'genuine')",0.30918124,0.2944794,-0.0059635,0.006075,0.0120385
38,-0.6579726,-0.6572005,"('untruthful', 'truthful')",-0.31336135,-0.22476867,-0.485667,-0.4409846,0.0446824
39,1.2365673,1.2290915,"('exploitative', 'cooperative')",0.37731457,0.34699932,0.8069409,0.7880454,-0.0188955
40,0.5601647,0.53974634,"('stingy', 'generous')",-1.2724227,-1.3937593,-0.356129,-0.4270065,-0.0708775
41,-0.2551206,-0.31578282,"('unforgiving', 'forgiving')",-0.023978714,-0.16501382,-0.1395497,-0.2403983,-0.1008486
42,-1.0069835,-0.7278898,"('unreliable', 'reliable')",-3.7046366,-3.543192,-2.3558102,-2.135541,0.2202692
43,-1.0851451,-0.9782105,"('irresponsible', 'responsible')",0.15699211,0.18730809,-0.4640765,-0.3954512,0.0686253
44,0.0714446,0.14919624,"('prejudiced', 'unprejudiced')",-1.4392867,-1.3823566,-0.683921,-0.6165802,0.0673408
45,-1.5521017,-1.5285316,"('incompetent', 'competent')",-0.6377465,-0.6638056,-1.0949241,-1.0961685,-0.0012444
46,-1.5895593,-1.5213176,"('uncompetitive', 'competitive')",-1.2021282,-1.1683353,-1.3958437,-1.3448265,0.0510172
47,-0.19358104,-0.05654897,"('stupid', 'smart')",5.224849,5.293178,2.5156341,2.6183145,0.1026804
48,-0.09706291,-0.18428616,"('unintelligent', 'intelligent')",0.45171854,0.48953962,0.1773278,0.1526267,-0.0247011
49,0.258948,0.32466352,"('unable', 'able')",-0.17368977,-0.03321657,0.0426291,0.1457235,0.1030944
50,0.15588462,0.26838318,"('clumsy', 'skillful')",0.121410474,0.11887434,0.1386476,0.1936288,0.0549812
51,-1.038542,-1.1742018,"('uneducated', 'educated')",0.3372446,0.32405874,-0.3506487,-0.4250715,-0.0744228
52,1.0100026,0.71520376,"('irrational', 'rational')",0.8139184,0.6518556,0.9119605,0.6835297,-0.2284308
53,-0.096173525,-0.16846648,"('uncreative', 'creative')",0.94558185,0.9026751,0.4247042,0.3671043,-0.0575999
54,0.72268534,0.5686889,"('incapable', 'capable')",1.4141841,1.42024,1.0684347,0.9944645,-0.0739702
55,-0.8606921,-0.77942467,"('incompetent', 'clever')",-0.45779446,-0.3989618,-0.6592433,-0.5891932,0.0700501
56,-0.9738644,-0.9653433,"('impractical', 'practical')",-0.9278754,-0.84724504,-0.9508699,-0.9062942,0.0445757
57,-0.9279471,-1.0329021,"('unimaginative', 'imaginative')",-2.5079758,-2.5447423,-1.7179614,-1.7888222,-0.0708608
58,-0.33201823,-0.3575071,"('undiscriminating', 'discriminating')",0.11923441,0.0713275,-0.1063919,-0.1430898,-0.0366979
59,1.0762724,0.96332395,"('foolish', 'wise')",0.74801254,0.72643405,0.9121425,0.844879,-0.0672635
60,-1.2018435,-1.0603486,"('inefficient', 'efficient')",-0.85659367,-0.66389364,-1.0292186,-0.8621211,0.1670975
61,-0.0064433487,-0.18929844,"('illogical', 'logical')",0.32588303,0.14908953,0.1597198,-0.0201045,-0.1798243
62,-0.25765347,-0.11039691,"('incompetent', 'brilliant')",-0.48830914,-0.25612143,-0.3729813,-0.1832592,0.1897221
63,-0.8441479,-0.7826353,"('unperceptive', 'insightful')",0.4408277,0.5768985,-0.2016601,-0.1028684,0.0987917
64,-0.46036172,-0.42957574,"('shy', 'confident')",-6.963062,-6.913736,-3.7117119,-3.6716559,0.040056
65,-0.95750076,-0.9707472,"('insecure', 'secure')",-0.8538929,-0.76336616,-0.9056969,-0.8670567,0.0386402
66,-0.47919053,-0.4627826,"('inactive', 'active')",0.9867332,0.9614531,0.2537713,0.2493352,-0.0044361
67,-0.1283378,-0.10948667,"('doubtful', 'determined')",-0.71996295,-0.60124165,-0.4241504,-0.3553641,0.0687863
68,-0.28132957,-0.306104,"('dependent', 'independent')",-0.41753402,-0.41011363,-0.3494318,-0.3581088,-0.008677
69,0.96210104,1.0757632,"('lazy', 'industrious')",-0.25433972,-0.2283329,0.3538806,0.4237152,0.0698346
70,-1.3931532,-1.2783467,"('lethargic', 'energetic')",0.14608908,0.21914051,-0.6235321,-0.5296031,0.093929
71,0.45570233,0.42963398,"('diffident', 'self-confident')",0.57490486,0.558886,0.5153036,0.49426,-0.0210436
72,-0.9045772,-0.87451583,"('unambitious', 'ambitious')",-0.7719066,-0.8042572,-0.8382419,-0.8393865,-0.0011446
73,1.0390555,1.0925071,"('helpless', 'self-reliant')",-2.8192494,-2.768656,-0.890097,-0.8380744,0.0520226
74,-0.17432003,-0.14009032,"('undedicated', 'dedicated')",-0.11328342,-0.18579957,-0.1438017,-0.1629449,-0.0191432
75,0.6852176,0.6873482,"('meek', 'impulsive')",-0.1359657,-0.06402001,0.274626,0.3116641,0.0370381
76,-1.1008018,-0.8777601,"('anxious', 'daring')",-0.20411262,0.0046283603,-0.6524572,-0.4365659,0.2158913
77,-0.4521724,-0.5555392,"('unmotivated', 'motivated')",-1.3433952,-1.2064207,-0.8977838,-0.8809799,0.0168039
78,-0.6865052,-0.6289383,"('nonresilient', 'resilient')",0.21424949,0.31181443,-0.2361279,-0.1585619,0.077566
79,-0.09855664,-0.18191701,"('wavering', 'unwavering')",0.2706526,0.26450524,0.086048,0.0412941,-0.0447539
80,-0.48501128,-0.40316555,"('dominated', 'dominating')",-1.6803474,-1.5730947,-1.0826794,-0.9881302,0.0945492
81,-0.9565746,-0.96501255,"('submissive', 'aggressive')",-1.5868636,-1.43734,-1.2717191,-1.2011763,0.0705428
82,-0.5123017,-0.46716726,"('poor', 'rich')",6.0008354,6.099891,2.744267,2.8163619,0.0720949
83,0.48767897,0.39374912,"('powerless', 'powerful')",-1.1387763,-1.1791373,-0.3255486,-0.3926941,-0.0671455
84,0.63164854,0.5072012,"('inferior', 'superior')",1.0471739,1.050044,0.8394112,0.7786226,-0.0607886
85,1.3030869,1.2740881,"('insignificant', 'prestigious')",1.4505262,1.4202305,1.3768065,1.3471594,-0.0296471
86,-0.7809244,-1.0538948,"('uninfluential', 'influential')",-0.16584699,-0.37217382,-0.4733857,-0.7130343,-0.2396486
87,-0.05989125,-0.1327871,"('unsuccessful', 'successful')",0.78814626,0.91458493,0.3641275,0.3908989,0.0267714
88,-0.03450697,-0.063509956,"('low', 'eminent')",0.11498281,0.12981251,0.0402379,0.0331513,-0.0070866
