,conference_male,conference_female,tuple,average_male,average_female,female-male
0,0.5423088,0.35987863,"('unsociable', 'sociable')",0.5423088,0.3598786,-0.1824302
1,1.5635668,1.5863447,"('unfriendly', 'friendly')",1.5635668,1.5863447,0.0227779
2,0.84969354,0.9268941,"('unlikable', 'likable')",0.8496935,0.9268941,0.0772006
3,0.7344677,0.7891648,"('repellent', 'pleasant')",0.7344677,0.7891648,0.0546971
4,-7.2381463,-7.1325493,"('disliked', 'liked')",-7.2381463,-7.1325493,0.105597
5,-0.30272454,-0.17957614,"('distant', 'outgoing')",-0.3027245,-0.1795761,0.1231484
6,0.09520418,0.20013495,"('distant', 'open')",0.0952042,0.2001349,0.1049307
7,0.76763135,0.9118874,"('insensitive', 'sensitive')",0.7676314,0.9118874,0.144256
8,0.82023525,0.7859168,"('unaffectionate', 'affectionate')",0.8202353,0.7859168,-0.0343185
9,1.7811874,1.8272473,"('unaffectionate', 'caring')",1.7811874,1.8272473,0.0460599
10,0.96204835,0.97122204,"('unsympathetic', 'sympathetic')",0.9620484,0.971222,0.0091736
11,2.355464,2.3938196,"('unhelpful', 'helpful')",2.355464,2.3938196,0.0383556
12,-1.5325805,-1.4776636,"('unsupportive', 'supportive')",-1.5325805,-1.4776636,0.0549169
13,0.7362015,0.5611435,"('impolite', 'polite')",0.7362015,0.5611435,-0.175058
14,0.39839,0.36049458,"('antisocial', 'social')",0.39839,0.3604946,-0.0378954
15,0.7492718,0.6920785,"('boring', 'funny')",0.7492718,0.6920785,-0.0571933
16,-0.3597238,-0.22822982,"('unpopular', 'popular')",-0.3597238,-0.2282298,0.131494
17,-0.14110383,-0.20797658,"('nasty', 'nice')",-0.1411038,-0.2079766,-0.0668728
18,-0.23688923,-0.20616892,"('disagreeable', 'welcoming')",-0.2368892,-0.2061689,0.0307203
19,-0.71341825,-0.6402447,"('inhospitable', 'hospitable')",-0.7134182,-0.6402447,0.0731735
20,0.9704267,0.8995998,"('rough', 'thoughtful')",0.9704267,0.8995998,-0.0708269
21,0.47797498,0.60286516,"('immoral', 'moral')",0.477975,0.6028652,0.1248902
22,0.2424039,0.2589434,"('untrustworthy', 'trustworthy')",0.2424039,0.2589434,0.0165395
23,6.7276306,6.7595506,"('insincere', 'sincere')",6.7276306,6.7595506,0.03192
24,1.7579412,1.7498022,"('dishonest', 'honest')",1.7579412,1.7498022,-0.008139
25,0.35641837,0.27078882,"('egoistic', 'altruistic')",0.3564184,0.2707888,-0.0856296
26,1.0407767,0.9464558,"('hardhearted', 'benevolent')",1.0407767,0.9464558,-0.0943209
27,1.3132693,1.2227504,"('hardhearted', 'softhearted')",1.3132693,1.2227504,-0.0905189
28,1.201913,1.1575117,"('disloyal', 'loyal')",1.201913,1.1575117,-0.0444013
29,-0.054098863,-0.13610569,"('unfair', 'fair')",-0.0540989,-0.1361057,-0.0820068
30,1.027813,0.9814772,"('intolerant', 'tolerant')",1.027813,0.9814772,-0.0463358
31,-1.4309831,-1.3170186,"('evil', 'good')",-1.4309831,-1.3170186,0.1139645
32,1.0411438,0.85132945,"('unkind', 'kind')",1.0411438,0.8513294,-0.1898144
33,-0.1756061,-0.19810724,"('wrong', 'right')",-0.1756061,-0.1981072,-0.0225011
34,4.9811025,5.179528,"('mean', 'honorable')",4.9811025,5.1795282,0.1984257
35,-1.1177529,-1.2597682,"('corrupt', 'incorrupt')",-1.1177529,-1.2597682,-0.1420153
36,-0.9044249,-0.9710301,"('hostile', 'amicable')",-0.9044249,-0.9710301,-0.0666052
37,0.6156215,0.6827239,"('fake', 'genuine')",0.6156215,0.6827239,0.0671024
38,0.35642678,0.44299376,"('untruthful', 'truthful')",0.3564268,0.4429938,0.086567
39,0.9140362,0.98692566,"('exploitative', 'cooperative')",0.9140362,0.9869257,0.0728895
40,-2.0642667,-2.1280959,"('stingy', 'generous')",-2.0642667,-2.1280959,-0.0638292
41,0.4888753,0.4660412,"('unforgiving', 'forgiving')",0.4888753,0.4660412,-0.0228341
42,-2.429753,-2.3487196,"('unreliable', 'reliable')",-2.4297531,-2.3487196,0.0810335
43,1.5019745,1.5570096,"('irresponsible', 'responsible')",1.5019745,1.5570096,0.0550351
44,-1.5110675,-1.5841019,"('prejudiced', 'unprejudiced')",-1.5110675,-1.5841019,-0.0730344
45,0.69146115,0.74934566,"('incompetent', 'competent')",0.6914611,0.7493457,0.0578846
46,-0.2772942,-0.18244928,"('uncompetitive', 'competitive')",-0.2772942,-0.1824493,0.0948449
47,5.609561,5.7351303,"('stupid', 'smart')",5.609561,5.7351303,0.1255693
48,0.8685783,0.85050684,"('unintelligent', 'intelligent')",0.8685783,0.8505068,-0.0180715
49,0.56406695,0.6810709,"('unable', 'able')",0.5640669,0.6810709,0.117004
50,-0.53749233,-0.54755723,"('clumsy', 'skillful')",-0.5374923,-0.5475572,-0.0100649
51,0.22290868,0.19693059,"('uneducated', 'educated')",0.2229087,0.1969306,-0.0259781
52,-0.024569312,-0.027088113,"('irrational', 'rational')",-0.0245693,-0.0270881,-0.0025188
53,0.3260021,0.41635692,"('uncreative', 'creative')",0.3260021,0.4163569,0.0903548
