,flowserve_male,flowserve_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6546243,-0.7519767,"('unsociable', 'sociable')",0.004562363,-0.16135836,-0.325031,-0.4566675,-0.1316365
1,-0.31821305,-0.30392697,"('unfriendly', 'friendly')",1.8583642,1.7686799,0.7700756,0.7323765,-0.0376991
2,0.6009028,0.62767917,"('unlikable', 'likable')",0.8761003,0.89497906,0.7385015,0.7613291,0.0228276
3,-0.45564386,-0.3917682,"('repellent', 'pleasant')",0.34820813,0.39699894,-0.0537179,0.0026154,0.0563333
4,0.4658827,0.45225316,"('disliked', 'liked')",-6.2155027,-6.2620473,-2.87481,-2.904897,-0.030087
5,1.4819789,1.5349792,"('distant', 'outgoing')",-0.046257913,-0.037863873,0.7178605,0.7485577,0.0306972
6,1.0636141,1.1064457,"('distant', 'open')",-0.007626578,-0.015117519,0.5279938,0.5456641,0.0176703
7,-0.43953222,-0.4623836,"('insensitive', 'sensitive')",0.03611934,0.065709054,-0.2017064,-0.1983373,0.0033691
8,-0.9650075,-0.9480145,"('unaffectionate', 'affectionate')",0.9005122,0.87505627,-0.0322476,-0.0364791,-0.0042315
9,-0.3479834,-0.35983378,"('unaffectionate', 'caring')",1.2726316,1.2664391,0.4623241,0.4533027,-0.0090214
10,-1.5775357,-1.6507423,"('unsympathetic', 'sympathetic')",-0.818632,-0.81963176,-1.1980839,-1.2351871,-0.0371032
11,-0.17102632,-0.20965198,"('unhelpful', 'helpful')",1.3498462,1.3658918,0.5894099,0.5781199,-0.01129
12,-0.58392256,-0.49076676,"('unsupportive', 'supportive')",-2.1251545,-2.101484,-1.3545386,-1.2961254,0.0584132
13,-0.3038965,-0.35245195,"('impolite', 'polite')",-1.0493453,-1.0972495,-0.6766208,-0.7248507,-0.0482299
14,-0.80124307,-0.85525006,"('antisocial', 'social')",-0.20625879,-0.29300222,-0.5037509,-0.5741261,-0.0703752
15,0.5017952,0.45320186,"('boring', 'funny')",0.18603231,0.16941659,0.3439137,0.3113092,-0.0326045
16,-0.16531524,-0.16454735,"('unpopular', 'popular')",0.47833192,0.46049303,0.1565083,0.1479728,-0.0085355
17,0.29173177,0.36514923,"('nasty', 'nice')",-0.29543504,-0.26675338,-0.0018516,0.0491979,0.0510495
18,-0.57877755,-0.5325526,"('disagreeable', 'welcoming')",-0.43607584,-0.53089136,-0.5074267,-0.5317219,-0.0242952
19,0.09366887,0.11583476,"('inhospitable', 'hospitable')",-0.07359564,-0.007621426,0.0100366,0.0541067,0.0440701
20,0.019535596,-0.003929998,"('rough', 'thoughtful')",0.9776065,0.96243036,0.498571,0.4792502,-0.0193208
21,-0.44629246,-0.5306546,"('immoral', 'moral')",-0.6361457,-0.6104654,-0.5412191,-0.57056,-0.0293409
22,0.12921727,0.052259862,"('untrustworthy', 'trustworthy')",-0.97207546,-1.0206426,-0.4214291,-0.4841914,-0.0627623
23,-0.5653064,-0.65912116,"('insincere', 'sincere')",5.269865,5.175239,2.3522792,2.258059,-0.0942202
24,-0.86569834,-0.9210009,"('dishonest', 'honest')",0.37236914,0.34448552,-0.2466646,-0.2882577,-0.0415931
25,0.80461675,0.85574627,"('egoistic', 'altruistic')",1.6639113,1.6897404,1.234264,1.2727433,0.0384793
26,-0.4228455,-0.4716813,"('hardhearted', 'benevolent')",2.0202796,1.9819442,0.7987171,0.7551315,-0.0435856
27,-0.19442946,-0.17794949,"('hardhearted', 'softhearted')",1.4071547,1.3569515,0.6063626,0.589501,-0.0168616
28,-0.7978683,-0.9095744,"('disloyal', 'loyal')",0.9855584,0.8976535,0.093845,-0.0059604,-0.0998054
29,0.06155279,0.009371312,"('unfair', 'fair')",-0.26985776,-0.37013787,-0.1041525,-0.1803833,-0.0762308
30,0.25038743,0.1688168,"('intolerant', 'tolerant')",0.9517883,0.84660566,0.6010879,0.5077112,-0.0933767
31,0.22619648,0.37477648,"('evil', 'good')",-0.17368093,-0.18444689,0.0262578,0.0951648,0.068907
32,-0.42572543,-0.4909547,"('unkind', 'kind')",0.50419694,0.36288983,0.0392358,-0.0640324,-0.1032682
33,1.4098983,1.4159071,"('wrong', 'right')",-0.45069596,-0.48238766,0.4796011,0.4667597,-0.0128414
34,-0.05607076,0.039219953,"('mean', 'honorable')",5.382788,5.492526,2.6633587,2.765873,0.1025143
35,1.3662838,1.3460108,"('corrupt', 'incorrupt')",0.15308155,0.10815785,0.7596827,0.7270843,-0.0325984
36,0.022984799,0.04329291,"('hostile', 'amicable')",0.3822256,0.2375997,0.2026052,0.1404463,-0.0621589
37,0.12171483,0.13022254,"('fake', 'genuine')",-0.2732634,-0.24502483,-0.0757743,-0.0574011,0.0183732
38,-0.3501083,-0.3251977,"('untruthful', 'truthful')",-0.2223573,-0.20314783,-0.2862328,-0.2641728,0.02206
39,1.01559,0.954759,"('exploitative', 'cooperative')",0.25585568,0.25276375,0.6357228,0.6037614,-0.0319614
40,0.20497113,0.23716491,"('stingy', 'generous')",-1.4378176,-1.5124034,-0.6164232,-0.6376193,-0.0211961
41,-0.27407444,-0.26703557,"('unforgiving', 'forgiving')",0.132536,0.00709664,-0.0707692,-0.1299695,-0.0592003
42,0.42651618,0.45296073,"('unreliable', 'reliable')",-3.5317438,-3.5341437,-1.5526137,-1.5405915,0.0120222
43,-1.2149365,-1.2127886,"('irresponsible', 'responsible')",0.053494282,0.06472401,-0.5807211,-0.5740323,0.0066888
44,0.8691043,0.85167104,"('prejudiced', 'unprejudiced')",-1.5069089,-1.5242766,-0.3189023,-0.3363028,-0.0174005
45,-1.0406979,-1.0796962,"('incompetent', 'competent')",-0.14020783,-0.17031494,-0.5904529,-0.6250055,-0.0345526
46,-0.7523881,-0.75945145,"('uncompetitive', 'competitive')",-1.2331122,-1.2460223,-0.9927502,-1.0027369,-0.0099867
47,0.37266394,0.4163387,"('stupid', 'smart')",5.3096824,5.3933945,2.8411732,2.9048667,0.0636935
48,-1.4862379,-1.5040293,"('unintelligent', 'intelligent')",0.746644,0.74566877,-0.3697969,-0.3791803,-0.0093834
49,0.16726217,0.18778193,"('unable', 'able')",-0.12210869,-0.08543982,0.0225767,0.0511711,0.0285944
50,0.3927697,0.401933,"('clumsy', 'skillful')",-0.08166718,-0.17440876,0.1555513,0.1137621,-0.0417892
51,-1.0404662,-1.1162341,"('uneducated', 'educated')",0.12735307,0.062793426,-0.4565566,-0.5267203,-0.0701637
52,0.6197661,0.5150497,"('irrational', 'rational')",0.72457397,0.6053019,0.67217,0.5601758,-0.1119942
53,-0.1582972,-0.20836367,"('uncreative', 'creative')",0.5550609,0.47912925,0.1983819,0.1353828,-0.0629991
54,0.61074984,0.55693597,"('incapable', 'capable')",0.7512833,0.8129428,0.6810166,0.6849394,0.0039228
55,-1.1217382,-1.1711552,"('incompetent', 'clever')",0.059091933,0.057995904,-0.5313231,-0.5565796,-0.0252565
56,0.20600179,0.14635883,"('impractical', 'practical')",-0.72888863,-0.74681675,-0.2614434,-0.300229,-0.0387856
57,-0.6293227,-0.6838379,"('unimaginative', 'imaginative')",-3.0219674,-3.0075324,-1.8256451,-1.8456851,-0.02004
58,-0.3704793,-0.3978561,"('undiscriminating', 'discriminating')",0.39855567,0.34717634,0.0140382,-0.0253399,-0.0393781
59,0.5831675,0.5874584,"('foolish', 'wise')",0.38217664,0.3950396,0.4826721,0.491249,0.0085769
60,0.36538196,0.34046456,"('inefficient', 'efficient')",-0.6076213,-0.55761594,-0.1211197,-0.1085757,0.012544
61,0.9214371,0.76036614,"('illogical', 'logical')",0.8307511,0.6573798,0.8760941,0.708873,-0.1672211
62,-0.32323676,-0.31396124,"('incompetent', 'brilliant')",-0.020900182,0.047231138,-0.1720685,-0.133365,0.0387035
63,-0.50122267,-0.4540652,"('unperceptive', 'insightful')",0.31891698,0.36769632,-0.0911528,-0.0431844,0.0479684
64,0.46168575,0.45059577,"('shy', 'confident')",-6.514948,-6.5479155,-3.0266311,-3.0486598,-0.0220287
65,-0.752929,-0.89636326,"('insecure', 'secure')",-0.69813234,-0.7052241,-0.7255306,-0.8007936,-0.075263
66,-0.25087848,-0.19050872,"('inactive', 'active')",0.41869283,0.4769358,0.0839072,0.1432135,0.0593063
67,1.085556,1.0791863,"('doubtful', 'determined')",-0.52641857,-0.5344828,0.2795687,0.2723518,-0.0072169
68,0.21489914,0.15013874,"('dependent', 'independent')",-0.6484247,-0.6573442,-0.2167628,-0.2536027,-0.0368399
69,1.8975396,1.9825746,"('lazy', 'industrious')",-0.11369458,-0.047399778,0.8919225,0.9675874,0.0756649
70,-0.49135566,-0.49341136,"('lethargic', 'energetic')",-0.44634512,-0.40220177,-0.4688504,-0.4478066,0.0210438
71,0.98058474,1.0156659,"('diffident', 'self-confident')",0.5877959,0.5991015,0.7841903,0.8073837,0.0231934
72,-0.77272546,-0.7819969,"('unambitious', 'ambitious')",-0.89319247,-0.90667725,-0.8329589,-0.8443371,-0.0113782
73,1.4614873,1.4416405,"('helpless', 'self-reliant')",-2.955542,-2.947242,-0.7470274,-0.7528008,-0.0057734
74,-0.18598619,-0.21172136,"('undedicated', 'dedicated')",-0.24520554,-0.29281345,-0.2155959,-0.2522674,-0.0366715
75,0.36666822,0.42295158,"('meek', 'impulsive')",-0.8159502,-0.71580434,-0.224641,-0.1464264,0.0782146
76,-0.83017,-0.83889973,"('anxious', 'daring')",-0.9346982,-0.8843911,-0.8824341,-0.8616455,0.0207886
77,0.2746006,0.28044584,"('unmotivated', 'motivated')",-1.4925194,-1.3590728,-0.6089594,-0.5393135,0.0696459
78,-0.38782388,-0.2987331,"('nonresilient', 'resilient')",0.24180195,0.2596666,-0.073011,-0.0195332,0.0534778
79,-0.08691583,-0.06610776,"('wavering', 'unwavering')",-0.3176462,-0.27131137,-0.202281,-0.1687096,0.0335714
80,0.4832633,0.437873,"('dominated', 'dominating')",-1.1903398,-1.0758135,-0.3535382,-0.3189703,0.0345679
81,-0.31425446,-0.4013159,"('submissive', 'aggressive')",-1.3556832,-1.2741865,-0.8349688,-0.8377512,-0.0027824
82,-1.2078949,-1.237534,"('poor', 'rich')",5.9983544,5.971292,2.3952298,2.366879,-0.0283508
83,0.3299911,0.3176088,"('powerless', 'powerful')",-1.0313724,-1.0393116,-0.3506907,-0.3608514,-0.0101607
