,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4677659,-1.6029856,"('unsociable', 'sociable')",-0.3389071,-0.552229,-0.9033365,-1.0776073,-0.1742708
1,-0.3182896,-0.5738843,"('unfriendly', 'friendly')",1.3721658,1.1746334,0.5269381,0.3003745,-0.2265636
2,0.851878,0.9069494,"('unlikable', 'likable')",0.8518889,0.89296204,0.8518834,0.8999557,0.0480723
3,-0.9896385,-0.8169489,"('repellent', 'pleasant')",0.8911685,0.8768889,-0.049235,0.02997,0.079205
4,0.117009126,0.011241786,"('disliked', 'liked')",-6.5418153,-6.6635222,-3.2124031,-3.3261402,-0.1137371
5,0.45894393,0.34243912,"('distant', 'outgoing')",-0.50394654,-0.537576,-0.0225013,-0.0975685,-0.0750672
6,0.21157464,0.08008666,"('distant', 'open')",-0.404289,-0.47322512,-0.0963572,-0.1965692,-0.100212
7,-1.3184612,-1.2227311,"('insensitive', 'sensitive')",0.073439576,0.027033113,-0.6225108,-0.597849,0.0246618
8,-0.4359082,-0.7157808,"('unaffectionate', 'affectionate')",0.6827677,0.60083675,0.1234297,-0.057472,-0.1809017
9,-0.37748092,-0.6340538,"('unaffectionate', 'caring')",0.97033596,0.9158488,0.2964275,0.1408975,-0.15553
10,-2.3549879,-2.3377383,"('unsympathetic', 'sympathetic')",-0.6925799,-0.7714484,-1.5237839,-1.5545933,-0.0308094
11,-0.49058282,-0.52487963,"('unhelpful', 'helpful')",1.4847329,1.5402076,0.497075,0.507664,0.010589
12,-0.6182251,-0.5836461,"('unsupportive', 'supportive')",-2.1313567,-2.1793778,-1.3747909,-1.3815119,-0.006721
13,-1.3688878,-1.3608705,"('impolite', 'polite')",-0.97652,-0.9843636,-1.1727039,-1.1726171,8.68e-05
14,-0.9177852,-0.9415716,"('antisocial', 'social')",-0.0151325,-0.2192393,-0.4664589,-0.5804055,-0.1139466
15,0.71708965,0.5184891,"('boring', 'funny')",-0.033213776,-0.10212869,0.3419379,0.2081802,-0.1337577
16,0.1616184,0.2332201,"('unpopular', 'popular')",0.5574058,0.4934118,0.3595121,0.3633159,0.0038038
17,0.18256956,0.24282761,"('nasty', 'nice')",-0.622509,-0.5257588,-0.2199697,-0.1414656,0.0785041
18,-0.71162945,-0.75544554,"('disagreeable', 'welcoming')",-0.56151885,-0.6711762,-0.6365741,-0.7133108,-0.0767367
19,-0.55735284,-0.6592725,"('inhospitable', 'hospitable')",-0.6925807,-0.6044694,-0.6249667,-0.631871,-0.0069043
20,0.08317084,0.14281523,"('rough', 'thoughtful')",1.0841472,1.0585436,0.5836591,0.6006794,0.0170203
21,-0.70197785,-0.6572594,"('immoral', 'moral')",-0.5330352,-0.5570623,-0.6175065,-0.6071609,0.0103456
22,-0.8632591,-0.865892,"('untrustworthy', 'trustworthy')",-1.0534011,-1.2204368,-0.9583301,-1.0431644,-0.0848343
23,-1.131496,-1.2049749,"('insincere', 'sincere')",5.4313116,5.362032,2.1499078,2.0785284,-0.0713794
24,-0.43181884,-0.5408112,"('dishonest', 'honest')",0.53656846,0.4740348,0.0523748,-0.0333882,-0.085763
25,0.2406187,0.19271353,"('egoistic', 'altruistic')",0.93997645,0.930126,0.5902976,0.5614198,-0.0288778
26,1.0421543,0.8529932,"('hardhearted', 'benevolent')",1.6060739,1.4747666,1.3241141,1.1638799,-0.1602342
27,-0.38247883,-0.34550166,"('hardhearted', 'softhearted')",1.0123124,0.90921617,0.3149168,0.2818573,-0.0330595
28,-0.45945102,-0.67906034,"('disloyal', 'loyal')",1.0348071,0.8936641,0.287678,0.1073019,-0.1803761
29,-0.6189238,-0.68939215,"('unfair', 'fair')",-0.42138875,-0.6228349,-0.5201563,-0.6561135,-0.1359572
30,-0.6645916,-0.77766424,"('intolerant', 'tolerant')",0.61222893,0.5354163,-0.0261813,-0.121124,-0.0949427
31,0.53066134,0.5310988,"('evil', 'good')",-0.61308634,-0.7204178,-0.0412125,-0.0946595,-0.053447
32,-0.7781138,-0.851388,"('unkind', 'kind')",0.40348113,0.17365645,-0.1873163,-0.3388658,-0.1515495
33,1.0703498,0.93334043,"('wrong', 'right')",-0.52566326,-0.5268549,0.2723433,0.2032428,-0.0691005
34,-0.27420184,-0.02527911,"('mean', 'honorable')",5.2388754,5.5009365,2.4823368,2.7378287,0.2554919
35,0.9990903,0.79502815,"('corrupt', 'incorrupt')",-0.2746973,-0.29671296,0.3621965,0.2491576,-0.1130389
36,0.29576677,0.22358358,"('hostile', 'amicable')",-0.0035788892,-0.1339323,0.1460939,0.0448256,-0.1012683
37,0.03578015,0.078826696,"('fake', 'genuine')",-0.018365283,-0.035855394,0.0087074,0.0214857,0.0127783
38,-0.8124696,-0.91820854,"('untruthful', 'truthful')",-0.05940902,0.027399998,-0.4359393,-0.4454043,-0.009465
39,1.4457022,1.4907126,"('exploitative', 'cooperative')",0.32577136,0.39754567,0.8857368,0.9441292,0.0583924
