,willis_male,willis_female,tuple,towers_male,towers_female,watson_male,watson_female,pub_male,pub_female,ltd_male,ltd_female,co_male,co_female,average_male,average_female,female-male
0,0.3208765,0.017086037,"('unsociable', 'sociable')",0.52243316,0.44203138,0.677223,0.47728664,1.6421683,1.5498683,-0.6560644,-0.7341759,-0.4310893,-0.5196336,0.3459245,0.2054105,-0.140514
1,-0.7701024,-0.8136031,"('unfriendly', 'friendly')",-0.76985604,-0.7477453,0.32564744,0.22918588,1.2426208,1.1592997,0.8715928,0.772835,2.4645371,2.3720725,0.56074,0.4953407,-0.0653993
2,0.3824282,0.50255394,"('unlikable', 'likable')",0.51960903,0.66565716,0.63905466,0.7216102,0.43187755,0.57766134,0.8922832,0.9719792,-0.030859377,0.07790457,0.4723989,0.5862277,0.1138288
3,0.11347921,0.1433548,"('repellent', 'pleasant')",-0.81483084,-0.67760307,-0.02574939,0.030327773,-0.9765151,-0.8987725,-0.39887318,-0.35149845,0.4376439,0.49175608,-0.2774742,-0.2104059,0.0670683
4,0.243096,0.17446932,"('disliked', 'liked')",0.6042826,0.5607969,-0.010353506,-0.008820383,1.5755819,1.5043514,1.9552591,1.8999014,-6.4924536,-6.5926986,-0.3540979,-0.4103333,-0.0562354
5,-0.8755601,-0.77015936,"('distant', 'outgoing')",-0.47366107,-0.4466751,-0.20649579,-0.14377941,0.5770681,0.5338984,0.7214363,0.6786667,-0.037328556,-0.004208004,-0.0490902,-0.0253761,0.0237141
6,-1.735746,-1.5504179,"('distant', 'open')",-0.5961237,-0.5204605,0.13359928,0.2579343,1.0728248,1.0378171,0.6732041,0.61605024,0.70614976,0.74943256,0.0423181,0.0983926,0.0560745
7,1.2280532,1.187861,"('insensitive', 'sensitive')",-0.597208,-0.45420194,0.6980604,0.6999547,0.025460958,0.12529719,-1.066118,-0.9633073,-0.1648027,-0.079962246,0.0205743,0.0859402,0.0653659
8,-0.6290272,-0.6224212,"('unaffectionate', 'affectionate')",-0.69060475,-0.7522694,-0.06747472,-0.03173283,0.26881245,0.199271,0.034640554,-0.04510886,1.1759186,1.1470994,0.0153775,-0.017527,-0.0329045
9,0.18949883,0.2136293,"('unaffectionate', 'caring')",-0.37736896,-0.36253196,0.82702065,0.8776168,0.5791331,0.5842681,0.023360627,0.009989695,1.4311268,1.4859893,0.4454618,0.4681602,0.0226984
10,0.803998,0.6610354,"('unsympathetic', 'sympathetic')",-0.33755141,-0.28339314,0.36956412,0.29602793,-1.0004168,-0.93573105,-1.5685593,-1.4696833,-1.0400015,-0.8991655,-0.4621611,-0.4384849,0.0236762
11,0.75209165,0.74803126,"('unhelpful', 'helpful')",-0.100412495,-0.028219799,0.92266154,0.9358982,-0.36489114,-0.19306888,-0.7551801,-0.58209014,1.0425621,1.2066816,0.2494719,0.347872,0.0984001
12,1.3547164,1.3630067,"('unsupportive', 'supportive')",0.7821146,0.9179842,1.4466741,1.5719686,0.9666984,1.0939115,0.100103855,0.18055658,-2.4065804,-2.2994127,0.3739545,0.4713358,0.0973813
