,pall_male,pall_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.30023772,-0.50250953,"('unsociable', 'sociable')",0.14299674,-0.090789616,-0.0786205,-0.2966496,-0.2180291
1,-1.4867178,-1.4575247,"('unfriendly', 'friendly')",0.85816383,0.75411433,-0.314277,-0.3517052,-0.0374282
2,0.067804225,0.023515051,"('unlikable', 'likable')",0.4542205,0.459124,0.2610124,0.2413195,-0.0196929
3,-0.25694904,-0.18687262,"('repellent', 'pleasant')",0.62486804,0.6818267,0.1839595,0.2474771,0.0635176
4,-0.63967025,-0.5612363,"('disliked', 'liked')",-5.9757066,-5.8386245,-3.3076885,-3.1999304,0.1077581
5,-1.2302412,-1.1232982,"('distant', 'outgoing')",-0.55752546,-0.469819,-0.8938833,-0.7965586,0.0973247
6,-1.3019458,-1.1247109,"('distant', 'open')",-0.95341706,-0.86252946,-1.1276815,-0.9936202,0.1340613
7,-0.19955368,-0.19761115,"('insensitive', 'sensitive')",0.16189194,0.092103295,-0.0188309,-0.0527539,-0.033923
8,-1.1288491,-1.0773616,"('unaffectionate', 'affectionate')",0.1732042,0.13808012,-0.4778225,-0.4696407,0.0081818
9,-1.3951944,-1.380644,"('unaffectionate', 'caring')",0.7109763,0.7040571,-0.3421091,-0.3382934,0.0038157
10,-0.8294059,-0.93013614,"('unsympathetic', 'sympathetic')",-0.6152143,-0.8265048,-0.7223101,-0.8783205,-0.1560104
11,-0.6508594,-0.747716,"('unhelpful', 'helpful')",1.799649,1.700387,0.5743948,0.4763355,-0.0980593
12,-0.95196164,-0.9040649,"('unsupportive', 'supportive')",-1.9466525,-1.9412544,-1.4493071,-1.4226596,0.0266475
13,0.08289315,-0.15966433,"('impolite', 'polite')",-0.34859854,-0.47686118,-0.1328527,-0.3182628,-0.1854101
14,1.1566339,1.025208,"('antisocial', 'social')",0.54019743,0.3667775,0.8484156,0.6959928,-0.1524228
15,-0.54343,-0.6247828,"('boring', 'funny')",0.14498952,0.10833925,-0.1992202,-0.2582218,-0.0590016
16,-0.5813774,-0.5229402,"('unpopular', 'popular')",0.58279324,0.59027386,0.0007079,0.0336668,0.0329589
17,-0.4202888,-0.38696435,"('nasty', 'nice')",-0.2911763,-0.2013218,-0.3557326,-0.2941431,0.0615895
18,-0.04807394,0.025722228,"('disagreeable', 'welcoming')",-0.60486484,-0.7174661,-0.3264694,-0.345872,-0.0194026
19,-1.2946662,-1.2802267,"('inhospitable', 'hospitable')",-0.8085941,-0.778256,-1.0516301,-1.0292413,0.0223888
20,-0.5255331,-0.54115415,"('rough', 'thoughtful')",0.6083831,0.5863032,0.041425,0.0225745,-0.0188505
21,0.426099,0.33297995,"('immoral', 'moral')",-0.16241825,-0.2824438,0.1318404,0.0252681,-0.1065723
22,0.3234278,0.29375094,"('untrustworthy', 'trustworthy')",-1.06617,-1.0940742,-0.3713711,-0.4001617,-0.0287906
23,-0.6748392,-0.82969546,"('insincere', 'sincere')",5.4246345,5.22454,2.3748977,2.1974225,-0.1774752
24,-0.5322544,-0.5973865,"('dishonest', 'honest')",0.5120224,0.44425264,-0.010116,-0.0765669,-0.0664509
25,0.037695527,0.11469599,"('egoistic', 'altruistic')",0.6467405,0.6486175,0.342218,0.3816567,0.0394387
26,0.1422595,0.08744148,"('hardhearted', 'benevolent')",1.0702969,0.9583342,0.6062782,0.5228878,-0.0833904
27,-0.56762534,-0.5109694,"('hardhearted', 'softhearted')",0.59907603,0.49793166,0.0157253,-0.0065189,-0.0222442
28,-0.661577,-0.69137746,"('disloyal', 'loyal')",0.9824309,0.8960102,0.1604269,0.1023164,-0.0581105
29,-0.47774783,-0.44119287,"('unfair', 'fair')",-0.47984448,-0.57026875,-0.4787962,-0.5057308,-0.0269346
30,0.48934823,0.34152117,"('intolerant', 'tolerant')",1.3355968,1.2037477,0.9124725,0.7726344,-0.1398381
31,-1.527316,-1.2978703,"('evil', 'good')",-0.90366197,-0.8295014,-1.2154889,-1.0636859,0.151803
32,-0.18314746,-0.3777388,"('unkind', 'kind')",0.52360994,0.2800469,0.1702312,-0.0488459,-0.2190771
