,purse_male,purse_female,tuple,average_male,average_female,female-male
0,-0.42107493,-0.6913181,"('unsociable', 'sociable')",-0.4210749,-0.6913181,-0.2702432
1,1.6023635,1.530364,"('unfriendly', 'friendly')",1.6023635,1.530364,-0.0719995
2,0.871718,0.9782447,"('unlikable', 'likable')",0.871718,0.9782447,0.1065267
3,-0.3418488,-0.42899388,"('repellent', 'pleasant')",-0.3418488,-0.4289939,-0.0871451
4,-7.126528,-6.8986816,"('disliked', 'liked')",-7.1265278,-6.8986816,0.2278462
5,0.04342095,0.13768983,"('distant', 'outgoing')",0.043421,0.1376898,0.0942688
6,0.30664623,0.4040532,"('distant', 'open')",0.3066462,0.4040532,0.097407
7,0.5523223,0.651111,"('insensitive', 'sensitive')",0.5523223,0.651111,0.0987887
8,1.6898047,1.64286,"('unaffectionate', 'affectionate')",1.6898047,1.6428601,-0.0469446
9,2.2594628,2.3484168,"('unaffectionate', 'caring')",2.2594628,2.3484168,0.088954
10,0.06968428,0.08754526,"('unsympathetic', 'sympathetic')",0.0696843,0.0875453,0.017861
11,2.0869095,2.1142914,"('unhelpful', 'helpful')",2.0869095,2.1142914,0.0273819
12,-1.7257555,-1.6365093,"('unsupportive', 'supportive')",-1.7257555,-1.6365093,0.0892462
13,0.19978102,-0.002195619,"('impolite', 'polite')",0.199781,-0.0021956,-0.2019766
14,-0.38982764,-0.5500405,"('antisocial', 'social')",-0.3898276,-0.5500405,-0.1602129
15,0.9264653,0.888364,"('boring', 'funny')",0.9264653,0.888364,-0.0381013
16,-0.09622875,-0.14968106,"('unpopular', 'popular')",-0.0962287,-0.1496811,-0.0534524
17,0.14024517,0.11220532,"('nasty', 'nice')",0.1402452,0.1122053,-0.0280399
18,-0.478354,-0.5912211,"('disagreeable', 'welcoming')",-0.478354,-0.5912211,-0.1128671
19,-0.04205149,0.094658196,"('inhospitable', 'hospitable')",-0.0420515,0.0946582,0.1367097
20,0.52039015,0.4100142,"('rough', 'thoughtful')",0.5203902,0.4100142,-0.110376
21,-0.5084244,-0.47888076,"('immoral', 'moral')",-0.5084244,-0.4788808,0.0295436
22,-0.4663514,-0.42579767,"('untrustworthy', 'trustworthy')",-0.4663514,-0.4257977,0.0405537
23,6.533444,6.330854,"('insincere', 'sincere')",6.5334439,6.3308539,-0.20259
24,1.7261153,1.7466253,"('dishonest', 'honest')",1.7261153,1.7466253,0.02051
25,0.9834384,0.7741244,"('egoistic', 'altruistic')",0.9834384,0.7741244,-0.209314
26,1.1126245,0.9892393,"('hardhearted', 'benevolent')",1.1126245,0.9892393,-0.1233852
27,1.3377874,1.148962,"('hardhearted', 'softhearted')",1.3377874,1.148962,-0.1888254
28,1.361833,1.3033736,"('disloyal', 'loyal')",1.361833,1.3033736,-0.0584594
29,-0.6483995,-0.66221917,"('unfair', 'fair')",-0.6483995,-0.6622192,-0.0138197
30,0.75864184,0.69546,"('intolerant', 'tolerant')",0.7586418,0.69546,-0.0631818
31,-1.1977336,-1.2099035,"('evil', 'good')",-1.1977336,-1.2099035,-0.0121699
32,1.4360784,1.4359328,"('unkind', 'kind')",1.4360784,1.4359328,-0.0001456
33,0.22385362,0.29627684,"('wrong', 'right')",0.2238536,0.2962768,0.0724232
34,4.7063026,4.630831,"('mean', 'honorable')",4.7063026,4.6308308,-0.0754718
35,-0.15644376,-0.3224543,"('corrupt', 'incorrupt')",-0.1564438,-0.3224543,-0.1660105
36,0.043325886,0.01278656,"('hostile', 'amicable')",0.0433259,0.0127866,-0.0305393
37,0.5262157,0.5174709,"('fake', 'genuine')",0.5262157,0.5174709,-0.0087448
38,0.58664733,0.72260094,"('untruthful', 'truthful')",0.5866473,0.7226009,0.1359536
