,msci_male,msci_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.318221,0.40276507,"('unsociable', 'sociable')",-0.30853078,-0.4414721,0.0048451,-0.0193535,-0.0241986
1,-0.99714535,-0.99232256,"('unfriendly', 'friendly')",1.7773267,1.6706356,0.3900907,0.3391565,-0.0509342
2,1.1739506,1.2666526,"('unlikable', 'likable')",0.9252778,1.0579405,1.0496142,1.1622965,0.1126823
3,0.19236068,0.4344593,"('repellent', 'pleasant')",0.2502223,0.29512262,0.2212915,0.364791,0.1434995
4,-0.37202883,-0.42679086,"('disliked', 'liked')",-5.5918307,-5.6588335,-2.9819298,-3.0428121,-0.0608823
5,-1.2181122,-1.2675174,"('distant', 'outgoing')",-0.2547769,-0.24375534,-0.7364446,-0.7556364,-0.0191918
6,-1.8056768,-1.8430803,"('distant', 'open')",0.24278131,0.22825655,-0.7814478,-0.8074118,-0.025964
7,0.07008512,0.2898887,"('insensitive', 'sensitive')",0.37459984,0.42262405,0.2223425,0.3562564,0.1339139
8,-1.2903398,-1.4043925,"('unaffectionate', 'affectionate')",0.7744975,0.68571377,-0.2579212,-0.3593394,-0.1014182
9,-0.9196307,-0.9631998,"('unaffectionate', 'caring')",0.9503522,0.8569944,0.0153607,-0.0531027,-0.0684634
10,-0.14559309,0.085362814,"('unsympathetic', 'sympathetic')",-0.6156412,-0.6479152,-0.3806171,-0.2812762,0.0993409
11,0.411111,0.50676674,"('unhelpful', 'helpful')",1.3366693,1.3332189,0.8738902,0.9199928,0.0461026
12,0.1722202,0.36967343,"('unsupportive', 'supportive')",-1.7917252,-1.8056304,-0.8097525,-0.7179785,0.091774
13,0.43606034,0.49561998,"('impolite', 'polite')",-0.674119,-0.6408018,-0.1190293,-0.0725909,0.0464384
14,1.3562198,1.5060568,"('antisocial', 'social')",-0.2509025,-0.26749116,0.5526586,0.6192828,0.0666242
15,0.22607088,-0.04206118,"('boring', 'funny')",0.94704753,0.89638066,0.5865592,0.4271597,-0.1593995
16,-0.07818652,-0.094294704,"('unpopular', 'popular')",1.0023834,1.0097609,0.4620984,0.4577331,-0.0043653
17,-0.41123098,-0.35161513,"('nasty', 'nice')",-0.3415956,-0.31961843,-0.3764133,-0.3356168,0.0407965
18,-0.5519004,-0.46754727,"('disagreeable', 'welcoming')",-0.2141998,-0.1908296,-0.3830501,-0.3291884,0.0538617
19,-0.9610795,-0.9377613,"('inhospitable', 'hospitable')",-0.02119475,0.10604172,-0.4911371,-0.4158598,0.0752773
20,1.0198069,1.0394652,"('rough', 'thoughtful')",1.20496,1.1261379,1.1123834,1.0828016,-0.0295818
21,1.0523133,1.1916413,"('immoral', 'moral')",-0.55086386,-0.48875594,0.2507247,0.3514427,0.100718
22,0.18260062,0.32646215,"('untrustworthy', 'trustworthy')",-1.0308821,-1.0725603,-0.4241408,-0.3730491,0.0510917
23,0.055745237,0.21464455,"('insincere', 'sincere')",4.8942266,4.7450733,2.4749858,2.4798589,0.0048731
24,-0.23876813,-0.14469792,"('dishonest', 'honest')",0.31942302,0.30833718,0.0403274,0.0818196,0.0414922
25,-0.4899185,-0.5863308,"('egoistic', 'altruistic')",1.6071049,1.5793462,0.5585932,0.4965077,-0.0620855
26,0.15372865,0.11235114,"('hardhearted', 'benevolent')",2.096669,2.0551245,1.1251988,1.0837379,-0.0414609
27,-0.60669124,-0.597979,"('hardhearted', 'softhearted')",1.2744871,1.2003859,0.3338979,0.3012035,-0.0326944
28,-0.39124665,-0.40313733,"('disloyal', 'loyal')",0.7574536,0.61845446,0.1831035,0.1076586,-0.0754449
29,-0.22073403,-0.23512523,"('unfair', 'fair')",-0.5847425,-0.7339432,-0.4027383,-0.4845342,-0.0817959
30,1.493123,1.5634468,"('intolerant', 'tolerant')",1.3801068,1.3791354,1.436615,1.4712911,0.0346761
31,-1.284613,-1.2328031,"('evil', 'good')",-0.50724554,-0.5974089,-0.8959293,-0.915106,-0.0191767
32,0.16274798,0.20091014,"('unkind', 'kind')",0.7546306,0.5909244,0.4586893,0.3959173,-0.062772
33,0.13642846,0.010343775,"('wrong', 'right')",-0.4182607,-0.48304772,-0.1409161,-0.236352,-0.0954359
34,-0.4113908,-0.18211882,"('mean', 'honorable')",5.3876,5.5585113,2.4881046,2.6881962,0.2000916
35,-0.8692718,-1.1583878,"('corrupt', 'incorrupt')",0.10407733,-0.046138883,-0.3825972,-0.6022633,-0.2196661
36,-1.0867263,-1.203591,"('hostile', 'amicable')",0.61074275,0.41061762,-0.2379918,-0.3964867,-0.1584949
37,0.2960811,0.30969918,"('fake', 'genuine')",0.14775172,0.17416629,0.2219164,0.2419327,0.0200163
38,-0.4568611,-0.35582384,"('untruthful', 'truthful')",-0.3135611,-0.27813154,-0.3852111,-0.3169777,0.0682334
39,1.5347729,1.6062701,"('exploitative', 'cooperative')",-0.0130597595,-0.026726965,0.7608566,0.7897716,0.028915
40,-0.67689735,-0.6097318,"('stingy', 'generous')",-1.4573886,-1.5577867,-1.067143,-1.0837593,-0.0166163
41,0.13338462,0.29731584,"('unforgiving', 'forgiving')",0.34958518,0.27360585,0.2414849,0.2854608,0.0439759
42,0.4323528,0.65742207,"('unreliable', 'reliable')",-2.7297463,-2.5978813,-1.1486968,-0.9702296,0.1784672
43,0.20141047,0.42462772,"('irresponsible', 'responsible')",0.40120533,0.4306001,0.3013079,0.4276139,0.126306
44,-0.19220318,-0.24176326,"('prejudiced', 'unprejudiced')",-1.3732648,-1.3403882,-0.782734,-0.7910757,-0.0083417
45,0.43017316,0.73103666,"('incompetent', 'competent')",0.2157167,0.1672054,0.3229449,0.449121,0.1261761
46,0.655972,0.905754,"('uncompetitive', 'competitive')",-0.463591,-0.4040416,0.0961905,0.2508562,0.1546657
47,0.3815088,0.45403424,"('stupid', 'smart')",4.934768,5.042761,2.6581385,2.7483976,0.0902591
48,0.20794943,0.31031722,"('unintelligent', 'intelligent')",0.54579705,0.54272145,0.3768733,0.4265193,0.049646
49,-0.1785292,-0.05558066,"('unable', 'able')",-0.2444853,-0.12959646,-0.2115073,-0.0925886,0.1189187
50,0.27911276,0.2599941,"('clumsy', 'skillful')",0.13519269,0.13025978,0.2071527,0.1951269,-0.0120258
51,0.23762812,0.25816518,"('uneducated', 'educated')",0.18285137,0.13350882,0.2102397,0.195837,-0.0144027
52,-0.37423968,-0.7369275,"('irrational', 'rational')",0.70137817,0.50954556,0.1635692,-0.113691,-0.2772602
53,-0.7799297,-0.7759252,"('uncreative', 'creative')",1.038349,1.0263605,0.1292097,0.1252176,-0.0039921
54,0.024485404,-0.05576833,"('incapable', 'capable')",1.2947929,1.3436037,0.6596391,0.6439177,-0.0157214
55,0.73547393,1.022271,"('incompetent', 'clever')",0.13616133,0.18128596,0.4358176,0.6017785,0.1659609
56,1.4320908,1.578795,"('impractical', 'practical')",0.097546965,0.0740414,0.7648188,0.8264182,0.0615994
57,-0.100788645,-0.0050811507,"('unimaginative', 'imaginative')",-1.7987683,-1.8678906,-0.9497784,-0.9364859,0.0132925
58,0.3827504,0.47560787,"('undiscriminating', 'discriminating')",0.520742,0.5215576,0.4517462,0.4985828,0.0468366
59,0.25080055,0.10827028,"('foolish', 'wise')",0.43333548,0.38455418,0.342068,0.2464122,-0.0956558
60,1.5448167,1.8524088,"('inefficient', 'efficient')",-0.46723384,-0.29500824,0.5387914,0.7787002,0.2399088
61,0.8842719,0.7539403,"('illogical', 'logical')",0.51241726,0.35001352,0.6983446,0.5519769,-0.1463677
62,1.5898246,1.8429693,"('incompetent', 'brilliant')",0.2224812,0.31622744,0.9061529,1.0795984,0.1734455
63,0.43246785,0.69751805,"('unperceptive', 'insightful')",0.6860475,0.8079572,0.5592577,0.7527376,0.1934799
64,0.4663223,0.5302027,"('shy', 'confident')",-6.373755,-6.3939223,-2.9537163,-2.9318597,0.0218566
65,0.65680635,0.6779073,"('insecure', 'secure')",-0.6941559,-0.65209174,-0.0186748,0.0129078,0.0315826
66,-0.7824414,-0.8329978,"('inactive', 'active')",0.7718682,0.76004535,-0.0052866,-0.0364762,-0.0311896
67,1.1557006,1.1564841,"('doubtful', 'determined')",-0.33777693,-0.26860362,0.4089618,0.4439403,0.0349785
68,-0.176548,-0.1980911,"('dependent', 'independent')",-0.72870004,-0.6784999,-0.452624,-0.4382955,0.0143285
69,0.19658124,0.103288166,"('lazy', 'industrious')",-0.3765754,-0.35576412,-0.0899971,-0.126238,-0.0362409
70,0.6433955,0.88825285,"('lethargic', 'energetic')",0.74010867,0.83341944,0.6917521,0.8608361,0.169084
71,0.19196188,0.2069009,"('diffident', 'self-confident')",0.5708189,0.58784884,0.3813904,0.3973749,0.0159845
72,-0.34484518,-0.25451857,"('unambitious', 'ambitious')",-0.9839033,-0.97258985,-0.6643742,-0.6135542,0.05082
73,0.8243955,0.7278504,"('helpless', 'self-reliant')",-2.7253766,-2.695409,-0.9504906,-0.9837793,-0.0332887
74,0.820177,0.9987732,"('undedicated', 'dedicated')",0.39431632,0.40545973,0.6072466,0.7021165,0.0948699
75,-0.56271505,-0.5998507,"('meek', 'impulsive')",-0.18168052,-0.12145856,-0.3721978,-0.3606547,0.0115431
76,0.55183715,0.7845021,"('anxious', 'daring')",-0.012700643,0.1269178,0.2695683,0.4557099,0.1861416
77,0.63594556,0.8123184,"('unmotivated', 'motivated')",-1.2051526,-1.1071967,-0.2846035,-0.1474392,0.1371643
78,-0.23863456,-0.09374045,"('nonresilient', 'resilient')",0.10427104,0.16614456,-0.0671818,0.0362021,0.1033839
79,-1.1562874,-1.2088126,"('wavering', 'unwavering')",0.02097161,-0.0031112712,-0.5676579,-0.6059619,-0.038304
80,0.36365077,0.33832553,"('dominated', 'dominating')",-1.4031346,-1.3741776,-0.5197419,-0.517926,0.0018159
81,0.9373336,1.0152862,"('submissive', 'aggressive')",-0.77887607,-0.67189884,0.0792288,0.1716937,0.0924649
82,-0.42714858,-0.3219603,"('poor', 'rich')",6.008787,6.000359,2.7908192,2.8391993,0.0483801
83,0.31034485,0.35707965,"('powerless', 'powerful')",-0.84684634,-0.84928757,-0.2682508,-0.246104,0.0221468
84,0.6812063,0.53010255,"('inferior', 'superior')",0.75162816,0.69892514,0.7164172,0.6145139,-0.1019033
85,-0.17651668,-0.27081174,"('insignificant', 'prestigious')",1.2688296,1.2641835,0.5461565,0.4966859,-0.0494706
