,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.124888726,-0.1687076,"('unsociable', 'sociable')",-0.2779446,-0.48921043,-0.0765279,-0.328959,-0.2524311
1,-1.2716038,-1.2006623,"('unfriendly', 'friendly')",1.2366315,1.115614,-0.0174862,-0.0425241,-0.0250379
2,0.900385,0.97090805,"('unlikable', 'likable')",0.92335147,0.94990647,0.9118682,0.9604073,0.0485391
3,0.45155796,0.49940556,"('repellent', 'pleasant')",0.5566442,0.5857667,0.5041011,0.5425861,0.038485
4,0.12212295,0.16699822,"('disliked', 'liked')",-5.818218,-5.798688,-2.8480477,-2.8158448,0.0322029
5,-1.3762034,-1.2359703,"('distant', 'outgoing')",-0.23997986,-0.23050614,-0.8080916,-0.7332382,0.0748534
6,-2.1686318,-2.0035245,"('distant', 'open')",-0.6753902,-0.65398353,-1.422011,-1.3287541,0.0932569
7,-0.584093,-0.5971022,"('insensitive', 'sensitive')",0.014167745,-0.012147789,-0.2849626,-0.304625,-0.0196624
8,-1.5306543,-1.4705081,"('unaffectionate', 'affectionate')",0.28138402,0.2410224,-0.6246352,-0.6147429,0.0098923
9,-1.334466,-1.2781571,"('unaffectionate', 'caring')",0.77559495,0.7665446,-0.2794355,-0.2558063,0.0236292
10,-0.32169336,-0.5010076,"('unsympathetic', 'sympathetic')",-0.8074236,-0.92569745,-0.5645585,-0.7133526,-0.1487941
11,-0.5375037,-0.62586886,"('unhelpful', 'helpful')",1.7711384,1.7303144,0.6168174,0.5522227,-0.0645947
12,-0.3967389,-0.37285244,"('unsupportive', 'supportive')",-1.9995453,-1.9916542,-1.1981421,-1.1822534,0.0158887
13,0.25182417,0.08203398,"('impolite', 'polite')",-0.433839,-0.47447178,-0.0910074,-0.1962189,-0.1052115
14,1.0492845,0.8870646,"('antisocial', 'social')",0.26407918,0.13765968,0.6566818,0.5123621,-0.1443197
15,-0.33361372,-0.3578907,"('boring', 'funny')",0.24444121,0.2163792,-0.0445863,-0.0707557,-0.0261694
16,-0.34823766,-0.23792462,"('unpopular', 'popular')",0.6068958,0.5883907,0.1293291,0.175233,0.0459039
17,-0.13982108,-0.06821456,"('nasty', 'nice')",-0.5072914,-0.4020244,-0.3235562,-0.2351195,0.0884367
18,-0.55967766,-0.5238582,"('disagreeable', 'welcoming')",-0.3473247,-0.4459305,-0.4535012,-0.4848943,-0.0313931
19,-1.9346637,-1.8304713,"('inhospitable', 'hospitable')",-0.6159213,-0.63063693,-1.2752925,-1.2305541,0.0447384
20,-0.057390556,-0.09809722,"('rough', 'thoughtful')",0.72313976,0.6618826,0.3328746,0.2818927,-0.0509819
21,0.5276371,0.34821573,"('immoral', 'moral')",-0.39693633,-0.48147225,0.0653504,-0.0666283,-0.1319787
22,0.19522397,0.10076149,"('untrustworthy', 'trustworthy')",-1.1106932,-1.1405082,-0.4577346,-0.5198733,-0.0621387
23,-0.49393165,-0.5537193,"('insincere', 'sincere')",5.377944,5.2752447,2.4420061,2.3607626,-0.0812435
24,-0.09178571,-0.18331409,"('dishonest', 'honest')",0.6227702,0.6011119,0.2654922,0.2088989,-0.0565933
25,0.0121595375,0.15872833,"('egoistic', 'altruistic')",0.8775345,0.85868806,0.444847,0.5087082,0.0638612
26,-0.111147285,-0.17099807,"('hardhearted', 'benevolent')",0.9157515,0.8358715,0.4023021,0.3324367,-0.0698654
27,-0.62609845,-0.57990587,"('hardhearted', 'softhearted')",0.61870915,0.50585574,-0.0036947,-0.0370251,-0.0333304
28,-0.58164287,-0.6847602,"('disloyal', 'loyal')",0.9142293,0.835042,0.1662932,0.0751409,-0.0911523
29,-0.33380494,-0.3244321,"('unfair', 'fair')",-0.2525498,-0.4032516,-0.2931774,-0.3638418,-0.0706644
30,1.3612332,1.2318687,"('intolerant', 'tolerant')",1.2563303,1.15055,1.3087817,1.1912093,-0.1175724
