,swine_male,swine_female,tuple,average_male,average_female,female-male
0,-0.7074684,-0.66626203,"('unsociable', 'sociable')",-0.7074684,-0.666262,0.0412064
1,-0.07607156,-0.37084973,"('unfriendly', 'friendly')",-0.0760716,-0.3708497,-0.2947781
2,0.061785433,0.025752924,"('unlikable', 'likable')",0.0617854,0.0257529,-0.0360325
3,-0.84608597,-0.57599956,"('repellent', 'pleasant')",-0.846086,-0.5759996,0.2700864
4,-4.0987134,-4.218088,"('disliked', 'liked')",-4.0987134,-4.2180882,-0.1193748
5,-0.5135716,-0.66840184,"('distant', 'outgoing')",-0.5135716,-0.6684018,-0.1548302
6,-0.09781034,-0.32432196,"('distant', 'open')",-0.0978103,-0.324322,-0.2265117
7,0.25517982,0.27520597,"('insensitive', 'sensitive')",0.2551798,0.275206,0.0200262
8,-0.11387406,-0.25570574,"('unaffectionate', 'affectionate')",-0.1138741,-0.2557057,-0.1418316
9,0.031539083,-0.1525473,"('unaffectionate', 'caring')",0.0315391,-0.1525473,-0.1840864
10,-0.4206249,-0.28423247,"('unsympathetic', 'sympathetic')",-0.4206249,-0.2842325,0.1363924
11,-0.22671402,-0.15284383,"('unhelpful', 'helpful')",-0.226714,-0.1528438,0.0738702
12,-1.2946116,-1.2793686,"('unsupportive', 'supportive')",-1.2946116,-1.2793686,0.015243
13,-0.97487086,-0.7990785,"('impolite', 'polite')",-0.9748709,-0.7990785,0.1757924
14,-0.7428937,-0.5298015,"('antisocial', 'social')",-0.7428937,-0.5298015,0.2130922
15,0.96708894,0.7655428,"('boring', 'funny')",0.9670889,0.7655428,-0.2015461
16,-1.2281593,-1.2492316,"('unpopular', 'popular')",-1.2281593,-1.2492316,-0.0210723
17,-0.5532787,-0.5548206,"('nasty', 'nice')",-0.5532787,-0.5548206,-0.0015419
18,-1.3705621,-1.2805151,"('disagreeable', 'welcoming')",-1.3705621,-1.2805151,0.090047
19,-0.042173684,-0.22236001,"('inhospitable', 'hospitable')",-0.0421737,-0.22236,-0.1801863
20,0.19519953,0.15913653,"('rough', 'thoughtful')",0.1951995,0.1591365,-0.036063
21,-1.1933761,-0.88800734,"('immoral', 'moral')",-1.1933761,-0.8880073,0.3053688
22,-0.7731617,-0.71002626,"('untrustworthy', 'trustworthy')",-0.7731617,-0.7100263,0.0631354
23,3.3140123,3.308974,"('insincere', 'sincere')",3.3140123,3.308974,-0.0050383
24,-0.06616761,-0.15143672,"('dishonest', 'honest')",-0.0661676,-0.1514367,-0.0852691
25,0.14319217,0.09413276,"('egoistic', 'altruistic')",0.1431922,0.0941328,-0.0490594
26,1.400461,1.1386054,"('hardhearted', 'benevolent')",1.400461,1.1386054,-0.2618556
27,0.92824113,0.79634607,"('hardhearted', 'softhearted')",0.9282411,0.7963461,-0.131895
28,0.43043125,0.25881273,"('disloyal', 'loyal')",0.4304312,0.2588127,-0.1716185
29,-0.85712564,-0.9016648,"('unfair', 'fair')",-0.8571256,-0.9016648,-0.0445392
30,-0.5656393,-0.5055381,"('intolerant', 'tolerant')",-0.5656393,-0.5055381,0.0601012
31,-0.956621,-1.1755822,"('evil', 'good')",-0.956621,-1.1755822,-0.2189612
32,0.8209961,0.6980865,"('unkind', 'kind')",0.8209961,0.6980865,-0.1229096
33,0.12669016,-0.0087521,"('wrong', 'right')",0.1266902,-0.0087521,-0.1354423
34,2.2826922,2.4086177,"('mean', 'honorable')",2.2826922,2.4086177,0.1259255
35,0.055579964,-0.32897407,"('corrupt', 'incorrupt')",0.05558,-0.3289741,-0.3845541
36,-0.38619894,-0.67559516,"('hostile', 'amicable')",-0.3861989,-0.6755952,-0.2893963
37,0.47008583,0.44704598,"('fake', 'genuine')",0.4700858,0.447046,-0.0230398
38,-0.3057785,-0.4125234,"('untruthful', 'truthful')",-0.3057785,-0.4125234,-0.1067449
39,-0.3861132,-0.33970487,"('exploitative', 'cooperative')",-0.3861132,-0.3397049,0.0464083
40,-1.4342641,-1.4848384,"('stingy', 'generous')",-1.4342641,-1.4848384,-0.0505743
41,0.27855512,0.121863715,"('unforgiving', 'forgiving')",0.2785551,0.1218637,-0.1566914
42,-1.2068714,-1.1544739,"('unreliable', 'reliable')",-1.2068714,-1.1544739,0.0523975
