,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7602744,-0.9626499,"('unsociable', 'sociable')",-0.5820296,-0.7464667,-0.671152,-0.8545583,-0.1834063
1,-1.6304146,-1.8044422,"('unfriendly', 'friendly')",1.9612312,1.8784063,0.1654083,0.0369821,-0.1284262
2,0.04519722,0.089580774,"('unlikable', 'likable')",0.7379797,0.8320827,0.3915884,0.4608317,0.0692433
3,-0.2744512,-0.2603958,"('repellent', 'pleasant')",0.113827825,0.15742311,-0.0803117,-0.0514863,0.0288254
4,-0.55089724,-0.5674452,"('disliked', 'liked')",-6.1230187,-6.1511173,-3.3369579,-3.3592813,-0.0223234
5,-1.1369212,-1.0516562,"('distant', 'outgoing')",0.015428545,0.03927225,-0.5607463,-0.506192,0.0545543
6,-1.5031701,-1.3797408,"('distant', 'open')",0.48930106,0.51753896,-0.5069345,-0.4311009,0.0758336
7,-0.57638234,-0.5694986,"('insensitive', 'sensitive')",-0.006900694,0.10910767,-0.2916415,-0.2301955,0.061446
8,-1.0173652,-1.0568533,"('unaffectionate', 'affectionate')",0.89805144,0.870738,-0.0596569,-0.0930576,-0.0334007
9,-1.3879107,-1.4340267,"('unaffectionate', 'caring')",1.1313359,1.1942333,-0.1282874,-0.1198967,0.0083907
10,-0.8970305,-0.9217915,"('unsympathetic', 'sympathetic')",-0.90057313,-0.8669021,-0.8988018,-0.8943468,0.004455
11,0.021344397,-0.035694852,"('unhelpful', 'helpful')",1.4411453,1.5397896,0.7312449,0.7520474,0.0208025
12,-0.66036135,-0.54217505,"('unsupportive', 'supportive')",-2.1995127,-2.0596702,-1.429937,-1.3009226,0.1290144
13,-0.68058527,-0.8137789,"('impolite', 'polite')",-0.79598606,-0.79179287,-0.7382857,-0.8027859,-0.0645002
14,0.44172436,0.3425972,"('antisocial', 'social')",-0.67563087,-0.8212857,-0.1169533,-0.2393443,-0.122391
15,-0.116197474,-0.18958081,"('boring', 'funny')",0.8001691,0.6845006,0.3419858,0.2474599,-0.0945259
16,-0.87046623,-0.8433597,"('unpopular', 'popular')",0.72988695,0.676082,-0.0702896,-0.0836388,-0.0133492
17,-0.3776936,-0.33108935,"('nasty', 'nice')",-0.19739653,-0.19976977,-0.2875451,-0.2654296,0.0221155
18,-0.43317553,-0.35513663,"('disagreeable', 'welcoming')",-0.1840867,-0.15276748,-0.3086311,-0.2539521,0.054679
19,-1.6213576,-1.5551118,"('inhospitable', 'hospitable')",0.02360863,0.1530748,-0.7988744,-0.7010185,0.0978559
20,0.6242028,0.63229626,"('rough', 'thoughtful')",1.0908313,1.0688012,0.857517,0.8505487,-0.0069683
21,0.61327404,0.47075072,"('immoral', 'moral')",-0.79901886,-0.736467,-0.0928724,-0.1328581,-0.0399857
22,0.16773342,0.14231241,"('untrustworthy', 'trustworthy')",-1.1232218,-1.1776745,-0.4777442,-0.5176811,-0.0399369
23,-0.2392405,-0.3238089,"('insincere', 'sincere')",5.446503,5.388844,2.6036313,2.5325174,-0.0711139
24,-0.5150198,-0.5974683,"('dishonest', 'honest')",0.6605626,0.63157564,0.0727714,0.0170537,-0.0557177
25,-0.4815185,-0.5248665,"('egoistic', 'altruistic')",1.6878031,1.5475129,0.6031423,0.5113232,-0.0918191
26,-0.022690687,-0.1809861,"('hardhearted', 'benevolent')",1.7623991,1.6077151,0.8698542,0.7133645,-0.1564897
27,-0.59825224,-0.49934483,"('hardhearted', 'softhearted')",1.3921083,1.3353944,0.396928,0.4180248,0.0210968
28,-0.42381698,-0.609903,"('disloyal', 'loyal')",0.99053526,0.88472414,0.2833591,0.1374106,-0.1459485
29,-0.4269749,-0.39357275,"('unfair', 'fair')",-0.3184515,-0.52563894,-0.3727132,-0.4596058,-0.0868926
30,0.6152454,0.52400327,"('intolerant', 'tolerant')",1.2890674,1.3091019,0.9521564,0.9165526,-0.0356038
