,shaw_male,shaw_female,tuple,average_male,average_female,female-male
0,-0.006648699,-0.19396159,"('unsociable', 'sociable')",-0.0066487,-0.1939616,-0.1873129
1,1.7009691,1.7223144,"('unfriendly', 'friendly')",1.7009691,1.7223144,0.0213453
2,0.084880486,0.16407563,"('unlikable', 'likable')",0.0848805,0.1640756,0.0791951
3,0.27330196,0.28926185,"('repellent', 'pleasant')",0.273302,0.2892618,0.0159598
4,-6.903678,-7.1408467,"('disliked', 'liked')",-6.9036779,-7.1408467,-0.2371688
5,-0.21511601,-0.08549199,"('distant', 'outgoing')",-0.215116,-0.085492,0.129624
6,0.42404988,0.53335905,"('distant', 'open')",0.4240499,0.5333591,0.1093092
7,0.7098185,0.7140109,"('insensitive', 'sensitive')",0.7098185,0.7140109,0.0041924
8,1.7588419,1.703868,"('unaffectionate', 'affectionate')",1.7588419,1.703868,-0.0549739
9,2.211997,2.2224903,"('unaffectionate', 'caring')",2.211997,2.2224903,0.0104933
10,0.52391726,0.5070739,"('unsympathetic', 'sympathetic')",0.5239173,0.5070739,-0.0168434
11,1.298442,1.3945771,"('unhelpful', 'helpful')",1.298442,1.3945771,0.0961351
12,-1.3348804,-1.3919808,"('unsupportive', 'supportive')",-1.3348804,-1.3919808,-0.0571004
13,-0.43799394,-0.5097308,"('impolite', 'polite')",-0.4379939,-0.5097308,-0.0717369
14,-0.3562363,-0.37424693,"('antisocial', 'social')",-0.3562363,-0.3742469,-0.0180106
15,0.13518447,0.1068842,"('boring', 'funny')",0.1351845,0.1068842,-0.0283003
16,-0.097327225,-0.12896265,"('unpopular', 'popular')",-0.0973272,-0.1289627,-0.0316355
17,0.09029501,0.08452393,"('nasty', 'nice')",0.090295,0.0845239,-0.0057711
18,-0.9385282,-0.9454381,"('disagreeable', 'welcoming')",-0.9385282,-0.9454381,-0.0069099
19,-0.19450083,-0.06551949,"('inhospitable', 'hospitable')",-0.1945008,-0.0655195,0.1289813
20,0.76071936,0.70644397,"('rough', 'thoughtful')",0.7607194,0.706444,-0.0542754
21,-0.8997452,-0.85858923,"('immoral', 'moral')",-0.8997452,-0.8585892,0.041156
22,-0.44088775,-0.59329057,"('untrustworthy', 'trustworthy')",-0.4408877,-0.5932906,-0.1524029
23,5.9946203,6.197886,"('insincere', 'sincere')",5.9946203,6.197886,0.2032657
24,1.3889909,1.2764332,"('dishonest', 'honest')",1.3889909,1.2764332,-0.1125577
25,0.8974988,0.8387452,"('egoistic', 'altruistic')",0.8974988,0.8387452,-0.0587536
26,1.6131434,1.5114408,"('hardhearted', 'benevolent')",1.6131434,1.5114408,-0.1017026
27,1.4923996,1.3220809,"('hardhearted', 'softhearted')",1.4923996,1.3220809,-0.1703187
28,1.2837992,1.3197558,"('disloyal', 'loyal')",1.2837992,1.3197558,0.0359566
29,-0.29289687,-0.37743726,"('unfair', 'fair')",-0.2928969,-0.3774373,-0.0845404
30,0.62270343,0.65020555,"('intolerant', 'tolerant')",0.6227034,0.6502056,0.0275022
31,-0.34783363,-0.31863734,"('evil', 'good')",-0.3478336,-0.3186373,0.0291963
32,1.2133049,1.0539598,"('unkind', 'kind')",1.2133049,1.0539598,-0.1593451
33,0.016505394,-0.050879642,"('wrong', 'right')",0.0165054,-0.0508796,-0.067385
34,4.763618,5.0741224,"('mean', 'honorable')",4.763618,5.0741224,0.3105044
35,-0.25398055,-0.33696663,"('corrupt', 'incorrupt')",-0.2539805,-0.3369666,-0.0829861
36,0.42504472,0.41178763,"('hostile', 'amicable')",0.4250447,0.4117876,-0.0132571
37,0.7941997,0.874724,"('fake', 'genuine')",0.7941997,0.874724,0.0805243
38,0.13963853,0.26619425,"('untruthful', 'truthful')",0.1396385,0.2661943,0.1265558
39,0.5334984,0.57528585,"('exploitative', 'cooperative')",0.5334984,0.5752859,0.0417875
40,-1.9052303,-2.059731,"('stingy', 'generous')",-1.9052303,-2.059731,-0.1545007
41,0.61144966,0.65578604,"('unforgiving', 'forgiving')",0.6114497,0.655786,0.0443363
42,-2.7482667,-2.853028,"('unreliable', 'reliable')",-2.7482667,-2.8530281,-0.1047614
43,0.68356675,0.7763965,"('irresponsible', 'responsible')",0.6835667,0.7763965,0.0928298
44,-1.6891026,-1.651733,"('prejudiced', 'unprejudiced')",-1.6891026,-1.651733,0.0373696
45,0.3679796,0.30649564,"('incompetent', 'competent')",0.3679796,0.3064956,-0.061484
46,-1.1464028,-1.2540071,"('uncompetitive', 'competitive')",-1.1464028,-1.2540071,-0.1076043
47,5.326294,5.6091084,"('stupid', 'smart')",5.3262939,5.6091084,0.2828145
48,0.04858663,0.05241331,"('unintelligent', 'intelligent')",0.0485866,0.0524133,0.0038267
49,-0.27071348,-0.12156369,"('unable', 'able')",-0.2707135,-0.1215637,0.1491498
50,-0.5289773,-0.49084106,"('clumsy', 'skillful')",-0.5289773,-0.4908411,0.0381362
51,-0.29766485,-0.38962585,"('uneducated', 'educated')",-0.2976649,-0.3896258,-0.0919609
52,0.2228103,0.17321917,"('irrational', 'rational')",0.2228103,0.1732192,-0.0495911
53,0.43882728,0.48067796,"('uncreative', 'creative')",0.4388273,0.480678,0.0418507
54,1.2326329,1.3203988,"('incapable', 'capable')",1.2326329,1.3203988,0.0877659
55,0.01718749,-0.048473205,"('incompetent', 'clever')",0.0171875,-0.0484732,-0.0656607
56,0.29455963,0.3112159,"('impractical', 'practical')",0.2945596,0.3112159,0.0166563
57,-2.586775,-2.7310362,"('unimaginative', 'imaginative')",-2.5867751,-2.7310362,-0.1442611
58,0.10433762,0.117955565,"('undiscriminating', 'discriminating')",0.1043376,0.1179556,0.013618
59,0.5337089,0.6228433,"('foolish', 'wise')",0.5337089,0.6228433,0.0891344
60,-0.23987813,-0.15604877,"('inefficient', 'efficient')",-0.2398781,-0.1560488,0.0838293
61,0.54902035,0.4264976,"('illogical', 'logical')",0.5490203,0.4264976,-0.1225227
62,0.54889333,0.6268706,"('incompetent', 'brilliant')",0.5488933,0.6268706,0.0779773
63,0.18621828,0.30362073,"('unperceptive', 'insightful')",0.1862183,0.3036207,0.1174024
64,-6.5265,-6.7795897,"('shy', 'confident')",-6.5265002,-6.7795897,-0.2530895
65,-0.36287972,-0.33256173,"('insecure', 'secure')",-0.3628797,-0.3325617,0.030318
66,0.53444713,0.44555855,"('inactive', 'active')",0.5344471,0.4455585,-0.0888886
67,-0.48128125,-0.3352427,"('doubtful', 'determined')",-0.4812813,-0.3352427,0.1460386
68,-1.2858063,-1.1826835,"('dependent', 'independent')",-1.2858063,-1.1826835,0.1031228
69,-1.0047249,-1.0420452,"('lazy', 'industrious')",-1.0047249,-1.0420452,-0.0373203
70,0.6433959,0.5374796,"('lethargic', 'energetic')",0.6433959,0.5374796,-0.1059163
71,1.3545097,1.2922323,"('diffident', 'self-confident')",1.3545097,1.2922323,-0.0622774
72,0.15556027,0.20885472,"('unambitious', 'ambitious')",0.1555603,0.2088547,0.0532944
73,-3.3168464,-3.3719072,"('helpless', 'self-reliant')",-3.3168464,-3.3719072,-0.0550608
74,0.29006755,0.19190682,"('undedicated', 'dedicated')",0.2900676,0.1919068,-0.0981608
75,-0.8008841,-0.7332583,"('meek', 'impulsive')",-0.8008841,-0.7332583,0.0676258
76,-0.32729256,-0.15669301,"('anxious', 'daring')",-0.3272926,-0.156693,0.1705996
77,-1.4072515,-1.2646766,"('unmotivated', 'motivated')",-1.4072515,-1.2646766,0.1425749
78,-0.047765292,-0.04984507,"('nonresilient', 'resilient')",-0.0477653,-0.0498451,-0.0020798
79,0.10791079,0.3236423,"('wavering', 'unwavering')",0.1079108,0.3236423,0.2157315
80,-0.86071175,-0.95559084,"('dominated', 'dominating')",-0.8607118,-0.9555908,-0.094879
81,-1.1365855,-1.0853773,"('submissive', 'aggressive')",-1.1365855,-1.0853773,0.0512082
82,5.657529,5.836514,"('poor', 'rich')",5.6575289,5.836514,0.1789851
83,-0.28990275,-0.29726684,"('powerless', 'powerful')",-0.2899027,-0.2972668,-0.0073641
84,0.2586627,0.22869577,"('inferior', 'superior')",0.2586627,0.2286958,-0.0299669
85,0.20547666,0.32795614,"('insignificant', 'prestigious')",0.2054767,0.3279561,0.1224794
