,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2000374,0.16636752,"('unsociable', 'sociable')",-0.21852893,-0.28570998,0.57567745,0.5533998,-0.4041743,-0.52982515,0.0382529,-0.0239419,-0.0621948
1,0.6937895,0.6446002,"('unfriendly', 'friendly')",1.1176863,1.1973277,0.6818091,0.6392545,2.0874481,2.0428514,1.1451833,1.1310085,-0.0141748
2,-0.32410133,-0.31740677,"('unlikable', 'likable')",0.9063093,0.80389035,1.0060269,0.9131485,0.49182683,0.6111515,0.5200154,0.5026959,-0.0173195
3,-0.2388291,-0.09946746,"('repellent', 'pleasant')",-1.5153507,-1.0563724,-1.1904542,-0.8978448,0.03844878,0.12238063,-0.7265463,-0.482826,0.2437203
4,1.0319433,1.0807279,"('disliked', 'liked')",1.4715673,1.4956949,1.3092316,1.3789185,-6.353344,-6.302619,-0.6351504,-0.5868194,0.048331
5,0.6938295,0.71071357,"('distant', 'outgoing')",1.2650822,1.3125569,0.7541627,0.69684416,0.3067549,0.36362576,0.7549573,0.7709351,0.0159778
6,0.46106482,0.51575196,"('distant', 'open')",1.3852489,1.5514286,0.6681984,0.66155946,0.80428743,0.86496675,0.8296999,0.8984268,0.0687269
7,0.4095832,0.37521335,"('insensitive', 'sensitive')",-0.6773629,-0.52261454,-0.38066426,-0.2835997,0.6430391,0.5888543,-0.0013512,0.0394634,0.0408146
8,-0.11974168,-0.10466787,"('unaffectionate', 'affectionate')",0.12775922,-0.05137016,-0.037090853,-0.25237197,0.89790606,0.83230174,0.2172082,0.1059729,-0.1112353
9,0.6476224,0.64778125,"('unaffectionate', 'caring')",1.508361,1.4964981,2.1712158,2.0533307,1.609861,1.633677,1.484265,1.4578217,-0.0264433
10,0.9778822,1.0133269,"('unsympathetic', 'sympathetic')",-1.2834989,-0.97261935,-0.7125206,-0.48887745,-0.29810604,-0.31319493,-0.3290608,-0.1903412,0.1387196
11,0.6220481,0.6214228,"('unhelpful', 'helpful')",-0.132137,-0.04523827,0.8728888,0.9488555,2.3349066,2.4033043,0.9244266,0.9820861,0.0576595
12,1.1860031,1.2863793,"('unsupportive', 'supportive')",2.7774947,3.1175125,2.5112524,2.803743,-1.7238438,-1.6396103,1.1877265,1.392006,0.2042795
13,0.13445725,0.022251174,"('impolite', 'polite')",-0.0024384027,-0.109471716,0.4763119,0.469244,-0.19632743,-0.27124825,0.1030008,0.0276938,-0.075307
14,0.616464,0.5966162,"('antisocial', 'social')",-0.67530537,-0.5319763,0.14179932,0.26569948,-0.6135059,-0.63512194,-0.132637,-0.0761956,0.0564414
