,gartner_male,gartner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2191236,-1.480445,"('unsociable', 'sociable')",-0.14918865,-0.3533255,-0.6841561,-0.9168853,-0.2327292
1,-1.375619,-1.4775639,"('unfriendly', 'friendly')",1.4581554,1.2057941,0.0412682,-0.1358849,-0.1771531
2,0.510364,0.5340089,"('unlikable', 'likable')",0.4132977,0.47898477,0.4618309,0.5064968,0.0446659
3,-0.8508255,-0.84949654,"('repellent', 'pleasant')",0.11312178,0.15938023,-0.3688518,-0.3450581,0.0237937
4,0.5337647,0.48633108,"('disliked', 'liked')",-5.895359,-5.8578353,-2.6807971,-2.6857522,-0.0049551
5,-0.5395899,-0.51459956,"('distant', 'outgoing')",-0.21608667,-0.25713578,-0.3778383,-0.3858677,-0.0080294
6,-0.3541117,-0.324964,"('distant', 'open')",-0.06606881,-0.18601869,-0.2100902,-0.2554913,-0.0454011
7,-0.9275747,-0.98387414,"('insensitive', 'sensitive')",0.5386263,0.52659816,-0.1944742,-0.228638,-0.0341638
8,-0.75869817,-0.73529375,"('unaffectionate', 'affectionate')",0.55047876,0.4478499,-0.1041097,-0.1437219,-0.0396122
9,-0.8478955,-0.8639862,"('unaffectionate', 'caring')",1.0118527,0.9719079,0.0819786,0.0539609,-0.0280177
10,-1.7926607,-1.8922065,"('unsympathetic', 'sympathetic')",0.12238474,0.026221028,-0.835138,-0.9329928,-0.0978548
11,-1.0574331,-1.0680982,"('unhelpful', 'helpful')",1.8616868,1.9251053,0.4021268,0.4285036,0.0263768
12,-1.2168092,-1.1793394,"('unsupportive', 'supportive')",-1.4786189,-1.4705065,-1.3477139,-1.324923,0.0227909
13,-1.160324,-1.4124098,"('impolite', 'polite')",-0.032472387,-0.052097127,-0.5963982,-0.7322534,-0.1358552
14,-0.8673572,-0.97541416,"('antisocial', 'social')",-0.22023939,-0.22827604,-0.5437983,-0.6018451,-0.0580468
15,0.17924193,0.06483171,"('boring', 'funny')",0.43060476,0.4093528,0.3049234,0.2370923,-0.0678311
16,0.15468052,0.20677835,"('unpopular', 'popular')",0.46211395,0.4444892,0.3083972,0.3256338,0.0172366
17,-0.13614438,-0.13030949,"('nasty', 'nice')",-0.20615858,-0.119343236,-0.1711515,-0.1248264,0.0463251
18,-0.33887267,-0.3372729,"('disagreeable', 'welcoming')",-0.32208082,-0.4245668,-0.3304768,-0.3809199,-0.0504431
19,-0.3336692,-0.41366285,"('inhospitable', 'hospitable')",0.021278247,-0.055561714,-0.1561955,-0.2346123,-0.0784168
20,-0.104468845,-0.0719325,"('rough', 'thoughtful')",1.359883,1.2778083,0.6277071,0.6029379,-0.0247692
21,-0.6891446,-0.80342495,"('immoral', 'moral')",-0.3730571,-0.3662457,-0.5311009,-0.5848353,-0.0537344
22,-0.52690053,-0.6117297,"('untrustworthy', 'trustworthy')",-1.0588218,-1.0737528,-0.7928612,-0.8427413,-0.0498801
23,-1.0639335,-1.138977,"('insincere', 'sincere')",5.553775,5.4934483,2.2449207,2.1772356,-0.0676851
24,-0.8057616,-0.92423415,"('dishonest', 'honest')",0.7375806,0.71121216,-0.0340905,-0.106511,-0.0724205
25,0.37258738,0.41291457,"('egoistic', 'altruistic')",1.1516868,1.0946536,0.7621371,0.7537841,-0.008353
26,-0.14812776,-0.25678822,"('hardhearted', 'benevolent')",1.4088255,1.1854783,0.6303489,0.464345,-0.1660039
27,-0.44618645,-0.45080298,"('hardhearted', 'softhearted')",1.2834582,1.1687571,0.4186359,0.358977,-0.0596589
28,-0.6963016,-0.74183786,"('disloyal', 'loyal')",0.755004,0.6724981,0.0293512,-0.0346699,-0.0640211
29,0.16155608,0.1623355,"('unfair', 'fair')",-0.34120643,-0.49864528,-0.0898252,-0.1681549,-0.0783297
30,0.30560777,0.16071637,"('intolerant', 'tolerant')",1.5766164,1.4836239,0.9411121,0.8221701,-0.118942
31,-0.7529995,-0.7328831,"('evil', 'good')",-1.2894454,-1.4333148,-1.0212225,-1.0830989,-0.0618764
32,-0.8335277,-0.8688651,"('unkind', 'kind')",0.7494595,0.60950875,-0.0420341,-0.1296782,-0.0876441
33,0.5677392,0.5004126,"('wrong', 'right')",-0.5671773,-0.5611636,0.0002809,-0.0303755,-0.0306564
