,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.38897315,0.4026702,"('unsociable', 'sociable')",-0.32007694,-0.3987733,0.0344481,0.0019484,-0.0324997
1,0.7125887,0.4417325,"('unfriendly', 'friendly')",1.54514,1.3546118,1.1288644,0.8981721,-0.2306923
2,1.2199644,1.4417722,"('unlikable', 'likable')",0.85555124,1.2310085,1.0377579,1.3363904,0.2986325
3,-0.15047078,0.037112176,"('repellent', 'pleasant')",0.5456536,0.72868484,0.1975914,0.3828985,0.1853071
4,-0.18415478,-0.53348434,"('disliked', 'liked')",-6.8349614,-6.811558,-3.5095582,-3.6725211,-0.1629629
5,-0.17263818,-0.33487305,"('distant', 'outgoing')",-0.4840423,-0.51280576,-0.3283402,-0.4238394,-0.0954992
6,0.04801953,-0.02550526,"('distant', 'open')",-0.34660354,-0.3927122,-0.149292,-0.2091087,-0.0598167
7,1.0815352,1.2082633,"('insensitive', 'sensitive')",0.20763542,0.17531472,0.6445853,0.691789,0.0472037
8,0.49369177,0.43196422,"('unaffectionate', 'affectionate')",0.65826374,0.5483717,0.5759777,0.4901679,-0.0858098
9,1.0512252,1.027357,"('unaffectionate', 'caring')",1.0831574,0.9851384,1.0671914,1.0062478,-0.0609436
10,0.74629337,0.96755284,"('unsympathetic', 'sympathetic')",0.11636174,0.011832476,0.4313276,0.4896927,0.0583651
11,0.10043145,0.27955955,"('unhelpful', 'helpful')",2.202233,2.278821,1.1513323,1.2791903,0.127858
12,0.7295787,0.94447464,"('unsupportive', 'supportive')",-1.9278858,-1.8036458,-0.5991535,-0.4295856,0.1695679
13,0.22950712,0.380746,"('impolite', 'polite')",-0.4682066,-0.38828993,-0.1193497,-0.003772,0.1155777
14,1.5338361,1.5001861,"('antisocial', 'social')",-0.047838613,-0.13004112,0.7429988,0.6850725,-0.0579263
15,0.28177226,-0.037051626,"('boring', 'funny')",0.57342774,0.6438002,0.4276,0.3033743,-0.1242257
16,-1.1659877,-1.3104202,"('unpopular', 'popular')",0.034313455,0.00030203536,-0.5658371,-0.655059,-0.0892219
17,-0.07902987,-0.009745277,"('nasty', 'nice')",-0.14062679,-0.17736118,-0.1098283,-0.0935532,0.0162751
18,-0.047612347,0.28207412,"('disagreeable', 'welcoming')",-1.0554678,-0.9047661,-0.5515401,-0.311346,0.2401941
19,-0.37735963,-0.34458926,"('inhospitable', 'hospitable')",-0.29489157,-0.25281575,-0.3361256,-0.2987025,0.0374231
20,-0.31884068,-0.10861397,"('rough', 'thoughtful')",0.4563463,0.5696981,0.0687528,0.2305421,0.1617893
21,0.58684266,0.93793,"('immoral', 'moral')",-1.0035007,-0.611818,-0.208329,0.163056,0.371385
22,-0.08116712,-0.16003552,"('untrustworthy', 'trustworthy')",-0.5900097,-0.5528546,-0.3355884,-0.3564451,-0.0208567
23,0.5046034,0.8792557,"('insincere', 'sincere')",5.834096,5.8113766,3.1693497,3.3453162,0.1759665
24,1.0758383,1.156793,"('dishonest', 'honest')",1.0319471,0.9685388,1.0538927,1.0626659,0.0087732
25,0.27059335,0.06611377,"('egoistic', 'altruistic')",1.0084106,0.8895366,0.6395019,0.4778252,-0.1616767
26,1.6103296,1.2102804,"('hardhearted', 'benevolent')",1.7756976,1.5156891,1.6930137,1.3629848,-0.3300289
27,0.09184252,0.2450595,"('hardhearted', 'softhearted')",0.6011845,0.5775824,0.3465135,0.411321,0.0648075
28,1.0267533,1.1153963,"('disloyal', 'loyal')",1.2849582,1.0651547,1.1558558,1.0902755,-0.0655803
29,-0.35921454,-0.51497465,"('unfair', 'fair')",-0.3487103,-0.5920598,-0.3539624,-0.5535172,-0.1995548
30,0.6690325,0.84294313,"('intolerant', 'tolerant')",0.5293482,0.8707301,0.5991904,0.8568366,0.2576462
31,-1.0937647,-1.2354528,"('evil', 'good')",-0.9042052,-1.0397248,-0.9989849,-1.1375887,-0.1386038
