,chrome_male,chrome_female,tuple,average_male,average_female,female-male
0,-0.18608345,-0.31149706,"('unsociable', 'sociable')",-0.1860835,-0.3114971,-0.1254136
1,1.7006615,1.607341,"('unfriendly', 'friendly')",1.7006615,1.6073411,-0.0933204
2,0.3967569,0.5137328,"('unlikable', 'likable')",0.3967569,0.5137328,0.1169759
3,0.7998085,0.9531673,"('repellent', 'pleasant')",0.7998085,0.9531673,0.1533588
4,-7.372682,-7.2348003,"('disliked', 'liked')",-7.3726821,-7.2348003,0.1378818
5,-0.023316069,0.18700966,"('distant', 'outgoing')",-0.0233161,0.1870097,0.2103258
6,0.33507103,0.52895045,"('distant', 'open')",0.335071,0.5289505,0.1938795
7,0.7853198,0.87687045,"('insensitive', 'sensitive')",0.7853198,0.8768705,0.0915507
8,1.4844898,1.4321219,"('unaffectionate', 'affectionate')",1.4844898,1.4321219,-0.0523679
9,1.8426658,1.936837,"('unaffectionate', 'caring')",1.8426658,1.936837,0.0941712
10,1.1981391,1.296365,"('unsympathetic', 'sympathetic')",1.1981391,1.296365,0.0982259
11,1.9829856,2.0652094,"('unhelpful', 'helpful')",1.9829856,2.0652094,0.0822238
12,-1.4130671,-1.4183118,"('unsupportive', 'supportive')",-1.4130671,-1.4183118,-0.0052447
13,0.19329128,0.100491926,"('impolite', 'polite')",0.1932913,0.1004919,-0.0927994
14,-0.5140679,-0.5943333,"('antisocial', 'social')",-0.5140679,-0.5943333,-0.0802654
15,0.84379554,0.74576813,"('boring', 'funny')",0.8437955,0.7457681,-0.0980274
16,-0.30904233,-0.23637967,"('unpopular', 'popular')",-0.3090423,-0.2363797,0.0726626
17,-0.020691806,-0.0011544339,"('nasty', 'nice')",-0.0206918,-0.0011544,0.0195374
18,-0.5701486,-0.7115708,"('disagreeable', 'welcoming')",-0.5701486,-0.7115708,-0.1414222
19,-0.080702364,0.142189,"('inhospitable', 'hospitable')",-0.0807024,0.142189,0.2228914
20,0.60996574,0.43467593,"('rough', 'thoughtful')",0.6099657,0.4346759,-0.1752898
21,-0.10269498,0.09641518,"('immoral', 'moral')",-0.102695,0.0964152,0.1991102
22,-0.822679,-0.6821356,"('untrustworthy', 'trustworthy')",-0.822679,-0.6821356,0.1405434
23,6.6004896,6.571305,"('insincere', 'sincere')",6.6004896,6.5713048,-0.0291848
24,1.7270969,1.8044969,"('dishonest', 'honest')",1.7270969,1.8044969,0.0774
25,0.38814372,0.22181144,"('egoistic', 'altruistic')",0.3881437,0.2218114,-0.1663323
26,0.24316166,0.023694199,"('hardhearted', 'benevolent')",0.2431617,0.0236942,-0.2194675
27,1.7280514,1.5390533,"('hardhearted', 'softhearted')",1.7280514,1.5390533,-0.1889981
