,pinto_male,pinto_female,tuple,average_male,average_female,female-male
0,0.46383098,0.39112028,"('unsociable', 'sociable')",0.463831,0.3911203,-0.0727107
1,1.4171538,1.5279483,"('unfriendly', 'friendly')",1.4171538,1.5279483,0.1107945
2,0.22630876,0.35656935,"('unlikable', 'likable')",0.2263088,0.3565693,0.1302605
3,1.0801761,1.1586921,"('repellent', 'pleasant')",1.0801761,1.1586921,0.078516
4,-6.958888,-6.876786,"('disliked', 'liked')",-6.9588881,-6.8767862,0.0821019
5,-0.39647928,-0.008504253,"('distant', 'outgoing')",-0.3964793,-0.0085043,0.387975
6,-0.1599732,0.15508014,"('distant', 'open')",-0.1599732,0.1550801,0.3150533
7,1.6228582,1.6772995,"('insensitive', 'sensitive')",1.6228582,1.6772995,0.0544413
8,0.8963576,0.97655797,"('unaffectionate', 'affectionate')",0.8963576,0.976558,0.0802004
9,1.3323177,1.5921676,"('unaffectionate', 'caring')",1.3323177,1.5921676,0.2598499
10,1.5704287,1.4959449,"('unsympathetic', 'sympathetic')",1.5704287,1.4959449,-0.0744838
11,2.2544427,2.3624272,"('unhelpful', 'helpful')",2.2544427,2.3624272,0.1079845
12,-1.0963135,-0.79632396,"('unsupportive', 'supportive')",-1.0963135,-0.796324,0.2999895
13,0.50761175,0.34884232,"('impolite', 'polite')",0.5076118,0.3488423,-0.1587695
14,0.37211207,0.20758414,"('antisocial', 'social')",0.3721121,0.2075841,-0.164528
15,0.522502,0.5362915,"('boring', 'funny')",0.522502,0.5362915,0.0137895
16,-0.7486422,-0.56775916,"('unpopular', 'popular')",-0.7486422,-0.5677592,0.180883
17,-0.14833494,-0.09120634,"('nasty', 'nice')",-0.1483349,-0.0912063,0.0571286
18,-0.27592614,-0.16535167,"('disagreeable', 'welcoming')",-0.2759261,-0.1653517,0.1105744
19,-0.50638944,-0.15845612,"('inhospitable', 'hospitable')",-0.5063894,-0.1584561,0.3479333
20,0.45606467,0.29311737,"('rough', 'thoughtful')",0.4560647,0.2931174,-0.1629473
21,0.53211427,0.6277623,"('immoral', 'moral')",0.5321143,0.6277623,0.095648
22,0.13429154,0.22658847,"('untrustworthy', 'trustworthy')",0.1342915,0.2265885,0.092297
23,6.781697,6.948033,"('insincere', 'sincere')",6.7816968,6.9480329,0.1663361
24,2.074363,2.274465,"('dishonest', 'honest')",2.074363,2.2744651,0.2001021
25,0.7191454,0.67762893,"('egoistic', 'altruistic')",0.7191454,0.6776289,-0.0415165
26,0.65427166,0.34340942,"('hardhearted', 'benevolent')",0.6542717,0.3434094,-0.3108623
27,1.6766914,1.5246327,"('hardhearted', 'softhearted')",1.6766914,1.5246327,-0.1520587
28,1.351039,1.2789643,"('disloyal', 'loyal')",1.3510391,1.2789643,-0.0720748
29,-0.7196046,-0.7027104,"('unfair', 'fair')",-0.7196046,-0.7027104,0.0168942
30,1.060801,1.0188406,"('intolerant', 'tolerant')",1.060801,1.0188406,-0.0419604
31,-1.6754644,-1.4742647,"('evil', 'good')",-1.6754644,-1.4742647,0.2011997
32,1.516497,1.4139743,"('unkind', 'kind')",1.516497,1.4139743,-0.1025227
33,-0.34850204,-0.1294198,"('wrong', 'right')",-0.348502,-0.1294198,0.2190822
34,4.496337,4.8194137,"('mean', 'honorable')",4.4963369,4.8194137,0.3230768
35,-1.451917,-1.3718538,"('corrupt', 'incorrupt')",-1.4519171,-1.3718538,0.0800633
36,-1.5499055,-1.4933672,"('hostile', 'amicable')",-1.5499055,-1.4933672,0.0565383
37,1.2199583,1.1052701,"('fake', 'genuine')",1.2199583,1.1052701,-0.1146882
38,0.24637038,0.3697067,"('untruthful', 'truthful')",0.2463704,0.3697067,0.1233363
39,0.35774782,0.3340349,"('exploitative', 'cooperative')",0.3577478,0.3340349,-0.0237129
40,-0.8287841,-0.81480354,"('stingy', 'generous')",-0.8287841,-0.8148035,0.0139806
41,0.12147546,-0.08532148,"('unforgiving', 'forgiving')",0.1214755,-0.0853215,-0.206797
42,-1.8714089,-1.7946063,"('unreliable', 'reliable')",-1.8714089,-1.7946063,0.0768026
43,1.3158969,1.3397008,"('irresponsible', 'responsible')",1.3158969,1.3397008,0.0238039
44,-1.4696658,-1.8388295,"('prejudiced', 'unprejudiced')",-1.4696658,-1.8388295,-0.3691637
45,0.5893915,0.5797601,"('incompetent', 'competent')",0.5893915,0.5797601,-0.0096314
46,-0.1858028,-0.22159463,"('uncompetitive', 'competitive')",-0.1858028,-0.2215946,-0.0357918
47,4.715751,4.8427267,"('stupid', 'smart')",4.7157512,4.8427267,0.1269755
48,0.8363876,0.75104916,"('unintelligent', 'intelligent')",0.8363876,0.7510492,-0.0853384
49,0.12370041,0.32529205,"('unable', 'able')",0.1237004,0.3252921,0.2015917
50,-0.18326212,-0.05664276,"('clumsy', 'skillful')",-0.1832621,-0.0566428,0.1266193
51,1.292471,1.2418201,"('uneducated', 'educated')",1.2924711,1.2418201,-0.050651
52,-0.5306545,-0.41613132,"('irrational', 'rational')",-0.5306545,-0.4161313,0.1145232
53,-0.18036158,-0.13429374,"('uncreative', 'creative')",-0.1803616,-0.1342937,0.0460679
54,0.90539896,1.321861,"('incapable', 'capable')",0.905399,1.321861,0.416462
55,1.5415219,1.510842,"('incompetent', 'clever')",1.5415219,1.510842,-0.0306799
56,0.82071483,1.0077548,"('impractical', 'practical')",0.8207148,1.0077548,0.18704
57,-1.999048,-2.0677524,"('unimaginative', 'imaginative')",-1.999048,-2.0677524,-0.0687044
58,0.17006071,0.14377029,"('undiscriminating', 'discriminating')",0.1700607,0.1437703,-0.0262904
59,-0.087687224,0.08421358,"('foolish', 'wise')",-0.0876872,0.0842136,0.1719008
60,1.0240034,0.9457872,"('inefficient', 'efficient')",1.0240034,0.9457872,-0.0782162
61,0.4511255,0.38295114,"('illogical', 'logical')",0.4511255,0.3829511,-0.0681744
62,1.6536144,1.9142315,"('incompetent', 'brilliant')",1.6536144,1.9142315,0.2606171
63,0.8815839,1.1328865,"('unperceptive', 'insightful')",0.8815839,1.1328865,0.2513026
64,-5.686528,-5.527798,"('shy', 'confident')",-5.6865282,-5.5277982,0.15873
65,0.9155996,0.99400616,"('insecure', 'secure')",0.9155996,0.9940062,0.0784066
66,-0.6246753,-0.5646838,"('inactive', 'active')",-0.6246753,-0.5646838,0.0599915
67,-0.7435219,-0.8845641,"('doubtful', 'determined')",-0.7435219,-0.8845641,-0.1410422
68,-0.6156944,-0.46151176,"('dependent', 'independent')",-0.6156944,-0.4615118,0.1541826
69,-2.3538213,-2.2018461,"('lazy', 'industrious')",-2.3538213,-2.2018461,0.1519752
70,1.8610072,1.8772129,"('lethargic', 'energetic')",1.8610072,1.8772129,0.0162057
71,0.14134721,0.4775036,"('diffident', 'self-confident')",0.1413472,0.4775036,0.3361564
72,1.0777968,1.2754811,"('unambitious', 'ambitious')",1.0777968,1.2754811,0.1976843
73,-2.5668263,-2.3370152,"('helpless', 'self-reliant')",-2.5668263,-2.3370152,0.2298111
74,0.51379,0.38852745,"('undedicated', 'dedicated')",0.51379,0.3885275,-0.1252625
75,-1.1020033,-0.93804437,"('meek', 'impulsive')",-1.1020033,-0.9380444,0.1639589
76,0.8615304,0.66439176,"('anxious', 'daring')",0.8615304,0.6643918,-0.1971386
77,-1.2879671,-1.1099446,"('unmotivated', 'motivated')",-1.2879671,-1.1099446,0.1780225
78,-0.74641085,-0.59878963,"('nonresilient', 'resilient')",-0.7464108,-0.5987896,0.1476212
79,-0.42442596,-0.27196443,"('wavering', 'unwavering')",-0.424426,-0.2719644,0.1524616
80,0.4832653,0.3615173,"('dominated', 'dominating')",0.4832653,0.3615173,-0.121748
81,0.45940512,0.37025058,"('submissive', 'aggressive')",0.4594051,0.3702506,-0.0891545
82,6.117358,6.3235636,"('poor', 'rich')",6.1173582,6.3235636,0.2062054
83,-0.28968233,-0.26236212,"('powerless', 'powerful')",-0.2896823,-0.2623621,0.0273202
84,-0.049860638,0.048708446,"('inferior', 'superior')",-0.0498606,0.0487084,0.098569
85,-1.4797174,-1.5332447,"('insignificant', 'prestigious')",-1.4797174,-1.5332447,-0.0535273
86,1.0867777,1.0640976,"('uninfluential', 'influential')",1.0867777,1.0640976,-0.0226801
87,0.39345092,0.7062265,"('unsuccessful', 'successful')",0.3934509,0.7062265,0.3127756
88,0.29652837,0.35060138,"('low', 'eminent')",0.2965284,0.3506014,0.054073
