,hare_male,hare_female,tuple,average_male,average_female,female-male
0,0.32722202,0.18451525,"('unsociable', 'sociable')",0.327222,0.1845153,-0.1427067
1,1.1552448,1.0140121,"('unfriendly', 'friendly')",1.1552448,1.0140121,-0.1412327
2,0.08905366,0.33110213,"('unlikable', 'likable')",0.0890537,0.3311021,0.2420484
3,0.7090905,0.77880317,"('repellent', 'pleasant')",0.7090905,0.7788032,0.0697127
4,-6.741364,-6.8929133,"('disliked', 'liked')",-6.741364,-6.8929133,-0.1515493
5,-0.45445263,-0.37737286,"('distant', 'outgoing')",-0.4544526,-0.3773729,0.0770797
6,-0.18854693,-0.1959703,"('distant', 'open')",-0.1885469,-0.1959703,-0.0074234
7,0.7079315,0.640511,"('insensitive', 'sensitive')",0.7079315,0.640511,-0.0674205
8,0.7730535,0.7173993,"('unaffectionate', 'affectionate')",0.7730535,0.7173993,-0.0556542
9,1.2990608,1.3374859,"('unaffectionate', 'caring')",1.2990608,1.3374859,0.0384251
10,1.1982261,1.2566288,"('unsympathetic', 'sympathetic')",1.1982261,1.2566288,0.0584027
11,2.0339494,2.079549,"('unhelpful', 'helpful')",2.0339494,2.0795491,0.0455997
12,-1.5919045,-1.5903751,"('unsupportive', 'supportive')",-1.5919045,-1.5903751,0.0015294
13,0.41671464,0.46292353,"('impolite', 'polite')",0.4167146,0.4629235,0.0462089
14,0.15890008,0.056080922,"('antisocial', 'social')",0.1589001,0.0560809,-0.1028192
15,0.63919336,0.5560895,"('boring', 'funny')",0.6391934,0.5560895,-0.0831039
16,-0.19604288,-0.23810348,"('unpopular', 'popular')",-0.1960429,-0.2381035,-0.0420606
17,-0.056375295,-0.01801251,"('nasty', 'nice')",-0.0563753,-0.0180125,0.0383628
18,-0.4282418,-0.5772779,"('disagreeable', 'welcoming')",-0.4282418,-0.5772779,-0.1490361
19,-0.70546925,-0.6418323,"('inhospitable', 'hospitable')",-0.7054693,-0.6418323,0.063637
20,0.73019195,0.565613,"('rough', 'thoughtful')",0.7301919,0.565613,-0.1645789
21,0.056024607,0.17351656,"('immoral', 'moral')",0.0560246,0.1735166,0.117492
22,-0.24322055,-0.19956827,"('untrustworthy', 'trustworthy')",-0.2432206,-0.1995683,0.0436523
23,5.998194,6.0423713,"('insincere', 'sincere')",5.9981942,6.0423713,0.0441771
24,1.5385008,1.5502254,"('dishonest', 'honest')",1.5385008,1.5502254,0.0117246
25,0.39257026,0.307544,"('egoistic', 'altruistic')",0.3925703,0.307544,-0.0850263
26,0.64641654,0.4425973,"('hardhearted', 'benevolent')",0.6464165,0.4425973,-0.2038192
27,1.358849,1.1477928,"('hardhearted', 'softhearted')",1.358849,1.1477928,-0.2110562
28,0.9640149,0.9189933,"('disloyal', 'loyal')",0.9640149,0.9189933,-0.0450216
29,-0.72525156,-0.8003451,"('unfair', 'fair')",-0.7252516,-0.8003451,-0.0750935
30,0.9425969,0.89014596,"('intolerant', 'tolerant')",0.9425969,0.890146,-0.0524509
31,-1.6875134,-1.7303308,"('evil', 'good')",-1.6875134,-1.7303308,-0.0428174
32,1.1518451,1.1108631,"('unkind', 'kind')",1.1518451,1.1108631,-0.040982
33,-0.5638308,-0.53592634,"('wrong', 'right')",-0.5638308,-0.5359263,0.0279045
34,4.541057,4.705641,"('mean', 'honorable')",4.5410571,4.7056408,0.1645837
35,-0.985502,-1.1669806,"('corrupt', 'incorrupt')",-0.985502,-1.1669806,-0.1814786
36,-0.9384295,-1.0679854,"('hostile', 'amicable')",-0.9384295,-1.0679854,-0.1295559
37,0.46482682,0.45834762,"('fake', 'genuine')",0.4648268,0.4583476,-0.0064792
38,-0.12670898,-0.0861706,"('untruthful', 'truthful')",-0.126709,-0.0861706,0.0405384
39,0.10135724,0.05558347,"('exploitative', 'cooperative')",0.1013572,0.0555835,-0.0457737
40,-1.5123063,-1.6905711,"('stingy', 'generous')",-1.5123063,-1.6905711,-0.1782648
41,-0.1760668,-0.20374385,"('unforgiving', 'forgiving')",-0.1760668,-0.2037438,-0.027677
42,-1.8966976,-1.890648,"('unreliable', 'reliable')",-1.8966976,-1.890648,0.0060496
43,1.319213,1.3495127,"('irresponsible', 'responsible')",1.319213,1.3495127,0.0302997
44,-1.136626,-1.1637756,"('prejudiced', 'unprejudiced')",-1.136626,-1.1637756,-0.0271496
45,0.22061618,0.21695629,"('incompetent', 'competent')",0.2206162,0.2169563,-0.0036599
46,-0.40497014,-0.3485495,"('uncompetitive', 'competitive')",-0.4049701,-0.3485495,0.0564206
47,4.7893534,5.051073,"('stupid', 'smart')",4.7893534,5.0510731,0.2617197
48,0.7713923,0.66159785,"('unintelligent', 'intelligent')",0.7713923,0.6615978,-0.1097945
49,-0.08070229,0.007393632,"('unable', 'able')",-0.0807023,0.0073936,0.0880959
50,-0.17188238,-0.18639699,"('clumsy', 'skillful')",-0.1718824,-0.186397,-0.0145146
51,0.43416095,0.37794405,"('uneducated', 'educated')",0.4341609,0.3779441,-0.0562168
52,-0.6788081,-0.8508111,"('irrational', 'rational')",-0.6788081,-0.8508111,-0.172003
53,-0.021758094,-0.096262425,"('uncreative', 'creative')",-0.0217581,-0.0962624,-0.0745043
54,0.68907464,0.8190026,"('incapable', 'capable')",0.6890746,0.8190026,0.129928
55,0.8255803,0.8116765,"('incompetent', 'clever')",0.8255803,0.8116765,-0.0139038
56,1.1392066,1.137347,"('impractical', 'practical')",1.1392066,1.137347,-0.0018596
57,-2.2202315,-2.2232788,"('unimaginative', 'imaginative')",-2.2202315,-2.2232788,-0.0030473
58,-0.074037194,-0.11544962,"('undiscriminating', 'discriminating')",-0.0740372,-0.1154496,-0.0414124
59,-0.015276421,-0.011194006,"('foolish', 'wise')",-0.0152764,-0.011194,0.0040824
