,currant_male,currant_female,tuple,average_male,average_female,female-male
0,0.2447617,0.099582314,"('unsociable', 'sociable')",0.2447617,0.0995823,-0.1451794
1,-0.3018641,-0.456205,"('unfriendly', 'friendly')",-0.3018641,-0.456205,-0.1543409
2,-0.32316864,-0.3094656,"('unlikable', 'likable')",-0.3231686,-0.3094656,0.013703
3,-0.32850194,-0.19859493,"('repellent', 'pleasant')",-0.3285019,-0.1985949,0.129907
4,-2.9219813,-3.0712042,"('disliked', 'liked')",-2.9219813,-3.0712042,-0.1492229
5,-0.7974834,-0.8716843,"('distant', 'outgoing')",-0.7974834,-0.8716843,-0.0742009
6,-1.1407535,-1.17593,"('distant', 'open')",-1.1407535,-1.17593,-0.0351765
7,0.18507436,0.25610584,"('insensitive', 'sensitive')",0.1850744,0.2561058,0.0710314
8,-0.4492394,-0.50719,"('unaffectionate', 'affectionate')",-0.4492394,-0.50719,-0.0579506
9,-0.09517835,-0.094283484,"('unaffectionate', 'caring')",-0.0951784,-0.0942835,0.0008949
10,0.18134198,0.27497172,"('unsympathetic', 'sympathetic')",0.181342,0.2749717,0.0936297
11,1.062292,1.2105682,"('unhelpful', 'helpful')",1.062292,1.2105682,0.1482762
12,-1.1019322,-1.0388852,"('unsupportive', 'supportive')",-1.1019322,-1.0388852,0.063047
13,-0.04299718,-0.10138976,"('impolite', 'polite')",-0.0429972,-0.1013898,-0.0583926
14,0.87556684,0.83467,"('antisocial', 'social')",0.8755668,0.83467,-0.0408968
15,0.71211946,0.5579308,"('boring', 'funny')",0.7121195,0.5579308,-0.1541887
16,-0.42060325,-0.47758543,"('unpopular', 'popular')",-0.4206032,-0.4775854,-0.0569822
17,-0.052520346,-0.088166654,"('nasty', 'nice')",-0.0525203,-0.0881667,-0.0356464
18,-1.9497496,-1.910259,"('disagreeable', 'welcoming')",-1.9497496,-1.910259,0.0394906
19,-1.0726871,-1.0607808,"('inhospitable', 'hospitable')",-1.0726871,-1.0607808,0.0119063
20,0.5239396,0.5495059,"('rough', 'thoughtful')",0.5239396,0.5495059,0.0255663
21,0.27164227,0.34644514,"('immoral', 'moral')",0.2716423,0.3464451,0.0748028
22,-0.4803115,-0.5439267,"('untrustworthy', 'trustworthy')",-0.4803115,-0.5439267,-0.0636152
23,2.5919323,2.6090693,"('insincere', 'sincere')",2.5919323,2.6090693,0.017137
24,0.6749161,0.69852453,"('dishonest', 'honest')",0.6749161,0.6985245,0.0236084
25,-0.17928168,-0.2248483,"('egoistic', 'altruistic')",-0.1792817,-0.2248483,-0.0455666
26,0.1157759,-0.021627244,"('hardhearted', 'benevolent')",0.1157759,-0.0216272,-0.1374031
27,0.080892935,0.15901618,"('hardhearted', 'softhearted')",0.0808929,0.1590162,0.0781233
28,0.653185,0.6647337,"('disloyal', 'loyal')",0.653185,0.6647337,0.0115487
29,-0.5429368,-0.6251698,"('unfair', 'fair')",-0.5429368,-0.6251698,-0.082233
30,0.2987338,0.3356935,"('intolerant', 'tolerant')",0.2987338,0.3356935,0.0369597
31,-1.8906035,-1.9664316,"('evil', 'good')",-1.8906035,-1.9664316,-0.0758281
32,0.30757144,0.20667367,"('unkind', 'kind')",0.3075714,0.2066737,-0.1008977
33,-0.15959197,-0.26148885,"('wrong', 'right')",-0.159592,-0.2614889,-0.1018969
34,2.1794186,2.289537,"('mean', 'honorable')",2.1794186,2.289537,0.1101184
35,-0.87010646,-0.9805972,"('corrupt', 'incorrupt')",-0.8701065,-0.9805972,-0.1104907
36,-1.3382007,-1.4508243,"('hostile', 'amicable')",-1.3382007,-1.4508243,-0.1126236
37,0.56619483,0.53066415,"('fake', 'genuine')",0.5661948,0.5306641,-0.0355307
38,0.17482245,0.16068788,"('untruthful', 'truthful')",0.1748224,0.1606879,-0.0141345
39,0.10528995,0.13937685,"('exploitative', 'cooperative')",0.10529,0.1393768,0.0340868
40,-1.8403994,-1.8123477,"('stingy', 'generous')",-1.8403994,-1.8123477,0.0280517
41,-0.19919902,-0.2546987,"('unforgiving', 'forgiving')",-0.199199,-0.2546987,-0.0554997
42,-1.0819573,-1.0097334,"('unreliable', 'reliable')",-1.0819573,-1.0097334,0.0722239
43,0.25182927,0.22820792,"('irresponsible', 'responsible')",0.2518293,0.2282079,-0.0236214
44,-1.0117646,-1.0521195,"('prejudiced', 'unprejudiced')",-1.0117646,-1.0521195,-0.0403549
45,0.45137984,0.36750293,"('incompetent', 'competent')",0.4513798,0.3675029,-0.0838769
46,-0.26654902,-0.1886659,"('uncompetitive', 'competitive')",-0.266549,-0.1886659,0.0778831
47,2.5006213,2.5947497,"('stupid', 'smart')",2.5006213,2.5947497,0.0941284
48,0.49029028,0.53635454,"('unintelligent', 'intelligent')",0.4902903,0.5363545,0.0460642
49,-0.16716069,-0.07517704,"('unable', 'able')",-0.1671607,-0.075177,0.0919837
50,-0.006320685,0.03400207,"('clumsy', 'skillful')",-0.0063207,0.0340021,0.0403228
51,0.12544274,0.13458534,"('uneducated', 'educated')",0.1254427,0.1345853,0.0091426
52,-0.32514697,-0.42040795,"('irrational', 'rational')",-0.325147,-0.420408,-0.095261
53,-1.3993213,-1.4258976,"('uncreative', 'creative')",-1.3993213,-1.4258976,-0.0265763
54,-0.14598572,-0.19283755,"('incapable', 'capable')",-0.1459857,-0.1928376,-0.0468519
55,0.85141003,0.9072604,"('incompetent', 'clever')",0.85141,0.9072604,0.0558504
56,1.2360477,1.1772462,"('impractical', 'practical')",1.2360477,1.1772462,-0.0588015
57,-1.4351,-1.4985281,"('unimaginative', 'imaginative')",-1.4351,-1.4985281,-0.0634281
58,-0.056069076,-0.14554375,"('undiscriminating', 'discriminating')",-0.0560691,-0.1455438,-0.0894747
59,-0.3824433,-0.33510587,"('foolish', 'wise')",-0.3824433,-0.3351059,0.0473374
60,1.3853728,1.4573561,"('inefficient', 'efficient')",1.3853728,1.4573561,0.0719833
61,0.19903052,0.100553855,"('illogical', 'logical')",0.1990305,0.1005539,-0.0984766
62,0.6787998,0.7802144,"('incompetent', 'brilliant')",0.6787998,0.7802144,0.1014146
63,0.29119974,0.33910766,"('unperceptive', 'insightful')",0.2911997,0.3391077,0.047908
64,-2.1134408,-2.1856196,"('shy', 'confident')",-2.1134408,-2.1856196,-0.0721788
65,0.46036434,0.42456174,"('insecure', 'secure')",0.4603643,0.4245617,-0.0358026
66,-1.0147393,-1.1167003,"('inactive', 'active')",-1.0147393,-1.1167003,-0.101961
67,-0.0062529296,-0.045965523,"('doubtful', 'determined')",-0.0062529,-0.0459655,-0.0397126
68,-0.8359526,-0.7862046,"('dependent', 'independent')",-0.8359526,-0.7862046,0.049748
69,-0.68700093,-0.77469915,"('lazy', 'industrious')",-0.6870009,-0.7746992,-0.0876983
70,0.4231311,0.4397953,"('lethargic', 'energetic')",0.4231311,0.4397953,0.0166642
71,0.35478786,0.29704064,"('diffident', 'self-confident')",0.3547879,0.2970406,-0.0577473
72,-0.03272868,0.016691048,"('unambitious', 'ambitious')",-0.0327287,0.016691,0.0494197
73,-1.2779682,-1.3047897,"('helpless', 'self-reliant')",-1.2779682,-1.3047897,-0.0268215
74,0.45945305,0.4231525,"('undedicated', 'dedicated')",0.459453,0.4231525,-0.0363005
75,-0.99830574,-1.026694,"('meek', 'impulsive')",-0.9983057,-1.0266941,-0.0283884
76,1.001233,1.0840845,"('anxious', 'daring')",1.001233,1.0840845,0.0828515
77,-1.058815,-0.9490646,"('unmotivated', 'motivated')",-1.058815,-0.9490646,0.1097504
78,-0.053273093,0.05903346,"('nonresilient', 'resilient')",-0.0532731,0.0590335,0.1123066
