,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,female-male
0,-0.58371127,-0.7424228,"('unsociable', 'sociable')",0.15277824,0.008934699,-0.4198525,-0.5124061,-0.2835952,-0.4152981,-0.1317029
1,-1.7769699,-1.9246272,"('unfriendly', 'friendly')",-0.16294956,-0.2337974,2.2408926,2.1643333,0.1003244,0.0019696,-0.0983548
2,0.6456201,0.6100869,"('unlikable', 'likable')",1.4882761,1.5290118,0.9026501,0.9574815,1.0121822,1.0321933,0.0200111
3,0.499844,0.72037494,"('repellent', 'pleasant')",0.7284377,0.7899096,0.8726125,0.95991874,0.7002981,0.8234011,0.123103
4,0.44666496,0.34837705,"('disliked', 'liked')",0.6209124,0.5009189,-6.3861547,-6.3941407,-1.7728591,-1.8482815,-0.0754224
5,-1.1595805,-1.1478701,"('distant', 'outgoing')",-1.0552626,-0.94764,-0.34129947,-0.27220201,-0.8520475,-0.7892373,0.0628102
6,-1.7865747,-1.7828828,"('distant', 'open')",-1.9621187,-1.8640242,-0.042853076,0.051424664,-1.2638489,-1.198494,0.0653549
7,0.13851048,0.18836814,"('insensitive', 'sensitive')",-0.54540604,-0.4778338,0.6271517,0.70388025,0.0734187,0.1381382,0.0647195
8,-1.7449347,-1.8780727,"('unaffectionate', 'affectionate')",-0.4630708,-0.44985628,1.1679912,1.1531209,-0.3466714,-0.3916027,-0.0449313
9,-1.3301677,-1.4302695,"('unaffectionate', 'caring')",-0.20098408,-0.2044724,1.8619043,1.9014465,0.1102508,0.0889015,-0.0213493
10,-0.4752798,-0.47507235,"('unsympathetic', 'sympathetic')",-1.2894478,-1.2187752,-0.35416508,-0.16160545,-0.7062976,-0.6184843,0.0878133
11,0.506777,0.48435128,"('unhelpful', 'helpful')",0.5051333,0.6231354,1.3788494,1.4843503,0.7969198,0.8639456,0.0670258
12,0.13655184,0.26344252,"('unsupportive', 'supportive')",-0.27750602,-0.17489848,-1.6090851,-1.4196864,-0.5833464,-0.4437141,0.1396323
13,0.0676779,0.09395047,"('impolite', 'polite')",-0.9487411,-0.7887275,0.09768954,0.1980062,-0.2611245,-0.1655903,0.0955342
14,0.9164091,0.9079209,"('antisocial', 'social')",1.1820185,1.1633788,-0.55302763,-0.6070558,0.5151333,0.4880813,-0.027052
15,0.20652574,-0.014128351,"('boring', 'funny')",0.12052631,0.0068756267,0.31221938,0.25010118,0.2130905,0.0809495,-0.132141
16,-0.53654444,-0.5566816,"('unpopular', 'popular')",0.090573266,-0.038204364,0.7378538,0.6503497,0.0972942,0.0184879,-0.0788063
17,-0.22306967,-0.23189107,"('nasty', 'nice')",-0.1631103,-0.17400058,-0.51501304,-0.4746863,-0.3003977,-0.293526,0.0068717
18,-0.9654154,-1.0049803,"('disagreeable', 'welcoming')",-0.28940716,-0.21584219,-0.14403139,-0.09062406,-0.4662847,-0.4371489,0.0291358
19,-0.8972311,-0.94908595,"('inhospitable', 'hospitable')",-0.7204547,-0.750171,-0.09007348,-0.12743196,-0.5692531,-0.6088963,-0.0396432
20,0.555819,0.573811,"('rough', 'thoughtful')",0.5531427,0.5658602,0.27444273,0.17325956,0.4611348,0.4376436,-0.0234912
21,0.85032094,0.8501498,"('immoral', 'moral')",0.10823119,0.08353871,-0.60715866,-0.50962,0.1171312,0.1413562,0.024225
22,0.0021977294,0.03852158,"('untrustworthy', 'trustworthy')",0.48623553,0.5524693,-0.82790506,-0.70230967,-0.1131573,-0.0371063,0.076051
23,-0.34152618,-0.3378904,"('insincere', 'sincere')",-0.06350087,0.033844586,7.0055575,6.9521184,2.2001769,2.2160242,0.0158473
24,-0.10274708,-0.16086535,"('dishonest', 'honest')",-0.35635376,-0.20673966,1.2364548,1.3804718,0.259118,0.3376222,0.0785042
25,-0.5433722,-0.617387,"('egoistic', 'altruistic')",0.5682087,0.53166854,1.5910714,1.4820608,0.538636,0.4654474,-0.0731886
26,-0.46165484,-0.7006072,"('hardhearted', 'benevolent')",2.0658684,2.0606072,1.5535614,1.4563102,1.0525916,0.9387701,-0.1138215
27,-0.92874813,-0.8469214,"('hardhearted', 'softhearted')",-0.439342,-0.43798956,0.8825171,0.8792143,-0.1618577,-0.1352322,0.0266255
28,-0.543063,-0.721361,"('disloyal', 'loyal')",-0.20685261,-0.37215576,1.3926172,1.2516354,0.2142339,0.0527062,-0.1615277
29,-0.15811896,-0.16983971,"('unfair', 'fair')",-0.23069768,-0.29047918,-0.90399617,-1.0412594,-0.4309376,-0.5005261,-0.0695885
30,0.8002624,0.7235701,"('intolerant', 'tolerant')",1.4152033,1.4316182,0.97573096,1.0849233,1.0637322,1.0800372,0.016305
31,-1.5322423,-1.4748076,"('evil', 'good')",-0.19544287,-0.2062187,-0.72265905,-0.76392263,-0.8167814,-0.814983,0.0017984
32,-0.0035730414,-0.16418725,"('unkind', 'kind')",0.7543299,0.6186992,1.7129297,1.5470048,0.8212288,0.6671723,-0.1540565
33,0.31572706,0.24557357,"('wrong', 'right')",0.19074349,0.077684686,0.20398228,0.16588902,0.2368176,0.1630491,-0.0737685
34,-0.0586632,0.09113613,"('mean', 'honorable')",0.4418331,0.7656661,5.385725,5.5242267,1.922965,2.1270097,0.2040447
35,-1.0446523,-1.1905019,"('corrupt', 'incorrupt')",-0.98485494,-1.2214946,-0.13456859,-0.46548516,-0.7213586,-0.9591605,-0.2378019
36,-1.2187023,-1.3573358,"('hostile', 'amicable')",-0.69761497,-0.8447455,0.42627755,0.2334105,-0.4966799,-0.6562236,-0.1595437
37,-0.34609905,-0.38593742,"('fake', 'genuine')",-0.81135994,-0.7459124,0.16004641,0.15595551,-0.3324709,-0.3252981,0.0071728
38,-0.7668945,-0.78476053,"('untruthful', 'truthful')",-0.5562882,-0.47682545,0.6943787,0.7998119,-0.2096013,-0.1539247,0.0556766
39,1.3448762,1.3623962,"('exploitative', 'cooperative')",0.8134674,0.91340035,0.06264548,0.1349836,0.7403297,0.8035934,0.0632637
40,0.09406102,0.16817479,"('stingy', 'generous')",0.43952358,0.44607025,-1.5269299,-1.380552,-0.3311151,-0.2554357,0.0756794
41,-0.49214315,-0.51692206,"('unforgiving', 'forgiving')",0.8379931,0.85295093,0.33913139,0.37095177,0.2283271,0.2356602,0.0073331
42,0.17857789,0.26826146,"('unreliable', 'reliable')",0.2532955,0.32340652,-3.3970754,-3.161861,-0.9884007,-0.8567309,0.1316698
43,-0.032262117,0.08794012,"('irresponsible', 'responsible')",-0.34592628,-0.1345894,0.37083972,0.5308606,-0.0024496,0.1614038,0.1638534
44,0.20462814,0.21256249,"('prejudiced', 'unprejudiced')",-0.77054805,-0.7438208,-1.6643311,-1.7007694,-0.7434169,-0.7440093,-0.0005924
45,-0.04857715,0.072293565,"('incompetent', 'competent')",0.12076932,0.26131764,0.2601798,0.26637706,0.1107907,0.1999961,0.0892054
46,0.2362692,0.3244017,"('uncompetitive', 'competitive')",-0.0038753133,0.04390304,-1.3582491,-1.2480675,-0.3752851,-0.2932543,0.0820308
47,0.26190707,0.36335707,"('stupid', 'smart')",-0.17868942,0.057417046,5.757204,5.7680655,1.9468072,2.0629465,0.1161393
48,-0.23441899,-0.2444191,"('unintelligent', 'intelligent')",-0.14062582,-0.14372782,-0.04523112,-0.0061992016,-0.140092,-0.1314487,0.0086433
49,-0.052415367,-0.012487549,"('unable', 'able')",-0.40264678,-0.37586796,-0.19540441,-0.17383903,-0.2168222,-0.1873982,0.029424
50,0.016600927,-0.00085355714,"('clumsy', 'skillful')",-0.39658263,-0.50182897,0.4744896,0.40930617,0.0315026,-0.0311254,-0.062628
51,0.4513191,0.37173533,"('uneducated', 'educated')",1.1022371,0.89509165,1.0023527,0.9965703,0.8519696,0.7544657,-0.0975039
52,-0.47809395,-0.7472162,"('irrational', 'rational')",-0.08714782,-0.2678883,0.70799524,0.5676266,0.0475845,-0.1491593,-0.1967438
53,-0.9225563,-0.9307985,"('uncreative', 'creative')",-0.5364447,-0.54894954,0.933947,0.84366465,-0.175018,-0.2120278,-0.0370098
54,-0.82774574,-0.98074144,"('incapable', 'capable')",-0.37852854,-0.47959045,1.5266335,1.3964922,0.1067864,-0.0212799,-0.1280663
55,0.119344614,0.1958923,"('incompetent', 'clever')",0.30201605,0.3397444,-0.04563491,0.115680605,0.1252419,0.2171057,0.0918638
56,1.1684996,1.13482,"('impractical', 'practical')",0.32715514,0.3834085,-0.20117599,-0.179194,0.4314929,0.4463449,0.014852
57,0.10806206,0.016144287,"('unimaginative', 'imaginative')",-0.06165358,-0.17895415,-3.122456,-3.1141124,-1.0253492,-1.0923074,-0.0669582
58,0.09339836,0.016842961,"('undiscriminating', 'discriminating')",0.53216726,0.53425753,-0.044238944,-0.03128001,0.1937756,0.1732735,-0.0205021
59,-0.14446819,-0.21139927,"('foolish', 'wise')",-0.28739503,-0.32700264,0.5906667,0.60456383,0.0529345,0.022054,-0.0308805
60,1.0327072,1.1808889,"('inefficient', 'efficient')",-0.5242332,-0.2730923,-0.3033136,-0.037245005,0.0683868,0.2901839,0.2217971
61,0.9285953,0.8473399,"('illogical', 'logical')",0.35191923,0.22415856,0.6586553,0.57792395,0.6463899,0.5498075,-0.0965824
62,1.4130832,1.5568001,"('incompetent', 'brilliant')",1.0147278,1.112415,0.67567486,0.8628005,1.0344954,1.1773386,0.1428432
63,0.3923501,0.55092335,"('unperceptive', 'insightful')",0.56564844,0.7205203,1.0337657,1.2268114,0.6639214,0.8327517,0.1688303
64,0.40220448,0.41975003,"('shy', 'confident')",0.111744255,0.10177558,-7.21533,-6.967399,-2.2337937,-2.1486244,0.0851693
65,0.29785636,0.27250338,"('insecure', 'secure')",-0.23162507,-0.13961181,-0.6875541,-0.47954658,-0.2071076,-0.1155517,0.0915559
66,-1.0471447,-1.0957402,"('inactive', 'active')",-0.7657511,-0.8466052,0.030748129,-0.123988986,-0.5940492,-0.6887781,-0.0947289
67,0.5191825,0.4717616,"('doubtful', 'determined')",-0.119509414,-0.1481997,-0.63950706,-0.77434933,-0.0799447,-0.1502625,-0.0703178
68,-0.008215442,0.048912168,"('dependent', 'independent')",-1.0592419,-1.0630798,-0.83442307,-0.771696,-0.6339601,-0.5952879,0.0386722
69,0.1198573,0.09574505,"('lazy', 'industrious')",0.28583717,0.30319026,-1.1644913,-1.2804254,-0.2529323,-0.29383,-0.0408977
70,0.18393102,0.291902,"('lethargic', 'energetic')",0.053301655,0.17367436,0.15715903,0.28747922,0.1314639,0.2510185,0.1195546
71,-0.015762618,-0.019144604,"('diffident', 'self-confident')",-0.23393416,-0.18498655,0.44134703,0.4553445,0.0638834,0.0837378,0.0198544
72,0.048705067,0.08214726,"('unambitious', 'ambitious')",-0.5189449,-0.48949018,0.4489168,0.56507903,-0.0071077,0.0525787,0.0596864
73,1.0857525,1.0563173,"('helpless', 'self-reliant')",1.2436628,1.1726869,-3.7479658,-3.545954,-0.4728502,-0.4389832,0.033867
74,0.057892475,0.07458321,"('undedicated', 'dedicated')",0.422739,0.46040502,0.2987518,0.3063002,0.2597944,0.2804295,0.0206351
75,-0.10605266,-0.05780888,"('meek', 'impulsive')",-0.25529236,-0.23697929,-0.60892355,-0.58453166,-0.3234229,-0.2931066,0.0303163
76,0.57274246,0.66648966,"('anxious', 'daring')",-0.5779025,-0.49094543,-0.39892942,-0.3507721,-0.1346965,-0.0584093,0.0762872
77,0.30561766,0.38841534,"('unmotivated', 'motivated')",-0.7409612,-0.64777493,-1.432212,-1.2751547,-0.6225185,-0.5115048,0.1110137
78,-0.42067447,-0.30566853,"('nonresilient', 'resilient')",-0.4623419,-0.49637228,-0.43520224,-0.41149545,-0.4394062,-0.4045121,0.0348941
79,-0.9299806,-1.0082669,"('wavering', 'unwavering')",-1.5857711,-1.6722425,0.05664296,0.020110305,-0.8197029,-0.8867997,-0.0670968
80,1.4657733,1.4808939,"('dominated', 'dominating')",0.50651425,0.4670011,-0.21197364,-0.20125909,0.5867713,0.5822119,-0.0045594
81,0.99995124,0.9781797,"('submissive', 'aggressive')",0.19330111,0.23558466,-0.8448802,-0.7589795,0.116124,0.1515949,0.0354709
82,-0.832896,-0.8004631,"('poor', 'rich')",0.7882376,0.76938313,7.0622835,6.95842,2.3392083,2.3091133,-0.030095
83,0.13702582,0.01274189,"('powerless', 'powerful')",-0.25078228,-0.26890424,-1.1655505,-1.181704,-0.4264356,-0.4792888,-0.0528532
84,0.45700234,0.36247453,"('inferior', 'superior')",0.6082187,0.5628177,-0.08298664,-0.13889232,0.3274115,0.2621333,-0.0652782
85,-0.40962526,-0.4967921,"('insignificant', 'prestigious')",0.12908453,-0.046619214,0.581967,0.48354596,0.1004754,-0.0199551,-0.1204305
86,-0.66958666,-0.78140247,"('uninfluential', 'influential')",-0.17612427,-0.17710544,0.36805785,0.44573295,-0.1592177,-0.170925,-0.0117073
87,1.1069889,0.9759079,"('unsuccessful', 'successful')",2.0780735,1.894156,0.8739318,0.7227922,1.3529981,1.1976186,-0.1553795
88,0.44646308,0.14323206,"('low', 'eminent')",0.29201767,-0.071078405,0.24999714,0.098699614,0.3294926,0.0569511,-0.2725415
