,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.69590163,-0.87231565,"('unsociable', 'sociable')",-0.97094643,-1.2113374,-0.24844493,-0.39455983,-0.25343877,-0.44265795,-0.5421829,-0.7302177,-0.1880348
1,-1.2145545,-1.1625286,"('unfriendly', 'friendly')",-2.1560621,-2.1931536,-2.0700712,-2.2093794,1.3116704,1.1863017,-1.0322545,-1.09469,-0.0624355
2,0.721373,0.61535496,"('unlikable', 'likable')",0.9079648,0.92540663,0.7626157,0.76054674,0.27936253,0.29915512,0.667829,0.6501158,-0.0177132
3,-1.5603018,-1.5413426,"('repellent', 'pleasant')",-0.37480602,-0.43402344,0.008226147,0.029006848,0.14492118,0.22362077,-0.4454901,-0.4306846,0.0148055
4,0.35171404,0.25584233,"('disliked', 'liked')",-0.4739808,-0.556178,-0.9831325,-1.1349572,-6.029638,-6.13003,-1.7837592,-1.8913307,-0.1075715
5,0.4952888,0.5935172,"('distant', 'outgoing')",-0.7268919,-0.6327924,-1.5164881,-1.5116442,-0.5304717,-0.5332228,-0.5696408,-0.5210356,0.0486052
6,0.2998371,0.40989617,"('distant', 'open')",-0.9836715,-0.8642532,-1.5009532,-1.5113531,-0.090726644,-0.10249813,-0.5688785,-0.5170521,0.0518264
7,-1.3549253,-1.4823494,"('insensitive', 'sensitive')",-0.6334075,-0.67001534,-0.10811855,-0.08133358,0.51221263,0.5363918,-0.3960597,-0.4243267,-0.028267
8,0.20311025,0.26346168,"('unaffectionate', 'affectionate')",-2.2390788,-2.2755442,-2.807448,-2.8120797,-0.04224011,-0.15099731,-1.2214141,-1.2437899,-0.0223758
9,-0.16874908,-0.12062232,"('unaffectionate', 'caring')",-2.1235304,-2.1861174,-2.096411,-2.1495814,0.6746706,0.5952482,-0.9285049,-0.9652683,-0.0367634
10,-1.569845,-1.7399384,"('unsympathetic', 'sympathetic')",-1.5504496,-1.6576208,-0.7930751,-0.78097034,-0.044244595,-0.16731547,-0.9894035,-1.0864613,-0.0970578
11,-0.10459619,-0.2511686,"('unhelpful', 'helpful')",-0.6339479,-0.7142218,-0.23421787,-0.32546344,1.8793553,1.7693005,0.2266483,0.1196117,-0.1070366
12,0.042897142,0.0062068496,"('unsupportive', 'supportive')",-2.0960844,-2.0980878,-1.6399227,-1.6341487,-2.1786468,-2.2130532,-1.4679391,-1.4847708,-0.0168317
13,-0.22134472,-0.35314253,"('impolite', 'polite')",0.48561066,0.41472852,1.4294524,1.4410082,0.12591243,0.11648907,0.4549077,0.4047708,-0.0501369
14,-0.8973919,-1.1191846,"('antisocial', 'social')",0.31751126,0.13386971,1.4555314,1.4295434,-0.26859742,-0.3012342,0.1517633,0.0357486,-0.1160147
15,-0.06778178,-0.22045723,"('boring', 'funny')",0.95042515,0.888477,0.8297009,0.6794798,0.5203214,0.46735334,0.5581664,0.4537132,-0.1044532
16,-0.9183709,-0.8692948,"('unpopular', 'popular')",0.122280896,0.06995627,-0.4685459,-0.58043367,0.7997451,0.8335546,-0.1162227,-0.1365544,-0.0203317
17,-0.49757612,-0.5147904,"('nasty', 'nice')",-0.42302576,-0.39366034,0.11728583,0.14727804,-0.5045896,-0.44320926,-0.3269764,-0.3010955,0.0258809
18,-0.16254824,-0.18230745,"('disagreeable', 'welcoming')",-0.29044932,-0.23291291,-0.50873363,-0.46019408,-0.43972835,-0.47295293,-0.3503649,-0.3370919,0.013273
19,0.91909045,0.95346105,"('inhospitable', 'hospitable')",-0.7506973,-0.6844449,-1.4868106,-1.5119706,-0.48252976,-0.4741314,-0.4502368,-0.4292715,0.0209653
20,-0.61050546,-0.62154657,"('rough', 'thoughtful')",-0.26787296,-0.29706365,0.18153594,0.16682474,0.7383618,0.70108795,0.0103798,-0.0126744,-0.0230542
21,-1.0701793,-1.1625473,"('immoral', 'moral')",-0.8269701,-0.8671931,-0.15770973,-0.16692725,-0.852257,-0.9005294,-0.726779,-0.7742993,-0.0475203
22,-0.7772624,-0.9435613,"('untrustworthy', 'trustworthy')",-0.73708063,-0.7767523,-0.28670758,-0.3350335,-1.5487231,-1.5895504,-0.8374435,-0.9112244,-0.0737809
23,-0.9245406,-1.1005687,"('insincere', 'sincere')",-0.9419411,-1.0469387,0.03848164,-0.043790147,5.5646133,5.515473,0.9341533,0.8310439,-0.1031094
24,-1.2038559,-1.2939379,"('dishonest', 'honest')",-0.8445227,-0.8795148,-0.34611297,-0.30537257,0.8831486,0.8457391,-0.3778357,-0.4082716,-0.0304359
25,-0.4750969,-0.31082773,"('egoistic', 'altruistic')",-0.27336723,-0.16883074,-0.22254603,-0.13602203,1.2305645,1.2812952,0.0648886,0.1664037,0.1015151
26,0.33227348,0.3247813,"('hardhearted', 'benevolent')",0.35314786,0.25981256,0.5424926,0.389549,1.1976527,1.0271108,0.6063917,0.5003134,-0.1060783
27,-1.312216,-1.2453985,"('hardhearted', 'softhearted')",-1.3575486,-1.2405239,-0.9710785,-0.8259686,0.9346755,0.92809796,-0.6765419,-0.5959483,0.0805936
28,-1.3651922,-1.5032727,"('disloyal', 'loyal')",-1.7109601,-1.8884355,-1.3671764,-1.4951395,0.71752185,0.5557442,-0.9314517,-1.0827758,-0.1513241
29,-0.15936348,-0.19873685,"('unfair', 'fair')",-0.91664577,-0.9049186,-1.597683,-1.6335391,-1.0027523,-1.101269,-0.9191111,-0.9596159,-0.0405048
30,-0.039150868,-0.21902993,"('intolerant', 'tolerant')",0.117660984,-0.03928481,1.3660203,1.2995446,1.6997086,1.603193,0.7860597,0.6611058,-0.1249539
31,-0.26249158,-0.16337216,"('evil', 'good')",-0.7312825,-0.5982162,-1.3349339,-1.3467797,-1.1671185,-1.1453553,-0.8739566,-0.8134308,0.0605258
32,-1.1011288,-1.2025509,"('unkind', 'kind')",-0.14794196,-0.19323471,0.56655073,0.49266276,0.9212379,0.7840203,0.0596795,-0.0297756,-0.0894551
33,0.59432787,0.62366545,"('wrong', 'right')",0.14684345,0.17427345,-0.1338515,-0.1172654,-0.6506762,-0.6440001,-0.0108391,0.0091683,0.0200074
34,-0.3184424,-0.25340098,"('mean', 'honorable')",0.06909647,0.15333751,0.3804462,0.4009202,5.9103913,6.0022006,1.5103729,1.5757643,0.0653914
35,0.8228349,0.81572795,"('corrupt', 'incorrupt')",0.4731672,0.50097674,-0.35616428,-0.3758027,-0.24104258,-0.28898168,0.1746988,0.1629801,-0.0117187
36,0.07862302,0.14017051,"('hostile', 'amicable')",-0.2844168,-0.31342438,-1.1584786,-1.2861706,-0.108711086,-0.2157959,-0.3682459,-0.4188051,-0.0505592
37,-0.07757644,-0.08032966,"('fake', 'genuine')",0.045500092,0.11985049,-0.58419734,-0.46464673,0.0930468,0.12936628,-0.1308067,-0.0739399,0.0568668
38,0.112237245,0.009016994,"('untruthful', 'truthful')",-1.161268,-1.1691707,-0.8298168,-0.844288,0.22099778,0.24596207,-0.4144624,-0.4396199,-0.0251575
39,0.08881851,0.040638782,"('exploitative', 'cooperative')",0.3928978,0.4451003,0.53314894,0.6024211,-0.23359776,-0.20782885,0.1953169,0.2200828,0.0247659
40,-0.9380466,-1.0216929,"('stingy', 'generous')",-0.7843073,-0.7445139,-0.7424609,-0.7055714,-1.4538059,-1.4520488,-0.9796552,-0.9809567,-0.0013015
41,-0.6529138,-0.8597119,"('unforgiving', 'forgiving')",-0.51515806,-0.5683922,0.051032387,-0.027233507,0.122924075,0.037088357,-0.2485288,-0.3545623,-0.1060335
42,0.43661386,0.30740586,"('unreliable', 'reliable')",0.40264532,0.39000657,0.32623124,0.32384434,-3.2599118,-3.2720196,-0.5236053,-0.5626907,-0.0390854
43,0.2274465,0.08787675,"('irresponsible', 'responsible')",-1.0751214,-1.1447492,-0.51999474,-0.50180626,0.46179354,0.38294953,-0.226469,-0.2939323,-0.0674633
44,-0.06385478,-0.1583437,"('prejudiced', 'unprejudiced')",0.54866,0.5928097,0.5183929,0.6297153,-1.5212152,-1.4882542,-0.1295043,-0.1060182,0.0234861
45,-0.7920767,-1.0281063,"('incompetent', 'competent')",-0.4048294,-0.5730402,0.038317144,-0.03908988,-0.10045289,-0.21482104,-0.3147604,-0.4637644,-0.149004
46,-0.80392057,-0.95113575,"('uncompetitive', 'competitive')",-0.93894666,-1.1222887,-0.65380913,-0.70670605,-0.3933434,-0.49250132,-0.6975049,-0.8181579,-0.120653
47,-0.2915371,-0.24406242,"('stupid', 'smart')",-0.24289103,-0.2557345,0.74327594,0.71418047,5.087308,5.1388597,1.324039,1.3383108,0.0142718
48,-1.6244017,-1.698588,"('unintelligent', 'intelligent')",-1.3135669,-1.3865244,-0.3378221,-0.33048594,0.5271295,0.4763922,-0.6871654,-0.7348015,-0.0476361
49,-0.8401348,-0.836258,"('unable', 'able')",-0.80679834,-0.8143462,-0.92734975,-0.8304239,-0.5273419,-0.4361951,-0.7754062,-0.7293058,0.0461004
50,0.087908216,0.09358442,"('clumsy', 'skillful')",0.26458773,0.27582064,0.1344323,0.078381486,0.12244682,0.074346855,0.1523438,0.1305334,-0.0218104
51,0.036451027,-0.101063326,"('uneducated', 'educated')",-0.25545868,-0.3255999,0.16997081,0.051065013,0.50510895,0.43309325,0.114018,0.0143738,-0.0996442
52,0.25133312,0.31238306,"('irrational', 'rational')",-0.87338156,-0.8278581,-1.7039183,-1.7706245,-0.4801951,-0.547382,-0.7015405,-0.7083703,-0.0068298
53,-0.8264905,-0.80501795,"('uncreative', 'creative')",-1.0062824,-1.0351771,-0.6864479,-0.7980992,0.8525301,0.75084364,-0.4166727,-0.4718626,-0.0551899
54,-0.46907014,-0.47040555,"('incapable', 'capable')",-0.8013126,-0.8238014,-0.9344719,-0.9450092,0.7900346,0.77457845,-0.353705,-0.3661594,-0.0124544
55,-0.90355074,-1.0191596,"('incompetent', 'clever')",-0.87199664,-0.9530564,-0.29997134,-0.25760683,0.088117994,0.021445604,-0.4968502,-0.5520943,-0.0552441
56,0.32272545,0.13370235,"('impractical', 'practical')",0.6618113,0.5373035,1.335117,1.2639188,-0.09812036,-0.17768067,0.5553833,0.439311,-0.1160723
57,-1.285959,-1.5708293,"('unimaginative', 'imaginative')",-0.71520036,-0.90270185,-0.58445597,-0.7837236,-2.5295613,-2.6952267,-1.2787942,-1.4881203,-0.2093261
58,-0.68890554,-0.75577193,"('undiscriminating', 'discriminating')",-0.738796,-0.82495916,-0.9634636,-1.1272106,-0.070392676,-0.20292717,-0.6153894,-0.7277172,-0.1123278
59,0.91961205,0.9855267,"('foolish', 'wise')",-0.085343026,-0.029039888,-0.86988556,-0.93829894,-0.04670654,-0.0113036875,-0.0205808,0.001721,0.0223018
60,-0.94528323,-1.0163504,"('inefficient', 'efficient')",-0.12347455,-0.21881801,1.2528809,1.3521242,0.20287094,0.24264483,0.0967485,0.0899002,-0.0068483
61,-0.8764964,-0.98182106,"('illogical', 'logical')",-0.53260094,-0.61037695,-0.42925408,-0.4715372,0.03159305,-0.08682903,-0.4516896,-0.537641,-0.0859514
62,-0.41672814,-0.46546856,"('incompetent', 'brilliant')",-0.36671498,-0.40326864,-0.17776638,-0.0733066,0.22081609,0.3165355,-0.1850984,-0.1563771,0.0287213
63,-0.035063215,-0.12347056,"('unperceptive', 'insightful')",-1.0465821,-1.0765795,-0.53972083,-0.5990327,0.8916731,0.8988734,-0.1824233,-0.2250523,-0.042629
64,0.0073096678,-0.13306282,"('shy', 'confident')",-0.16942498,-0.23128676,-0.4811161,-0.4870985,-6.876981,-6.915626,-1.880053,-1.9417685,-0.0617155
65,-0.70095414,-0.8859084,"('insecure', 'secure')",-0.22141568,-0.30501878,0.9501404,0.9440205,-0.5010156,-0.5258009,-0.1183113,-0.1931769,-0.0748656
