,synchrony_male,synchrony_female,tuple,financial_male,financial_female,average_male,average_female,female-male
0,-0.5719247,-0.6804224,"('unsociable', 'sociable')",0.5198602,0.42594817,-0.0260322,-0.1272371,-0.1012049
1,-1.2075758,-1.267899,"('unfriendly', 'friendly')",1.6295332,1.4428729,0.2109787,0.0874869,-0.1234918
2,0.30777618,0.27741465,"('unlikable', 'likable')",0.8829639,0.8705324,0.5953701,0.5739735,-0.0213966
3,-0.8450057,-0.6628248,"('repellent', 'pleasant')",0.070774764,0.12726931,-0.3871155,-0.2677777,0.1193378
4,-0.060183305,-0.05442284,"('disliked', 'liked')",-7.572105,-7.7683787,-3.8161442,-3.9114008,-0.0952566
5,0.15518922,0.12539911,"('distant', 'outgoing')",-0.25839436,-0.3003291,-0.0516026,-0.087465,-0.0358624
6,-0.08781353,-0.098600365,"('distant', 'open')",-0.38220492,-0.40785864,-0.2350092,-0.2532295,-0.0182203
7,-0.84077346,-0.7287288,"('insensitive', 'sensitive')",0.98859054,1.0748175,0.0739085,0.1730444,0.0991359
8,-1.0835892,-1.0942065,"('unaffectionate', 'affectionate')",0.75505114,0.67066485,-0.164269,-0.2117708,-0.0475018
9,-1.4043256,-1.3932089,"('unaffectionate', 'caring')",1.6924713,1.6639006,0.1440728,0.1353459,-0.0087269
10,-2.4824524,-2.4908774,"('unsympathetic', 'sympathetic')",0.24998629,0.3505731,-1.1162331,-1.0701522,0.0460809
11,-0.07565859,-0.037293084,"('unhelpful', 'helpful')",2.5906658,2.6103842,1.2575036,1.2865455,0.0290419
12,-1.02524,-0.9242944,"('unsupportive', 'supportive')",-1.2367023,-1.2382077,-1.1309712,-1.081251,0.0497202
13,-0.9627992,-1.0631695,"('impolite', 'polite')",0.4624321,0.43405253,-0.2501836,-0.3145585,-0.0643749
14,-0.48693824,-0.52206707,"('antisocial', 'social')",0.822323,0.7375895,0.1676924,0.1077612,-0.0599312
15,0.3916806,0.2787547,"('boring', 'funny')",0.25188053,0.20269825,0.3217806,0.2407265,-0.0810541
