,hectare_male,hectare_female,tuple,average_male,average_female,female-male
0,-0.054953046,-0.17086458,"('unsociable', 'sociable')",-0.054953,-0.1708646,-0.1159116
1,1.2020998,1.2619298,"('unfriendly', 'friendly')",1.2020998,1.2619298,0.05983
2,-0.0671933,0.3226625,"('unlikable', 'likable')",-0.0671933,0.3226625,0.3898558
3,0.3947973,0.6343339,"('repellent', 'pleasant')",0.3947973,0.6343339,0.2395366
4,-7.153553,-7.239066,"('disliked', 'liked')",-7.153553,-7.2390661,-0.0855131
5,-0.552093,-0.29223108,"('distant', 'outgoing')",-0.552093,-0.2922311,0.2598619
6,-0.03395012,0.11502593,"('distant', 'open')",-0.0339501,0.1150259,0.148976
7,1.0200955,0.85980046,"('insensitive', 'sensitive')",1.0200955,0.8598005,-0.160295
8,1.1224914,1.0976734,"('unaffectionate', 'affectionate')",1.1224914,1.0976734,-0.024818
9,1.615477,1.5979158,"('unaffectionate', 'caring')",1.615477,1.5979158,-0.0175612
10,0.8887407,1.0235493,"('unsympathetic', 'sympathetic')",0.8887407,1.0235493,0.1348086
11,1.6264975,1.7827954,"('unhelpful', 'helpful')",1.6264975,1.7827954,0.1562979
12,-1.7199008,-1.5832465,"('unsupportive', 'supportive')",-1.7199008,-1.5832465,0.1366543
13,-0.055298857,0.056607828,"('impolite', 'polite')",-0.0552989,0.0566078,0.1119067
14,-0.1533818,-0.31977665,"('antisocial', 'social')",-0.1533818,-0.3197767,-0.1663949
15,0.06904493,0.075158,"('boring', 'funny')",0.0690449,0.075158,0.0061131
16,-0.3981135,-0.39479226,"('unpopular', 'popular')",-0.3981135,-0.3947923,0.0033212
17,-0.2085517,-0.007260777,"('nasty', 'nice')",-0.2085517,-0.0072608,0.2012909
18,-0.80344737,-0.6938024,"('disagreeable', 'welcoming')",-0.8034474,-0.6938024,0.109645
19,-0.5697372,-0.41698405,"('inhospitable', 'hospitable')",-0.5697372,-0.4169841,0.1527531
20,1.0225616,0.7578031,"('rough', 'thoughtful')",1.0225616,0.7578031,-0.2647585
21,-0.400316,-0.18535887,"('immoral', 'moral')",-0.400316,-0.1853589,0.2149571
22,-0.68167526,-0.5632952,"('untrustworthy', 'trustworthy')",-0.6816753,-0.5632952,0.1183801
23,6.274365,6.339764,"('insincere', 'sincere')",6.2743649,6.3397641,0.0653992
24,1.4571213,1.4368798,"('dishonest', 'honest')",1.4571213,1.4368798,-0.0202415
25,0.43206498,0.33242184,"('egoistic', 'altruistic')",0.432065,0.3324218,-0.0996432
26,1.1643984,0.72529954,"('hardhearted', 'benevolent')",1.1643984,0.7252995,-0.4390989
27,1.7531977,1.611436,"('hardhearted', 'softhearted')",1.7531977,1.611436,-0.1417617
28,1.2558005,1.1278901,"('disloyal', 'loyal')",1.2558005,1.1278901,-0.1279104
29,-0.22978923,-0.42358154,"('unfair', 'fair')",-0.2297892,-0.4235815,-0.1937923
30,0.5635205,0.7106638,"('intolerant', 'tolerant')",0.5635205,0.7106638,0.1471433
31,-1.386883,-1.3696234,"('evil', 'good')",-1.386883,-1.3696234,0.0172596
32,1.4371772,1.3071767,"('unkind', 'kind')",1.4371772,1.3071767,-0.1300005
33,-0.50183344,-0.50221497,"('wrong', 'right')",-0.5018334,-0.502215,-0.0003816
34,4.6701827,4.831203,"('mean', 'honorable')",4.6701827,4.831203,0.1610203
35,-0.7264798,-1.0958245,"('corrupt', 'incorrupt')",-0.7264798,-1.0958245,-0.3693447
36,-0.76869816,-0.92159694,"('hostile', 'amicable')",-0.7686982,-0.9215969,-0.1528987
37,0.92419136,0.9328242,"('fake', 'genuine')",0.9241914,0.9328242,0.0086328
38,-0.10428727,0.057467505,"('untruthful', 'truthful')",-0.1042873,0.0574675,0.1617548
39,0.013091026,-0.09777446,"('exploitative', 'cooperative')",0.013091,-0.0977745,-0.1108655
40,-1.4741437,-1.7208775,"('stingy', 'generous')",-1.4741437,-1.7208775,-0.2467338
41,0.11722395,0.085829005,"('unforgiving', 'forgiving')",0.1172239,0.085829,-0.0313949
42,-2.4029372,-2.214159,"('unreliable', 'reliable')",-2.4029372,-2.214159,0.1887782
43,0.7963481,1.0938468,"('irresponsible', 'responsible')",0.7963481,1.0938468,0.2974987
44,-1.2116582,-1.2336593,"('prejudiced', 'unprejudiced')",-1.2116582,-1.2336593,-0.0220011
45,0.4063529,0.28697377,"('incompetent', 'competent')",0.4063529,0.2869738,-0.1193791
46,-0.62479126,-0.55772036,"('uncompetitive', 'competitive')",-0.6247913,-0.5577204,0.0670709
47,5.189009,5.422748,"('stupid', 'smart')",5.1890092,5.4227481,0.2337389
48,0.3454186,0.28557694,"('unintelligent', 'intelligent')",0.3454186,0.2855769,-0.0598417
49,0.21510537,0.42751282,"('unable', 'able')",0.2151054,0.4275128,0.2124074
50,-0.3285688,-0.24222961,"('clumsy', 'skillful')",-0.3285688,-0.2422296,0.0863392
51,0.17919123,0.18310893,"('uneducated', 'educated')",0.1791912,0.1831089,0.0039177
52,-0.31964442,-0.4547572,"('irrational', 'rational')",-0.3196444,-0.4547572,-0.1351128
53,0.30255532,0.14288831,"('uncreative', 'creative')",0.3025553,0.1428883,-0.159667
54,1.191115,1.3288816,"('incapable', 'capable')",1.191115,1.3288816,0.1377666
55,0.54994565,0.60128516,"('incompetent', 'clever')",0.5499457,0.6012852,0.0513395
56,0.6662227,0.6741585,"('impractical', 'practical')",0.6662227,0.6741585,0.0079358
57,-2.3853724,-2.3588145,"('unimaginative', 'imaginative')",-2.3853724,-2.3588145,0.0265579
58,0.24202567,0.18446583,"('undiscriminating', 'discriminating')",0.2420257,0.1844658,-0.0575599
59,-0.17128426,0.019581527,"('foolish', 'wise')",-0.1712843,0.0195815,0.1908658
60,0.45410678,0.69105285,"('inefficient', 'efficient')",0.4541068,0.6910529,0.2369461
61,0.1466921,-0.06249033,"('illogical', 'logical')",0.1466921,-0.0624903,-0.2091824
62,0.6808498,0.97051084,"('incompetent', 'brilliant')",0.6808498,0.9705108,0.289661
63,0.13726155,0.31964386,"('unperceptive', 'insightful')",0.1372616,0.3196439,0.1823823
64,-6.2670217,-6.0667157,"('shy', 'confident')",-6.2670217,-6.0667157,0.200306
65,0.24471678,0.37940764,"('insecure', 'secure')",0.2447168,0.3794076,0.1346908
66,0.2703316,0.050676107,"('inactive', 'active')",0.2703316,0.0506761,-0.2196555
67,-0.32139215,-0.36036333,"('doubtful', 'determined')",-0.3213921,-0.3603633,-0.0389712
68,-0.75806445,-0.6046783,"('dependent', 'independent')",-0.7580644,-0.6046783,0.1533861
69,-1.734907,-1.8094682,"('lazy', 'industrious')",-1.734907,-1.8094682,-0.0745612
70,1.2279965,1.262425,"('lethargic', 'energetic')",1.2279965,1.2624249,0.0344284
71,0.6612913,0.5270625,"('diffident', 'self-confident')",0.6612913,0.5270625,-0.1342288
72,1.0214796,1.1513705,"('unambitious', 'ambitious')",1.0214796,1.1513705,0.1298909
73,-3.072571,-2.9306247,"('helpless', 'self-reliant')",-3.072571,-2.9306247,0.1419463
74,0.43688166,0.21777266,"('undedicated', 'dedicated')",0.4368817,0.2177727,-0.219109
75,-0.576283,-0.3876927,"('meek', 'impulsive')",-0.576283,-0.3876927,0.1885903
76,0.4111147,0.45741034,"('anxious', 'daring')",0.4111147,0.4574103,0.0462956
77,-1.5433981,-1.4161623,"('unmotivated', 'motivated')",-1.5433981,-1.4161623,0.1272358
78,-0.6977813,-0.80986625,"('nonresilient', 'resilient')",-0.6977813,-0.8098662,-0.1120849
79,-0.42856863,-0.33595678,"('wavering', 'unwavering')",-0.4285686,-0.3359568,0.0926118
80,-0.10998511,-0.38255197,"('dominated', 'dominating')",-0.1099851,-0.382552,-0.2725669
81,-0.21909988,-0.04332193,"('submissive', 'aggressive')",-0.2190999,-0.0433219,0.175778
82,6.327491,6.5961194,"('poor', 'rich')",6.3274908,6.5961194,0.2686286
83,-0.21232739,-0.24924576,"('powerless', 'powerful')",-0.2123274,-0.2492458,-0.0369184
84,0.21918833,0.26139444,"('inferior', 'superior')",0.2191883,0.2613944,0.0422061
85,-0.8496821,-1.0250926,"('insignificant', 'prestigious')",-0.8496821,-1.0250926,-0.1754105
86,0.5233301,0.4568875,"('uninfluential', 'influential')",0.5233301,0.4568875,-0.0664426
87,0.014633391,-0.052026592,"('unsuccessful', 'successful')",0.0146334,-0.0520266,-0.06666
88,-0.13998672,-0.04186765,"('low', 'eminent')",-0.1399867,-0.0418677,0.098119
