,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.8522351,-1.0950085,"('unsociable', 'sociable')",-0.5928116,-0.71842766,1.2038239,1.0521635,-0.54088545,-0.7318883,0.10066075,0.01980537,-0.4207501,-0.5186036,-0.1836996,-0.3319932,-0.1482936
1,1.8224895,1.707037,"('unfriendly', 'friendly')",1.6313627,1.3005803,-0.8374182,-0.90565306,-1.577943,-1.7877904,0.8017833,0.63103443,1.5691259,1.1033636,0.5682334,0.3414286,-0.2268048
2,1.7575046,1.8772204,"('unlikable', 'likable')",1.3806515,1.5444351,1.0716897,1.1825027,-0.015384376,0.0014343159,1.2119579,1.3062117,0.41301966,0.5152191,0.9699065,1.0711706,0.1012641
3,-1.6479478,-1.605866,"('repellent', 'pleasant')",-1.4348905,-1.2736889,0.8635027,0.8728428,-1.9105529,-1.8579892,-0.8275623,-0.8458418,0.4418999,0.4397029,-0.7525918,-0.7118067,0.0407851
4,-0.3125456,-0.33423468,"('disliked', 'liked')",0.5681095,0.4783661,-1.9639449,-2.0105758,1.8979095,1.7382777,0.792238,0.7387759,-5.105287,-4.861503,-0.6872534,-0.7084823,-0.0212289
5,1.5579054,1.655962,"('distant', 'outgoing')",1.1042684,1.0266349,-2.0285933,-1.9946817,1.7321253,1.675157,1.0751727,1.1370866,0.625285,0.6261996,0.6776939,0.6877264,0.0100325
6,1.4417329,1.5929322,"('distant', 'open')",1.1802169,1.0677159,-1.9334321,-1.8723322,1.2218229,1.2046871,0.93061805,0.9622869,0.68799114,0.5403261,0.5881583,0.5826027,-0.0055556
7,-0.32234317,-0.25267184,"('insensitive', 'sensitive')",-0.9142458,-0.7792609,1.2689598,1.2640151,-1.3962015,-1.3684622,-0.6439108,-0.65229917,-0.48421276,-0.5160871,-0.4153257,-0.3841277,0.031198
8,1.5978857,1.5566554,"('unaffectionate', 'affectionate')",1.5661569,1.3414875,-1.2551789,-1.381563,-0.38945797,-0.5514732,0.98960453,0.8654904,1.2368227,0.842517,0.6243055,0.445519,-0.1787865
9,2.1264648,2.0166023,"('unaffectionate', 'caring')",1.9263818,1.7399613,-0.2975309,-0.41439098,-0.9289584,-1.073617,0.9073117,0.76826227,1.2006073,0.86606,0.8223794,0.6504797,-0.1718997
10,-1.5568869,-1.6804862,"('unsympathetic', 'sympathetic')",-1.0691662,-1.0644108,1.2845106,1.0841546,-2.1636508,-2.1417587,-0.5451324,-0.6464413,-0.44932827,-0.5625678,-0.7499423,-0.8352516,-0.0853093
11,-0.21728104,-0.3528029,"('unhelpful', 'helpful')",0.1546839,0.11622305,0.77317905,0.67823845,-1.1666008,-1.2696006,-0.9855466,-1.0310607,1.5707208,1.485102,0.0215259,-0.0623168,-0.0838427
12,0.85418355,0.89900714,"('unsupportive', 'supportive')",1.1150104,1.1624066,0.65649176,0.6755092,-0.8688067,-0.9717592,0.87381345,0.8751443,-1.8752265,-1.8630245,0.125911,0.1295473,0.0036363
13,-0.5812432,-0.7898711,"('impolite', 'polite')",-0.4875074,-0.37405482,2.1721306,2.062907,-0.92491055,-1.0286838,-0.5497303,-0.53610134,-0.5660323,-0.47114044,-0.1562155,-0.1894908,-0.0332753
14,-0.9916818,-1.0523443,"('antisocial', 'social')",-0.9342165,-0.87234277,0.91293526,0.8652726,-1.2293628,-1.3226515,0.4166711,0.43126354,-1.4226617,-1.3432636,-0.541386,-0.5490111,-0.0076251
15,0.89133,0.7361189,"('boring', 'funny')",-0.36074248,-0.46939835,-0.6025406,-0.59209377,0.73070246,0.6847557,0.12427837,0.12314944,0.0036381185,0.15655023,0.131111,0.1065137,-0.0245973
16,0.83558714,0.91647774,"('unpopular', 'popular')",0.17084163,0.11267899,-1.3356675,-1.3413668,0.43299076,0.45094365,0.6904403,0.78358775,0.6334145,0.55714697,0.2379345,0.2465781,0.0086436
17,-0.16436252,-0.11104035,"('nasty', 'nice')",-0.084629074,-0.004616251,-0.7107212,-0.640782,0.73826957,0.7852503,-0.016980492,0.1150624,-0.28405815,-0.15576611,-0.0870803,-0.001982,0.0850983
18,0.023501262,0.16756848,"('disagreeable', 'welcoming')",-0.013211913,0.037719846,-0.33487743,-0.28719163,-1.4074475,-1.3597746,0.12695241,0.20462711,-1.4669468,-1.6484965,-0.512005,-0.4809245,0.0310805
19,-0.6316759,-0.500773,"('inhospitable', 'hospitable')",-0.34974635,-0.36391538,-0.827218,-0.7284447,0.32599893,0.33669174,-0.6946842,-0.6902243,0.33560115,0.27772388,-0.3069541,-0.278157,0.0287971
20,0.08996161,0.20219204,"('rough', 'thoughtful')",0.4055149,0.5041041,0.59842825,0.53390217,-0.7187052,-0.74566716,0.46829763,0.55410594,-0.42966637,-0.4503321,0.0689718,0.0997175,0.0307457
21,-0.5160715,-0.5775018,"('immoral', 'moral')",-1.445402,-1.3304219,1.7871721,1.8039877,-1.5318047,-1.5562012,-0.792721,-0.8137577,-2.0657856,-2.0448718,-0.7607687,-0.7531277,0.007641
22,-1.3203849,-1.5004325,"('untrustworthy', 'trustworthy')",-1.5562302,-1.6404223,1.5726151,1.3741221,-0.6856899,-0.8459437,-0.56693417,-0.6768393,-1.4340461,-1.4319091,-0.6651117,-0.7869042,-0.1217925
23,0.30985242,0.21111052,"('insincere', 'sincere')",-0.03450202,-0.05585249,2.1321728,2.029085,-2.5904322,-2.7427042,-0.9039503,-1.0039197,3.7008536,3.2569296,0.4356657,0.2824414,-0.1532243
24,-0.3500816,-0.44176584,"('dishonest', 'honest')",-0.9037449,-0.8306058,1.0808136,1.0265273,-1.7450591,-1.8002317,-0.74355626,-0.82371175,-0.69678634,-0.8094721,-0.5597358,-0.61321,-0.0534742
25,-0.047958195,-0.027182229,"('egoistic', 'altruistic')",0.6281952,0.46906233,-1.9470141,-1.9348668,-0.86579937,-0.88223153,0.3813589,0.4208726,1.2262713,1.1373875,-0.1041577,-0.1361597,-0.032002
26,1.8540057,1.8308587,"('hardhearted', 'benevolent')",1.7250937,1.5925323,-0.76452225,-0.8566093,-0.16739738,-0.29977086,2.7364595,2.6429188,1.1716607,0.98163587,1.09255,0.9819276,-0.1106224
27,-0.265177,-0.18249455,"('hardhearted', 'softhearted')",-1.0744208,-1.0213819,-0.7083798,-0.87988985,-0.7036376,-0.7736622,-1.1060303,-1.1132787,0.10759108,-0.15339838,-0.6250091,-0.687351,-0.0623419
28,-0.4116273,-0.5536769,"('disloyal', 'loyal')",-0.4370552,-0.59505653,0.038465105,-0.10071507,-1.3183523,-1.4766729,-0.07850704,-0.2619727,-0.06542699,-0.34040934,-0.3787506,-0.5547506,-0.176
29,-0.29142803,-0.30580118,"('unfair', 'fair')",-1.3948295,-1.4484421,-1.309088,-1.4380485,0.22791058,0.09575914,-0.34612104,-0.3831222,-0.8173678,-0.8404151,-0.655154,-0.7200116,-0.0648576
30,-1.008305,-1.1181318,"('intolerant', 'tolerant')",-1.8022829,-1.7208252,0.8342988,0.8773954,-1.3568331,-1.4807535,-1.1342621,-1.2389572,-1.3470877,-1.3023065,-0.9690787,-0.9972632,-0.0281845
31,0.119060025,0.34391537,"('evil', 'good')",-0.070243895,-0.035122097,-3.1532366,-2.9932542,0.5010005,0.52094257,0.05968508,0.123207144,-0.32219929,-0.3147002,-0.4776557,-0.3925019,0.0851538
32,0.14024602,-0.020867746,"('unkind', 'kind')",-0.2700148,-0.3420291,0.5751572,0.4209267,-2.1497686,-2.2692664,-0.63488793,-0.6983466,-0.25358194,-0.43468177,-0.4321417,-0.5573775,-0.1252358
33,1.4106412,1.3554417,"('wrong', 'right')",0.8532572,0.6924019,-0.15793093,-0.08859313,0.63480854,0.5368016,0.52791595,0.59823275,-0.60295624,-0.59363675,0.4442893,0.4167746,-0.0275147
34,0.14138392,0.2582689,"('mean', 'honorable')",0.6031458,0.7436453,-0.034380537,0.0658609,-0.68072814,-0.6015395,0.33016917,0.271115,4.999589,4.7857847,0.8931965,0.9205225,0.027326
35,0.8073663,0.7683055,"('corrupt', 'incorrupt')",1.2166593,1.0596808,-1.179163,-1.2217582,2.2293966,2.2305775,0.29168743,0.32889396,0.29156184,0.20726414,0.6095848,0.5621606,-0.0474242
36,1.6535251,1.705357,"('hostile', 'amicable')",2.2241306,2.0028358,-1.8728149,-1.8899162,1.1222936,1.0992633,0.9982805,0.94337946,1.0948658,0.90575826,0.8700468,0.7944463,-0.0756005
37,-1.0235536,-1.0397375,"('fake', 'genuine')",-1.4684765,-1.4339807,1.1020467,0.9490478,-0.12147386,-0.12999457,-0.6220676,-0.63452655,0.022967672,-0.03625673,-0.3517596,-0.3875747,-0.0358151
38,0.5331,0.5382963,"('untruthful', 'truthful')",0.5983341,0.6180906,-0.14741524,-0.10456601,-0.0933104,-0.23226324,-0.62554127,-0.68323016,0.32672432,0.24581492,0.0986486,0.0636904,-0.0349582
39,0.43307996,0.54890454,"('exploitative', 'cooperative')",0.021345343,0.33345616,1.4146116,1.6005437,-0.26219407,-0.2443226,0.18255886,0.23343366,0.05930406,0.20823768,0.3081176,0.4467089,0.1385913
40,-0.17661667,-0.2102272,"('stingy', 'generous')",0.15267332,0.19735374,-0.54068124,-0.70520896,-1.0345572,-1.0718527,-0.652786,-0.61201066,-2.6470983,-2.6180415,-0.816511,-0.8366645,-0.0201535
41,0.03619226,0.040563792,"('unforgiving', 'forgiving')",-0.045327626,0.07205604,0.39374003,0.3428614,-1.1205746,-1.207235,-0.45032102,-0.44165272,-0.33150947,-0.4543433,-0.2529667,-0.274625,-0.0216583
42,-0.06835857,0.067221664,"('unreliable', 'reliable')",-0.60876375,-0.4323831,-0.019104816,0.0037922636,0.38381934,0.4438309,0.2618294,0.4156571,-2.9369197,-2.634594,-0.4979163,-0.3560792,0.1418371
43,0.08994976,0.13152452,"('irresponsible', 'responsible')",-0.18485369,0.025975406,0.84839106,0.8557123,-2.0095758,-2.0931225,-0.5630037,-0.5040759,-0.06492219,-0.07840344,-0.3140025,-0.2770649,0.0369376
44,-0.451918,-0.29192796,"('prejudiced', 'unprejudiced')",-0.7384203,-0.5480549,-1.6714541,-1.6578588,0.47431886,0.53364336,-1.6480616,-1.5030237,-1.6828086,-1.5660452,-0.9530573,-0.8388779,0.1141794
45,-1.6579578,-1.6202856,"('incompetent', 'competent')",-1.4447743,-1.3942622,0.75393975,0.7012158,-0.7284815,-0.92800003,-0.305879,-0.4024234,-0.91887665,-1.0072117,-0.7170049,-0.7751612,-0.0581563
46,-0.16584784,-0.31010234,"('uncompetitive', 'competitive')",0.58496004,0.60643864,2.7856765,2.6550436,-1.2875824,-1.4122816,0.27814206,0.21858731,-0.020566525,-0.03955079,0.3624636,0.2863558,-0.0761078
47,-0.14534947,-0.01571082,"('stupid', 'smart')",0.007271927,0.22807564,0.93633807,1.144394,-0.787477,-0.78192955,0.33090055,0.39872363,3.538666,3.3967063,0.646725,0.7283765,0.0816515
48,-1.4372679,-1.5648499,"('unintelligent', 'intelligent')",-1.1200213,-1.1881605,-0.2695649,-0.28971335,-2.5704534,-2.6829894,-1.1457875,-1.2104096,-1.7756865,-1.8620405,-1.3864635,-1.4663604,-0.0798969
49,-0.8537685,-0.7904912,"('unable', 'able')",-0.38891834,-0.38013616,-0.3163027,-0.32788604,-0.18076207,-0.17690375,-0.022575662,-0.004293233,-0.4847226,-0.47105944,-0.3745083,-0.3584616,0.0160467
50,0.37455836,0.45332822,"('clumsy', 'skillful')",-0.2646842,-0.3140452,0.41335493,0.3797603,0.79313725,0.84151983,1.6446131,1.6815429,0.68701273,0.599632,0.6079987,0.6069564,-0.0010423
51,-1.1051595,-1.3379087,"('uneducated', 'educated')",-0.5162864,-0.55452496,1.4729527,1.3642163,-1.0473039,-1.1155893,-0.19941841,-0.28459552,-0.98631716,-0.9842151,-0.3969221,-0.4854362,-0.0885141
52,1.3018863,1.1940981,"('irrational', 'rational')",-0.3043536,-0.6373153,-2.292796,-2.2531195,0.15492508,0.11469098,0.60422957,0.55683374,0.24424034,0.04799612,-0.0486447,-0.1628026,-0.1141579
53,0.6314539,0.59110224,"('uncreative', 'creative')",0.8521885,0.6354476,-0.3785793,-0.40577105,-0.8790028,-0.9538994,1.4258999,1.3605324,1.5630466,1.3740299,0.5358345,0.4335736,-0.1022609
54,1.3360952,1.3487045,"('incapable', 'capable')",1.3205352,1.2386132,-0.73361486,-0.60319215,-0.16887212,-0.1568826,0.6714507,0.7339803,0.6084018,0.55391014,0.505666,0.5191889,0.0135229
