,biogen_male,biogen_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.80100137,-0.86902744,"('unsociable', 'sociable')",-0.43195462,-0.53234285,-0.616478,-0.7006851,-0.0842071
1,-0.56854904,-0.77018166,"('unfriendly', 'friendly')",1.5545702,1.4457002,0.4930106,0.3377593,-0.1552513
2,0.41966647,0.42506644,"('unlikable', 'likable')",0.819679,0.87209195,0.6196728,0.6485792,0.0289064
3,-1.3490955,-1.2872292,"('repellent', 'pleasant')",0.11656362,0.1474924,-0.6162659,-0.5698684,0.0463975
4,-0.24168333,-0.4000737,"('disliked', 'liked')",-5.926438,-6.037692,-3.0840607,-3.2188828,-0.1348221
5,-0.19676962,-0.23682982,"('distant', 'outgoing')",-0.17744514,-0.23785506,-0.1871074,-0.2373424,-0.050235
6,-0.332495,-0.4242117,"('distant', 'open')",0.38829708,0.31775877,0.027901,-0.0532265,-0.0811275
7,-1.043884,-1.0179671,"('insensitive', 'sensitive')",0.20952299,0.3507065,-0.4171805,-0.3336303,0.0835502
8,-0.19636872,-0.30942395,"('unaffectionate', 'affectionate')",0.6740232,0.5916477,0.2388272,0.1411119,-0.0977153
9,-0.3107883,-0.38500616,"('unaffectionate', 'caring')",0.8004449,0.7812477,0.2448283,0.1981208,-0.0467075
10,-1.3486551,-1.3191705,"('unsympathetic', 'sympathetic')",-0.62002426,-0.5588198,-0.9843397,-0.9389951,0.0453446
11,-0.54653525,-0.45338637,"('unhelpful', 'helpful')",1.067559,1.1993593,0.2605119,0.3729865,0.1124746
12,0.17120741,0.21586403,"('unsupportive', 'supportive')",-1.9269097,-1.8753744,-0.8778511,-0.8297552,0.0480959
13,-0.9785164,-0.87233037,"('impolite', 'polite')",-0.8094273,-0.7127033,-0.8939719,-0.7925168,0.1014551
14,-0.73776186,-0.720315,"('antisocial', 'social')",-0.44616896,-0.49768677,-0.5919654,-0.6090009,-0.0170355
15,0.17642567,0.08545959,"('boring', 'funny')",0.5810546,0.49047652,0.3787401,0.287968,-0.0907721
16,0.021679284,-0.078129336,"('unpopular', 'popular')",0.56581354,0.52078485,0.2937464,0.2213278,-0.0724186
17,-0.20402381,-0.13891721,"('nasty', 'nice')",-0.46460375,-0.41536635,-0.3343138,-0.2771418,0.057172
18,0.036122233,-0.034025326,"('disagreeable', 'welcoming')",-0.22388712,-0.26059434,-0.0938824,-0.1473098,-0.0534274
19,-0.8678685,-0.89382726,"('inhospitable', 'hospitable')",-0.008734142,0.1244762,-0.4383013,-0.3846755,0.0536258
20,0.46797922,0.49420545,"('rough', 'thoughtful')",1.5188034,1.4268628,0.9933913,0.9605342,-0.0328571
21,-0.14750859,-0.18891102,"('immoral', 'moral')",-0.34266302,-0.30339026,-0.2450858,-0.2461506,-0.0010648
22,-0.7045751,-0.7553313,"('untrustworthy', 'trustworthy')",-0.84609765,-0.9231752,-0.7753364,-0.8392532,-0.0639168
23,-0.9330547,-0.91036665,"('insincere', 'sincere')",4.9760737,4.9407897,2.0215096,2.0152116,-0.006298
