,lorillard_male,lorillard_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.38063502,-0.64573175,"('unsociable', 'sociable')",-0.15402928,-0.30000824,-0.2673321,-0.47287,-0.2055379
1,-0.29785705,-0.5477425,"('unfriendly', 'friendly')",2.0080972,1.9050654,0.8551201,0.6786615,-0.1764586
2,1.2117759,1.1231762,"('unlikable', 'likable')",0.6406838,0.6229465,0.9262298,0.8730614,-0.0531684
3,-0.47885025,-0.3896457,"('repellent', 'pleasant')",0.19604662,0.3115756,-0.1414018,-0.0390351,0.1023667
4,0.11891348,0.06832002,"('disliked', 'liked')",-6.349299,-6.4421735,-3.1151927,-3.1869268,-0.0717341
5,0.5040639,0.34795466,"('distant', 'outgoing')",0.019650098,-0.02262246,0.261857,0.1626661,-0.0991909
6,0.31254905,0.1626731,"('distant', 'open')",0.35962147,0.32397646,0.3360853,0.2433248,-0.0927605
7,-0.5084161,-0.38313308,"('insensitive', 'sensitive')",0.72315806,0.86580503,0.107371,0.241336,0.133965
8,-0.3354819,-0.63669497,"('unaffectionate', 'affectionate')",0.9698641,0.8021594,0.3171911,0.0827322,-0.2344589
9,-0.39129797,-0.5888275,"('unaffectionate', 'caring')",1.1965195,1.2169932,0.4026108,0.3140829,-0.0885279
10,-1.5073547,-1.6174062,"('unsympathetic', 'sympathetic')",-0.2244537,-0.2403249,-0.8659042,-0.9288656,-0.0629614
11,-0.82225865,-0.82243687,"('unhelpful', 'helpful')",1.6292531,1.8046556,0.4034972,0.4911093,0.0876121
12,-0.18631595,-0.18288516,"('unsupportive', 'supportive')",-1.6419504,-1.6007504,-0.9141332,-0.8918178,0.0223154
13,-0.75183046,-0.93692625,"('impolite', 'polite')",-0.5285759,-0.52331305,-0.6402032,-0.7301196,-0.0899164
14,0.16264956,0.17747056,"('antisocial', 'social')",-0.27665272,-0.30821723,-0.0570016,-0.0653733,-0.0083717
15,-0.5252159,-0.6259411,"('boring', 'funny')",0.5994251,0.5061213,0.0371046,-0.0599099,-0.0970145
16,-0.121991366,-0.22750059,"('unpopular', 'popular')",0.39495987,0.3978949,0.1364843,0.0851972,-0.0512871
17,0.018146195,0.0038484707,"('nasty', 'nice')",-0.19195876,-0.20352681,-0.0869063,-0.0998392,-0.0129329
18,0.5047804,0.51830965,"('disagreeable', 'welcoming')",-0.0846957,-0.08007273,0.2100424,0.2191185,0.0090761
19,-0.057921816,-0.15338191,"('inhospitable', 'hospitable')",0.14637238,0.12638499,0.0442253,-0.0134985,-0.0577238
20,0.68086827,0.6802719,"('rough', 'thoughtful')",1.3612885,1.2914461,1.0210783,0.985859,-0.0352193
21,-0.22371338,-0.27417406,"('immoral', 'moral')",-0.47509718,-0.47171006,-0.3494053,-0.3729421,-0.0235368
22,0.06485058,0.13221338,"('untrustworthy', 'trustworthy')",-0.7171363,-0.6712276,-0.3261429,-0.2695071,0.0566358
23,-0.70679665,-0.7488255,"('insincere', 'sincere')",5.9313135,6.139402,2.6122584,2.6952882,0.0830298
24,-0.38154095,-0.35564336,"('dishonest', 'honest')",0.92688113,0.96859694,0.2726701,0.3064768,0.0338067
25,0.9074753,0.8890051,"('egoistic', 'altruistic')",1.8891526,1.8099073,1.398314,1.3494562,-0.0488578
26,0.18887508,-0.00023081154,"('hardhearted', 'benevolent')",1.5723633,1.2372555,0.8806192,0.6185123,-0.2621069
27,-0.50272787,-0.5305407,"('hardhearted', 'softhearted')",1.7962766,1.7028364,0.6467744,0.5861478,-0.0606266
28,-0.38318285,-0.52422595,"('disloyal', 'loyal')",0.9696674,0.9713859,0.2932423,0.22358,-0.0696623
29,0.60081834,0.53269273,"('unfair', 'fair')",0.023888938,-0.18475145,0.3123536,0.1739706,-0.138383
30,-0.122109465,-0.18498321,"('intolerant', 'tolerant')",1.2822658,1.2808622,0.5800782,0.5479395,-0.0321387
31,-0.008023241,-0.08441349,"('evil', 'good')",-0.72353303,-0.8458425,-0.3657781,-0.465128,-0.0993499
32,-0.37768966,-0.5293911,"('unkind', 'kind')",1.0815672,0.8637972,0.3519388,0.167203,-0.1847358
33,1.168743,1.0949894,"('wrong', 'right')",-0.38467452,-0.43599936,0.3920342,0.329495,-0.0625392
34,0.119217545,0.15185627,"('mean', 'honorable')",6.0407286,6.2958636,3.079973,3.22386,0.143887
35,1.2864524,1.228727,"('corrupt', 'incorrupt')",-0.025630776,-0.21002237,0.6304108,0.5093523,-0.1210585
36,0.33751872,0.064612426,"('hostile', 'amicable')",0.10739962,-0.17693357,0.2224592,-0.0561606,-0.2786198
37,0.09651898,0.13037926,"('fake', 'genuine')",0.59635496,0.65503436,0.346437,0.3927068,0.0462698
38,-0.13414809,-0.19709422,"('untruthful', 'truthful')",0.06267292,0.21955039,-0.0357376,0.0112281,0.0469657
39,0.54362077,0.6352057,"('exploitative', 'cooperative')",0.1714594,0.14575258,0.3575401,0.3904791,0.032939
40,0.95564955,1.0256016,"('stingy', 'generous')",-0.90916556,-0.9240662,0.023242,0.0507677,0.0275257
41,0.3999014,0.21261556,"('unforgiving', 'forgiving')",0.163363,0.013898889,0.2816322,0.1132572,-0.168375
42,0.14675322,0.22511072,"('unreliable', 'reliable')",-3.2995198,-3.1416104,-1.5763832,-1.4582498,0.1181334
43,-0.54559124,-0.5492257,"('irresponsible', 'responsible')",0.57340896,0.56930125,0.0139089,0.0100378,-0.0038711
44,-0.1200529,-0.07826451,"('prejudiced', 'unprejudiced')",-2.007844,-2.044948,-1.0639484,-1.0616063,0.0023421
45,-0.51134145,-0.60453755,"('incompetent', 'competent')",-0.14428355,-0.17115426,-0.3278125,-0.3878459,-0.0600334
46,-0.9216187,-1.0384474,"('uncompetitive', 'competitive')",-0.6683244,-0.7075567,-0.7949716,-0.8730021,-0.0780305
47,-0.11954841,-0.13492115,"('stupid', 'smart')",5.2508283,5.4122367,2.56564,2.6386578,0.0730178
48,-0.534506,-0.61895657,"('unintelligent', 'intelligent')",0.70848334,0.6462395,0.0869887,0.0136415,-0.0733472
49,-0.15224972,-0.05225678,"('unable', 'able')",0.18690315,0.36244196,0.0173267,0.1550926,0.1377659
50,-0.03769761,-0.010450251,"('clumsy', 'skillful')",0.03757731,0.054044846,-6.02e-05,0.0217973,0.0218575
51,-0.25328866,-0.42648903,"('uneducated', 'educated')",0.94813657,0.81830984,0.347424,0.1959104,-0.1515136
52,0.91351175,0.70432764,"('irrational', 'rational')",0.40359014,0.21808319,0.658551,0.4612054,-0.1973456
53,-0.5796992,-0.6999246,"('uncreative', 'creative')",0.77589107,0.7338241,0.0980959,0.0169497,-0.0811462
54,0.2109225,0.09963691,"('incapable', 'capable')",1.2197577,1.3060153,0.7153401,0.7028261,-0.012514
55,-0.37862006,-0.3793188,"('incompetent', 'clever')",0.36475787,0.3759591,-0.0069311,-0.0016799,0.0052512
56,0.11086238,0.110548005,"('impractical', 'practical')",-0.23929901,-0.091045536,-0.0642183,0.0097512,0.0739695
57,-0.75220716,-0.97765076,"('unimaginative', 'imaginative')",-2.4194374,-2.5821388,-1.5858223,-1.7798948,-0.1940725
58,0.3208568,0.2393636,"('undiscriminating', 'discriminating')",0.40233302,0.3825313,0.3615949,0.3109474,-0.0506475
59,0.7900843,0.86661845,"('foolish', 'wise')",0.36783722,0.3567113,0.5789608,0.6116649,0.0327041
60,-0.66930926,-0.5713164,"('inefficient', 'efficient')",-0.037978932,0.14158571,-0.3536441,-0.2148654,0.1387787
61,0.051697172,-0.16215584,"('illogical', 'logical')",0.5860897,0.3650632,0.3188934,0.1014537,-0.2174397
62,0.06717181,0.19363606,"('incompetent', 'brilliant')",0.43719292,0.7655806,0.2521824,0.4796083,0.2274259
63,-0.23329197,-0.29773596,"('unperceptive', 'insightful')",0.95153564,1.0958469,0.3591218,0.3990555,0.0399337
64,-0.057522263,-0.060259312,"('shy', 'confident')",-6.8778996,-6.897558,-3.467711,-3.4789088,-0.0111978
65,-0.79137623,-0.7596209,"('insecure', 'secure')",-0.38287807,-0.2556122,-0.5871271,-0.5076165,0.0795106
66,-0.116936535,-0.15841067,"('inactive', 'active')",0.61736673,0.5039482,0.2502151,0.1727688,-0.0774463
67,0.75057,0.7251321,"('doubtful', 'determined')",-0.59008557,-0.7063533,0.0802422,0.0093894,-0.0708528
68,0.064792216,0.052881896,"('dependent', 'independent')",0.0010429816,0.012211215,0.0329176,0.0325466,-0.000371
69,1.6594884,1.6591176,"('lazy', 'industrious')",-0.531799,-0.6273704,0.5638447,0.5158736,-0.0479711
70,-1.089648,-0.9726442,"('lethargic', 'energetic')",0.42643222,0.539041,-0.3316079,-0.2168016,0.1148063
71,-0.051644936,-0.061075058,"('diffident', 'self-confident')",0.34175864,0.34446627,0.1450568,0.1416956,-0.0033612
72,-0.011080969,-0.014291723,"('unambitious', 'ambitious')",-0.32520792,-0.27625734,-0.1681444,-0.1452745,0.0228699
73,1.0465271,1.1609837,"('helpless', 'self-reliant')",-2.8897781,-2.7238865,-0.9216255,-0.7814514,0.1401741
