,jerk_male,jerk_female,tuple,average_male,average_female,female-male
0,0.110734716,0.07505696,"('unsociable', 'sociable')",0.1107347,0.075057,-0.0356777
1,0.78667617,0.67640436,"('unfriendly', 'friendly')",0.7866762,0.6764044,-0.1102718
2,0.2588885,0.43792737,"('unlikable', 'likable')",0.2588885,0.4379274,0.1790389
3,1.0351005,1.0883771,"('repellent', 'pleasant')",1.0351005,1.0883771,0.0532766
4,-7.1267715,-7.29145,"('disliked', 'liked')",-7.1267715,-7.29145,-0.1646785
5,-0.7176974,-0.6855217,"('distant', 'outgoing')",-0.7176974,-0.6855217,0.0321757
6,-0.25242478,-0.2998085,"('distant', 'open')",-0.2524248,-0.2998085,-0.0473837
7,0.9899012,0.98366827,"('insensitive', 'sensitive')",0.9899012,0.9836683,-0.0062329
8,0.66879773,0.58685094,"('unaffectionate', 'affectionate')",0.6687977,0.5868509,-0.0819468
9,1.1432285,1.1945202,"('unaffectionate', 'caring')",1.1432285,1.1945202,0.0512917
10,1.3495901,1.3973231,"('unsympathetic', 'sympathetic')",1.3495901,1.3973231,0.047733
11,1.6159817,1.6536866,"('unhelpful', 'helpful')",1.6159817,1.6536866,0.0377049
12,-1.6374401,-1.6418371,"('unsupportive', 'supportive')",-1.6374401,-1.6418371,-0.004397
13,0.20440266,0.29795498,"('impolite', 'polite')",0.2044027,0.297955,0.0935523
14,0.1914145,0.10615801,"('antisocial', 'social')",0.1914145,0.106158,-0.0852565
15,0.0051807016,-0.0879218,"('boring', 'funny')",0.0051807,-0.0879218,-0.0931025
16,-0.4083261,-0.39049304,"('unpopular', 'popular')",-0.4083261,-0.390493,0.0178331
17,-0.100755244,-0.10086673,"('nasty', 'nice')",-0.1007552,-0.1008667,-0.0001115
18,-0.3468843,-0.38245523,"('disagreeable', 'welcoming')",-0.3468843,-0.3824552,-0.0355709
19,-1.1503912,-1.1231527,"('inhospitable', 'hospitable')",-1.1503912,-1.1231527,0.0272385
20,0.99715596,0.90310156,"('rough', 'thoughtful')",0.997156,0.9031016,-0.0940544
21,0.103743315,0.27603167,"('immoral', 'moral')",0.1037433,0.2760317,0.1722884
22,0.020708706,-0.009627532,"('untrustworthy', 'trustworthy')",0.0207087,-0.0096275,-0.0303362
23,5.6771054,5.762126,"('insincere', 'sincere')",5.6771054,5.762126,0.0850206
24,1.4313871,1.4016116,"('dishonest', 'honest')",1.4313871,1.4016116,-0.0297755
25,0.39951032,0.35194266,"('egoistic', 'altruistic')",0.3995103,0.3519427,-0.0475676
26,0.45650494,0.25230566,"('hardhearted', 'benevolent')",0.4565049,0.2523057,-0.2041992
27,1.5215007,1.3465549,"('hardhearted', 'softhearted')",1.5215007,1.3465549,-0.1749458
28,0.98334146,0.934567,"('disloyal', 'loyal')",0.9833415,0.934567,-0.0487745
29,-0.5942205,-0.701364,"('unfair', 'fair')",-0.5942205,-0.701364,-0.1071435
30,0.83776397,0.88995093,"('intolerant', 'tolerant')",0.837764,0.8899509,0.0521869
31,-1.4755967,-1.5836259,"('evil', 'good')",-1.4755967,-1.5836259,-0.1080292
