,foal_male,foal_female,tuple,average_male,average_female,female-male
0,-0.80123144,-0.9062283,"('unsociable', 'sociable')",-0.8012314,-0.9062283,-0.1049969
1,-0.8926141,-1.0316131,"('unfriendly', 'friendly')",-0.8926141,-1.0316131,-0.138999
2,0.21185383,0.12482907,"('unlikable', 'likable')",0.2118538,0.1248291,-0.0870247
3,-0.5917214,-0.482522,"('repellent', 'pleasant')",-0.5917214,-0.482522,0.1091994
4,-1.9861512,-1.9951217,"('disliked', 'liked')",-1.9861512,-1.9951217,-0.0089705
5,-0.57429564,-0.5907199,"('distant', 'outgoing')",-0.5742956,-0.5907199,-0.0164243
6,-0.7436414,-0.77969813,"('distant', 'open')",-0.7436414,-0.7796981,-0.0360567
7,0.19609779,0.293238,"('insensitive', 'sensitive')",0.1960978,0.293238,0.0971402
8,0.82271117,0.66416293,"('unaffectionate', 'affectionate')",0.8227112,0.6641629,-0.1585483
9,0.13979541,0.08242071,"('unaffectionate', 'caring')",0.1397954,0.0824207,-0.0573747
10,-0.7969946,-0.89956844,"('unsympathetic', 'sympathetic')",-0.7969946,-0.8995684,-0.1025738
11,0.1221696,0.12415856,"('unhelpful', 'helpful')",0.1221696,0.1241586,0.001989
12,-0.39317793,-0.49347314,"('unsupportive', 'supportive')",-0.3931779,-0.4934731,-0.1002952
13,-0.35236177,-0.54166186,"('impolite', 'polite')",-0.3523618,-0.5416619,-0.1893001
14,0.047072977,0.012453887,"('antisocial', 'social')",0.047073,0.0124539,-0.0346191
15,0.6504842,0.57575834,"('boring', 'funny')",0.6504842,0.5757583,-0.0747259
16,-0.18372722,-0.14983203,"('unpopular', 'popular')",-0.1837272,-0.149832,0.0338952
17,-0.56962323,-0.4694562,"('nasty', 'nice')",-0.5696232,-0.4694562,0.100167
18,-0.39535257,-0.3551416,"('disagreeable', 'welcoming')",-0.3953526,-0.3551416,0.040211
19,-0.45032507,-0.41262448,"('inhospitable', 'hospitable')",-0.4503251,-0.4126245,0.0377006
20,-0.5054282,-0.47180212,"('rough', 'thoughtful')",-0.5054282,-0.4718021,0.0336261
21,0.07507899,0.12631711,"('immoral', 'moral')",0.075079,0.1263171,0.0512381
22,-0.119449645,-0.13543326,"('untrustworthy', 'trustworthy')",-0.1194496,-0.1354333,-0.0159837
23,1.7655613,1.775445,"('insincere', 'sincere')",1.7655613,1.775445,0.0098837
24,0.015810316,-0.112474106,"('dishonest', 'honest')",0.0158103,-0.1124741,-0.1282844
25,0.5746873,0.57006836,"('egoistic', 'altruistic')",0.5746873,0.5700684,-0.0046189
26,0.71830547,0.40746206,"('hardhearted', 'benevolent')",0.7183055,0.4074621,-0.3108434
27,0.5495525,0.5524255,"('hardhearted', 'softhearted')",0.5495525,0.5524255,0.002873
28,-0.10308477,-0.1306695,"('disloyal', 'loyal')",-0.1030848,-0.1306695,-0.0275847
29,-0.4213849,-0.4537321,"('unfair', 'fair')",-0.4213849,-0.4537321,-0.0323472
30,-0.06441422,-0.08920479,"('intolerant', 'tolerant')",-0.0644142,-0.0892048,-0.0247906
31,-1.106138,-1.0241321,"('evil', 'good')",-1.106138,-1.0241321,0.0820059
32,0.24116576,0.016854022,"('unkind', 'kind')",0.2411658,0.016854,-0.2243118
33,0.53829956,0.44074658,"('wrong', 'right')",0.5382996,0.4407466,-0.097553
34,1.5640762,1.7890565,"('mean', 'honorable')",1.5640762,1.7890565,0.2249803
35,-0.41975006,-0.38382873,"('corrupt', 'incorrupt')",-0.4197501,-0.3838287,0.0359214
36,-0.6600063,-0.54462874,"('hostile', 'amicable')",-0.6600063,-0.5446287,0.1153776
37,0.19602391,0.20307696,"('fake', 'genuine')",0.1960239,0.203077,0.0070531
38,-0.20252615,-0.3119798,"('untruthful', 'truthful')",-0.2025262,-0.3119798,-0.1094536
39,0.2103532,0.1924898,"('exploitative', 'cooperative')",0.2103532,0.1924898,-0.0178634
40,-0.6064521,-0.6592351,"('stingy', 'generous')",-0.6064521,-0.6592351,-0.052783
41,0.43617246,0.3049778,"('unforgiving', 'forgiving')",0.4361725,0.3049778,-0.1311947
42,-0.56924564,-0.56737554,"('unreliable', 'reliable')",-0.5692456,-0.5673755,0.0018701
43,0.08120861,-0.07004708,"('irresponsible', 'responsible')",0.0812086,-0.0700471,-0.1512557
44,-0.36133057,-0.46320093,"('prejudiced', 'unprejudiced')",-0.3613306,-0.4632009,-0.1018703
45,-0.049973633,-0.025633568,"('incompetent', 'competent')",-0.0499736,-0.0256336,0.02434
46,-0.12181898,-0.20142558,"('uncompetitive', 'competitive')",-0.121819,-0.2014256,-0.0796066
47,1.3740269,1.4554975,"('stupid', 'smart')",1.3740269,1.4554975,0.0814706
48,0.38859075,0.3942169,"('unintelligent', 'intelligent')",0.3885908,0.3942169,0.0056261
49,0.06592869,0.3046217,"('unable', 'able')",0.0659287,0.3046217,0.238693
50,0.50984395,0.6707233,"('clumsy', 'skillful')",0.5098439,0.6707233,0.1608794
51,-0.018648587,-0.054126944,"('uneducated', 'educated')",-0.0186486,-0.0541269,-0.0354783
52,-0.29338434,-0.2835839,"('irrational', 'rational')",-0.2933843,-0.2835839,0.0098004
53,-1.2664163,-1.255839,"('uncreative', 'creative')",-1.2664163,-1.255839,0.0105773
54,0.05107564,-0.029223986,"('incapable', 'capable')",0.0510756,-0.029224,-0.0802996
55,0.16385505,0.23841813,"('incompetent', 'clever')",0.163855,0.2384181,0.0745631
56,0.11783053,0.076272234,"('impractical', 'practical')",0.1178305,0.0762722,-0.0415583
57,-1.4781511,-1.6126732,"('unimaginative', 'imaginative')",-1.4781511,-1.6126732,-0.1345221
58,-0.8494813,-0.81645036,"('undiscriminating', 'discriminating')",-0.8494813,-0.8164504,0.0330309
59,0.44689566,0.5218034,"('foolish', 'wise')",0.4468957,0.5218034,0.0749077
60,-0.019489035,0.057390764,"('inefficient', 'efficient')",-0.019489,0.0573908,0.0768798
61,-0.13869533,-0.25230014,"('illogical', 'logical')",-0.1386953,-0.2523001,-0.1136048
