,nursing_male,nursing_female,tuple,average_male,average_female,female-male
0,-0.35088548,-0.30150515,"('unsociable', 'sociable')",-0.3508855,-0.3015051,0.0493804
1,2.0131016,1.9091904,"('unfriendly', 'friendly')",2.0131016,1.9091904,-0.1039112
2,0.24848413,0.35945368,"('unlikable', 'likable')",0.2484841,0.3594537,0.1109696
3,0.006945987,0.029737975,"('repellent', 'pleasant')",0.006946,0.029738,0.022792
4,-7.3223023,-7.3870482,"('disliked', 'liked')",-7.3223023,-7.3870482,-0.0647459
5,0.34882367,0.16353422,"('distant', 'outgoing')",0.3488237,0.1635342,-0.1852895
6,0.82182217,0.6461834,"('distant', 'open')",0.8218222,0.6461834,-0.1756388
7,0.75346005,0.754216,"('insensitive', 'sensitive')",0.75346,0.754216,0.000756
8,1.971375,1.738617,"('unaffectionate', 'affectionate')",1.971375,1.7386169,-0.2327581
9,2.5820093,2.5595672,"('unaffectionate', 'caring')",2.5820093,2.5595672,-0.0224421
10,0.10857959,0.32634267,"('unsympathetic', 'sympathetic')",0.1085796,0.3263427,0.2177631
11,1.630759,1.7338587,"('unhelpful', 'helpful')",1.630759,1.7338587,0.1030997
12,-1.380659,-1.4015771,"('unsupportive', 'supportive')",-1.380659,-1.4015771,-0.0209181
13,-0.6442894,-0.61316717,"('impolite', 'polite')",-0.6442894,-0.6131672,0.0311222
14,-0.33532754,-0.2691555,"('antisocial', 'social')",-0.3353275,-0.2691555,0.066172
15,0.2764535,0.029564988,"('boring', 'funny')",0.2764535,0.029565,-0.2468885
16,-0.07441479,-0.078819476,"('unpopular', 'popular')",-0.0744148,-0.0788195,-0.0044047
17,0.31554115,0.31301177,"('nasty', 'nice')",0.3155411,0.3130118,-0.0025293
18,-0.17273557,-0.14937511,"('disagreeable', 'welcoming')",-0.1727356,-0.1493751,0.0233605
19,-0.16688964,-0.14497557,"('inhospitable', 'hospitable')",-0.1668896,-0.1449756,0.021914
20,0.6894247,0.51855063,"('rough', 'thoughtful')",0.6894247,0.5185506,-0.1708741
21,-1.005971,-0.701796,"('immoral', 'moral')",-1.005971,-0.701796,0.304175
22,-0.96837777,-0.87705934,"('untrustworthy', 'trustworthy')",-0.9683778,-0.8770593,0.0913185
23,6.7012596,6.835666,"('insincere', 'sincere')",6.7012596,6.8356662,0.1344066
24,1.4437685,1.4178177,"('dishonest', 'honest')",1.4437685,1.4178177,-0.0259508
25,1.1156896,0.9795158,"('egoistic', 'altruistic')",1.1156896,0.9795158,-0.1361738
26,1.9392797,1.9127804,"('hardhearted', 'benevolent')",1.9392797,1.9127804,-0.0264993
27,1.5140485,1.2451109,"('hardhearted', 'softhearted')",1.5140485,1.2451109,-0.2689376
28,1.5803528,1.6418054,"('disloyal', 'loyal')",1.5803528,1.6418054,0.0614526
29,-0.12826082,-0.39063245,"('unfair', 'fair')",-0.1282608,-0.3906325,-0.2623717
30,0.6372759,0.7454448,"('intolerant', 'tolerant')",0.6372759,0.7454448,0.1081689
31,-0.8526546,-0.91864854,"('evil', 'good')",-0.8526546,-0.9186485,-0.0659939
32,1.5257804,1.4548254,"('unkind', 'kind')",1.5257804,1.4548254,-0.070955
33,0.42000252,0.34879497,"('wrong', 'right')",0.4200025,0.348795,-0.0712075
34,5.1540456,5.210858,"('mean', 'honorable')",5.1540456,5.2108579,0.0568123
35,-0.20623952,-0.5108467,"('corrupt', 'incorrupt')",-0.2062395,-0.5108467,-0.3046072
36,0.12196168,-0.017749855,"('hostile', 'amicable')",0.1219617,-0.0177499,-0.1397116
37,0.7397774,0.7080037,"('fake', 'genuine')",0.7397774,0.7080037,-0.0317737
38,0.15198962,0.2251115,"('untruthful', 'truthful')",0.1519896,0.2251115,0.0731219
39,0.20035096,0.13905516,"('exploitative', 'cooperative')",0.200351,0.1390552,-0.0612958
40,-2.0026746,-2.0225048,"('stingy', 'generous')",-2.0026746,-2.0225048,-0.0198302
41,0.07159206,0.20587872,"('unforgiving', 'forgiving')",0.0715921,0.2058787,0.1342866
42,-2.9449713,-2.7429938,"('unreliable', 'reliable')",-2.9449713,-2.7429938,0.2019775
43,1.0507444,1.1026392,"('irresponsible', 'responsible')",1.0507444,1.1026392,0.0518948
44,-1.4885657,-1.4488482,"('prejudiced', 'unprejudiced')",-1.4885657,-1.4488482,0.0397175
45,-0.16007173,-0.10121958,"('incompetent', 'competent')",-0.1600717,-0.1012196,0.0588521
46,-1.6997389,-1.5635917,"('uncompetitive', 'competitive')",-1.6997389,-1.5635917,0.1361472
47,5.6465435,5.8628254,"('stupid', 'smart')",5.6465435,5.8628254,0.2162819
48,0.14195657,0.1505009,"('unintelligent', 'intelligent')",0.1419566,0.1505009,0.0085443
49,-0.43786722,-0.49820754,"('unable', 'able')",-0.4378672,-0.4982075,-0.0603403
50,0.04068257,0.036878414,"('clumsy', 'skillful')",0.0406826,0.0368784,-0.0038042
51,-0.6772543,-0.62692684,"('uneducated', 'educated')",-0.6772543,-0.6269268,0.0503275
52,0.4728118,0.30199862,"('irrational', 'rational')",0.4728118,0.3019986,-0.1708132
53,0.57584274,0.5236657,"('uncreative', 'creative')",0.5758427,0.5236657,-0.052177
54,1.2632017,1.2520472,"('incapable', 'capable')",1.2632017,1.2520472,-0.0111545
55,-0.47332364,-0.32140252,"('incompetent', 'clever')",-0.4733236,-0.3214025,0.1519211
56,0.23202378,0.40375787,"('impractical', 'practical')",0.2320238,0.4037579,0.1717341
57,-3.1492798,-3.1779165,"('unimaginative', 'imaginative')",-3.1492798,-3.1779165,-0.0286367
58,-0.13290313,-0.115043685,"('undiscriminating', 'discriminating')",-0.1329031,-0.1150437,0.0178594
59,0.8766995,0.89475334,"('foolish', 'wise')",0.8766995,0.8947533,0.0180538
60,-0.22445112,0.009572871,"('inefficient', 'efficient')",-0.2244511,0.0095729,0.234024
61,0.44484705,0.26311523,"('illogical', 'logical')",0.444847,0.2631152,-0.1817318
62,-0.19025904,-0.023319729,"('incompetent', 'brilliant')",-0.190259,-0.0233197,0.1669393
63,-0.41679183,-0.3002956,"('unperceptive', 'insightful')",-0.4167918,-0.3002956,0.1164962
64,-7.1236167,-6.841709,"('shy', 'confident')",-7.1236167,-6.8417091,0.2819076
65,-0.35219973,-0.12162781,"('insecure', 'secure')",-0.3521997,-0.1216278,0.2305719
66,0.33751896,0.19258557,"('inactive', 'active')",0.337519,0.1925856,-0.1449334
67,-0.42854047,-0.3313184,"('doubtful', 'determined')",-0.4285405,-0.3313184,0.0972221
68,-1.4199312,-1.3759583,"('dependent', 'independent')",-1.4199312,-1.3759583,0.0439729
69,-1.0201827,-1.1701494,"('lazy', 'industrious')",-1.0201827,-1.1701494,-0.1499667
70,0.14356059,0.23917198,"('lethargic', 'energetic')",0.1435606,0.239172,0.0956114
71,1.3827043,1.2796514,"('diffident', 'self-confident')",1.3827043,1.2796514,-0.1030529
72,0.2898887,0.35588145,"('unambitious', 'ambitious')",0.2898887,0.3558815,0.0659928
73,-3.2800446,-3.239396,"('helpless', 'self-reliant')",-3.2800446,-3.2393961,0.0406485
74,0.18877238,0.077814266,"('undedicated', 'dedicated')",0.1887724,0.0778143,-0.1109581
75,-0.9626464,-0.9540414,"('meek', 'impulsive')",-0.9626464,-0.9540414,0.008605
76,-0.33782598,-0.27867094,"('anxious', 'daring')",-0.337826,-0.2786709,0.0591551
77,-1.6037889,-1.3092586,"('unmotivated', 'motivated')",-1.6037889,-1.3092586,0.2945303
78,-0.30874524,-0.49155453,"('nonresilient', 'resilient')",-0.3087452,-0.4915545,-0.1828093
79,0.5472012,0.5014472,"('wavering', 'unwavering')",0.5472012,0.5014472,-0.045754
80,-1.178521,-1.1844733,"('dominated', 'dominating')",-1.178521,-1.1844733,-0.0059523
81,-1.5243974,-1.2273109,"('submissive', 'aggressive')",-1.5243974,-1.2273109,0.2970865
82,6.0992327,6.148,"('poor', 'rich')",6.0992327,6.1479998,0.0487671
83,-0.57093865,-0.3924682,"('powerless', 'powerful')",-0.5709386,-0.3924682,0.1784704
84,0.36985302,0.29214045,"('inferior', 'superior')",0.369853,0.2921405,-0.0777125
85,0.6894066,0.5270265,"('insignificant', 'prestigious')",0.6894066,0.5270265,-0.1623801
86,0.13874702,0.10426333,"('uninfluential', 'influential')",0.138747,0.1042633,-0.0344837
87,-0.29630688,-0.31755123,"('unsuccessful', 'successful')",-0.2963069,-0.3175512,-0.0212443
88,-0.31895405,-0.305902,"('low', 'eminent')",-0.3189541,-0.305902,0.0130521
