,detective_male,detective_female,tuple,average_male,average_female,female-male
0,0.52362204,0.33309603,"('unsociable', 'sociable')",0.523622,0.333096,-0.190526
1,1.045516,0.95276666,"('unfriendly', 'friendly')",1.045516,0.9527667,-0.0927493
2,0.70880455,0.80537635,"('unlikable', 'likable')",0.7088045,0.8053764,0.0965719
3,0.5604072,0.63626766,"('repellent', 'pleasant')",0.5604072,0.6362677,0.0758605
4,-7.2567825,-7.278499,"('disliked', 'liked')",-7.2567825,-7.2784991,-0.0217166
5,-0.37757707,-0.32667196,"('distant', 'outgoing')",-0.3775771,-0.326672,0.0509051
6,-0.3532573,-0.25647256,"('distant', 'open')",-0.3532573,-0.2564726,0.0967847
7,0.596238,0.63987046,"('insensitive', 'sensitive')",0.596238,0.6398705,0.0436325
8,0.80966306,0.8025966,"('unaffectionate', 'affectionate')",0.8096631,0.8025966,-0.0070665
9,2.0578322,2.084491,"('unaffectionate', 'caring')",2.0578322,2.084491,0.0266588
10,1.1714813,1.2045585,"('unsympathetic', 'sympathetic')",1.1714813,1.2045585,0.0330772
11,2.7364092,2.782708,"('unhelpful', 'helpful')",2.7364092,2.7827079,0.0462987
12,-1.3996159,-1.3860339,"('unsupportive', 'supportive')",-1.3996159,-1.3860339,0.013582
13,0.57363826,0.50412226,"('impolite', 'polite')",0.5736383,0.5041223,-0.069516
14,0.1052354,0.01253268,"('antisocial', 'social')",0.1052354,0.0125327,-0.0927027
15,0.39748,0.34377703,"('boring', 'funny')",0.39748,0.343777,-0.053703
16,0.37629148,0.38982403,"('unpopular', 'popular')",0.3762915,0.389824,0.0135325
17,-0.056519255,-0.025655085,"('nasty', 'nice')",-0.0565193,-0.0256551,0.0308642
18,-0.7715244,-0.83781826,"('disagreeable', 'welcoming')",-0.7715244,-0.8378183,-0.0662939
19,-0.5008251,-0.39209145,"('inhospitable', 'hospitable')",-0.5008251,-0.3920915,0.1087336
20,0.22144538,0.21127507,"('rough', 'thoughtful')",0.2214454,0.2112751,-0.0101703
21,0.27481708,0.34986278,"('immoral', 'moral')",0.2748171,0.3498628,0.0750457
