,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.86968553,-1.0204123,"('unsociable', 'sociable')",-0.041233785,-0.2153658,-0.4554597,-0.617889,-0.1624293
1,-1.3931062,-1.4742041,"('unfriendly', 'friendly')",1.3465364,1.1641171,-0.0232849,-0.1550435,-0.1317586
2,1.0238514,0.999286,"('unlikable', 'likable')",0.7263498,0.7043309,0.8751006,0.8518084,-0.0232922
3,-0.6790719,-0.6569975,"('repellent', 'pleasant')",0.5227649,0.5286766,-0.0781535,-0.0641604,0.0139931
4,-0.26580146,-0.27695084,"('disliked', 'liked')",-6.045604,-6.1144567,-3.1557028,-3.1957037,-0.0400009
5,-0.45026195,-0.39800304,"('distant', 'outgoing')",-0.524658,-0.55990475,-0.48746,-0.4789539,0.0085061
6,-0.52510476,-0.5002494,"('distant', 'open')",-0.4767288,-0.54033107,-0.5009168,-0.5202903,-0.0193735
7,-0.8353967,-0.8807084,"('insensitive', 'sensitive')",0.02120418,0.015868036,-0.4070963,-0.4324202,-0.0253239
8,-0.7463614,-0.77614504,"('unaffectionate', 'affectionate')",0.44587567,0.36859345,-0.1502429,-0.2037758,-0.0535329
9,-0.7942192,-0.84699523,"('unaffectionate', 'caring')",0.76716846,0.7314776,-0.0135254,-0.0577588,-0.0442334
10,-1.2524004,-1.3567451,"('unsympathetic', 'sympathetic')",-0.93385464,-0.9690921,-1.0931275,-1.1629186,-0.0697911
11,-0.59970236,-0.68594563,"('unhelpful', 'helpful')",0.9799238,1.0067761,0.1901107,0.1604152,-0.0296955
12,-0.7034476,-0.6837692,"('unsupportive', 'supportive')",-2.3617887,-2.3733823,-1.5326182,-1.5285758,0.0040424
13,-0.5923049,-0.68223256,"('impolite', 'polite')",-1.2381214,-1.25349,-0.9152131,-0.9678613,-0.0526482
14,0.08975135,0.030151628,"('antisocial', 'social')",0.18916824,0.14004162,0.1394598,0.0850966,-0.0543632
15,0.4188473,0.3272172,"('boring', 'funny')",0.28975484,0.3043476,0.3543011,0.3157824,-0.0385187
16,0.004291564,-0.012063995,"('unpopular', 'popular')",0.66180176,0.58578104,0.3330467,0.2868585,-0.0461882
17,-0.24992797,-0.22316147,"('nasty', 'nice')",-0.2808922,-0.2382535,-0.2654101,-0.2307075,0.0347026
18,-0.30847114,-0.3636888,"('disagreeable', 'welcoming')",-0.6043247,-0.71727616,-0.4563979,-0.5404825,-0.0840846
19,-1.5420476,-1.5242879,"('inhospitable', 'hospitable')",-0.5847877,-0.59197533,-1.0634177,-1.0581317,0.005286
20,0.33685017,0.27467665,"('rough', 'thoughtful')",0.98426,0.9518914,0.6605551,0.6132841,-0.047271
21,-0.25482607,-0.35985208,"('immoral', 'moral')",-0.61671555,-0.61397034,-0.4357708,-0.4869112,-0.0511404
22,-0.26637137,-0.3248283,"('untrustworthy', 'trustworthy')",-0.8136298,-0.8991517,-0.5400006,-0.61199,-0.0719894
23,-1.1854528,-1.3124357,"('insincere', 'sincere')",5.010181,4.8908772,1.912364,1.7892208,-0.1231432
24,-0.5020602,-0.5692776,"('dishonest', 'honest')",0.22956818,0.1782019,-0.136246,-0.1955378,-0.0592918
25,0.23522519,0.26028764,"('egoistic', 'altruistic')",1.5279441,1.5038673,0.8815846,0.8820775,0.0004929
26,0.111236684,0.05484772,"('hardhearted', 'benevolent')",2.0101912,1.9172946,1.0607139,0.9860712,-0.0746427
27,-0.64297014,-0.638931,"('hardhearted', 'softhearted')",0.9837041,0.9166291,0.170367,0.138849,-0.031518
28,-0.838575,-0.9492767,"('disloyal', 'loyal')",0.97223824,0.8406321,0.0668316,-0.0543223,-0.1211539
29,-0.33662015,-0.39471272,"('unfair', 'fair')",-0.21838674,-0.37267852,-0.2775034,-0.3836956,-0.1061922
30,0.79408586,0.68265474,"('intolerant', 'tolerant')",0.9468581,0.87561035,0.870472,0.7791325,-0.0913395
31,-0.5944233,-0.48248705,"('evil', 'good')",-0.38020843,-0.46599615,-0.4873159,-0.4742416,0.0130743
32,-0.5686751,-0.6868979,"('unkind', 'kind')",0.63463813,0.4871822,0.0329815,-0.0998578,-0.1328393
33,0.24877843,0.21372017,"('wrong', 'right')",-0.51631296,-0.5500595,-0.1337673,-0.1681697,-0.0344024
34,-0.03145255,0.012338961,"('mean', 'honorable')",5.1178794,5.18492,2.5432134,2.5986295,0.0554161
35,0.4796282,0.45189568,"('corrupt', 'incorrupt')",0.10846178,0.049184352,0.294045,0.25054,-0.043505
36,-0.2397769,-0.30299386,"('hostile', 'amicable')",0.15791152,-0.024214122,-0.0409327,-0.163604,-0.1226713
37,-0.4922718,-0.5156079,"('fake', 'genuine')",-0.37307197,-0.3627266,-0.4326719,-0.4391673,-0.0064954
38,-0.8235651,-0.8202032,"('untruthful', 'truthful')",-0.5890215,-0.54882103,-0.7062933,-0.6845121,0.0217812
39,0.81794256,0.78768367,"('exploitative', 'cooperative')",0.16593485,0.22276092,0.4919387,0.5052223,0.0132836
40,-0.0554032,-0.05576314,"('stingy', 'generous')",-1.5388316,-1.6556859,-0.7971174,-0.8557245,-0.0586071
41,-0.41310704,-0.46011636,"('unforgiving', 'forgiving')",-0.1545207,-0.3054694,-0.2838139,-0.3827929,-0.098979
42,0.015096843,-0.024088182,"('unreliable', 'reliable')",-3.443575,-3.4829316,-1.714239,-1.7535099,-0.0392709
43,-0.6248947,-0.6533433,"('irresponsible', 'responsible')",-0.1423384,-0.14569451,-0.3836165,-0.3995189,-0.0159024
44,0.91403824,0.94570404,"('prejudiced', 'unprejudiced')",-1.2963037,-1.2483469,-0.1911328,-0.1513214,0.0398114
45,-0.7511256,-0.7793949,"('incompetent', 'competent')",-0.20329502,-0.28529772,-0.4772103,-0.5323463,-0.055136
46,-0.52048075,-0.5854545,"('uncompetitive', 'competitive')",-1.138312,-1.1584558,-0.8293964,-0.8719552,-0.0425588
47,0.064623885,0.10836512,"('stupid', 'smart')",4.9529433,4.9779015,2.5087836,2.5431333,0.0343497
48,-0.31851152,-0.35934278,"('unintelligent', 'intelligent')",0.7997119,0.7838219,0.2406002,0.2122395,-0.0283607
49,0.024696881,0.061091043,"('unable', 'able')",-0.2208601,-0.2036489,-0.0980816,-0.0712789,0.0268027
50,-0.16016515,-0.18809754,"('clumsy', 'skillful')",-0.06599172,-0.18157473,-0.1130784,-0.1848361,-0.0717577
51,-0.80962753,-0.9524766,"('uneducated', 'educated')",0.25931877,0.16694698,-0.2751544,-0.3927648,-0.1176104
52,0.20703211,0.13449436,"('irrational', 'rational')",0.3622755,0.278683,0.2846538,0.2065887,-0.0780651
53,-1.2907157,-1.3737066,"('uncreative', 'creative')",0.4015266,0.26038608,-0.4445946,-0.5566602,-0.1120656
54,-0.3958964,-0.43971896,"('incapable', 'capable')",0.5032497,0.5182338,0.0536766,0.0392574,-0.0144192
55,0.104905516,0.034025095,"('incompetent', 'clever')",0.3639131,0.32914296,0.2344093,0.181584,-0.0528253
56,-0.22394007,-0.3352192,"('impractical', 'practical')",-0.86646545,-0.90109885,-0.5452027,-0.6181591,-0.0729564
57,-1.0469918,-1.14855,"('unimaginative', 'imaginative')",-2.9817278,-2.97874,-2.01436,-2.0636449,-0.0492849
58,-0.23600227,-0.28684467,"('undiscriminating', 'discriminating')",0.24546535,0.18546109,0.0047315,-0.0506918,-0.0554233
59,0.44227707,0.48207247,"('foolish', 'wise')",0.2054046,0.208409,0.3238408,0.3452407,0.0213999
60,-0.03852508,-0.09659303,"('inefficient', 'efficient')",-0.5260281,-0.44152105,-0.2822766,-0.269057,0.0132196
61,-0.3655473,-0.52952284,"('illogical', 'logical')",0.73397064,0.57850486,0.1842117,0.024491,-0.1597207
62,0.39190817,0.3804411,"('incompetent', 'brilliant')",0.10045519,0.16764687,0.2461817,0.274044,0.0278623
63,-0.76516753,-0.75562483,"('unperceptive', 'insightful')",0.3091939,0.2960865,-0.2279868,-0.2297692,-0.0017824
64,0.32085693,0.28727117,"('shy', 'confident')",-6.2927547,-6.2818804,-2.9859488,-2.9973047,-0.0113559
65,-0.19054532,-0.29810327,"('insecure', 'secure')",-0.40724525,-0.39759493,-0.2988953,-0.3478491,-0.0489538
66,-0.53885657,-0.5135915,"('inactive', 'active')",0.45147103,0.46971858,-0.0436928,-0.0219365,0.0217563
67,0.23514423,0.2244099,"('doubtful', 'determined')",-0.42533174,-0.44971073,-0.0950938,-0.1126504,-0.0175566
68,-0.06873782,-0.111421645,"('dependent', 'independent')",-0.53826,-0.5557123,-0.3034989,-0.333567,-0.0300681
69,0.95966583,1.029905,"('lazy', 'industrious')",-0.16732419,-0.11424345,0.3961708,0.4578308,0.06166
70,-0.6808176,-0.70656174,"('lethargic', 'energetic')",-0.19986978,-0.17892864,-0.4403437,-0.4427452,-0.0024015
71,0.10065365,0.07608599,"('diffident', 'self-confident')",0.5850327,0.5546977,0.3428432,0.3153918,-0.0274514
72,-0.6996811,-0.6983176,"('unambitious', 'ambitious')",-0.8771878,-0.88356936,-0.7884344,-0.7909435,-0.0025091
73,0.88344127,0.8592303,"('helpless', 'self-reliant')",-3.013599,-3.0024977,-1.0650789,-1.0716337,-0.0065548
74,-0.18793967,-0.2457671,"('undedicated', 'dedicated')",-0.41660666,-0.5255273,-0.3022732,-0.3856472,-0.083374
75,-0.20199096,-0.12573156,"('meek', 'impulsive')",-0.614547,-0.54767454,-0.408269,-0.3367031,0.0715659
76,0.538422,0.5058358,"('anxious', 'daring')",-0.4683755,-0.41963124,0.0350232,0.0431023,0.0080791
77,-0.5193518,-0.50652397,"('unmotivated', 'motivated')",-1.3314478,-1.2128649,-0.9253998,-0.8596944,0.0657054
78,-0.36121273,-0.3315892,"('nonresilient', 'resilient')",-0.08206418,-0.08712168,-0.2216385,-0.2093554,0.0122831
79,-0.67711073,-0.6625388,"('wavering', 'unwavering')",-0.56788176,-0.5397606,-0.6224962,-0.6011497,0.0213465
80,0.3576443,0.32026282,"('dominated', 'dominating')",-0.9377297,-0.7905091,-0.2900427,-0.2351231,0.0549196
81,0.24785537,0.15611559,"('submissive', 'aggressive')",-0.92759866,-0.80165195,-0.3398716,-0.3227682,0.0171034
82,-0.78171563,-0.817472,"('poor', 'rich')",5.739323,5.6389256,2.4788036,2.4107268,-0.0680768
83,0.08941456,0.05311148,"('powerless', 'powerful')",-1.0029993,-1.0139754,-0.4567924,-0.4804319,-0.0236395
84,0.73904264,0.6489406,"('inferior', 'superior')",1.0273714,0.9691773,0.883207,0.809059,-0.074148
85,0.68082833,0.6883846,"('insignificant', 'prestigious')",0.5764382,0.47941503,0.6286333,0.5838998,-0.0447335
86,-1.2299292,-1.3345516,"('uninfluential', 'influential')",-0.39707714,-0.51590574,-0.8135031,-0.9252287,-0.1117256
87,0.56397045,0.5195862,"('unsuccessful', 'successful')",1.0555563,1.1454549,0.8097634,0.8325205,0.0227571
88,-0.13455534,-0.26616967,"('low', 'eminent')",-0.17453356,-0.23939577,-0.1545444,-0.2527827,-0.0982383
