,drink_male,drink_female,tuple,average_male,average_female,female-male
0,0.30085206,0.12326313,"('unsociable', 'sociable')",0.3008521,0.1232631,-0.177589
1,1.2237465,1.1560532,"('unfriendly', 'friendly')",1.2237465,1.1560532,-0.0676933
2,0.63841593,0.82650656,"('unlikable', 'likable')",0.6384159,0.8265066,0.1880907
3,0.765592,0.8186193,"('repellent', 'pleasant')",0.765592,0.8186193,0.0530273
4,-7.2661314,-7.1174254,"('disliked', 'liked')",-7.2661314,-7.1174254,0.148706
5,-0.10409321,0.03141775,"('distant', 'outgoing')",-0.1040932,0.0314177,0.1355109
6,-0.08146042,0.044465348,"('distant', 'open')",-0.0814604,0.0444653,0.1259257
7,0.5441363,0.52929807,"('insensitive', 'sensitive')",0.5441363,0.5292981,-0.0148382
8,0.95464104,0.9165562,"('unaffectionate', 'affectionate')",0.954641,0.9165562,-0.0380848
9,1.9126273,1.9219216,"('unaffectionate', 'caring')",1.9126273,1.9219216,0.0092943
10,0.82621926,0.8053767,"('unsympathetic', 'sympathetic')",0.8262193,0.8053767,-0.0208426
11,2.5155299,2.524506,"('unhelpful', 'helpful')",2.5155299,2.5245061,0.0089762
12,-1.5340991,-1.539744,"('unsupportive', 'supportive')",-1.5340991,-1.539744,-0.0056449
13,0.75654006,0.6401365,"('impolite', 'polite')",0.7565401,0.6401365,-0.1164036
14,-0.065130934,-0.16360869,"('antisocial', 'social')",-0.0651309,-0.1636087,-0.0984778
15,0.6886307,0.6643218,"('boring', 'funny')",0.6886307,0.6643218,-0.0243089
16,0.009439021,0.05668033,"('unpopular', 'popular')",0.009439,0.0566803,0.0472413
17,-0.12297762,-0.08321574,"('nasty', 'nice')",-0.1229776,-0.0832157,0.0397619
18,-1.106778,-1.2110375,"('disagreeable', 'welcoming')",-1.106778,-1.2110375,-0.1042595
19,-1.0047268,-0.8300005,"('inhospitable', 'hospitable')",-1.0047268,-0.8300005,0.1747263
20,0.76490194,0.6351818,"('rough', 'thoughtful')",0.7649019,0.6351818,-0.1297201
21,0.35585684,0.39532918,"('immoral', 'moral')",0.3558568,0.3953292,0.0394724
22,-0.47472492,-0.40663806,"('untrustworthy', 'trustworthy')",-0.4747249,-0.4066381,0.0680868
23,6.7829227,6.6775303,"('insincere', 'sincere')",6.7829227,6.6775303,-0.1053924
24,1.7194084,1.6846198,"('dishonest', 'honest')",1.7194084,1.6846198,-0.0347886
25,0.34920254,0.27188957,"('egoistic', 'altruistic')",0.3492025,0.2718896,-0.0773129
26,0.4526142,0.31382552,"('hardhearted', 'benevolent')",0.4526142,0.3138255,-0.1387887
27,1.0819778,0.9213981,"('hardhearted', 'softhearted')",1.0819778,0.9213981,-0.1605797
28,1.1257728,0.997334,"('disloyal', 'loyal')",1.1257728,0.997334,-0.1284388
29,-0.5486686,-0.55696607,"('unfair', 'fair')",-0.5486686,-0.5569661,-0.0082975
30,0.9405501,0.86848116,"('intolerant', 'tolerant')",0.9405501,0.8684812,-0.0720689
31,-2.3164139,-2.2114036,"('evil', 'good')",-2.3164139,-2.2114036,0.1050103
32,1.299731,1.2244935,"('unkind', 'kind')",1.299731,1.2244935,-0.0752375
33,-0.32915953,-0.3087621,"('wrong', 'right')",-0.3291595,-0.3087621,0.0203974
34,4.699143,4.7408457,"('mean', 'honorable')",4.6991429,4.7408457,0.0417028
35,-1.4864987,-1.5737592,"('corrupt', 'incorrupt')",-1.4864987,-1.5737592,-0.0872605
36,-1.123293,-1.1463848,"('hostile', 'amicable')",-1.123293,-1.1463848,-0.0230918
37,0.4391228,0.4166156,"('fake', 'genuine')",0.4391228,0.4166156,-0.0225072
38,-0.018448789,0.03273045,"('untruthful', 'truthful')",-0.0184488,0.0327304,0.0511792
39,0.2277172,0.1845112,"('exploitative', 'cooperative')",0.2277172,0.1845112,-0.043206
40,-2.0628402,-2.2212055,"('stingy', 'generous')",-2.0628402,-2.2212055,-0.1583653
